Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2023-08-19,Empoli,0,0,10,4,2,17,2,0,Verona,1,0,10,4,4,18,2,0,A,D,2.3,3.28,3.27,2.18,1.8,2.11,1.74,1.95,1.9,0.0,0.0,4.0,20.0,0
2023-08-19,Frosinone,1,1,4,1,4,14,3,0,Napoli,3,2,19,8,6,17,3,0,A,A,8.79,5.12,1.36,1.74,2.28,1.68,2.2,1.83,2.03,0.0,0.0,6.0,14.0,0
2023-08-19,Genoa,1,0,4,2,3,14,2,0,Fiorentina,4,3,9,5,4,13,3,0,A,A,3.41,3.34,2.21,2.14,1.82,2.06,1.77,1.96,1.88,0.0,0.0,7.0,6.0,0
2023-08-19,Inter,2,1,22,3,8,8,1,0,Monza,0,0,12,2,3,13,1,0,H,H,1.38,5.08,7.92,1.63,2.49,1.58,2.41,1.82,2.03,0.0,0.0,7.0,12.0,2
2023-08-20,Roma,2,1,13,3,9,12,0,0,Salernitana,2,1,3,2,1,9,4,0,D,D,1.53,4.07,6.83,2.18,1.81,2.1,1.75,1.92,1.93,0.0,0.0,12.0,13.0,1
2023-08-20,Sassuolo,0,0,11,3,7,9,0,0,Atalanta,2,0,16,6,7,13,0,0,A,D,3.35,3.62,2.12,1.68,2.43,1.62,2.33,2.01,1.84,0.0,0.0,14.0,7.0,0
2023-08-20,Lecce,2,0,23,7,5,12,3,0,Lazio,1,1,10,4,2,16,2,0,H,A,3.74,3.33,2.09,2.26,1.74,2.21,1.68,2.07,1.78,0.0,0.0,12.0,11.0,2
2023-08-20,Udinese,0,0,18,5,7,12,1,0,Juventus,3,3,9,4,3,10,3,0,A,A,4.46,3.54,1.86,2.19,1.83,2.1,1.75,2.01,1.86,0.0,0.0,14.0,11.0,0
2023-08-21,Torino,0,0,11,2,8,8,1,0,Cagliari,0,0,8,2,3,12,1,0,D,D,1.68,3.73,5.47,2.23,1.77,2.16,1.7,1.87,1.97,0.0,0.0,13.0,11.0,1
2023-08-21,Bologna,0,0,17,5,3,10,2,0,Milan,2,2,10,6,6,4,2,0,A,A,3.9,3.49,1.99,2.13,1.86,2.05,1.78,1.87,1.99,0.0,0.0,12.0,13.0,0
