Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2006-09-09,Fiorentina,2,0,10,8,6,26,3,0,Inter,3,2,9,5,2,24,1,0,R. Rosetti,A,A,0.0,0.0,7.0,8.0,0
2006-09-09,Roma,2,1,11,7,8,19,2,0,Livorno,0,0,6,3,6,17,2,0,D. Messina,H,H,0.0,0.0,15.0,9.0,2
2006-09-10,Atalanta,3,3,11,6,4,24,1,0,Ascoli,1,0,7,2,4,10,2,0,M. Bergonzi,H,H,0.0,0.0,4.0,3.0,2
2006-09-10,Cagliari,0,0,16,7,3,16,0,1,Catania,1,0,9,5,5,17,5,0,G. Rocchi,A,D,0.0,0.0,4.0,5.0,0
2006-09-10,Chievo,1,1,3,2,6,14,4,1,Siena,2,0,7,6,7,26,1,0,C. Brighi,A,H,0.0,0.0,5.0,14.0,0
2006-09-10,Messina,1,0,9,5,4,16,3,0,Udinese,0,0,12,4,4,18,1,0,P. Mazzoleni,H,D,0.0,0.0,8.0,15.0,2
2006-09-10,Milan,2,1,8,6,4,14,3,0,Lazio,1,0,10,6,3,14,3,0,P. Bertini,H,H,0.0,0.0,9.0,8.0,2
2006-09-10,Palermo,4,3,13,6,4,31,4,0,Reggina,3,1,13,8,3,23,4,1,N. Ayroldi,H,H,0.0,0.0,9.0,11.0,2
2006-09-10,Sampdoria,1,1,13,4,7,36,3,2,Empoli,2,1,13,7,6,28,1,0,G. Gava,A,D,0.0,0.0,11.0,9.0,0
2006-09-10,Torino,1,0,16,9,6,18,2,0,Parma,1,0,10,4,1,21,2,0,N. Stefanini,D,D,0.0,0.0,11.0,10.0,1
2006-09-16,Inter,1,0,11,5,8,18,3,0,Sampdoria,1,0,3,1,4,12,2,0,P. Tagliavento,D,D,3.0,0.0,4.0,16.0,1
2006-09-16,Reggina,2,0,14,8,9,20,3,0,Cagliari,1,0,9,1,2,18,3,0,O. Girardi,H,D,0.0,0.0,13.0,17.0,2
2006-09-17,Udinese,2,1,14,6,3,16,4,0,Torino,0,0,11,4,6,26,1,0,O. Pantana,H,H,0.0,1.0,17.0,12.0,2
2006-09-17,Siena,1,0,5,2,4,12,1,1,Roma,3,0,19,12,7,12,0,0,A. De Marco,A,D,3.0,3.0,7.0,3.0,0
2006-09-17,Parma,0,0,12,6,3,16,2,0,Milan,2,1,11,7,4,12,3,0,M. Trefoloni,A,A,1.0,3.0,12.0,6.0,0
2006-09-17,Livorno,1,0,10,4,3,24,1,0,Fiorentina,0,0,16,5,5,23,2,1,S. Farina,H,D,0.0,0.0,20.0,15.0,2
2006-09-17,Ascoli,1,0,13,4,8,12,3,0,Messina,1,0,4,2,2,14,4,1,L. Banti,D,D,0.0,3.0,19.0,9.0,1
2006-09-17,Empoli,1,0,11,2,6,24,1,0,Chievo,1,1,4,1,6,19,1,1,F. Squillace,D,A,3.0,0.0,7.0,17.0,1
2006-09-17,Catania,0,0,10,5,8,29,3,0,Atalanta,0,0,6,2,1,24,6,0,L. Palanca,D,D,3.0,3.0,9.0,6.0,1
2006-09-17,Lazio,1,0,16,12,14,23,4,0,Palermo,2,2,8,5,3,29,4,0,N. Rizzoli,A,A,0.0,3.0,18.0,8.0,0
2006-09-20,Palermo,5,1,16,9,8,29,1,1,Catania,3,1,9,5,8,20,2,0,M. Trefoloni,H,D,6.0,4.0,3.0,8.0,2
2006-09-20,Torino,1,1,11,4,6,13,1,0,Siena,2,2,8,5,4,18,3,0,A. Giannoccaro,A,A,1.0,3.0,17.0,11.0,0
2006-09-20,Sampdoria,3,1,14,8,8,21,4,0,Udinese,3,3,9,7,2,20,2,0,P. Bertini,D,A,1.0,3.0,14.0,10.0,1
2006-09-20,Roma,0,0,10,6,7,18,3,0,Inter,1,1,9,7,8,21,1,1,N. Rizzoli,A,A,6.0,4.0,2.0,7.0,0
2006-09-20,Milan,1,0,16,5,5,9,0,0,Ascoli,0,0,12,6,1,11,2,0,P. Dondarini,H,D,6.0,1.0,4.0,15.0,2
2006-09-20,Chievo,0,0,5,2,5,16,4,0,Lazio,1,0,7,6,6,12,1,0,L. Banti,A,D,1.0,0.0,14.0,19.0,0
2006-09-20,Fiorentina,1,1,11,6,8,23,2,1,Parma,0,0,10,5,4,28,6,0,T. Pieri,H,H,0.0,1.0,19.0,16.0,2
2006-09-20,Cagliari,2,1,16,9,8,17,1,0,Livorno,2,1,5,2,3,29,2,0,L. Marelli,D,D,0.0,3.0,20.0,14.0,1
2006-09-20,Atalanta,0,0,6,3,6,15,3,0,Empoli,0,0,7,4,7,14,1,0,G. Lops,D,D,4.0,4.0,6.0,8.0,1
2006-09-20,Messina,2,1,8,2,1,16,6,0,Reggina,0,0,13,3,5,18,3,0,M. Saccani,H,H,4.0,3.0,9.0,12.0,2
2006-09-23,Catania,2,0,14,7,8,17,3,1,Messina,2,1,11,5,3,22,3,1,S. Farina,D,A,4.0,7.0,10.0,3.0,1
2006-09-23,Livorno,0,0,8,2,4,18,2,0,Milan,0,0,16,5,5,17,3,0,N. Ayroldi,D,D,4.0,9.0,11.0,2.0,1
2006-09-24,Udinese,1,1,12,5,4,19,2,0,Fiorentina,0,0,10,7,7,20,2,0,M. Bergonzi,H,H,4.0,3.0,11.0,12.0,2
2006-09-24,Siena,0,0,4,1,4,31,2,1,Cagliari,0,0,9,3,3,18,2,0,A. Romeo,D,D,6.0,1.0,7.0,16.0,1
2006-09-24,Reggina,1,0,11,3,7,21,3,0,Torino,1,0,11,3,2,26,5,0,C. Brighi,D,D,3.0,1.0,13.0,19.0,1
2006-09-24,Parma,0,0,13,4,3,23,3,0,Roma,4,2,15,8,4,16,3,0,G. Rocchi,A,A,1.0,6.0,20.0,7.0,0
2006-09-24,Lazio,1,0,15,9,6,20,2,0,Atalanta,0,0,7,4,2,23,4,0,O. Girardi,H,D,3.0,5.0,13.0,8.0,2
2006-09-24,Empoli,2,1,11,6,4,21,2,0,Palermo,0,0,14,4,3,22,3,1,P. Tagliavento,H,H,5.0,9.0,10.0,3.0,2
2006-09-24,Ascoli,1,1,12,5,11,23,4,0,Sampdoria,1,0,9,6,7,17,2,1,P. Mazzoleni,D,H,1.0,2.0,19.0,15.0,1
2006-09-24,Inter,4,1,13,9,8,18,2,0,Chievo,3,0,6,4,3,13,0,0,A. Giannoccaro,H,H,7.0,1.0,7.0,19.0,2
2006-09-30,Atalanta,1,1,11,3,5,17,3,0,Reggina,1,1,14,2,3,19,3,0,O. Pantana,D,D,5.0,4.0,10.0,13.0,1
2006-09-30,Torino,0,0,14,1,5,14,1,0,Lazio,4,0,12,6,4,14,1,0,T. Pieri,A,D,2.0,6.0,18.0,10.0,0
2006-10-01,Sampdoria,3,1,16,8,6,26,4,0,Parma,2,1,12,5,6,20,3,1,N. Rizzoli,H,D,3.0,1.0,14.0,20.0,2
2006-10-01,Udinese,0,0,13,7,5,21,3,0,Ascoli,0,0,11,4,2,23,2,0,R. Herberg,D,D,7.0,2.0,8.0,17.0,1
2006-10-01,Milan,0,0,18,8,9,12,0,0,Siena,0,0,12,6,2,14,4,0,N. Stefanini,D,D,10.0,7.0,1.0,9.0,1
2006-10-01,Roma,1,1,14,7,3,15,1,0,Empoli,0,0,10,2,7,17,0,0,R. Rosetti,H,H,9.0,8.0,3.0,7.0,2
2006-10-01,Fiorentina,3,0,19,14,8,27,3,0,Catania,0,0,3,1,2,20,3,2,S. Farina,H,D,3.0,5.0,15.0,12.0,2
2006-10-01,Messina,0,0,13,5,6,10,2,0,Livorno,1,0,12,7,1,10,3,0,P. Dondarini,A,D,8.0,5.0,6.0,13.0,0
2006-10-01,Chievo,0,0,6,3,5,19,1,0,Palermo,1,1,7,3,4,15,2,0,S. Farina,A,A,1.0,9.0,19.0,5.0,0
2006-10-01,Cagliari,1,1,7,2,3,11,2,0,Inter,1,1,15,5,6,26,4,0,D. Messina,D,D,2.0,10.0,17.0,4.0,1
2006-10-14,Sampdoria,1,0,11,5,1,10,3,0,Milan,1,0,11,5,5,17,3,0,R. Rosetti,D,D,6.0,11.0,13.0,3.0,1
2006-10-14,Siena,3,1,20,9,5,24,1,1,Messina,1,1,4,3,2,17,1,2,N. Ayroldi,H,D,8.0,8.0,9.0,6.0,2
2006-10-15,Ascoli,0,0,9,4,3,18,5,0,Livorno,2,1,4,4,5,18,2,1,C. Brighi,A,A,3.0,8.0,17.0,10.0,0
2006-10-15,Empoli,1,1,6,1,3,18,3,0,Fiorentina,2,0,20,8,6,23,6,1,M. Saccani,A,H,8.0,6.0,9.0,12.0,0
2006-10-15,Inter,2,1,8,4,10,22,1,0,Catania,1,1,5,3,3,14,2,0,P. Mazzoleni,H,D,11.0,5.0,4.0,15.0,2
2006-10-15,Lazio,0,0,10,4,7,21,4,1,Cagliari,0,0,3,0,5,15,1,2,A. De Marco,D,D,9.0,3.0,7.0,16.0,1
2006-10-15,Palermo,2,2,12,4,2,15,2,0,Atalanta,3,2,12,9,7,21,2,0,L. Banti,A,D,12.0,6.0,4.0,13.0,0
2006-10-15,Parma,0,0,14,7,7,21,2,0,Udinese,3,2,9,5,4,18,3,1,L. Palanca,A,A,1.0,8.0,20.0,10.0,0
2006-10-15,Reggina,1,0,8,3,7,20,6,0,Roma,0,0,13,5,6,28,5,0,M. Trefoloni,H,D,5.0,12.0,14.0,2.0,2
2006-10-15,Torino,1,0,9,3,6,25,5,0,Chievo,0,0,5,1,6,16,1,0,P. Bertini,H,D,2.0,1.0,18.0,19.0,2
2006-10-21,Messina,2,1,7,3,3,23,3,0,Empoli,2,1,8,3,8,14,1,0,G. Gava,D,D,8.0,8.0,12.0,11.0,1
2006-10-21,Cagliari,0,0,14,8,8,20,0,0,Torino,0,0,3,0,3,20,4,0,P. Tagliavento,D,D,4.0,5.0,17.0,16.0,1
2006-10-22,Atalanta,3,1,7,4,6,23,1,0,Sampdoria,2,2,4,3,2,28,5,0,A. Romeo,H,A,9.0,7.0,10.0,14.0,2
2006-10-22,Catania,3,2,12,8,3,20,2,0,Lazio,1,0,9,2,2,30,3,0,D. Messina,H,H,5.0,10.0,17.0,9.0,2
2006-10-22,Fiorentina,3,2,13,5,6,12,2,0,Reggina,0,0,3,1,4,15,1,0,L. Marelli,H,H,9.0,8.0,10.0,13.0,2
2006-10-22,Livorno,0,0,5,1,5,20,3,0,Siena,0,0,9,2,1,14,2,0,M. Girard,D,D,11.0,11.0,9.0,8.0,1
2006-10-22,Milan,0,0,11,5,9,10,1,0,Palermo,2,0,8,4,1,16,3,0,G. Rocchi,A,D,12.0,12.0,4.0,6.0,0
2006-10-22,Parma,1,1,6,4,2,22,3,0,Ascoli,0,0,9,6,4,30,2,0,G. Lops,H,H,1.0,3.0,20.0,18.0,2
2006-10-22,Roma,1,0,25,11,12,10,0,0,Chievo,1,1,8,5,5,17,2,0,P. Dondarini,D,A,12.0,1.0,3.0,20.0,1
2006-10-22,Udinese,0,0,11,3,5,13,2,0,Inter,0,0,7,4,7,24,3,0,T. Pieri,D,D,11.0,14.0,9.0,2.0,1
2006-10-25,Torino,0,0,13,6,7,19,2,0,Fiorentina,1,1,10,4,6,20,1,0,N. Ayroldi,A,A,6.0,12.0,16.0,4.0,0
2006-10-25,Siena,1,0,17,9,3,21,1,0,Catania,1,0,8,4,5,22,1,0,C. Brighi,D,D,12.0,8.0,7.0,13.0,1
2006-10-25,Sampdoria,2,0,12,6,7,16,2,0,Lazio,0,0,12,7,2,22,1,2,M. Trefoloni,H,D,7.0,10.0,15.0,10.0,2
2006-10-25,Roma,2,0,17,10,8,7,3,0,Ascoli,2,1,4,3,3,21,5,0,G. Rocchi,D,A,13.0,3.0,4.0,19.0,1
2006-10-25,Reggina,3,1,11,8,1,22,2,1,Parma,2,1,10,5,2,24,4,1,R. Rosetti,H,D,8.0,4.0,15.0,19.0,2
2006-10-25,Atalanta,3,1,12,4,5,19,3,0,Cagliari,3,2,8,5,2,22,1,0,N. Stefanini,D,A,12.0,5.0,7.0,17.0,1
2006-10-25,Inter,4,2,16,11,8,11,0,0,Livorno,1,0,10,4,4,12,2,0,M. Saccani,H,H,15.0,12.0,3.0,8.0,2
2006-10-25,Empoli,1,0,12,5,3,10,1,0,Udinese,1,0,8,4,3,12,4,0,A. Giannoccaro,D,D,9.0,12.0,13.0,7.0,1
