Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2013-08-24,Sampdoria,0,0,4,1,4,21,2,1,Juventus,1,0,11,4,10,21,3,0,A,D,0.0,0.0,16.0,9.0,0
2013-08-24,Verona,2,1,14,8,6,11,2,0,Milan,1,1,15,5,5,14,3,0,H,D,0.0,0.0,19.0,12.0,2
2013-08-25,Cagliari,2,1,23,7,10,19,2,0,Atalanta,1,1,11,2,3,17,4,0,H,D,0.0,0.0,5.0,3.0,2
2013-08-25,Inter,2,0,20,5,12,15,2,0,Genoa,0,0,4,0,2,9,3,0,H,D,0.0,0.0,9.0,8.0,2
2013-08-25,Lazio,2,2,20,6,4,15,4,0,Udinese,1,0,7,3,4,13,3,0,H,H,0.0,0.0,9.0,16.0,2
2013-08-25,Livorno,0,0,5,3,2,12,1,0,Roma,2,0,17,6,8,18,2,0,A,D,0.0,0.0,10.0,13.0,0
2013-08-25,Napoli,3,2,16,6,0,10,1,0,Bologna,0,0,8,2,5,14,3,0,H,H,0.0,0.0,11.0,7.0,2
2013-08-25,Parma,0,0,14,4,7,17,2,0,Chievo,0,0,16,3,3,17,3,0,D,D,0.0,0.0,11.0,9.0,1
2013-08-25,Torino,2,1,14,5,4,15,3,0,Sassuolo,0,0,14,4,5,13,2,0,H,H,0.0,0.0,13.0,12.0,2
2013-08-26,Fiorentina,2,2,16,6,3,16,2,0,Catania,1,1,13,4,3,20,4,0,H,H,0.0,0.0,12.0,11.0,2
2013-08-31,Juventus,4,2,12,5,4,12,1,0,Lazio,1,1,17,11,5,15,0,1,H,H,3.0,3.0,9.0,7.0,2
2013-08-31,Chievo,2,2,13,6,3,10,1,0,Napoli,4,2,18,8,4,10,1,0,A,D,1.0,3.0,10.0,2.0,0
2013-09-01,Atalanta,2,0,10,3,6,15,3,0,Torino,0,0,14,2,4,16,2,0,H,D,0.0,3.0,12.0,5.0,2
2013-09-01,Bologna,2,1,10,6,4,20,3,0,Sampdoria,2,1,13,5,4,13,3,0,D,D,0.0,0.0,20.0,16.0,1
2013-09-01,Catania,0,0,13,3,4,16,3,0,Inter,3,1,17,7,3,10,1,0,A,A,0.0,3.0,15.0,3.0,0
2013-09-01,Genoa,2,0,14,7,11,13,1,1,Fiorentina,5,3,16,8,2,7,2,0,A,A,0.0,3.0,17.0,7.0,0
2013-09-01,Milan,3,2,17,8,3,25,1,0,Cagliari,1,1,10,2,5,13,1,0,H,H,0.0,3.0,15.0,7.0,2
2013-09-01,Roma,3,0,25,11,9,9,2,0,Verona,0,0,13,1,3,12,2,0,H,D,3.0,3.0,5.0,8.0,2
2013-09-01,Sassuolo,1,0,11,4,10,17,1,0,Livorno,4,1,10,5,3,18,1,0,A,A,0.0,0.0,18.0,17.0,0
2013-09-01,Udinese,3,1,15,6,5,12,0,0,Parma,1,0,12,1,6,14,4,0,H,H,0.0,1.0,17.0,13.0,2
2013-09-14,Torino,2,0,10,3,4,13,2,0,Milan,2,0,14,5,4,16,2,0,D,D,3.0,3.0,10.0,7.0,1
2013-09-14,Napoli,2,0,29,11,8,7,1,0,Atalanta,0,0,11,5,2,11,0,1,H,D,6.0,3.0,1.0,10.0,2
2013-09-14,Inter,1,0,8,4,6,16,2,0,Juventus,1,0,12,5,1,14,2,0,D,D,6.0,6.0,2.0,5.0,1
2013-09-15,Fiorentina,1,0,16,2,4,12,1,1,Cagliari,1,0,6,1,9,17,3,0,D,D,6.0,3.0,5.0,11.0,1
