Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2019-08-16,Denizlispor,2,0,15,5,6,12,4,0,Galatasaray,0,0,7,4,2,9,5,1,H,D,4.25,3.75,1.77,1.8,2.17,1.74,2.09,1.84,2.02,0.0,0.0,6.0,8.0,2
2019-08-17,Genclerbirligi,0,0,8,1,4,16,4,1,Rizespor,1,0,11,5,2,14,2,0,A,D,2.06,3.36,3.51,2.13,1.84,2.05,1.76,1.79,2.07,0.0,0.0,9.0,14.0,0
2019-08-17,Kayserispor,0,0,6,3,6,13,4,0,Alanyaspor,1,0,14,7,9,10,1,0,A,D,2.38,3.3,2.91,2.09,1.86,2.02,1.79,2.07,1.79,0.0,0.0,12.0,3.0,0
2019-08-17,Sivasspor,3,1,13,8,7,15,4,0,Besiktas,0,0,13,3,0,9,3,0,H,H,2.76,3.46,2.4,1.78,2.16,1.74,2.08,2.07,1.8,0.0,0.0,13.0,6.0,2
2019-08-18,Konyaspor,0,0,23,4,4,7,0,0,Ankaragucu,0,0,9,1,1,14,2,0,D,D,1.75,3.51,4.78,2.2,1.78,2.1,1.72,2.0,1.85,0.0,0.0,12.0,5.0,1
2019-08-18,Goztep,0,0,7,1,5,15,3,0,Antalyaspor,1,1,10,3,5,13,3,0,A,A,1.84,3.65,3.98,1.83,2.12,1.78,2.03,1.85,2.0,0.0,0.0,11.0,7.0,0
2019-08-18,Kasimpasa,1,1,15,7,5,14,2,0,Trabzonspor,1,1,17,2,9,17,0,0,D,D,3.15,3.65,2.11,1.61,2.48,1.57,2.36,2.0,1.86,0.0,0.0,11.0,12.0,1
2019-08-18,Yeni Malatyaspor,3,0,9,5,2,11,3,0,Buyuksehyr,0,0,15,4,11,15,2,1,H,D,3.35,3.29,2.15,2.21,1.78,2.11,1.72,1.99,1.86,0.0,0.0,13.0,10.0,2
2019-08-19,Fenerbahce,5,3,18,9,4,14,1,0,Gaziantep,0,0,4,0,2,18,4,0,H,H,1.45,4.43,6.6,1.68,2.31,1.63,2.23,2.03,1.82,0.0,0.0,11.0,12.0,2
2019-08-23,Besiktas,3,1,8,4,8,19,1,0,Goztep,0,0,12,3,3,9,1,0,H,H,1.48,4.26,6.37,1.81,2.14,1.75,2.06,1.81,2.04,0.0,0.0,16.0,13.0,2
2019-08-24,Ankaragucu,1,0,15,5,1,18,3,0,Kayserispor,1,0,15,5,7,9,1,0,D,D,2.34,3.23,3.04,2.13,1.83,2.04,1.77,2.06,1.81,1.0,0.0,11.0,14.0,1
2019-08-24,Alanyaspor,4,1,18,8,1,13,4,0,Kasimpasa,1,1,6,1,4,11,4,0,H,D,1.67,4.21,4.35,1.54,2.66,1.51,2.49,1.86,1.99,3.0,1.0,5.0,10.0,2
2019-08-24,Buyuksehyr,1,1,12,4,4,11,0,0,Fenerbahce,2,0,13,3,4,10,0,0,A,H,2.48,3.3,2.77,1.86,2.07,1.81,2.0,1.83,2.03,0.0,3.0,16.0,2.0,0
2019-08-25,Rizespor,2,0,11,5,1,15,2,0,Sivasspor,1,0,15,2,12,11,2,0,H,D,2.12,3.46,3.27,1.81,2.19,1.75,2.07,1.86,1.99,3.0,3.0,7.0,3.0,2
2019-08-25,Trabzonspor,2,1,16,5,4,5,1,0,Yeni Malatyaspor,1,0,13,2,5,13,2,0,H,H,1.66,3.96,4.73,1.64,2.44,1.59,2.33,1.87,1.99,1.0,3.0,10.0,4.0,2
2019-08-25,Antalyaspor,0,0,19,3,5,13,1,0,Denizlispor,2,1,8,2,3,14,3,0,A,A,2.61,3.22,2.68,2.01,1.94,1.95,1.85,1.91,1.94,3.0,3.0,8.0,7.0,0
2019-08-25,Galatasaray,1,0,18,6,2,8,1,1,Konyaspor,1,0,16,4,5,11,3,0,D,D,1.43,4.54,6.62,1.63,2.43,1.58,2.33,2.0,1.86,0.0,1.0,15.0,11.0,1
2019-08-26,Gaziantep,4,2,15,7,4,17,1,0,Genclerbirligi,1,0,12,4,6,8,1,2,H,H,2.4,3.17,2.96,2.23,1.74,2.13,1.69,2.08,1.78,0.0,0.0,18.0,15.0,2
2019-08-30,Kasimpasa,0,0,27,7,10,10,1,0,Ankaragucu,1,1,4,2,1,26,5,0,A,A,1.69,3.99,4.48,1.73,2.28,1.68,2.17,1.9,1.95,1.0,2.0,15.0,11.0,0
2019-08-30,Kayserispor,2,1,8,4,1,21,8,3,Galatasaray,3,0,20,10,4,13,6,1,A,H,4.42,3.78,1.73,1.86,2.07,1.81,1.99,1.89,1.95,1.0,1.0,13.0,14.0,0
