Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-08-11,Buyuksehyr,1,1,5,3,0,15,1,0,Bursaspor,0,0,4,1,3,9,1,0,H,H,0.0,0.0,6.0,5.0,2
2017-08-12,Akhisar Belediyespor,1,0,9,3,3,17,3,0,Sivasspor,0,0,5,1,4,15,2,0,H,D,0.0,0.0,2.0,15.0,2
2017-08-12,Alanyaspor,1,1,16,7,5,12,2,0,Kasimpasa,3,2,7,3,3,23,4,0,A,A,0.0,0.0,3.0,11.0,0
2017-08-12,Genclerbirligi,1,1,6,3,4,20,2,0,Karabukspor,1,1,6,1,1,19,3,0,D,D,0.0,0.0,8.0,10.0,1
2017-08-12,Goztep,2,1,6,4,0,20,4,0,Fenerbahce,2,1,8,5,4,12,1,0,D,D,0.0,0.0,10.0,8.0,1
2017-08-13,Besiktas,2,1,9,5,3,23,3,0,Antalyaspor,0,0,6,2,3,16,4,0,H,H,0.0,0.0,9.0,8.0,2
2017-08-13,Trabzonspor,2,1,9,6,1,20,4,0,Konyaspor,1,1,11,4,6,20,2,0,H,D,0.0,0.0,13.0,11.0,2
2017-08-13,Yeni Malatyaspor,3,1,10,6,3,14,1,0,Osmanlispor,1,0,9,5,5,13,3,1,H,H,0.0,0.0,13.0,12.0,2
2017-08-14,Galatasaray,4,3,13,8,2,14,2,0,Kayserispor,1,1,6,2,2,18,4,1,H,H,0.0,0.0,11.0,12.0,2
2017-08-18,Kasimpasa,2,1,7,4,4,14,4,0,Besiktas,2,2,11,5,4,20,2,0,D,A,3.0,3.0,2.0,4.0,1
2017-08-19,Bursaspor,3,2,11,6,1,16,2,0,Alanyaspor,2,0,11,6,2,15,2,0,H,H,0.0,0.0,13.0,15.0,2
2017-08-19,Karabukspor,3,2,8,3,5,14,2,0,Buyuksehyr,1,1,4,2,1,8,1,0,H,H,1.0,3.0,12.0,7.0,2
2017-08-19,Osmanlispor,1,0,7,4,4,16,2,0,Galatasaray,3,2,8,6,5,17,2,0,A,A,0.0,3.0,15.0,4.0,0
2017-08-19,Sivasspor,2,1,8,2,4,19,3,0,Yeni Malatyaspor,0,0,8,2,7,16,2,0,H,H,0.0,3.0,14.0,5.0,2
2017-08-20,Antalyaspor,2,1,7,3,3,15,3,0,Akhisar Belediyespor,2,1,10,4,4,10,2,0,D,D,0.0,3.0,15.0,7.0,1
