Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2018-08-17,Betis,0,0,22,8,5,10,0,0,Levante,3,1,6,4,3,10,2,0,A,A,0.0,0.0,5.0,13.0,0
2018-08-17,Girona,0,0,13,1,3,21,1,0,Valladolid,0,0,2,1,2,20,1,0,D,D,0.0,0.0,10.0,17.0,1
2018-08-18,Barcelona,3,0,25,9,7,6,0,0,Alaves,0,0,3,0,1,13,2,0,H,D,0.0,0.0,7.0,4.0,2
2018-08-18,Celta,1,0,12,2,8,13,3,0,Espanol,1,1,14,5,7,14,2,0,D,A,0.0,0.0,7.0,9.0,1
2018-08-18,Villarreal,1,1,16,7,4,16,2,0,Sociedad,2,1,8,4,6,10,3,0,A,D,0.0,0.0,18.0,15.0,0
2018-08-19,Eibar,1,0,18,6,7,12,1,0,Huesca,2,2,8,6,0,13,1,0,A,A,0.0,0.0,10.0,12.0,0
2018-08-19,Real Madrid,2,1,10,3,3,11,1,0,Getafe,0,0,4,1,0,27,7,0,H,H,0.0,0.0,13.0,11.0,2
2018-08-19,Vallecano,1,0,13,2,2,6,1,0,Sevilla,4,3,17,8,6,15,0,0,A,A,0.0,0.0,15.0,13.0,0
2018-08-20,Ath Bilbao,2,1,17,5,6,12,4,0,Leganes,1,1,12,2,2,13,5,0,H,D,0.0,0.0,11.0,13.0,2
2018-08-20,Valencia,1,0,13,4,4,10,2,0,Ath Madrid,1,1,9,3,10,15,3,0,D,A,0.0,0.0,13.0,12.0,1
2018-08-24,Leganes,2,0,18,5,5,12,1,0,Sociedad,2,2,7,6,0,9,2,0,D,A,0.0,3.0,15.0,7.0,1
2018-08-24,Getafe,2,1,7,4,5,14,2,0,Eibar,0,0,9,0,5,11,1,0,H,H,0.0,0.0,17.0,15.0,2
2018-08-25,Alaves,0,0,16,4,5,17,3,0,Betis,0,0,13,5,6,15,1,0,D,D,0.0,0.0,19.0,20.0,1
2018-08-25,Ath Madrid,1,0,9,2,8,7,1,0,Vallecano,0,0,13,3,5,8,1,0,H,D,1.0,0.0,9.0,20.0,2
2018-08-25,Valladolid,0,0,7,4,6,13,1,0,Barcelona,1,0,10,5,10,11,1,0,A,D,1.0,3.0,14.0,4.0,0
2018-08-26,Espanol,2,0,19,9,6,16,1,0,Valencia,0,0,16,4,10,12,1,0,H,D,1.0,1.0,11.0,12.0,2
2018-08-26,Girona,1,1,10,5,4,13,2,0,Real Madrid,4,1,20,8,7,11,3,0,A,D,1.0,3.0,12.0,7.0,0
2018-08-26,Sevilla,0,0,19,2,4,13,3,0,Villarreal,0,0,14,6,5,14,2,0,D,D,3.0,0.0,6.0,18.0,1
2018-08-27,Ath Bilbao,2,0,14,4,3,17,2,0,Huesca,2,0,9,4,2,17,2,0,D,D,3.0,3.0,8.0,9.0,1
2018-08-27,Levante,1,0,15,6,7,14,2,0,Celta,2,2,21,9,7,8,3,0,A,A,3.0,1.0,9.0,11.0,0
2018-08-31,Villarreal,0,0,13,3,7,15,3,0,Girona,1,0,14,6,2,11,2,0,A,D,1.0,1.0,13.0,16.0,0
2018-08-31,Eibar,2,1,8,2,4,18,3,0,Sociedad,1,1,7,2,2,15,2,0,H,D,0.0,4.0,19.0,7.0,2
2018-08-31,Getafe,0,0,12,3,6,22,3,0,Valladolid,0,0,7,4,7,14,1,0,D,D,3.0,1.0,12.0,15.0,1
2018-09-01,Real Madrid,4,1,17,8,8,11,1,0,Leganes,1,1,8,3,1,11,1,0,H,D,6.0,1.0,1.0,15.0,2
2018-09-01,Celta,2,0,10,4,2,12,4,0,Ath Madrid,0,0,9,0,8,14,5,1,H,D,4.0,4.0,7.0,8.0,2
2018-09-02,Alaves,2,0,8,5,0,19,4,0,Espanol,1,1,11,7,12,13,3,0,H,A,1.0,4.0,17.0,5.0,2
2018-09-02,Barcelona,8,3,31,15,9,6,1,0,Huesca,2,2,7,3,4,12,2,0,H,H,6.0,4.0,3.0,7.0,2
2018-09-02,Betis,1,0,11,3,5,15,3,0,Sevilla,0,0,8,2,8,17,6,1,H,D,1.0,4.0,18.0,4.0,2
2018-09-02,Levante,2,2,13,4,3,14,4,1,Valencia,2,1,18,5,5,10,2,0,D,H,3.0,1.0,14.0,17.0,1
2018-09-14,Huesca,0,0,14,4,6,16,2,0,Vallecano,1,1,14,2,3,18,1,0,A,A,4.0,0.0,14.0,20.0,0
2018-09-15,Ath Bilbao,1,1,11,3,1,18,6,0,Real Madrid,1,0,16,6,2,6,2,0,D,H,4.0,9.0,6.0,2.0,1
2018-09-15,Ath Madrid,1,0,18,9,14,5,2,0,Eibar,1,0,12,3,3,21,2,0,D,D,4.0,3.0,10.0,15.0,1
2018-09-15,Sociedad,1,1,8,5,1,18,1,0,Barcelona,2,0,12,6,6,8,1,0,A,H,4.0,9.0,9.0,2.0,0
2018-09-15,Valencia,0,0,12,2,5,22,6,0,Betis,0,0,11,6,4,9,3,0,D,D,2.0,4.0,18.0,14.0,1
2018-09-16,Valladolid,0,0,15,5,7,9,3,0,Alaves,1,0,10,4,2,12,2,0,A,D,2.0,4.0,18.0,13.0,0
2018-09-16,Sevilla,0,0,15,1,7,10,3,0,Getafe,2,2,10,5,1,22,6,0,A,A,4.0,4.0,9.0,11.0,0
2018-09-16,Leganes,0,0,16,3,6,16,4,0,Villarreal,1,0,9,3,1,9,3,0,A,D,1.0,1.0,20.0,19.0,0
2018-09-16,Espanol,1,0,22,9,5,17,1,0,Levante,0,0,16,4,4,13,2,0,H,D,4.0,4.0,10.0,9.0,2
2018-09-17,Girona,3,2,11,6,3,15,1,0,Celta,2,1,20,7,1,11,3,1,H,H,4.0,7.0,15.0,3.0,2
