Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-08-18,Leganes,1,1,16,9,4,14,0,0,Alaves,0,0,6,3,2,18,1,0,H,H,0.0,0.0,13.0,1.0,2
2017-08-18,Valencia,1,1,22,6,5,25,3,0,Las Palmas,0,0,5,4,2,13,3,1,H,H,0.0,0.0,18.0,12.0,2
2017-08-19,Celta,2,1,16,5,5,12,3,0,Sociedad,3,1,13,6,4,11,1,0,A,D,0.0,0.0,7.0,17.0,0
2017-08-19,Girona,2,2,13,6,6,15,2,0,Ath Madrid,2,0,9,3,0,15,4,1,D,H,0.0,0.0,11.0,5.0,1
2017-08-19,Sevilla,1,1,9,4,7,14,2,1,Espanol,1,1,9,6,3,12,4,0,D,D,0.0,0.0,16.0,10.0,1
2017-08-20,Ath Bilbao,0,0,12,2,7,16,1,0,Getafe,0,0,8,2,6,15,3,1,D,D,0.0,0.0,8.0,12.0,1
2017-08-20,Barcelona,2,2,15,2,8,16,2,0,Betis,0,0,3,0,0,15,1,0,H,H,0.0,0.0,10.0,11.0,2
2017-08-20,La Coruna,0,0,12,6,4,16,5,0,Real Madrid,3,2,16,8,4,12,1,1,A,A,0.0,0.0,12.0,15.0,0
2017-08-21,Levante,1,0,14,3,11,18,1,0,Villarreal,0,0,9,1,6,14,3,0,H,D,0.0,0.0,13.0,15.0,2
2017-08-21,Malaga,0,0,10,4,3,16,2,0,Eibar,1,0,13,6,7,15,3,0,A,D,0.0,0.0,14.0,13.0,0
2017-08-25,Sociedad,3,3,15,9,10,12,2,0,Villarreal,0,0,6,1,4,22,2,0,H,H,3.0,0.0,3.0,18.0,2
2017-08-25,Betis,2,1,10,3,4,13,2,0,Celta,1,1,9,2,6,9,2,0,H,D,0.0,0.0,18.0,14.0,2
2017-08-26,Alaves,0,0,11,2,1,12,2,0,Barcelona,2,0,23,11,14,10,3,0,A,D,0.0,3.0,15.0,3.0,0
2017-08-26,Girona,1,1,15,4,2,11,3,0,Malaga,0,0,7,2,3,15,4,0,H,H,1.0,0.0,10.0,16.0,2
2017-08-26,Las Palmas,1,0,10,4,4,10,4,0,Ath Madrid,5,2,8,6,2,9,1,0,A,A,0.0,1.0,15.0,10.0,0
2017-08-26,Levante,2,1,24,5,6,11,0,1,La Coruna,2,2,11,4,5,12,2,0,D,A,3.0,0.0,8.0,18.0,1
2017-08-27,Eibar,0,0,14,5,4,14,1,1,Ath Bilbao,1,1,10,4,3,11,1,0,A,A,3.0,1.0,7.0,13.0,0
2017-08-27,Espanol,0,0,17,2,9,10,3,0,Leganes,1,1,12,8,1,14,3,0,A,A,1.0,3.0,12.0,8.0,0
2017-08-27,Getafe,0,0,15,3,7,20,0,0,Sevilla,1,0,6,3,5,10,1,0,A,D,1.0,1.0,13.0,12.0,0
2017-08-27,Real Madrid,2,1,22,6,13,12,3,0,Valencia,2,1,7,3,4,12,5,0,D,D,3.0,3.0,9.0,10.0,1
2017-09-08,Leganes,1,0,11,7,2,14,1,0,Getafe,2,1,11,3,4,20,2,0,A,A,6.0,1.0,3.0,14.0,0
2017-09-09,Valencia,0,0,11,0,4,16,1,0,Ath Madrid,0,0,13,4,3,14,0,0,D,D,4.0,4.0,8.0,4.0,1
2017-09-09,Sevilla,3,0,12,6,6,14,1,0,Eibar,0,0,7,2,5,18,1,0,H,D,4.0,3.0,9.0,12.0,2
2017-09-09,Barcelona,5,2,20,9,8,11,1,0,Espanol,0,0,9,1,7,18,5,0,H,H,6.0,1.0,3.0,14.0,2
2017-09-09,Real Madrid,1,1,18,10,13,9,2,1,Levante,1,1,5,2,3,16,3,0,D,D,4.0,4.0,7.0,9.0,1
2017-09-10,Ath Bilbao,2,1,7,4,6,19,4,0,Girona,0,0,11,7,4,18,6,0,H,H,4.0,4.0,10.0,9.0,2
2017-09-10,Celta,1,1,20,3,9,17,4,0,Alaves,0,0,5,3,4,17,4,0,H,H,0.0,0.0,16.0,18.0,2
2017-09-10,La Coruna,2,1,11,4,5,18,1,0,Sociedad,4,2,15,4,7,14,3,0,A,A,1.0,6.0,15.0,4.0,0
2017-09-10,Villarreal,3,1,14,7,4,9,3,0,Betis,1,1,8,3,3,9,0,0,H,D,0.0,3.0,19.0,13.0,2
2017-09-11,Malaga,1,0,14,6,3,22,4,0,Las Palmas,3,1,10,8,2,11,2,0,A,A,0.0,0.0,18.0,20.0,0
2017-09-15,Eibar,1,0,10,4,8,15,2,0,Leganes,0,0,5,2,1,20,5,0,H,D,3.0,6.0,16.0,5.0,2
2017-09-16,Getafe,1,1,13,4,3,15,2,0,Barcelona,2,0,7,5,4,14,4,0,A,H,4.0,9.0,11.0,1.0,0
2017-09-16,Ath Madrid,1,0,17,4,8,9,2,0,Malaga,0,0,9,4,4,15,2,0,H,D,5.0,0.0,7.0,19.0,2
2017-09-16,Betis,2,1,17,7,6,13,2,0,La Coruna,1,1,11,3,4,19,3,0,H,D,3.0,1.0,16.0,17.0,2
2017-09-16,Levante,1,1,9,2,1,21,2,0,Valencia,1,1,13,5,3,11,1,0,D,D,5.0,5.0,10.0,11.0,1
2017-09-17,Sociedad,1,1,10,5,4,12,3,0,Real Madrid,3,2,18,6,6,15,2,0,A,A,9.0,5.0,2.0,11.0,0
2017-09-17,Las Palmas,1,0,12,3,7,12,2,0,Ath Bilbao,0,0,11,5,6,19,3,0,H,D,3.0,7.0,16.0,6.0,2
2017-09-17,Alaves,0,0,16,2,2,12,2,0,Villarreal,3,1,16,6,3,25,2,0,A,A,0.0,3.0,19.0,16.0,0
2017-09-17,Girona,0,0,13,0,8,14,2,0,Sevilla,1,0,13,8,1,19,5,0,A,D,4.0,7.0,15.0,5.0,0
2017-09-18,Espanol,2,2,9,3,3,12,1,0,Celta,1,0,11,1,5,14,4,0,H,H,1.0,3.0,18.0,16.0,2
2017-09-19,Barcelona,6,2,11,10,7,4,0,0,Eibar,1,0,13,4,7,9,2,0,H,H,12.0,6.0,1.0,13.0,2
2017-09-19,Valencia,5,1,16,11,4,9,0,0,Malaga,0,0,11,2,9,10,1,0,H,H,6.0,0.0,9.0,19.0,2
2017-09-20,Real Madrid,0,0,27,7,12,13,0,0,Betis,1,0,12,4,3,11,3,0,A,D,8.0,6.0,5.0,11.0,0
2017-09-20,Leganes,0,0,12,1,6,19,2,0,Girona,0,0,10,0,3,20,3,0,D,D,6.0,4.0,11.0,15.0,1
