Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-08-25,Parma,1,1,11,2,4,14,2,0,Cremonese,0,0,6,1,6,11,2,0,H,H,0.0,0.0,14.0,8.0,2
2017-08-26,Avellino,2,0,8,6,6,16,3,0,Brescia,1,1,12,9,7,20,5,1,H,A,0.0,0.0,3.0,5.0,2
2017-08-26,Carpi,1,1,7,2,5,20,3,0,Novara,0,0,7,4,6,16,2,0,H,H,0.0,0.0,5.0,11.0,2
2017-08-26,Cittadella,3,3,14,7,6,15,2,0,Ascoli,2,1,9,5,3,13,3,0,H,H,0.0,0.0,7.0,4.0,2
2017-08-26,Palermo,2,1,12,4,5,10,2,0,Spezia,0,0,8,3,6,18,2,0,H,H,0.0,0.0,10.0,15.0,2
2017-08-26,Pro Vercelli,0,0,6,1,4,18,2,0,Frosinone,2,1,8,4,6,19,0,1,A,A,0.0,0.0,13.0,10.0,0
2017-08-26,Ternana,1,1,17,6,7,11,3,0,Empoli,1,1,12,4,5,13,2,0,D,D,0.0,0.0,14.0,9.0,1
2017-08-26,Venezia,0,0,6,2,5,9,3,0,Salernitana,0,0,4,2,7,15,2,0,D,D,0.0,0.0,15.0,14.0,1
2017-08-26,Virtus Entella,1,1,7,2,7,19,2,0,Perugia,5,4,14,10,3,12,0,1,A,A,0.0,0.0,16.0,14.0,0
2017-08-27,Pescara,5,1,14,9,4,8,2,0,Foggia,1,0,22,11,7,8,1,0,H,H,0.0,0.0,15.0,14.0,2
2017-08-28,Bari,3,1,12,6,8,23,1,0,Cesena,0,0,2,1,6,13,2,0,H,H,0.0,0.0,13.0,14.0,2
2017-09-02,Brescia,0,0,7,3,1,14,3,0,Palermo,0,0,5,1,3,15,0,0,D,D,0.0,3.0,15.0,5.0,1
2017-09-03,Spezia,0,0,9,7,5,20,2,0,Carpi,1,1,4,2,1,19,3,0,A,A,0.0,3.0,19.0,8.0,0
