Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2007-08-04,Bordeaux,1,1,13,4,4,21,3,0,Lens,0,0,4,2,4,19,2,1,H,H,0.0,0.0,2.0,5.0,2
2007-08-04,Caen,1,0,16,6,2,17,1,0,Nice,0,0,14,4,3,15,1,0,H,D,0.0,0.0,3.0,12.0,2
2007-08-04,Lille,0,0,6,2,2,26,1,0,Lorient,0,0,5,3,2,19,1,0,D,D,0.0,0.0,5.0,6.0,1
2007-08-04,Monaco,1,1,16,5,5,3,3,0,St Etienne,1,0,19,6,6,3,3,0,D,H,0.0,0.0,10.0,15.0,1
2007-08-04,Paris SG,0,0,11,10,5,13,2,0,Sochaux,0,0,8,5,9,17,1,0,D,D,0.0,0.0,13.0,15.0,1
2007-08-04,Rennes,0,0,14,4,6,15,1,0,Nancy,2,2,9,6,4,12,0,0,A,A,0.0,0.0,15.0,14.0,0
2007-08-04,Strasbourg,0,0,12,3,6,17,2,0,Marseille,0,0,12,4,5,11,4,0,D,D,0.0,0.0,15.0,13.0,1
2007-08-04,Valenciennes,3,2,9,5,2,0,0,0,Toulouse,1,1,7,3,4,0,0,0,H,H,0.0,0.0,17.0,16.0,2
2007-08-05,Le Mans,1,1,10,2,4,16,2,0,Metz,0,0,6,0,4,13,2,0,H,H,0.0,0.0,14.0,16.0,2
2007-08-05,Lyon,2,1,16,5,9,16,0,0,Auxerre,0,0,9,3,3,15,0,0,H,H,0.0,0.0,15.0,14.0,2
2007-08-11,Toulouse,1,0,15,5,4,17,3,0,Lyon,0,0,8,1,4,12,1,1,H,D,0.0,3.0,18.0,2.0,2
2007-08-11,St Etienne,3,1,12,4,1,19,1,0,Valenciennes,1,0,6,1,5,16,1,0,H,H,1.0,3.0,9.0,1.0,2
2007-08-11,Sochaux,1,1,16,4,5,14,1,0,Le Mans,3,1,21,11,4,13,1,0,A,D,1.0,3.0,14.0,6.0,0
2007-08-11,Nice,1,0,14,5,5,15,2,0,Strasbourg,0,0,8,3,6,21,3,1,H,D,0.0,1.0,18.0,14.0,2
2007-08-11,Lorient,2,2,13,5,7,14,2,0,Monaco,1,0,10,3,4,17,3,0,H,H,1.0,1.0,12.0,10.0,2
2007-08-11,Marseille,0,0,11,2,5,14,0,0,Rennes,0,0,11,2,4,10,0,0,D,D,1.0,0.0,12.0,20.0,1
2007-08-11,Auxerre,0,0,6,2,5,23,0,0,Bordeaux,2,1,12,6,6,18,2,0,A,A,0.0,3.0,20.0,6.0,0
2007-08-11,Nancy,1,1,8,4,8,21,1,0,Caen,0,0,6,0,4,18,1,0,H,H,3.0,3.0,5.0,7.0,2
2007-08-12,Lens,0,0,13,1,3,15,0,0,Paris SG,0,0,14,2,3,13,1,0,D,D,0.0,1.0,18.0,13.0,1
2007-08-12,Metz,1,0,9,3,6,17,1,0,Lille,2,1,20,8,11,18,1,0,A,A,0.0,1.0,19.0,13.0,0
2007-08-15,Strasbourg,3,1,13,6,6,13,1,0,Auxerre,0,0,16,5,6,15,1,0,H,H,1.0,0.0,16.0,20.0,2
2007-08-15,Valenciennes,2,0,11,6,7,20,2,0,Marseille,1,0,6,2,3,18,2,0,H,D,3.0,2.0,9.0,13.0,2
2007-08-15,Rennes,1,1,7,2,3,16,0,0,St Etienne,0,0,14,3,8,18,1,0,H,H,1.0,4.0,18.0,5.0,2
2007-08-15,Paris SG,1,1,6,2,6,10,1,0,Lorient,3,0,10,6,5,14,2,0,A,H,2.0,4.0,14.0,8.0,0
2007-08-15,Monaco,2,1,10,4,4,10,0,0,Metz,0,0,7,2,5,28,4,0,H,H,1.0,0.0,16.0,19.0,2
2007-08-15,Lille,1,1,15,6,3,14,1,0,Sochaux,1,1,24,9,8,9,0,0,D,D,4.0,1.0,9.0,18.0,1
2007-08-15,Bordeaux,1,1,4,1,2,19,0,1,Le Mans,2,0,12,5,4,24,3,0,A,H,6.0,6.0,3.0,2.0,0
2007-08-16,Nancy,2,0,16,4,8,21,2,0,Nice,1,0,16,4,4,16,1,0,H,D,6.0,3.0,3.0,13.0,2
2007-08-18,Auxerre,1,1,15,7,10,12,1,0,Caen,0,0,7,1,0,21,3,0,H,H,0.0,3.0,20.0,12.0,2
2007-08-18,Le Mans,1,0,14,4,6,23,4,0,Lille,1,1,14,3,3,25,1,0,D,A,9.0,5.0,1.0,6.0,1
2007-08-18,Lorient,2,1,12,4,6,12,0,0,Lyon,1,1,11,1,5,12,0,0,H,D,7.0,3.0,3.0,11.0,2
2007-08-18,Metz,0,0,10,3,4,16,0,0,Paris SG,0,0,12,0,3,13,3,0,D,D,0.0,2.0,20.0,18.0,1
2007-08-18,Sochaux,0,0,23,7,5,15,1,0,Monaco,3,1,11,5,3,14,0,0,A,A,2.0,4.0,18.0,8.0,0
2007-08-18,St Etienne,0,0,14,4,2,22,1,0,Bordeaux,0,0,7,3,2,20,3,0,D,D,4.0,6.0,9.0,5.0,1
2007-08-18,Toulouse,1,1,21,5,3,17,2,0,Strasbourg,3,1,11,3,6,19,2,0,A,D,3.0,4.0,13.0,9.0,0
2007-08-19,Nice,1,1,11,3,7,21,3,0,Rennes,1,0,8,2,4,20,2,0,D,H,3.0,4.0,12.0,10.0,1
2007-08-19,Lens,0,0,23,7,6,12,1,0,Valenciennes,0,0,16,2,5,15,1,0,D,D,1.0,6.0,19.0,7.0,1
2007-08-19,Marseille,2,1,14,6,4,22,1,0,Nancy,2,0,16,6,7,15,3,0,D,H,2.0,9.0,17.0,3.0,1
2007-08-25,Bordeaux,2,1,12,5,6,11,3,0,Lorient,2,1,9,5,3,18,2,0,D,D,7.0,10.0,6.0,2.0,1
2007-08-25,Caen,1,0,9,3,6,16,0,0,Marseille,2,1,13,4,1,18,0,0,A,A,3.0,3.0,14.0,13.0,0
2007-08-25,Monaco,3,0,14,7,2,22,2,0,Le Mans,1,1,20,6,5,23,2,0,H,A,7.0,10.0,5.0,2.0,2
2007-08-25,Nancy,4,2,16,7,5,17,1,0,Auxerre,1,0,9,4,4,25,3,0,H,H,10.0,3.0,3.0,17.0,2
2007-08-25,Nice,1,1,17,4,8,15,4,0,Toulouse,1,0,10,4,10,27,3,0,D,H,4.0,3.0,12.0,16.0,1
2007-08-25,Rennes,2,1,18,5,4,18,0,0,Metz,0,0,18,3,1,18,1,1,H,H,5.0,1.0,12.0,20.0,2
2007-08-25,Strasbourg,2,0,10,3,5,16,1,0,Lens,1,0,11,3,4,10,2,0,H,D,7.0,2.0,7.0,18.0,2
