Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2007-01-24,Monaco,0,0,11,6,6,0,0,Rennes,2,0,4,3,0,1,0,A,D,23.0,25.0,15.0,13.0,0
2007-01-25,Nancy,0,0,7,2,3,1,0,St Etienne,2,0,6,3,1,1,0,A,D,30.0,31.0,9.0,7.0,0
2007-01-27,Rennes,1,1,6,5,5,4,0,Valenciennes,0,0,5,3,2,5,0,H,H,28.0,25.0,11.0,14.0,2
2007-01-27,Toulouse,1,1,12,6,4,1,0,Troyes,1,1,6,3,2,2,0,D,D,31.0,20.0,9.0,18.0,1
2007-01-27,Paris SG,0,0,15,6,6,2,0,Sochaux,0,0,10,4,5,1,0,D,D,20.0,34.0,18.0,6.0,1
2007-01-27,Sedan,0,0,12,5,4,1,0,Monaco,1,1,7,2,3,3,0,A,A,15.0,23.0,20.0,15.0,0
2007-01-27,Lyon,1,1,13,6,2,1,0,Nice,1,1,4,2,2,1,0,D,D,50.0,16.0,1.0,19.0,1
2007-01-27,Le Mans,2,1,20,12,5,1,0,Marseille,0,0,9,7,0,3,0,H,H,28.0,36.0,11.0,2.0,2
2007-01-27,Bordeaux,0,0,8,2,7,0,0,Lille,1,0,8,3,3,3,0,A,D,33.0,35.0,7.0,4.0,0
2007-01-27,Nantes,0,0,14,9,5,2,0,Lorient,2,1,9,5,5,1,0,A,A,20.0,28.0,18.0,12.0,0
2007-01-28,Auxerre,2,2,4,3,1,3,0,Nancy,0,0,6,4,2,2,0,H,H,26.0,30.0,14.0,12.0,2
2007-01-28,Lens,3,0,26,8,7,1,0,St Etienne,3,3,9,3,1,1,0,D,A,36.0,34.0,4.0,6.0,1
2007-02-03,Valenciennes,1,0,12,6,6,4,0,Lens,3,2,9,3,3,2,0,A,A,25.0,37.0,15.0,3.0,0
2007-02-03,Sochaux,0,0,7,2,9,0,0,Rennes,0,0,5,3,3,0,0,D,D,35.0,31.0,6.0,10.0,1
2007-02-03,Nice,2,2,4,3,3,0,0,Bordeaux,1,1,5,3,2,2,0,H,H,17.0,33.0,19.0,7.0,2
2007-02-03,St Etienne,1,1,13,8,4,1,0,Sedan,2,0,20,12,9,0,0,A,H,35.0,15.0,6.0,20.0,0
2007-02-03,Monaco,2,1,9,3,2,2,0,Auxerre,1,0,8,4,6,2,0,H,H,26.0,29.0,14.0,13.0,2
2007-02-03,Lorient,2,0,5,3,2,2,0,Le Mans,1,1,9,4,3,2,0,H,A,31.0,31.0,11.0,10.0,2
2007-02-03,Lille,0,0,15,4,5,2,0,Nantes,0,0,7,2,2,3,0,D,D,38.0,20.0,3.0,19.0,1
2007-02-03,Nancy,2,1,12,8,7,2,0,Toulouse,1,0,4,1,1,4,1,H,H,30.0,32.0,12.0,10.0,2
2007-02-04,Marseille,1,0,15,8,4,2,0,Paris SG,1,0,5,2,4,2,0,D,D,36.0,21.0,4.0,16.0,1
2007-02-04,Troyes,1,0,9,5,3,3,0,Lyon,0,0,14,9,4,3,0,H,D,21.0,51.0,17.0,1.0,2
2007-02-10,Toulouse,1,0,9,3,6,1,0,Lille,0,0,11,5,7,0,0,H,D,32.0,39.0,11.0,3.0,2
2007-02-10,Auxerre,1,1,14,6,2,1,0,St Etienne,1,0,6,2,1,1,0,D,H,29.0,35.0,14.0,6.0,1
2007-02-10,Le Mans,3,1,17,8,5,3,0,Sedan,2,1,8,5,4,3,1,H,D,31.0,18.0,12.0,20.0,2
2007-02-10,Lyon,1,1,10,3,5,2,0,Lorient,0,0,8,3,4,2,0,H,H,51.0,34.0,1.0,9.0,2
2007-02-10,Nantes,2,0,15,11,7,1,1,Valenciennes,5,1,11,8,1,4,0,A,A,21.0,25.0,18.0,15.0,0
2007-02-10,Nice,3,1,16,9,4,0,0,Troyes,0,0,5,2,5,3,0,H,H,20.0,24.0,19.0,16.0,2
2007-02-10,Paris SG,4,2,11,6,5,2,0,Monaco,2,0,18,6,6,2,0,H,H,22.0,29.0,18.0,14.0,2
2007-02-10,Rennes,1,0,8,3,7,2,0,Nancy,1,0,7,3,4,2,0,D,D,32.0,33.0,12.0,10.0,1
2007-02-11,Lens,3,2,11,7,4,1,0,Sochaux,1,0,9,3,6,1,0,H,H,40.0,36.0,2.0,6.0,2
2007-02-11,Bordeaux,1,0,6,3,7,1,0,Marseille,0,0,10,4,3,3,0,H,D,33.0,37.0,12.0,4.0,2
2007-02-16,Lille,1,0,5,2,3,1,0,Lyon,2,0,4,3,3,2,0,A,D,39.0,54.0,3.0,1.0,0
2007-02-17,Lorient,0,0,11,5,5,0,0,Toulouse,1,0,11,5,3,2,0,A,D,34.0,35.0,10.0,8.0,0
2007-02-17,Nancy,0,0,11,5,7,2,1,Paris SG,3,0,6,4,1,1,0,A,D,34.0,25.0,11.0,16.0,0
2007-02-17,Sedan,2,2,9,4,4,0,0,Auxerre,2,1,10,4,3,1,0,D,H,18.0,30.0,20.0,13.0,1
2007-02-17,Sochaux,2,1,16,6,7,1,0,Le Mans,0,0,10,4,4,1,0,H,H,36.0,34.0,7.0,9.0,2
2007-02-17,St Etienne,1,1,13,5,4,1,0,Rennes,3,1,12,4,2,0,0,A,D,36.0,33.0,7.0,12.0,0
2007-02-17,Troyes,1,0,6,2,1,3,0,Bordeaux,0,0,8,6,3,4,0,H,D,24.0,36.0,17.0,9.0,2
2007-02-17,Valenciennes,0,0,6,2,5,4,0,Nice,1,1,6,2,1,2,0,A,A,28.0,23.0,16.0,18.0,0
2007-02-18,Marseille,0,0,14,9,7,0,0,Nantes,0,0,5,1,3,2,0,D,D,37.0,21.0,6.0,19.0,1
2007-02-18,Monaco,0,0,10,4,5,2,0,Lens,0,0,10,5,4,2,0,D,D,29.0,43.0,14.0,2.0,1
2007-02-24,Troyes,3,2,13,7,5,1,0,Lorient,0,0,9,4,1,1,0,H,H,27.0,34.0,17.0,11.0,2
2007-02-24,Toulouse,3,1,6,3,3,2,0,Marseille,0,0,8,4,10,0,0,H,H,38.0,38.0,6.0,5.0,2
2007-02-24,Rennes,0,0,19,9,7,1,0,Sedan,2,1,5,4,4,3,0,A,A,36.0,19.0,8.0,20.0,0
2007-02-24,Lyon,3,1,11,7,4,4,0,Sochaux,3,2,7,4,2,4,0,D,A,57.0,39.0,1.0,5.0,1
2007-02-24,Nantes,1,0,9,5,2,2,0,Auxerre,1,1,11,6,4,2,0,D,A,22.0,31.0,20.0,13.0,1
2007-02-24,Le Mans,0,0,10,3,4,0,0,Monaco,2,1,4,2,4,2,0,A,A,34.0,30.0,10.0,14.0,0
2007-02-24,Nice,2,1,9,5,1,2,1,Lille,1,0,10,4,12,1,1,H,H,26.0,39.0,18.0,5.0,2
2007-02-25,Bordeaux,2,2,10,8,8,2,0,Valenciennes,1,0,8,4,5,2,0,H,H,36.0,28.0,9.0,18.0,2
2007-02-25,Lens,2,2,9,3,1,1,0,Nancy,2,1,7,2,3,4,0,D,H,44.0,34.0,2.0,12.0,1
2007-02-25,Paris SG,0,0,10,2,8,0,0,St Etienne,2,2,11,6,3,0,0,A,A,28.0,36.0,17.0,8.0,0
2007-03-03,Sedan,2,1,10,5,5,2,0,Paris SG,0,0,8,3,6,2,0,H,H,22.0,28.0,20.0,17.0,2
2007-03-03,Valenciennes,0,0,13,4,6,0,0,Toulouse,0,0,7,2,5,1,1,D,D,28.0,41.0,18.0,3.0,1
2007-03-03,St Etienne,1,0,9,2,2,0,0,Lyon,3,2,10,4,1,4,0,A,A,39.0,58.0,5.0,1.0,0
2007-03-03,Nancy,1,1,6,4,8,2,0,Le Mans,1,0,12,5,2,3,0,D,H,35.0,34.0,10.0,11.0,1
2007-03-03,Lille,4,3,11,7,3,0,0,Troyes,0,0,3,1,4,2,0,H,H,39.0,30.0,5.0,15.0,2
2007-03-03,Lorient,0,0,8,3,7,1,0,Nice,0,0,4,1,2,0,0,D,D,34.0,29.0,12.0,16.0,1
2007-03-03,Auxerre,1,0,8,6,6,0,0,Rennes,0,0,7,3,3,2,0,H,D,32.0,36.0,14.0,9.0,2
2007-03-03,Monaco,0,0,4,2,4,0,0,Bordeaux,0,0,8,3,1,1,0,D,D,33.0,39.0,14.0,7.0,1
2007-03-04,Marseille,0,0,20,5,5,3,0,Lens,1,0,5,1,3,0,0,A,D,38.0,45.0,8.0,2.0,0
2007-03-04,Sochaux,1,1,20,5,4,1,0,Nantes,2,1,5,3,3,3,0,A,D,40.0,23.0,5.0,20.0,0
2007-03-10,Troyes,1,0,11,4,5,2,0,Valenciennes,3,1,13,4,6,3,0,A,A,30.0,29.0,16.0,17.0,0
2007-03-10,Toulouse,1,1,8,2,4,1,0,Monaco,1,0,9,2,6,2,0,D,H,42.0,34.0,4.0,14.0,1
2007-03-10,Nice,1,0,12,4,2,1,0,Rennes,1,1,11,6,3,1,0,D,A,30.0,36.0,16.0,9.0,1
2007-03-10,Nantes,2,1,14,6,6,1,0,Nancy,1,1,12,4,4,3,0,H,D,26.0,36.0,19.0,10.0,2
2007-03-10,Le Mans,2,1,3,2,2,1,0,St Etienne,1,0,9,5,6,0,0,H,H,35.0,39.0,12.0,7.0,2
2007-03-10,Bordeaux,2,1,8,4,6,3,0,Sochaux,0,0,7,2,6,1,0,H,H,40.0,40.0,6.0,5.0,2
2007-03-10,Lorient,0,0,8,3,2,1,0,Lille,0,0,7,3,3,1,0,D,D,35.0,42.0,14.0,5.0,1
2007-03-11,Lens,1,1,23,8,5,0,0,Sedan,1,1,5,3,0,4,0,D,D,48.0,25.0,2.0,20.0,1
2007-03-11,Lyon,1,1,15,7,5,0,0,Marseille,1,0,11,5,6,2,0,D,H,61.0,38.0,1.0,8.0,1
2007-03-11,Paris SG,0,0,11,1,6,2,0,Auxerre,1,1,14,7,7,1,0,A,A,28.0,35.0,19.0,14.0,0
2007-03-17,Sochaux,4,2,12,6,3,0,0,Toulouse,2,0,6,2,2,0,0,H,H,40.0,43.0,6.0,4.0,2
2007-03-17,Valenciennes,0,0,8,3,6,0,0,Lorient,0,0,3,1,0,0,0,D,D,32.0,36.0,15.0,12.0,1
2007-03-17,Sedan,1,0,12,4,5,0,0,Bordeaux,1,1,4,1,0,1,0,D,A,26.0,43.0,20.0,5.0,1
2007-03-17,St Etienne,3,2,13,7,3,2,0,Troyes,1,1,6,4,3,2,0,H,H,39.0,30.0,7.0,17.0,2
2007-03-17,Monaco,2,2,13,2,4,4,0,Nantes,1,1,10,4,3,2,0,H,H,35.0,29.0,14.0,18.0,2
2007-03-17,Marseille,3,3,9,4,2,1,0,Nice,0,0,6,0,1,3,0,H,H,39.0,31.0,8.0,16.0,2
2007-03-17,Lille,0,0,12,4,5,2,0,Le Mans,2,0,10,4,5,3,0,A,D,43.0,38.0,4.0,10.0,0
2007-03-17,Nancy,0,0,4,2,6,2,0,Lyon,3,1,7,4,2,3,0,A,A,36.0,62.0,14.0,1.0,0
2007-03-18,Auxerre,1,1,7,2,2,2,0,Lens,0,0,6,3,5,1,0,H,H,38.0,49.0,11.0,2.0,2
2007-03-18,Rennes,1,0,14,7,5,1,0,Paris SG,0,0,11,7,1,3,1,H,D,37.0,28.0,12.0,19.0,2
2007-03-31,Lorient,2,0,15,4,3,0,0,Marseille,1,0,18,5,2,2,0,H,D,37.0,42.0,13.0,8.0,2
2007-04-01,Toulouse,1,0,8,4,2,1,0,St Etienne,0,0,5,3,3,2,0,H,D,43.0,42.0,6.0,7.0,2
2007-04-01,Nice,1,1,7,4,0,3,1,Monaco,1,0,5,3,4,4,0,D,H,31.0,38.0,16.0,13.0,1
2007-04-01,Nantes,0,0,10,4,7,1,0,Sedan,1,0,7,4,4,0,0,A,D,29.0,27.0,18.0,20.0,0
2007-04-01,Troyes,0,0,8,3,7,3,1,Sochaux,1,1,4,1,3,3,1,A,A,30.0,43.0,18.0,6.0,0
2007-04-01,Lens,1,0,12,5,5,1,0,Paris SG,2,1,6,3,2,1,0,A,A,49.0,28.0,2.0,20.0,0
2007-04-01,Le Mans,2,0,7,5,3,1,0,Auxerre,2,0,11,5,5,1,0,D,D,41.0,41.0,9.0,10.0,1
2007-04-01,Lille,0,0,9,4,8,3,0,Valenciennes,2,0,9,3,1,1,0,A,D,43.0,33.0,6.0,15.0,0
2007-04-07,Valenciennes,0,0,6,2,3,3,0,Lyon,0,0,11,5,6,2,0,D,D,36.0,65.0,15.0,1.0,1
2007-04-07,St Etienne,2,2,6,2,5,0,0,Nantes,1,1,10,3,7,2,0,H,H,42.0,29.0,7.0,20.0,2
2007-04-07,Rennes,1,1,8,1,2,0,0,Lens,0,0,10,4,4,2,0,H,H,40.0,49.0,11.0,2.0,2
2007-04-07,Sochaux,1,0,9,4,7,0,0,Nice,1,0,3,2,1,1,0,D,D,46.0,32.0,3.0,16.0,1
2007-04-07,Nancy,0,0,6,2,3,1,1,Lorient,1,0,11,5,6,3,0,A,D,36.0,40.0,15.0,12.0,0
2007-04-07,Monaco,0,0,8,2,7,1,0,Troyes,0,0,6,4,5,1,0,D,D,39.0,30.0,13.0,19.0,1
2007-04-07,Auxerre,0,0,10,6,3,3,1,Bordeaux,0,0,13,4,9,3,0,D,D,42.0,44.0,12.0,6.0,1
2007-04-07,Paris SG,2,0,6,2,5,0,0,Le Mans,1,1,10,3,7,2,0,H,A,31.0,42.0,17.0,12.0,2
2007-04-08,Marseille,4,2,13,6,9,3,0,Lille,1,1,10,2,3,2,1,H,H,42.0,43.0,11.0,7.0,2
2007-04-08,Sedan,0,0,8,1,3,0,0,Toulouse,2,0,10,5,0,1,0,A,D,30.0,46.0,19.0,4.0,0
2007-04-14,Toulouse,2,2,9,6,3,1,0,Auxerre,0,0,10,5,7,1,0,H,H,49.0,43.0,3.0,10.0,2
2007-04-14,Valenciennes,0,0,7,5,5,2,0,Marseille,0,0,9,3,3,2,0,D,D,37.0,45.0,14.0,5.0,1
2007-04-14,Troyes,0,0,4,0,4,1,0,Nancy,0,0,4,3,3,1,0,D,D,31.0,36.0,18.0,15.0,1
2007-04-14,Nantes,0,0,8,2,5,1,0,Lens,0,0,4,1,5,3,0,D,D,29.0,49.0,20.0,3.0,1
2007-04-14,Bordeaux,0,0,12,2,3,0,0,Paris SG,0,0,11,2,4,0,0,D,D,45.0,34.0,7.0,16.0,1
2007-04-14,Lille,2,0,10,4,3,2,0,Sochaux,0,0,5,2,5,1,0,H,D,43.0,47.0,8.0,4.0,2
2007-04-14,Le Mans,0,0,14,4,4,2,0,Rennes,0,0,10,4,4,3,0,D,D,42.0,43.0,12.0,9.0,1
2007-04-14,Lorient,0,0,10,5,4,1,0,Monaco,0,0,6,0,1,2,0,D,D,43.0,40.0,11.0,13.0,1
2007-04-15,Lyon,1,1,17,8,3,2,0,Sedan,0,0,7,5,1,1,0,H,H,66.0,30.0,1.0,19.0,2
2007-04-15,Nice,2,0,10,3,1,2,0,St Etienne,1,0,12,5,1,3,0,H,D,33.0,45.0,17.0,8.0,2
2007-04-18,Bordeaux,3,2,13,4,4,0,0,Nancy,0,0,9,2,2,2,0,H,H,46.0,37.0,7.0,15.0,2
2007-04-18,Lyon,0,0,8,1,2,1,0,Rennes,0,0,1,0,1,1,0,D,D,69.0,44.0,1.0,9.0,1
2007-04-21,Sochaux,1,0,16,6,7,1,0,Lorient,1,0,15,3,5,1,0,D,D,47.0,44.0,5.0,10.0,1
2007-04-21,Sedan,1,0,14,11,8,3,0,Nice,1,0,14,9,4,1,0,D,D,30.0,36.0,19.0,16.0,1
2007-04-21,Rennes,3,0,19,7,5,0,0,Toulouse,2,1,8,3,5,2,0,H,A,45.0,52.0,9.0,2.0,2
2007-04-21,Paris SG,4,2,13,7,1,2,0,Nantes,0,0,9,3,8,3,0,H,H,35.0,30.0,17.0,20.0,2
2007-04-21,Nancy,1,1,10,6,8,1,0,Valenciennes,0,0,4,1,0,4,0,H,H,37.0,38.0,17.0,15.0,2
2007-04-21,Marseille,2,0,16,4,3,1,0,Troyes,1,0,7,5,2,0,0,H,D,46.0,32.0,7.0,18.0,2
2007-04-21,Lens,2,0,15,11,13,2,0,Le Mans,0,0,8,7,7,3,0,H,D,50.0,43.0,3.0,11.0,2
2007-04-21,Monaco,3,1,10,5,2,2,0,Lille,1,0,8,5,2,2,1,H,H,41.0,46.0,13.0,8.0,2
2007-04-22,Auxerre,0,0,4,1,1,2,0,Lyon,0,0,15,7,3,3,0,D,D,43.0,70.0,13.0,1.0,1
2007-04-22,St Etienne,0,0,11,6,2,3,0,Bordeaux,2,0,6,2,1,1,0,A,D,45.0,49.0,9.0,5.0,0
2007-04-28,Toulouse,1,1,11,7,3,1,0,Paris SG,3,2,8,5,3,4,1,A,A,52.0,38.0,4.0,15.0,0
2007-04-28,Troyes,3,1,20,10,8,1,0,Sedan,2,0,7,5,3,4,1,H,H,32.0,31.0,18.0,19.0,2
2007-04-28,Valenciennes,2,0,24,9,6,0,0,Monaco,2,0,16,6,4,2,0,D,D,38.0,44.0,16.0,11.0,1
2007-04-28,Nice,0,0,6,3,4,1,0,Auxerre,0,0,8,6,3,2,0,D,D,37.0,44.0,17.0,12.0,1
2007-04-28,Lorient,0,0,6,2,3,0,0,St Etienne,0,0,9,3,1,1,0,D,D,45.0,45.0,11.0,10.0,1
2007-04-28,Lyon,2,1,13,9,1,1,0,Le Mans,1,0,4,2,1,2,0,H,H,71.0,43.0,1.0,13.0,2
2007-04-28,Lille,0,0,11,4,3,3,0,Nancy,1,0,8,4,6,0,0,A,D,46.0,40.0,9.0,15.0,0
2007-04-28,Nantes,0,0,10,3,4,2,0,Rennes,2,0,10,7,3,0,0,A,D,30.0,48.0,20.0,6.0,0
2007-04-29,Bordeaux,1,1,5,1,3,4,1,Lens,0,0,7,0,5,2,0,H,H,52.0,53.0,3.0,2.0,2
2007-04-29,Marseille,4,1,10,7,1,2,0,Sochaux,2,1,7,3,3,1,0,H,D,49.0,48.0,6.0,7.0,2
2007-05-05,Sochaux,1,0,16,6,11,1,0,Valenciennes,0,0,6,3,8,1,0,H,D,48.0,39.0,7.0,16.0,2
2007-05-05,Sedan,3,1,6,2,3,1,0,Lorient,1,1,6,3,2,0,0,H,D,31.0,46.0,19.0,10.0,2
2007-05-05,Rennes,0,0,12,3,7,2,0,Bordeaux,0,0,18,6,4,2,0,D,D,51.0,55.0,6.0,2.0,1
2007-05-05,Paris SG,1,0,9,3,4,0,0,Lyon,1,0,16,7,8,1,0,D,D,41.0,74.0,15.0,1.0,1
2007-05-05,Lens,2,0,17,12,12,0,0,Toulouse,0,0,9,4,1,3,0,H,D,53.0,52.0,3.0,6.0,2
2007-05-05,Le Mans,1,1,14,7,5,1,0,Nantes,1,0,8,3,4,1,0,D,H,43.0,30.0,13.0,20.0,1
2007-05-05,Auxerre,1,0,11,8,6,0,0,Troyes,0,0,9,3,3,2,1,H,D,45.0,35.0,12.0,18.0,2
2007-05-05,Nancy,3,3,12,7,3,2,0,Nice,0,0,11,7,9,2,0,H,H,43.0,38.0,14.0,17.0,2
2007-05-06,Monaco,1,1,6,2,1,3,0,Marseille,2,1,7,1,5,2,0,A,D,45.0,52.0,13.0,4.0,0
2007-05-06,St Etienne,2,1,8,5,1,0,0,Lille,1,0,8,2,4,1,0,H,H,46.0,46.0,9.0,10.0,2
2007-05-09,Nice,1,1,11,4,2,2,0,Paris SG,0,0,9,1,6,2,0,H,H,38.0,42.0,17.0,15.0,2
2007-05-09,Valenciennes,1,0,11,6,5,3,0,St Etienne,0,0,13,2,2,2,0,H,D,39.0,49.0,17.0,8.0,2
2007-05-09,Sochaux,2,1,21,6,10,2,0,Monaco,1,1,10,3,5,0,1,H,D,51.0,45.0,7.0,13.0,2
2007-05-09,Marseille,2,0,28,12,6,1,0,Nancy,1,0,11,4,3,3,1,H,D,55.0,46.0,4.0,12.0,2
2007-05-09,Troyes,2,2,12,6,5,0,1,Rennes,2,2,11,5,4,1,0,D,D,35.0,52.0,18.0,6.0,1
2007-05-09,Lorient,2,1,7,5,1,0,0,Auxerre,1,1,4,1,2,2,0,H,D,46.0,48.0,11.0,9.0,2
2007-05-09,Lille,2,2,19,9,8,0,0,Sedan,1,1,4,2,4,2,0,H,H,46.0,34.0,11.0,19.0,2
2007-05-09,Bordeaux,0,0,14,5,8,1,0,Nantes,1,0,7,3,4,2,0,A,D,56.0,31.0,4.0,20.0,0
2007-05-09,Lyon,3,3,13,7,4,1,0,Lens,0,0,1,1,5,1,0,H,H,75.0,56.0,1.0,3.0,2
2007-05-10,Toulouse,0,0,7,3,2,2,0,Le Mans,1,0,7,4,5,1,0,A,D,52.0,44.0,7.0,14.0,0
2007-05-19,St Etienne,1,0,11,4,6,1,0,Marseille,2,0,9,3,2,1,0,A,D,49.0,58.0,8.0,2.0,0
2007-05-19,Sedan,1,0,8,3,4,0,0,Valenciennes,1,0,5,2,3,0,0,D,D,34.0,42.0,19.0,16.0,1
2007-05-19,Paris SG,2,0,12,8,6,2,0,Troyes,1,1,11,6,3,2,0,H,A,42.0,36.0,16.0,18.0,2
2007-05-19,Nantes,0,0,9,2,2,1,0,Toulouse,0,0,3,1,2,1,1,D,D,34.0,52.0,20.0,7.0,1
2007-05-19,Rennes,4,1,10,6,5,2,0,Lorient,1,1,8,7,1,1,0,H,D,53.0,49.0,6.0,10.0,2
2007-05-19,Monaco,1,0,10,5,7,3,0,Lyon,0,0,15,5,8,1,0,H,D,45.0,78.0,14.0,1.0,2
2007-05-19,Lens,0,0,9,1,5,2,0,Nice,0,0,6,4,2,3,0,D,D,56.0,41.0,3.0,17.0,1
2007-05-19,Le Mans,1,0,12,4,6,2,0,Bordeaux,1,0,12,5,5,0,0,D,D,47.0,56.0,13.0,5.0,1
2007-05-19,Auxerre,2,1,7,2,6,0,0,Lille,1,1,12,8,4,0,0,H,D,48.0,49.0,13.0,9.0,2
2007-05-19,Nancy,5,2,8,4,3,0,0,Sochaux,2,1,8,2,3,2,0,H,H,46.0,54.0,14.0,6.0,2
2007-05-26,Troyes,3,1,11,9,4,1,0,Lens,0,0,13,8,8,3,1,H,H,36.0,57.0,18.0,3.0,2
2007-05-26,Lille,1,0,8,2,3,2,0,Rennes,1,0,6,2,3,2,0,D,D,49.0,56.0,10.0,5.0,1
2007-05-26,Lorient,0,0,8,2,4,0,0,Paris SG,1,0,16,7,10,1,0,A,D,49.0,45.0,12.0,15.0,0
2007-05-26,Lyon,3,1,17,9,8,0,0,Nantes,1,0,7,4,1,0,0,H,H,78.0,35.0,1.0,20.0,2
2007-05-26,Marseille,1,0,17,5,5,0,1,Sedan,0,0,10,2,5,0,1,H,D,61.0,35.0,2.0,19.0,2
2007-05-26,Monaco,2,1,5,4,1,1,0,Nancy,0,0,10,1,7,0,0,H,H,48.0,49.0,13.0,11.0,2
2007-05-26,Nice,3,2,15,6,5,3,0,Le Mans,3,1,15,6,0,2,0,D,H,42.0,48.0,17.0,15.0,1
2007-05-26,Sochaux,1,1,13,5,2,0,0,St Etienne,0,0,11,5,4,0,0,H,H,54.0,49.0,6.0,11.0,2
2007-05-26,Toulouse,3,1,11,6,3,2,0,Bordeaux,1,1,6,3,2,3,0,H,D,53.0,57.0,7.0,5.0,2
2007-05-26,Valenciennes,1,0,14,7,3,1,0,Auxerre,3,2,5,3,2,3,0,A,A,43.0,51.0,17.0,9.0,0
