Date,HomeTeam,FTHG,HTHG,HS,HST,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2005-12-17,Strasbourg,0,0,11.0,5.0,1,0,Marseille,1,0,5.0,5.0,2,0,A,D,11.0,28.0,19.0,8.0,0
2005-12-17,Ajaccio,1,1,4.0,3.0,0,0,Paris SG,1,1,5.0,1.0,1,0,D,D,12.0,30.0,18.0,6.0,1
2005-12-17,Auxerre,0,0,12.0,3.0,3,0,Nancy,1,1,8.0,2.0,6,1,A,A,32.0,21.0,2.0,15.0,0
2005-12-17,Bordeaux,0,0,13.0,5.0,2,0,Nantes,0,0,3.0,0.0,3,1,D,D,31.0,22.0,3.0,13.0,1
2005-12-17,Metz,1,0,8.0,2.0,1,0,Nice,0,0,9.0,2.0,1,0,H,D,11.0,22.0,20.0,14.0,2
2005-12-17,Rennes,0,0,8.0,3.0,1,0,St Etienne,1,0,9.0,5.0,3,1,A,D,26.0,26.0,10.0,9.0,0
2005-12-17,Troyes,2,0,8.0,5.0,2,0,Sochaux,1,0,3.0,0.0,2,0,H,D,18.0,21.0,17.0,16.0,2
2005-12-18,Monaco,1,0,16.0,6.0,0,0,Toulouse,0,0,4.0,1.0,0,0,H,D,28.0,22.0,9.0,15.0,2
2005-12-18,Lens,2,1,8.0,5.0,3,1,Le Mans,0,0,5.0,2.0,3,1,H,H,29.0,25.0,8.0,11.0,2
2006-01-04,Le Mans,2,0,13.0,10.0,0,0,Metz,0,0,6.0,3.0,2,0,H,D,25.0,14.0,11.0,18.0,2
2006-01-04,Lille,2,1,9.0,3.0,4,0,Ajaccio,0,0,7.0,2.0,1,0,H,H,30.0,13.0,8.0,19.0,2
2006-01-04,Marseille,1,1,7.0,3.0,2,0,Lens,1,0,10.0,4.0,2,1,D,H,31.0,32.0,8.0,3.0,1
2006-01-04,Nancy,0,0,10.0,7.0,1,0,Bordeaux,0,0,4.0,3.0,1,0,D,D,24.0,32.0,12.0,4.0,1
2006-01-04,Nantes,0,0,20.0,10.0,0,0,Rennes,2,1,17.0,7.0,3,0,A,A,23.0,26.0,13.0,11.0,0
2006-01-04,Nice,2,2,13.0,3.0,2,0,Toulouse,1,0,8.0,2.0,1,0,H,H,22.0,22.0,14.0,15.0,2
2006-01-04,Paris SG,3,1,14.0,10.0,3,0,Sochaux,1,0,4.0,4.0,1,0,H,H,31.0,21.0,8.0,17.0,2
2006-01-04,St Etienne,1,0,8.0,4.0,1,1,Troyes,1,1,6.0,4.0,3,1,D,A,29.0,21.0,9.0,16.0,1
2006-01-04,Strasbourg,0,0,16.0,9.0,1,0,Lyon,4,2,13.0,7.0,0,0,A,A,11.0,44.0,20.0,1.0,0
2006-01-05,Auxerre,2,1,10.0,7.0,1,0,Monaco,1,1,4.0,2.0,2,0,H,D,32.0,31.0,6.0,8.0,2
2006-01-11,Troyes,1,1,9.0,1.0,3,0,Lille,0,0,10.0,2.0,1,0,H,H,22.0,33.0,15.0,5.0,2
2006-01-11,Sochaux,1,1,10.0,7.0,1,0,Nice,1,1,11.0,3.0,2,0,D,D,21.0,25.0,17.0,13.0,1
2006-01-11,Rennes,1,0,10.0,7.0,1,0,Le Mans,0,0,10.0,6.0,2,0,H,D,29.0,28.0,10.0,11.0,2
2006-01-11,Monaco,1,0,10.0,6.0,3,0,Strasbourg,1,0,9.0,4.0,3,0,D,D,31.0,11.0,9.0,20.0,1
2006-01-11,Ajaccio,0,0,13.0,5.0,3,0,Nantes,2,2,4.0,3.0,1,0,A,A,13.0,23.0,19.0,15.0,0
2006-01-11,Lyon,2,0,18.0,8.0,2,0,Marseille,1,1,7.0,2.0,4,1,H,A,47.0,32.0,1.0,8.0,2
2006-01-11,Lens,1,1,9.0,2.0,0,0,Nancy,2,1,9.0,5.0,1,0,A,D,33.0,25.0,4.0,14.0,0
2006-01-11,Bordeaux,1,0,6.0,2.0,2,0,Auxerre,0,0,3.0,0.0,2,0,H,D,33.0,35.0,6.0,2.0,2
2006-01-11,Metz,0,0,10.0,6.0,3,0,St Etienne,1,1,8.0,4.0,2,0,A,A,14.0,30.0,18.0,10.0,0
2006-01-12,Toulouse,1,0,5.0,3.0,1,0,Paris SG,0,0,2.0,0.0,3,0,H,D,22.0,34.0,16.0,4.0,2
2006-01-14,Nantes,0,0,8.0,5.0,2,0,Nice,0,0,6.0,3.0,1,0,D,D,26.0,26.0,13.0,14.0,1
2006-01-14,Strasbourg,2,2,8.0,4.0,2,0,Metz,1,0,6.0,1.0,1,1,H,H,12.0,14.0,20.0,18.0,2
2006-01-14,Nancy,0,0,23.0,3.0,2,0,Lyon,2,0,9.0,4.0,1,0,A,D,28.0,50.0,11.0,1.0,0
2006-01-14,Monaco,0,0,11.0,7.0,2,0,Bordeaux,1,0,9.0,6.0,2,0,A,D,32.0,36.0,8.0,2.0,0
2006-01-14,Lille,3,2,6.0,3.0,2,0,Sochaux,0,0,6.0,0.0,3,0,H,H,33.0,22.0,6.0,17.0,2
2006-01-14,Le Mans,1,0,6.0,1.0,2,0,Ajaccio,0,0,6.0,2.0,1,0,H,D,28.0,13.0,12.0,20.0,2
2006-01-14,Auxerre,1,1,7.0,2.0,2,0,Lens,0,0,3.0,1.0,1,0,H,H,35.0,33.0,4.0,6.0,2
2006-01-15,Marseille,1,0,22.0,10.0,1,0,Rennes,0,0,8.0,4.0,2,0,H,D,32.0,32.0,9.0,10.0,2
2006-01-15,Paris SG,2,1,15.0,7.0,3,0,Troyes,1,0,4.0,3.0,2,0,H,H,34.0,25.0,6.0,15.0,2
2006-01-21,Toulouse,0,0,5.0,1.0,1,0,Lille,0,0,10.0,3.0,1,0,D,D,25.0,36.0,15.0,5.0,1
2006-01-21,Sochaux,4,1,24.0,11.0,1,0,St Etienne,0,0,8.0,1.0,1,1,H,H,22.0,33.0,17.0,8.0,2
2006-01-21,Rennes,0,0,9.0,3.0,2,0,Nancy,2,0,4.0,2.0,3,1,A,D,32.0,28.0,10.0,12.0,0
2006-01-21,Troyes,1,0,17.0,7.0,0,0,Le Mans,3,2,14.0,9.0,1,0,A,A,25.0,31.0,16.0,12.0,0
2006-01-21,Metz,1,1,16.0,9.0,2,0,Nantes,4,2,10.0,6.0,3,0,A,A,14.0,27.0,19.0,13.0,0
2006-01-21,Bordeaux,2,1,16.0,10.0,3,0,Strasbourg,1,1,6.0,3.0,1,1,H,D,39.0,15.0,2.0,18.0,2
2006-01-21,Ajaccio,3,1,17.0,5.0,1,0,Marseille,1,1,7.0,4.0,3,0,H,D,13.0,35.0,20.0,6.0,2
2006-01-21,Nice,1,0,8.0,3.0,1,0,Paris SG,0,0,5.0,3.0,1,0,H,D,27.0,37.0,14.0,5.0,2
2006-01-22,Lens,1,1,13.0,6.0,1,0,Monaco,1,1,4.0,3.0,3,0,D,D,33.0,32.0,8.0,10.0,1
2006-01-22,Lyon,1,1,14.0,7.0,0,0,Auxerre,1,0,14.0,5.0,0,0,D,H,53.0,38.0,1.0,3.0,1
2006-01-28,Auxerre,2,0,9.0,5.0,0,1,Rennes,0,0,11.0,5.0,1,0,H,D,39.0,32.0,3.0,11.0,2
2006-01-28,Bordeaux,1,1,5.0,1.0,3,0,Lens,0,0,12.0,1.0,4,0,H,H,42.0,34.0,2.0,7.0,2
2006-01-28,Le Mans,1,1,13.0,7.0,4,0,Toulouse,1,1,5.0,4.0,1,0,D,D,34.0,26.0,8.0,15.0,1
2006-01-28,Marseille,0,0,10.0,6.0,1,0,Sochaux,0,0,9.0,5.0,2,0,D,D,35.0,25.0,7.0,16.0,1
2006-01-28,Nancy,0,0,10.0,6.0,3,0,Ajaccio,0,0,7.0,2.0,4,0,D,D,31.0,16.0,12.0,18.0,1
2006-01-29,Lille,3,1,10.0,5.0,0,0,Metz,1,0,8.0,5.0,0,0,H,H,37.0,14.0,4.0,20.0,2
2006-02-01,St Etienne,1,0,8.0,3.0,1,0,Toulouse,3,1,9.0,4.0,2,0,A,A,33.0,27.0,10.0,15.0,0
2006-02-04,Sochaux,0,0,9.0,2.0,0,0,Le Mans,0,0,5.0,2.0,1,0,D,D,26.0,35.0,16.0,7.0,1
2006-02-04,Toulouse,1,0,17.0,10.0,1,0,Nantes,0,0,11.0,5.0,1,0,H,D,30.0,30.0,15.0,13.0,2
2006-02-04,Rennes,1,1,9.0,6.0,1,0,Monaco,3,0,10.0,6.0,1,0,A,H,32.0,33.0,13.0,9.0,0
2006-02-04,Ajaccio,1,0,5.0,2.0,1,0,Auxerre,0,0,3.0,1.0,2,0,H,D,17.0,42.0,18.0,3.0,2
2006-02-04,Nice,2,2,3.0,2.0,1,0,Lille,0,0,6.0,2.0,3,0,H,H,30.0,40.0,15.0,4.0,2
2006-02-04,Paris SG,2,1,29.0,7.0,3,0,St Etienne,2,2,18.0,6.0,3,0,D,A,37.0,33.0,5.0,10.0,1
2006-02-04,Lens,2,0,11.0,8.0,2,1,Strasbourg,1,0,9.0,2.0,3,1,H,D,34.0,15.0,9.0,19.0,2
2006-02-05,Lyon,0,0,12.0,3.0,0,0,Bordeaux,0,0,4.0,0.0,3,0,D,D,54.0,45.0,1.0,2.0,1
2006-02-05,Troyes,0,0,6.0,2.0,2,0,Marseille,1,1,11.0,4.0,3,0,A,A,25.0,36.0,17.0,9.0,0
2006-02-08,Strasbourg,1,1,8.0,5.0,2,0,Paris SG,1,1,7.0,3.0,1,0,D,D,15.0,38.0,19.0,6.0,1
2006-02-11,Nantes,3,1,9.0,5.0,1,0,Sochaux,1,1,7.0,1.0,2,0,H,D,30.0,27.0,15.0,16.0,2
2006-02-11,Strasbourg,2,1,6.0,3.0,1,0,Ajaccio,2,0,6.0,3.0,1,0,D,H,16.0,20.0,19.0,18.0,1
2006-02-11,Monaco,1,1,16.0,6.0,0,1,Troyes,1,0,7.0,5.0,3,0,D,H,36.0,25.0,8.0,17.0,1
2006-02-11,Nancy,2,2,3.0,2.0,0,0,St Etienne,0,0,4.0,0.0,1,0,H,H,32.0,34.0,14.0,10.0,2
2006-02-11,Le Mans,2,0,9.0,7.0,1,0,Nice,0,0,7.0,0.0,3,0,H,D,36.0,33.0,9.0,13.0,2
2006-02-11,Bordeaux,2,1,9.0,4.0,2,0,Rennes,0,0,3.0,2.0,1,0,H,H,46.0,32.0,2.0,15.0,2
2006-02-11,Auxerre,1,0,9.0,6.0,0,0,Metz,1,0,6.0,1.0,4,0,D,D,42.0,14.0,3.0,20.0,1
2006-02-11,Lens,1,0,11.0,3.0,1,0,Lyon,1,0,10.0,3.0,2,0,D,D,37.0,55.0,8.0,1.0,1
2006-02-12,Lille,0,0,9.0,4.0,3,0,Paris SG,0,0,5.0,2.0,2,0,D,D,40.0,39.0,4.0,6.0,1
2006-02-12,Marseille,0,0,16.0,6.0,0,0,Toulouse,0,0,6.0,4.0,3,0,D,D,39.0,33.0,7.0,14.0,1
2006-02-14,Nantes,1,0,15.0,8.0,1,1,Troyes,1,0,6.0,1.0,3,1,D,D,33.0,26.0,13.0,17.0,1
2006-02-14,St Etienne,0,0,9.0,4.0,1,0,Nice,1,1,7.0,4.0,2,0,A,A,34.0,33.0,12.0,14.0,0
2006-02-17,Lyon,3,2,13.0,6.0,1,0,Nantes,1,0,7.0,2.0,2,0,H,H,56.0,34.0,1.0,12.0,2
2006-02-18,Sochaux,1,1,6.0,4.0,2,0,Auxerre,0,0,13.0,4.0,1,0,H,H,27.0,43.0,17.0,3.0,2
2006-02-18,Toulouse,1,0,9.0,3.0,2,0,Strasbourg,2,1,12.0,4.0,1,0,A,A,34.0,17.0,14.0,19.0,0
2006-02-18,St Etienne,0,0,11.0,4.0,2,0,Lille,2,1,5.0,2.0,1,0,A,A,34.0,41.0,13.0,4.0,0
2006-02-18,Troyes,0,0,7.0,3.0,1,0,Nancy,1,0,4.0,3.0,2,0,A,D,27.0,35.0,17.0,11.0,0
2006-02-18,Rennes,4,2,12.0,4.0,1,0,Lens,1,0,5.0,1.0,2,0,H,H,32.0,38.0,15.0,8.0,2
2006-02-18,Nice,2,1,16.0,9.0,1,0,Monaco,0,0,12.0,7.0,5,0,H,H,36.0,37.0,11.0,10.0,2
2006-02-18,Ajaccio,0,0,8.0,2.0,0,0,Bordeaux,2,1,9.0,5.0,0,0,A,A,21.0,49.0,18.0,2.0,0
2006-02-18,Paris SG,0,0,15.0,10.0,2,0,Le Mans,1,1,8.0,4.0,2,0,A,A,40.0,39.0,5.0,7.0,0
2006-02-19,Metz,1,0,9.0,3.0,3,0,Marseille,0,0,5.0,1.0,1,0,H,D,15.0,40.0,20.0,7.0,2
2006-02-25,Auxerre,2,1,13.0,7.0,0,0,Toulouse,0,0,5.0,1.0,2,0,H,H,43.0,34.0,4.0,14.0,2
2006-02-25,Bordeaux,3,2,9.0,6.0,1,1,Metz,3,3,6.0,4.0,4,0,D,A,52.0,18.0,2.0,20.0,1
2006-02-25,Le Mans,0,0,10.0,4.0,1,0,St Etienne,1,0,8.0,5.0,2,0,A,D,42.0,34.0,5.0,14.0,0
2006-02-25,Lyon,1,1,9.0,4.0,1,0,Rennes,4,2,7.0,6.0,2,0,A,A,59.0,35.0,1.0,13.0,0
2006-02-25,Nancy,0,0,16.0,9.0,0,1,Sochaux,3,2,5.0,3.0,1,0,A,A,38.0,30.0,10.0,16.0,0
2006-02-25,Nantes,0,0,8.0,2.0,1,0,Paris SG,0,0,10.0,5.0,3,1,D,D,34.0,40.0,14.0,6.0,1
2006-02-26,Strasbourg,2,1,13.0,5.0,0,0,Troyes,0,0,5.0,3.0,2,0,H,H,20.0,27.0,19.0,17.0,2
2006-02-26,Monaco,0,0,13.0,3.0,1,0,Lille,1,0,12.0,3.0,3,1,A,D,37.0,44.0,12.0,4.0,0
2006-02-26,Lens,1,1,5.0,3.0,2,0,Ajaccio,0,0,3.0,2.0,3,0,H,H,38.0,21.0,9.0,19.0,2
2006-02-26,Marseille,1,0,13.0,2.0,1,1,Nice,0,0,5.0,0.0,1,0,H,D,40.0,39.0,8.0,9.0,2
2006-03-04,Toulouse,1,0,9.0,6.0,1,0,Nancy,1,0,5.0,1.0,2,0,D,D,34.0,38.0,15.0,10.0,1
2006-03-04,Ajaccio,1,0,5.0,3.0,1,0,Lyon,3,0,8.0,4.0,3,0,A,D,21.0,59.0,19.0,1.0,0
2006-03-04,Lille,4,2,8.0,6.0,1,0,Le Mans,0,0,8.0,3.0,2,0,H,H,47.0,42.0,3.0,6.0,2
2006-03-04,Metz,2,0,8.0,3.0,0,0,Monaco,1,1,8.0,2.0,1,0,H,A,19.0,37.0,20.0,12.0,2
2006-03-04,Rennes,2,0,11.0,6.0,0,0,Strasbourg,1,0,5.0,1.0,0,0,H,D,38.0,23.0,11.0,18.0,2
2006-03-04,Nice,0,0,13.0,6.0,2,0,Lens,0,0,6.0,2.0,4,1,D,D,39.0,41.0,11.0,7.0,1
2006-03-05,Troyes,1,1,10.0,6.0,3,0,Auxerre,1,0,4.0,4.0,2,0,D,H,27.0,46.0,17.0,4.0,1
2006-03-05,Paris SG,0,0,10.0,3.0,0,0,Marseille,0,0,3.0,2.0,2,0,D,D,41.0,43.0,8.0,5.0,1
2006-03-05,St Etienne,1,0,28.0,12.0,0,0,Nantes,0,0,5.0,1.0,1,0,H,D,37.0,35.0,13.0,14.0,2
2006-03-07,Metz,0,0,6.0,3.0,1,0,Nancy,0,0,6.0,5.0,0,0,D,D,22.0,39.0,19.0,12.0,1
2006-03-11,Auxerre,2,0,13.0,5.0,1,0,Nice,0,0,4.0,1.0,4,0,H,D,47.0,40.0,4.0,11.0,2
2006-03-11,Bordeaux,2,0,11.0,3.0,1,0,Toulouse,0,0,3.0,0.0,1,0,H,D,53.0,35.0,2.0,15.0,2
2006-03-11,Lens,1,1,19.0,10.0,1,0,Troyes,0,0,1.0,0.0,0,1,H,H,42.0,28.0,6.0,17.0,2
2006-03-11,Lyon,4,3,15.0,10.0,0,0,Metz,0,0,2.0,2.0,0,0,H,H,62.0,23.0,1.0,19.0,2
2006-03-11,Monaco,4,2,12.0,3.0,1,0,Sochaux,1,0,9.0,1.0,2,0,H,H,37.0,33.0,13.0,16.0,2
2006-03-11,Nancy,1,1,8.0,2.0,2,0,Paris SG,1,0,6.0,3.0,1,0,D,H,40.0,42.0,11.0,7.0,1
2006-03-11,Rennes,3,0,19.0,13.0,2,0,Ajaccio,0,0,8.0,1.0,4,0,H,D,41.0,21.0,10.0,20.0,2
2006-03-12,Marseille,2,2,18.0,7.0,1,0,St Etienne,0,0,11.0,4.0,1,0,H,H,44.0,40.0,6.0,12.0,2
2006-03-12,Nantes,1,1,10.0,4.0,4,0,Lille,1,0,6.0,4.0,3,0,D,H,35.0,50.0,14.0,3.0,1
2006-03-12,Strasbourg,1,1,6.0,1.0,3,0,Le Mans,2,0,11.0,6.0,4,0,A,H,23.0,42.0,18.0,9.0,0
2006-03-18,Toulouse,1,1,14.0,6.0,2,0,Lens,1,0,4.0,3.0,0,0,D,H,35.0,45.0,15.0,6.0,1
2006-03-18,Sochaux,0,0,6.0,1.0,0,0,Lyon,4,2,15.0,9.0,2,0,A,A,33.0,65.0,16.0,1.0,0
2006-03-18,Nice,1,0,10.0,5.0,1,0,Nancy,0,0,7.0,1.0,4,1,H,D,40.0,41.0,12.0,10.0,2
2006-03-18,Ajaccio,1,1,10.0,2.0,2,0,Monaco,0,0,12.0,2.0,1,0,H,H,21.0,40.0,20.0,12.0,2
2006-03-18,Le Mans,0,0,14.0,5.0,1,0,Nantes,0,0,9.0,2.0,2,0,D,D,45.0,36.0,7.0,14.0,1
2006-03-18,Troyes,1,1,11.0,7.0,1,0,Bordeaux,1,1,7.0,4.0,4,0,D,D,28.0,56.0,17.0,2.0,1
2006-03-18,Metz,0,0,13.0,4.0,2,1,Rennes,1,1,13.0,4.0,3,0,A,A,23.0,44.0,20.0,8.0,0
2006-03-19,St Etienne,0,0,9.0,6.0,0,0,Strasbourg,2,0,11.0,9.0,1,0,A,D,40.0,23.0,13.0,19.0,0
2006-03-19,Paris SG,4,2,11.0,6.0,2,0,Auxerre,1,0,7.0,4.0,0,0,H,H,43.0,50.0,9.0,4.0,2
2006-03-19,Lille,0,0,7.0,3.0,2,0,Marseille,0,0,5.0,2.0,3,0,D,D,51.0,47.0,3.0,5.0,1
2006-03-25,Nancy,0,0,15.0,3.0,1,0,Nantes,0,0,8.0,3.0,2,0,D,D,41.0,37.0,11.0,14.0,1
2006-03-25,Rennes,2,1,11.0,3.0,0,0,Troyes,0,0,6.0,1.0,0,0,H,H,47.0,29.0,6.0,17.0,2
2006-03-25,Strasbourg,2,1,11.0,5.0,0,0,Lille,2,1,9.0,4.0,2,0,D,D,26.0,52.0,18.0,3.0,1
2006-03-25,Marseille,1,1,15.0,8.0,2,0,Le Mans,1,1,9.0,3.0,4,0,D,D,48.0,46.0,6.0,9.0,1
2006-03-25,Ajaccio,0,0,15.0,3.0,0,0,Metz,1,0,9.0,3.0,1,0,A,D,24.0,23.0,19.0,20.0,0
2006-03-25,Lens,2,2,11.0,4.0,2,0,Sochaux,1,0,2.0,1.0,2,0,H,H,46.0,33.0,8.0,16.0,2
2006-03-25,Auxerre,0,0,12.0,6.0,0,0,St Etienne,0,0,10.0,5.0,0,0,D,D,50.0,40.0,4.0,13.0,1
2006-03-25,Lyon,1,0,44.0,12.0,1,0,Toulouse,1,1,10.0,2.0,2,0,D,A,68.0,36.0,1.0,15.0,1
2006-03-26,Bordeaux,1,1,6.0,2.0,3,0,Nice,0,0,7.0,5.0,1,0,H,H,57.0,43.0,2.0,10.0,2
2006-03-26,Monaco,1,0,14.0,7.0,2,0,Paris SG,1,1,6.0,4.0,2,0,D,A,40.0,46.0,13.0,9.0,1
2006-04-01,Lille,1,1,15.0,5.0,0,0,Auxerre,1,1,6.0,3.0,0,0,D,D,53.0,51.0,3.0,4.0,1
2006-04-01,Metz,0,0,11.0,3.0,4,0,Lens,1,1,14.0,4.0,1,1,A,A,26.0,49.0,19.0,6.0,0
2006-04-01,Nantes,1,0,10.0,5.0,2,0,Marseille,3,1,10.0,7.0,3,0,A,A,38.0,49.0,14.0,7.0,0
2006-04-01,Nice,3,0,11.0,6.0,2,0,Strasbourg,1,0,6.0,3.0,3,0,H,D,43.0,27.0,10.0,18.0,2
2006-04-01,Sochaux,3,2,9.0,7.0,1,0,Ajaccio,1,0,8.0,3.0,2,0,H,H,33.0,24.0,16.0,20.0,2
2006-04-01,St Etienne,1,0,14.0,5.0,2,0,Monaco,1,0,9.0,3.0,2,0,D,D,41.0,41.0,13.0,12.0,1
2006-04-01,Troyes,0,0,10.0,4.0,1,0,Lyon,1,0,12.0,4.0,3,0,A,D,29.0,69.0,17.0,1.0,0
2006-04-02,Paris SG,3,3,12.0,3.0,1,0,Bordeaux,1,1,2.0,2.0,3,0,H,H,47.0,60.0,8.0,2.0,2
2006-04-02,Le Mans,0,0,18.0,8.0,0,0,Nancy,0,0,11.0,4.0,1,0,D,D,47.0,42.0,9.0,12.0,1
2006-04-02,Toulouse,0,0,9.0,5.0,0,0,Rennes,1,0,11.0,8.0,2,0,A,D,37.0,50.0,15.0,8.0,0
2006-04-08,Bordeaux,0,0,13.0,2.0,0,0,St Etienne,0,0,9.0,3.0,0,0,D,D,60.0,42.0,2.0,13.0,1
2006-04-08,Nancy,0,0,13.0,7.0,1,0,Lille,0,0,12.0,3.0,1,0,D,D,43.0,54.0,11.0,3.0,1
2006-04-08,Strasbourg,0,0,8.0,4.0,3,0,Nantes,1,1,4.0,1.0,2,0,A,A,27.0,38.0,18.0,14.0,0
2006-04-08,Monaco,1,1,16.0,6.0,2,0,Marseille,0,0,11.0,5.0,2,0,H,H,42.0,52.0,13.0,7.0,2
2006-04-08,Ajaccio,1,0,16.0,8.0,0,0,Toulouse,0,0,7.0,3.0,0,0,H,D,24.0,37.0,20.0,15.0,2
2006-04-08,Lyon,2,1,7.0,3.0,2,0,Nice,1,1,5.0,5.0,2,0,H,D,72.0,46.0,1.0,10.0,2
2006-04-08,Lens,1,0,13.0,6.0,2,0,Paris SG,1,0,8.0,5.0,2,1,D,D,52.0,50.0,5.0,8.0,1
2006-04-08,Metz,2,0,19.0,7.0,0,0,Troyes,4,1,8.0,7.0,3,0,A,A,26.0,29.0,20.0,17.0,0
2006-04-09,Auxerre,0,0,11.0,4.0,3,0,Le Mans,0,0,8.0,3.0,2,0,D,D,52.0,48.0,6.0,9.0,1
2006-04-09,Rennes,2,1,13.0,5.0,3,0,Sochaux,1,1,9.0,3.0,3,1,H,D,53.0,36.0,6.0,16.0,2
2006-04-14,Toulouse,2,2,9.0,4.0,1,0,Metz,0,0,3.0,1.0,1,0,H,H,37.0,26.0,15.0,20.0,2
2006-04-15,Troyes,3,2,11.0,4.0,1,0,Ajaccio,0,0,11.0,4.0,4,1,H,H,32.0,27.0,17.0,19.0,2
2006-04-15,St Etienne,2,2,4.0,2.0,0,0,Lens,0,0,16.0,9.0,1,0,H,H,43.0,53.0,13.0,5.0,2
2006-04-15,Nantes,3,1,16.0,5.0,0,0,Auxerre,2,0,12.0,3.0,0,0,H,H,41.0,53.0,14.0,6.0,2
2006-04-15,Sochaux,1,0,9.0,6.0,0,0,Strasbourg,1,0,9.0,5.0,1,0,D,D,36.0,27.0,16.0,18.0,1
2006-04-15,Lille,3,3,11.0,7.0,2,0,Bordeaux,2,1,7.0,4.0,3,0,H,H,55.0,61.0,4.0,2.0,2
2006-04-15,Le Mans,0,0,9.0,6.0,2,0,Monaco,0,0,12.0,8.0,2,0,D,D,49.0,45.0,9.0,12.0,1
2006-04-15,Marseille,6,2,14.0,7.0,0,0,Nancy,0,0,9.0,1.0,1,0,H,H,52.0,44.0,7.0,13.0,2
2006-04-16,Nice,2,1,13.0,3.0,0,0,Rennes,1,1,7.0,3.0,2,0,H,D,46.0,56.0,11.0,4.0,2
2006-04-16,Paris SG,0,0,7.0,2.0,4,0,Lyon,1,1,13.0,11.0,3,0,A,A,51.0,75.0,8.0,1.0,0
2006-04-23,Monaco,2,1,6.0,4.0,1,0,Lyon,1,0,12.0,6.0,2,0,H,H,46.0,78.0,11.0,1.0,2
2006-04-23,Sochaux,0,0,10.0,6.0,2,0,Bordeaux,3,2,10.0,6.0,1,0,A,A,37.0,61.0,16.0,2.0,0
2006-04-29,Lens,4,3,8.0,5.0,1,1,Lille,2,0,7.0,2.0,2,1,H,H,53.0,58.0,6.0,3.0,2
2006-04-30,Strasbourg,1,1,3.0,3.0,0,0,Nancy,3,3,9.0,7.0,0,0,A,A,28.0,44.0,18.0,14.0,0
2006-04-30,Troyes,3,0,15.0,7.0,0,0,Toulouse,1,1,11.0,5.0,0,0,H,A,35.0,40.0,17.0,15.0,2
2006-04-30,Monaco,1,0,9.0,3.0,3,0,Nantes,1,1,4.0,1.0,2,0,D,A,49.0,44.0,10.0,14.0,1
2006-04-30,Ajaccio,0,0,11.0,7.0,1,1,Nice,3,2,12.0,9.0,2,0,A,A,27.0,49.0,19.0,11.0,0
2006-04-30,Lyon,4,2,15.0,11.0,0,0,St Etienne,0,0,6.0,2.0,3,0,H,H,78.0,46.0,1.0,13.0,2
2006-04-30,Bordeaux,2,1,14.0,6.0,3,0,Le Mans,2,1,7.0,4.0,1,0,D,D,64.0,50.0,2.0,11.0,1
2006-04-30,Metz,0,0,5.0,2.0,1,0,Sochaux,1,0,7.0,4.0,0,0,A,D,26.0,37.0,20.0,17.0,0
2006-05-03,Auxerre,1,0,13.0,4.0,2,0,Marseille,2,1,9.0,4.0,3,0,A,A,53.0,55.0,7.0,6.0,0
2006-05-03,Rennes,1,0,15.0,7.0,2,0,Paris SG,1,0,8.0,3.0,3,0,D,D,56.0,51.0,6.0,9.0,1
2006-05-06,Toulouse,3,1,12.0,4.0,0,0,Monaco,3,2,15.0,5.0,1,0,D,A,40.0,50.0,15.0,11.0,1
2006-05-06,Le Mans,0,0,5.0,2.0,1,0,Lens,0,0,8.0,2.0,0,0,D,D,51.0,56.0,11.0,6.0,1
2006-05-06,Lille,4,1,18.0,13.0,1,0,Lyon,0,0,11.0,0.0,0,0,H,H,58.0,81.0,3.0,1.0,2
2006-05-06,Marseille,2,0,13.0,6.0,1,0,Strasbourg,2,0,7.0,2.0,2,0,D,D,58.0,28.0,4.0,18.0,1
2006-05-06,Nancy,1,0,11.0,5.0,0,0,Auxerre,3,2,14.0,7.0,2,0,A,A,47.0,53.0,12.0,7.0,0
2006-05-06,Nantes,0,0,,,4,0,Bordeaux,1,0,,,2,0,A,D,45.0,65.0,14.0,2.0,0
2006-05-06,Nice,2,0,10.0,6.0,3,0,Metz,1,1,5.0,2.0,1,0,H,A,52.0,26.0,10.0,20.0,2
2006-05-06,Paris SG,2,1,13.0,4.0,2,0,Ajaccio,4,1,12.0,5.0,2,0,A,D,52.0,27.0,9.0,19.0,0
2006-05-06,Sochaux,1,1,8.0,3.0,2,0,Troyes,1,0,5.0,1.0,2,0,D,H,40.0,38.0,16.0,17.0,1
2006-05-06,St Etienne,0,0,11.0,4.0,1,0,Rennes,0,0,12.0,5.0,2,0,D,D,46.0,57.0,13.0,6.0,1
2006-05-13,Monaco,2,0,13.0,5.0,1,0,Nancy,2,1,6.0,3.0,3,0,D,A,51.0,47.0,11.0,12.0,1
2006-05-13,Metz,1,0,4.0,3.0,1,0,Paris SG,0,0,7.0,2.0,1,0,H,D,26.0,52.0,20.0,9.0,2
2006-05-13,Rennes,2,1,6.0,5.0,1,0,Lille,2,0,14.0,8.0,2,0,D,H,58.0,61.0,5.0,3.0,1
2006-05-13,Lyon,8,5,14.0,10.0,0,0,Le Mans,1,1,11.0,5.0,1,0,H,H,81.0,52.0,1.0,11.0,2
