Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,SeasonInt
Brazil,Serie A,2021,29/05/2021,23:00,Cuiaba,Juventude,2.0,2.0,D,2.27,3.11,3.69,2.27,3.25,3.79,2.21,3.06,3.51,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,00:00,Bahia,Santos,3.0,0.0,H,2.49,3.13,3.2,2.53,3.41,3.21,2.36,3.15,3.09,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,01:00,Sao Paulo,Fluminense,0.0,0.0,D,1.87,3.26,5.16,1.97,3.5,5.31,1.9,3.12,4.65,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,15:00,Atletico-MG,Fortaleza,1.0,2.0,A,1.48,4.42,7.31,1.53,4.42,8.1,1.47,4.14,6.98,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,20:00,Ceara,Gremio,3.0,2.0,H,3.74,3.23,2.19,3.91,3.29,2.23,3.62,3.09,2.16,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,20:00,Flamengo RJ,Palmeiras,1.0,0.0,H,1.85,3.61,4.61,1.88,3.76,4.77,1.82,3.52,4.33,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,22:15,Athletico-PR,America MG,1.0,0.0,H,2.53,2.96,3.33,2.57,3.25,3.37,2.44,2.95,3.18,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,22:15,Chapecoense-SC,Bragantino,0.0,3.0,A,4.14,3.33,2.03,4.23,3.33,2.08,3.88,3.25,2.02,,,,,,,2021
Brazil,Serie A,2021,30/05/2021,22:15,Corinthians,Atletico GO,0.0,1.0,A,2.06,3.3,4.09,2.1,3.4,4.2,2.01,3.22,3.9,,,,,,,2021
Brazil,Serie A,2021,31/05/2021,00:30,Internacional,Sport Recife,2.0,2.0,D,1.32,5.37,10.8,1.36,5.5,11.07,1.32,5.07,9.41,,,,,,,2021
Brazil,Serie A,2021,05/06/2021,23:00,Atletico GO,Sao Paulo,2.0,0.0,H,3.49,2.87,2.51,3.65,3.1,2.51,3.38,2.84,2.41,,,,,,,2021
Brazil,Serie A,2021,06/06/2021,01:00,Bragantino,Bahia,3.0,3.0,D,1.98,3.39,4.27,2.01,3.54,4.33,1.95,3.31,4.05,,,,,,,2021
Brazil,Serie A,2021,06/06/2021,01:00,Santos,Ceara,3.0,1.0,H,1.94,3.37,4.46,2.08,3.5,4.58,1.96,3.32,4.0,,,,,,,2021
Brazil,Serie A,2021,06/06/2021,15:00,Fluminense,Cuiaba,1.0,0.0,H,1.71,3.49,5.99,1.8,3.66,6.0,1.71,3.45,5.31,,,,,,,2021
Brazil,Serie A,2021,06/06/2021,20:00,America MG,Corinthians,0.0,1.0,A,2.15,3.06,4.12,2.25,3.41,4.12,2.12,3.03,3.81,,,,,,,2021
Brazil,Serie A,2021,06/06/2021,20:00,Fortaleza,Internacional,5.0,1.0,H,2.69,2.99,3.06,2.85,3.17,3.06,2.66,2.93,2.9,,,,,,,2021
Brazil,Serie A,2021,06/06/2021,22:15,Juventude,Athletico-PR,0.0,3.0,A,2.92,3.01,2.8,3.02,3.1,2.88,2.82,2.95,2.7,,,,,,,2021
