Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2024-01-05,Philadelphia Union,Seattle Sounders,2,3,A,NA,NA,NA,NA,1.93,3.41,4.01,0.0,0.0,21.0,25.0,0
2024-01-06,New York City,San Jose Earthquakes,5,1,H,NA,NA,NA,NA,1.59,4.23,5.19,0.0,0.0,19.0,24.0,2
2024-01-09,San Jose Earthquakes,Minnesota United,1,2,A,NA,NA,NA,NA,2.28,3.86,2.8,0.0,0.0,29.0,17.0,0
2024-01-09,Portland Timbers,Seattle Sounders,1,0,H,NA,NA,NA,NA,2.32,3.49,2.97,0.0,3.0,22.0,2.0,2
2024-01-09,Los Angeles FC,Houston Dynamo,0,2,A,NA,NA,NA,NA,1.66,4.11,4.75,0.0,0.0,17.0,15.0,0
2024-01-09,Real Salt Lake,New England Revolution,2,0,H,NA,NA,NA,NA,1.59,4.42,4.96,0.0,0.0,22.0,19.0,2
2024-01-09,FC Dallas,Colorado Rapids,2,3,A,NA,NA,NA,NA,2.17,3.74,3.04,0.0,0.0,16.0,12.0,0
2024-01-09,Chicago Fire,Inter Miami,1,4,A,NA,NA,NA,NA,2.54,3.61,2.6,0.0,0.0,12.0,16.0,0
2024-01-09,Austin FC,Vancouver Whitecaps,0,1,A,NA,NA,NA,NA,2.24,3.6,3.01,0.0,0.0,10.0,23.0,0
2024-01-09,Toronto FC,DC United,1,3,A,NA,NA,NA,NA,2.17,3.53,3.22,0.0,0.0,22.0,14.0,0
2024-01-09,Orlando City,Nashville SC,3,0,H,NA,NA,NA,NA,1.51,4.4,5.95,0.0,0.0,19.0,17.0,2
2024-01-09,New York Red Bulls,Philadelphia Union,0,2,A,NA,NA,NA,NA,1.7,4.05,4.51,0.0,0.0,18.0,22.0,0
2024-01-09,FC Cincinnati,CF Montreal,4,1,H,NA,NA,NA,NA,1.37,5.25,7.36,0.0,0.0,17.0,14.0,2
2024-01-09,Columbus Crew,New York City,4,2,H,NA,NA,NA,NA,1.65,4.32,4.6,0.0,3.0,16.0,1.0,2
2024-01-09,St. Louis City,Los Angeles Galaxy,2,1,H,NA,NA,NA,NA,2.3,3.91,2.74,0.0,0.0,19.0,17.0,2
2024-01-09,Charlotte,Atlanta Utd,0,1,A,NA,NA,NA,NA,1.86,3.97,3.74,0.0,0.0,17.0,16.0,0
2024-01-11,Charlotte,Orlando City,0,0,D,NA,NA,NA,NA,2.33,3.6,2.88,0.0,3.0,21.0,3.0,1
2024-01-12,Los Angeles Galaxy,Seattle Sounders,1,0,H,NA,NA,NA,NA,1.9,3.7,3.88,0.0,3.0,20.0,16.0,2
2024-01-12,Orlando City,New York Red Bulls,0,1,A,NA,NA,NA,NA,1.87,3.5,4.25,4.0,0.0,1.0,25.0,0
2024-02-03,Real Salt Lake,Los Angeles FC,3,0,H,NA,NA,NA,NA,2.74,3.53,2.43,3.0,0.0,8.0,24.0,2
2024-02-03,Inter Miami,Orlando City,5,0,H,NA,NA,NA,NA,1.71,4.03,4.42,3.0,4.0,4.0,2.0,2
2024-02-03,Minnesota United,Columbus Crew,1,1,D,NA,NA,NA,NA,3.24,3.73,2.07,3.0,3.0,11.0,6.0,1
2024-02-06,Atlanta Utd,Charlotte,2,3,A,NA,NA,NA,NA,1.83,3.72,4.13,3.0,1.0,13.0,19.0,0
2024-02-06,Vancouver Whitecaps,Colorado Rapids,2,1,H,NA,NA,NA,NA,1.71,4.06,4.42,3.0,3.0,15.0,12.0,2
2024-02-06,Portland Timbers,Houston Dynamo,2,2,D,NA,NA,NA,NA,2.12,3.61,3.24,3.0,3.0,14.0,11.0,1
2024-02-06,Los Angeles FC,FC Dallas,1,0,H,NA,NA,NA,NA,1.33,5.29,8.34,0.0,0.0,29.0,21.0,2
2024-02-06,Nashville SC,New England Revolution,1,2,A,NA,NA,NA,NA,1.79,3.73,4.31,0.0,0.0,28.0,25.0,0
2024-02-06,Minnesota United,Sporting Kansas City,3,1,H,NA,NA,NA,NA,1.76,3.91,4.28,4.0,0.0,6.0,22.0,2
2024-02-06,Chicago Fire,Los Angeles Galaxy,2,1,H,NA,NA,NA,NA,2.23,3.69,2.96,0.0,3.0,27.0,17.0,2
2024-02-06,Philadelphia Union,CF Montreal,2,2,D,NA,NA,NA,NA,1.48,4.65,5.99,3.0,0.0,13.0,27.0,1
2024-02-06,New York Red Bulls,Orlando City,1,0,H,NA,NA,NA,NA,1.79,3.72,4.34,3.0,4.0,20.0,10.0,2
2024-02-06,Inter Miami,St. Louis City,3,3,D,NA,NA,NA,NA,1.54,4.65,5.18,6.0,3.0,2.0,15.0,1
2024-02-06,DC United,Toronto FC,2,2,D,NA,NA,NA,NA,1.82,3.88,3.98,3.0,0.0,15.0,27.0,1
2024-02-06,Real Salt Lake,Austin FC,5,1,H,NA,NA,NA,NA,1.39,4.87,7.34,6.0,0.0,3.0,25.0,2
2024-02-11,New York City,FC Cincinnati,3,1,H,NA,NA,NA,NA,2.31,3.54,2.94,3.0,3.0,15.0,14.0,2
2024-02-11,Atlanta Utd,Inter Miami,2,1,H,NA,NA,NA,NA,3.4,4.08,1.94,3.0,7.0,17.0,2.0,2
2024-02-11,Colorado Rapids,Los Angeles Galaxy,1,4,A,NA,NA,NA,NA,2.74,3.88,2.32,3.0,3.0,17.0,18.0,0
2024-02-22,Inter Miami,Real Salt Lake,2,0,H,NA,NA,NA,NA,1.53,4.61,5.27,7.0,9.0,2.0,1.0,2
2024-02-24,Columbus Crew,Atlanta Utd,1,0,H,NA,NA,NA,NA,1.71,4.11,4.32,4.0,6.0,9.0,7.0,2
2024-02-24,Los Angeles FC,Seattle Sounders,2,1,H,NA,NA,NA,NA,1.63,3.9,5.31,3.0,3.0,22.0,18.0,2
2024-02-25,Portland Timbers,Colorado Rapids,4,1,H,NA,NA,NA,NA,1.71,3.92,4.61,4.0,3.0,15.0,22.0,2
2024-02-25,Charlotte,New York City,1,0,H,NA,NA,NA,NA,2.34,3.24,3.09,4.0,6.0,16.0,6.0,2
2024-02-25,DC United,New England Revolution,3,1,H,NA,NA,NA,NA,2.03,3.61,3.44,4.0,3.0,13.0,19.0,2
2024-02-25,Orlando City,CF Montreal,0,0,D,NA,NA,NA,NA,1.58,4.07,5.51,4.0,1.0,17.0,24.0,1
