Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2020-01-03,New York Red Bulls,FC Cincinnati,3,2,H,NA,NA,NA,NA,1.57,4.07,5.58,0.0,0.0,17.0,7.0,2
2020-01-03,Los Angeles FC,Inter Miami,1,0,H,NA,NA,NA,NA,1.31,5.66,8.13,0.0,0.0,11.0,10.0,2
2020-01-03,Seattle Sounders,Chicago Fire,2,1,H,NA,NA,NA,NA,2.03,3.49,3.54,0.0,0.0,21.0,5.0,2
2020-01-03,Columbus Crew,New York City,1,0,H,NA,NA,NA,NA,2.24,3.5,3.02,0.0,0.0,7.0,15.0,2
2020-01-03,Vancouver Whitecaps,Sporting Kansas City,1,3,A,NA,NA,NA,NA,3.15,3.55,2.15,0.0,0.0,22.0,20.0,0
2020-01-03,Nashville SC,Atlanta Utd,1,2,A,NA,NA,NA,NA,3.32,3.57,2.08,0.0,0.0,14.0,6.0,0
2020-01-08,Orlando City,Los Angeles FC,1,1,D,NA,NA,NA,NA,3.94,4.24,1.74,0.0,3.0,15.0,6.0,1
2020-01-11,Columbus Crew,Philadelphia Union,2,1,H,NA,NA,NA,NA,1.94,3.73,3.63,3.0,0.0,6.0,16.0,2
2020-01-11,Nashville SC,Chicago Fire,1,1,D,NA,NA,NA,NA,2.29,3.26,3.16,0.0,0.0,22.0,21.0,1
2020-02-03,Portland Timbers,Minnesota United,1,3,A,NA,NA,NA,NA,1.8,3.88,4.01,0.0,0.0,18.0,16.0,0
2020-02-08,New York City,Portland Timbers,1,3,A,NA,NA,NA,NA,2.18,3.47,3.15,0.0,0.0,24.0,25.0,0
2020-02-08,San Jose Earthquakes,Minnesota United,1,4,A,NA,NA,NA,NA,2.16,3.66,3.05,0.0,3.0,20.0,3.0,0
2020-02-09,Toronto FC,CF Montreal,0,1,A,NA,NA,NA,NA,1.43,4.69,6.7,0.0,0.0,20.0,12.0,0
2020-02-11,Portland Timbers,Vancouver Whitecaps,1,0,H,NA,NA,NA,NA,1.59,4.23,5.16,3.0,0.0,9.0,24.0,2
2020-02-11,Los Angeles Galaxy,Real Salt Lake,2,1,H,NA,NA,NA,NA,2.16,3.65,3.11,0.0,0.0,17.0,19.0,2
2020-02-11,Toronto FC,Inter Miami,2,1,H,NA,NA,NA,NA,2.59,3.62,2.51,0.0,0.0,23.0,22.0,2
2020-02-11,New England Revolution,DC United,4,3,H,NA,NA,NA,NA,1.49,4.29,6.38,0.0,0.0,19.0,16.0,2
2020-02-11,CF Montreal,Orlando City,0,1,A,NA,NA,NA,NA,2.86,3.62,2.31,3.0,1.0,11.0,13.0,0
2020-02-11,New York City,New York Red Bulls,5,2,H,NA,NA,NA,NA,1.69,3.98,4.61,0.0,3.0,24.0,8.0,2
2020-02-11,Colorado Rapids,Seattle Sounders,3,1,H,NA,NA,NA,NA,2.66,3.53,2.49,0.0,3.0,17.0,10.0,2
2020-02-11,Atlanta Utd,FC Cincinnati,2,0,H,NA,NA,NA,NA,1.89,3.42,4.22,3.0,0.0,9.0,21.0,2
2020-02-12,Seattle Sounders,FC Dallas,1,0,H,NA,NA,NA,NA,1.66,3.93,4.83,3.0,0.0,14.0,18.0,2
2020-02-29,DC United,Colorado Rapids,1,2,A,NA,NA,NA,NA,2.06,3.55,3.39,0.0,3.0,19.0,8.0,0
2020-02-29,CF Montreal,New England Revolution,2,1,H,NA,NA,NA,NA,2.78,3.38,2.46,3.0,3.0,14.0,10.0,2
2020-02-29,Houston Dynamo,Los Angeles Galaxy,1,1,D,NA,NA,NA,NA,2.1,3.77,3.14,0.0,3.0,18.0,11.0,1
2020-02-29,Orlando City,Real Salt Lake,0,0,D,NA,NA,NA,NA,1.97,3.49,3.72,4.0,0.0,10.0,20.0,1
2020-02-29,FC Dallas,Philadelphia Union,2,0,H,NA,NA,NA,NA,1.9,3.66,3.79,0.0,0.0,21.0,20.0,2
2020-02-29,San Jose Earthquakes,Toronto FC,2,2,D,NA,NA,NA,NA,1.89,3.84,3.65,0.0,3.0,25.0,15.0,1
2020-03-09,Atlanta Utd,Inter Miami,0,0,D,NA,NA,NA,NA,2.22,3.46,3.09,6.0,0.0,3.0,23.0,1
2020-03-09,Columbus Crew,Philadelphia Union,1,0,H,NA,NA,NA,NA,1.74,3.8,4.49,6.0,0.0,4.0,25.0,2
2020-03-09,FC Cincinnati,Chicago Fire,0,0,D,NA,NA,NA,NA,3.09,3.31,2.3,0.0,1.0,24.0,18.0,1
2020-03-09,New York Red Bulls,DC United,0,1,A,NA,NA,NA,NA,1.66,3.92,4.9,3.0,0.0,16.0,24.0,0
2020-03-09,Houston Dynamo,Minnesota United,3,0,H,NA,NA,NA,NA,2.11,3.74,3.14,1.0,6.0,19.0,3.0,2
2020-03-09,New England Revolution,New York City,0,2,A,NA,NA,NA,NA,2.66,3.49,2.49,3.0,3.0,16.0,15.0,0
2020-03-09,Nashville SC,Orlando City,1,1,D,NA,NA,NA,NA,2.56,3.35,2.67,1.0,5.0,20.0,9.0,1
2020-03-09,Sporting Kansas City,FC Dallas,1,1,D,NA,NA,NA,NA,2.04,3.52,3.5,3.0,3.0,14.0,15.0,1
2020-03-09,Portland Timbers,Los Angeles Galaxy,2,3,A,NA,NA,NA,NA,2.65,3.79,2.39,6.0,4.0,6.0,13.0,0
2020-03-09,Los Angeles FC,San Jose Earthquakes,5,1,H,NA,NA,NA,NA,1.46,4.98,5.73,4.0,1.0,14.0,23.0,2
2020-03-09,Real Salt Lake,Seattle Sounders,2,2,D,NA,NA,NA,NA,2.11,3.54,3.28,1.0,6.0,21.0,11.0,1
2020-03-10,Orlando City,New York Red Bulls,3,1,H,NA,NA,NA,NA,2.06,3.69,3.3,6.0,3.0,10.0,18.0,2
2020-04-10,Minnesota United,FC Cincinnati,2,0,H,NA,NA,NA,NA,1.84,3.66,4.15,6.0,1.0,9.0,23.0,2
2020-04-10,Inter Miami,New York City,2,3,A,NA,NA,NA,NA,2.3,3.57,2.89,1.0,6.0,22.0,9.0,0
2020-04-10,Houston Dynamo,Sporting Kansas City,1,2,A,NA,NA,NA,NA,2.63,3.61,2.48,4.0,4.0,12.0,13.0,0
2020-04-10,Toronto FC,Philadelphia Union,2,1,H,NA,NA,NA,NA,1.85,3.85,3.83,4.0,0.0,15.0,26.0,2
2020-04-10,New England Revolution,Nashville SC,0,0,D,NA,NA,NA,NA,1.81,3.52,4.49,3.0,2.0,17.0,19.0,1
2020-04-10,CF Montreal,Chicago Fire,2,2,D,NA,NA,NA,NA,4.29,4.13,1.71,6.0,2.0,12.0,21.0,1
2020-04-10,FC Dallas,Columbus Crew,2,2,D,NA,NA,NA,NA,2.6,3.44,2.6,4.0,9.0,15.0,4.0,1
2020-04-10,DC United,Atlanta Utd,0,4,A,NA,NA,NA,NA,2.39,3.19,3.06,3.0,7.0,17.0,7.0,0
2020-04-10,San Jose Earthquakes,Los Angeles Galaxy,2,1,H,NA,NA,NA,NA,3.01,3.86,2.13,1.0,7.0,24.0,8.0,2
2020-04-10,Seattle Sounders,Vancouver Whitecaps,3,1,H,NA,NA,NA,NA,1.26,6.18,9.47,7.0,0.0,11.0,25.0,2
2020-04-12,Sporting Kansas City,Minnesota United,0,3,A,NA,NA,NA,NA,1.8,3.89,4.04,7.0,9.0,8.0,4.0,0
2020-05-10,Real Salt Lake,Los Angeles FC,1,3,A,NA,NA,NA,NA,3.66,4.11,1.84,2.0,7.0,22.0,7.0,0
2020-05-11,Orlando City,Columbus Crew,2,1,H,NA,NA,NA,NA,1.94,3.73,3.64,9.0,10.0,7.0,4.0,2
2020-05-11,San Jose Earthquakes,Los Angeles FC,3,2,H,NA,NA,NA,NA,3.25,4.06,1.09,4.0,10.0,17.0,3.0,2
2020-05-11,Los Angeles Galaxy,Seattle Sounders,1,1,D,NA,NA,NA,NA,2.69,3.79,2.36,7.0,10.0,8.0,5.0,1
2020-05-11,Portland Timbers,Colorado Rapids,0,1,A,NA,NA,NA,NA,2.55,3.66,2.54,6.0,6.0,14.0,13.0,0
2020-05-11,Nashville SC,FC Dallas,0,1,A,NA,NA,NA,NA,2.22,3.29,3.28,3.0,5.0,19.0,15.0,0
2020-05-11,Minnesota United,Chicago Fire,2,2,D,NA,NA,NA,NA,2.81,3.67,2.32,12.0,3.0,1.0,18.0,1
2020-06-08,Philadelphia Union,Portland Timbers,1,2,A,NA,NA,NA,NA,2.69,3.49,2.47,0.0,6.0,25.0,15.0,0
2020-06-09,Houston Dynamo,Sporting Kansas City,2,1,H,NA,NA,NA,NA,2.32,3.59,2.85,4.0,7.0,16.0,14.0,2
2020-06-09,Orlando City,Atlanta Utd,1,1,D,NA,NA,NA,NA,1.65,4.01,4.87,12.0,10.0,2.0,4.0,1
2020-06-09,Vancouver Whitecaps,Toronto FC,3,2,H,NA,NA,NA,NA,5.54,4.35,1.54,0.0,7.0,25.0,13.0,2
2020-06-09,San Jose Earthquakes,Colorado Rapids,1,1,D,NA,NA,NA,NA,2.35,3.66,2.75,7.0,9.0,16.0,7.0,1
2020-06-12,Columbus Crew,New England Revolution,1,0,H,NA,NA,NA,NA,2.56,3.36,2.69,10.0,4.0,7.0,18.0,2
2020-07-03,Toronto FC,New York City,1,0,H,NA,NA,NA,NA,1.88,3.74,3.81,7.0,9.0,15.0,8.0,2
2020-07-03,DC United,Inter Miami,2,1,H,NA,NA,NA,NA,2.28,3.43,3.01,3.0,1.0,22.0,24.0,2
2020-07-03,FC Dallas,CF Montreal,2,2,D,NA,NA,NA,NA,1.54,4.16,5.86,8.0,7.0,11.0,15.0,1
2020-07-03,Real Salt Lake,New York Red Bulls,1,1,D,NA,NA,NA,NA,2.38,3.43,2.86,2.0,3.0,23.0,22.0,1
