Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2022-01-05,Columbus Crew,DC United,3,0,H,NA,NA,NA,NA,1.88,3.56,4.09,0.0,0.0,7.0,8.0,2
2022-01-05,Nashville SC,Philadelphia Union,1,1,D,NA,NA,NA,NA,2.45,3.0,3.17,0.0,0.0,15.0,20.0,1
2022-01-05,New York City,San Jose Earthquakes,3,0,H,NA,NA,NA,NA,1.38,5.17,6.97,0.0,0.0,18.0,23.0,2
2022-01-05,Colorado Rapids,Portland Timbers,2,0,H,NA,NA,NA,NA,1.63,3.94,5.23,0.0,0.0,10.0,21.0,2
2022-01-05,New England Revolution,Inter Miami,2,0,H,NA,NA,NA,NA,1.46,4.53,6.43,0.0,0.0,18.0,14.0,2
2022-01-05,Chicago Fire,New York Red Bulls,1,2,A,NA,NA,NA,NA,3.34,3.23,2.22,0.0,0.0,11.0,18.0,0
2022-01-05,Orlando City,Charlotte,2,1,H,NA,NA,NA,NA,1.87,3.45,4.27,0.0,0.0,18.0,11.0,2
2022-01-05,Sporting Kansas City,FC Dallas,2,2,D,NA,NA,NA,NA,2.3,3.37,3.05,0.0,0.0,20.0,13.0,1
2022-01-07,Charlotte,Austin FC,0,1,A,NA,NA,NA,NA,2.09,3.54,3.33,0.0,0.0,23.0,12.0,0
2022-01-07,New York Red Bulls,Atlanta Utd,2,1,H,NA,NA,NA,NA,1.51,4.38,5.77,3.0,0.0,5.0,12.0,2
2022-01-09,Real Salt Lake,Minnesota United,3,0,H,NA,NA,NA,NA,1.83,3.84,3.97,0.0,0.0,18.0,17.0,2
2022-01-09,Austin FC,Portland Timbers,1,2,A,NA,NA,NA,NA,1.82,4.05,3.8,3.0,0.0,8.0,25.0,0
2022-01-09,Nashville SC,Colorado Rapids,4,1,H,NA,NA,NA,NA,1.58,4.13,5.32,1.0,3.0,12.0,5.0,2
2022-01-09,Houston Dynamo,Los Angeles FC,2,1,H,NA,NA,NA,NA,3.89,4.09,1.79,0.0,0.0,16.0,17.0,2
2022-01-09,Toronto FC,Los Angeles Galaxy,2,2,D,NA,NA,NA,NA,2.16,3.86,2.97,0.0,0.0,19.0,17.0,1
2022-01-09,New York City,DC United,1,2,A,NA,NA,NA,NA,1.48,4.75,5.75,3.0,0.0,4.0,26.0,0
2022-01-09,Orlando City,Seattle Sounders,3,2,H,NA,NA,NA,NA,2.23,3.38,3.15,3.0,0.0,8.0,20.0,2
2022-01-09,New England Revolution,Chicago Fire,0,0,D,NA,NA,NA,NA,1.65,4.1,4.76,3.0,0.0,7.0,23.0,1
2022-01-09,Columbus Crew,Inter Miami,1,0,H,NA,NA,NA,NA,1.83,3.67,4.15,3.0,0.0,5.0,26.0,2
2022-01-09,CF Montreal,New York Red Bulls,0,1,A,NA,NA,NA,NA,1.86,3.56,4.12,0.0,6.0,19.0,3.0,0
2022-01-09,Philadelphia Union,Atlanta Utd,4,1,H,NA,NA,NA,NA,1.69,4.24,4.31,1.0,0.0,17.0,22.0,2
2022-01-10,Charlotte,Philadelphia Union,4,0,H,NA,NA,NA,NA,3.02,3.47,2.27,0.0,4.0,24.0,5.0,2
2022-01-10,Colorado Rapids,FC Dallas,1,0,H,NA,NA,NA,NA,1.98,3.74,3.51,3.0,1.0,12.0,15.0,2
2022-01-10,New England Revolution,Atlanta Utd,2,1,H,NA,NA,NA,NA,2.5,3.82,2.51,4.0,0.0,6.0,28.0,2
2022-01-10,Toronto FC,Inter Miami,0,1,A,NA,NA,NA,NA,1.99,3.97,3.26,1.0,0.0,17.0,25.0,0
2022-02-04,Toronto FC,New York City,2,1,H,NA,NA,NA,NA,3.63,3.56,1.99,1.0,3.0,19.0,10.0,2
2022-02-04,Chicago Fire,FC Dallas,0,0,D,NA,NA,NA,NA,2.02,3.35,3.77,1.0,1.0,20.0,19.0,1
2022-02-04,FC Cincinnati,CF Montreal,3,4,A,NA,NA,NA,NA,2.35,3.41,2.93,0.0,0.0,21.0,25.0,0
2022-02-04,Columbus Crew,Nashville SC,0,1,A,NA,NA,NA,NA,1.95,3.3,4.11,6.0,4.0,3.0,6.0,0
2022-02-05,Los Angeles FC,Minnesota United,2,0,H,NA,NA,NA,NA,1.48,4.61,5.97,0.0,0.0,25.0,26.0,2
2022-02-10,FC Cincinnati,Chicago Fire,2,3,A,NA,NA,NA,NA,1.43,4.8,6.59,0.0,2.0,24.0,20.0,0
2022-02-10,Columbus Crew,New York Red Bulls,2,1,H,NA,NA,NA,NA,2.26,3.13,3.36,6.0,9.0,4.0,1.0,2
2022-02-10,San Jose Earthquakes,Minnesota United,2,0,H,NA,NA,NA,NA,2.47,3.83,2.53,0.0,0.0,26.0,28.0,2
2022-02-10,Los Angeles Galaxy,Real Salt Lake,1,1,D,NA,NA,NA,NA,1.66,4.24,4.59,1.0,3.0,22.0,10.0,1
2022-02-10,New York City,Orlando City,2,1,H,NA,NA,NA,NA,1.86,3.51,4.22,3.0,6.0,12.0,5.0,2
2022-02-10,Portland Timbers,Los Angeles FC,1,2,A,NA,NA,NA,NA,3.06,3.76,2.14,3.0,3.0,17.0,13.0,0
2022-02-10,Sporting Kansas City,Seattle Sounders,1,0,H,NA,NA,NA,NA,2.19,3.57,3.1,1.0,0.0,23.0,25.0,2
2022-02-10,CF Montreal,DC United,1,0,H,NA,NA,NA,NA,1.49,4.53,6.0,3.0,3.0,16.0,20.0,2
2022-02-10,Vancouver Whitecaps,Austin FC,2,0,H,NA,NA,NA,NA,2.23,3.72,2.92,0.0,3.0,24.0,17.0,2
2022-02-26,Philadelphia Union,Minnesota United,1,1,D,NA,NA,NA,NA,1.96,3.36,3.96,4.0,0.0,14.0,28.0,1
2022-02-26,Columbus Crew,Vancouver Whitecaps,4,0,H,NA,NA,NA,NA,1.57,4.02,5.79,9.0,3.0,1.0,16.0,2
2022-02-26,Los Angeles FC,Colorado Rapids,3,0,H,NA,NA,NA,NA,1.74,3.79,4.57,6.0,6.0,6.0,9.0,2
2022-02-26,FC Dallas,Toronto FC,1,1,D,NA,NA,NA,NA,1.97,3.63,3.63,2.0,4.0,24.0,14.0,1
2022-02-26,Austin FC,FC Cincinnati,5,0,H,NA,NA,NA,NA,1.66,3.91,4.95,3.0,0.0,20.0,26.0,2
2022-02-26,DC United,Charlotte,3,0,H,NA,NA,NA,NA,1.65,3.83,5.19,3.0,3.0,23.0,16.0,2
2022-02-26,Inter Miami,Chicago Fire,0,0,D,NA,NA,NA,NA,2.67,3.32,2.6,3.0,5.0,23.0,13.0,1
2022-02-26,San Jose Earthquakes,New York Red Bulls,1,3,A,NA,NA,NA,NA,2.6,3.16,2.79,3.0,9.0,21.0,3.0,0
2022-02-27,Atlanta Utd,Sporting Kansas City,3,1,H,NA,NA,NA,NA,2.06,3.43,3.54,0.0,4.0,27.0,16.0,2
2022-02-27,Los Angeles Galaxy,New York City,1,0,H,NA,NA,NA,NA,2.62,3.37,2.62,2.0,6.0,25.0,7.0,2
2022-02-27,Orlando City,CF Montreal,2,0,H,NA,NA,NA,NA,1.97,3.43,3.83,6.0,6.0,8.0,9.0,2
2022-02-27,Portland Timbers,New England Revolution,2,2,D,NA,NA,NA,NA,2.38,3.56,2.78,3.0,7.0,22.0,6.0,1
2022-02-28,Houston Dynamo,Real Salt Lake,0,0,D,NA,NA,NA,NA,1.63,3.83,5.42,3.0,4.0,20.0,16.0,1
2022-02-28,Seattle Sounders,Nashville SC,0,1,A,NA,NA,NA,NA,2.07,3.2,3.8,0.0,7.0,27.0,6.0,0
2022-03-04,Minnesota United,Seattle Sounders,1,2,A,NA,NA,NA,NA,2.1,3.38,3.48,1.0,0.0,26.0,27.0,0
2022-03-04,Inter Miami,Houston Dynamo,1,3,A,NA,NA,NA,NA,2.24,3.37,3.16,4.0,4.0,20.0,17.0,0
2022-03-04,San Jose Earthquakes,Austin FC,2,2,D,NA,NA,NA,NA,2.36,3.5,2.85,3.0,6.0,26.0,8.0,1
2022-03-04,Philadelphia Union,Charlotte,2,0,H,NA,NA,NA,NA,1.45,4.45,7.02,5.0,3.0,17.0,22.0,2
2022-03-04,Orlando City,Los Angeles FC,2,4,A,NA,NA,NA,NA,2.44,3.36,2.83,9.0,9.0,5.0,4.0,0
2022-03-04,New England Revolution,New York Red Bulls,0,1,A,NA,NA,NA,NA,2.35,3.38,2.96,8.0,12.0,6.0,3.0,0
2022-03-04,DC United,Atlanta Utd,0,1,A,NA,NA,NA,NA,2.15,3.4,3.34,6.0,3.0,11.0,25.0,0
2022-03-04,Colorado Rapids,Real Salt Lake,1,1,D,NA,NA,NA,NA,1.59,3.89,5.74,6.0,5.0,15.0,16.0,1
2022-03-04,Vancouver Whitecaps,Sporting Kansas City,1,0,H,NA,NA,NA,NA,2.61,3.2,2.75,3.0,4.0,25.0,19.0,2
2022-03-04,Portland Timbers,Los Angeles Galaxy,1,3,A,NA,NA,NA,NA,2.18,3.65,3.05,4.0,5.0,20.0,18.0,0
2022-03-07,New York City,Atlanta Utd,2,2,D,NA,NA,NA,NA,1.58,4.45,4.87,6.0,6.0,13.0,18.0,1
2022-03-07,Vancouver Whitecaps,Los Angeles FC,1,0,H,NA,NA,NA,NA,3.0,3.55,2.24,6.0,12.0,18.0,3.0,2
2022-03-07,Toronto FC,Seattle Sounders,0,2,A,NA,NA,NA,NA,2.2,3.71,2.95,5.0,3.0,19.0,25.0,0
2022-03-08,Seattle Sounders,FC Dallas,1,0,H,NA,NA,NA,NA,1.72,3.88,4.5,6.0,3.0,16.0,25.0,2
2022-03-08,New York Red Bulls,Colorado Rapids,4,5,A,NA,NA,NA,NA,1.63,4.02,5.01,15.0,7.0,1.0,15.0,0
2022-03-09,Minnesota United,FC Dallas,0,3,A,NA,NA,NA,NA,2.09,3.67,3.24,1.0,3.0,27.0,25.0,0
