Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2012-01-04,Los Angeles Galaxy,New England Revolution,1,3,A,NA,NA,NA,NA,1.42,4.16,7.45,0.0,0.0,9.0,10.0,0
2012-01-04,Seattle Sounders,San Jose Earthquakes,0,1,A,NA,NA,NA,NA,1.82,3.39,4.3,0.0,0.0,15.0,14.0,0
2012-01-04,Portland Timbers,Real Salt Lake,2,3,A,NA,NA,NA,NA,2.54,3.07,2.76,0.0,0.0,13.0,14.0,0
2012-01-07,San Jose Earthquakes,Los Angeles Galaxy,4,3,H,NA,NA,NA,NA,2.27,3.27,2.98,3.0,0.0,3.0,19.0,2
2012-01-07,Columbus Crew,Real Salt Lake,2,0,H,NA,NA,NA,NA,2.4,3.17,2.91,0.0,3.0,8.0,3.0,2
2012-01-07,Colorado Rapids,Portland Timbers,3,0,H,NA,NA,NA,NA,1.72,3.43,4.74,0.0,0.0,8.0,17.0,2
2012-01-07,Houston Dynamo,Philadelphia Union,2,1,H,NA,NA,NA,NA,1.76,3.4,4.53,0.0,0.0,11.0,13.0,2
2012-01-07,New England Revolution,Seattle Sounders,2,2,D,NA,NA,NA,NA,3.16,3.15,3.13,3.0,0.0,3.0,17.0,1
2012-01-07,DC United,CF Montreal,3,0,H,NA,NA,NA,NA,1.58,3.86,5.24,0.0,0.0,11.0,8.0,2
2012-01-07,Toronto FC,New York Red Bulls,1,1,D,NA,NA,NA,NA,2.8,3.24,2.38,0.0,0.0,14.0,12.0,1
2012-01-09,Portland Timbers,Colorado Rapids,1,0,H,NA,NA,NA,NA,2.21,3.24,3.11,0.0,3.0,19.0,3.0,2
2012-01-10,Colorado Rapids,Los Angeles Galaxy,1,1,D,NA,NA,NA,NA,3.82,3.49,1.88,3.0,0.0,4.0,18.0,1
2012-01-11,Chicago Fire,Houston Dynamo,1,2,A,NA,NA,NA,NA,2.19,3.15,3.27,0.0,3.0,13.0,6.0,0
2012-01-12,Los Angeles Galaxy,Houston Dynamo,3,1,H,NA,NA,NA,NA,1.89,3.38,3.96,1.0,6.0,12.0,2.0,2
2012-02-04,Colorado Rapids,Chicago Fire,2,0,H,NA,NA,NA,NA,2.0,3.25,3.67,4.0,0.0,4.0,17.0,2
2012-02-04,Chivas USA,Sporting Kansas City,0,1,A,NA,NA,NA,NA,2.87,3.19,2.37,0.0,0.0,13.0,15.0,0
