Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2013-01-06,Toronto FC,Philadelphia Union,1,1,D,NA,NA,NA,NA,2.37,3.2,2.89,0.0,0.0,18.0,12.0,1
2013-01-09,Chicago Fire,Houston Dynamo,1,1,D,NA,NA,NA,NA,1.95,3.35,3.77,0.0,0.0,4.0,10.0,1
2013-01-09,Los Angeles Galaxy,San Jose Earthquakes,3,0,H,NA,NA,NA,NA,1.52,4.01,5.91,0.0,0.0,11.0,16.0,2
2013-01-09,Sporting Kansas City,Colorado Rapids,2,1,H,NA,NA,NA,NA,1.85,3.34,4.21,0.0,0.0,17.0,8.0,2
2013-01-09,New York Red Bulls,DC United,2,1,H,NA,NA,NA,NA,1.58,3.84,5.38,0.0,0.0,13.0,10.0,2
2013-01-09,Philadelphia Union,CF Montreal,0,0,D,NA,NA,NA,NA,2.33,3.34,2.85,1.0,0.0,6.0,8.0,1
2013-01-09,Columbus Crew,Seattle Sounders,0,1,A,NA,NA,NA,NA,2.82,3.19,2.44,0.0,0.0,10.0,15.0,0
2013-01-11,Houston Dynamo,CF Montreal,3,0,H,NA,NA,NA,NA,1.8,3.46,4.37,1.0,1.0,7.0,9.0,2
2013-02-03,Philadelphia Union,Sporting Kansas City,1,3,A,NA,NA,NA,NA,2.63,3.09,2.64,2.0,3.0,6.0,4.0,0
2013-02-03,Vancouver Whitecaps,Toronto FC,1,0,H,NA,NA,NA,NA,1.67,3.55,4.96,0.0,1.0,15.0,8.0,2
2013-02-06,New York Red Bulls,Vancouver Whitecaps,1,2,A,NA,NA,NA,NA,1.48,4.03,6.44,3.0,3.0,4.0,6.0,0
2013-02-06,Columbus Crew,Houston Dynamo,1,1,D,NA,NA,NA,NA,2.2,3.2,3.18,0.0,4.0,18.0,3.0,1
2013-02-06,Sporting Kansas City,CF Montreal,1,2,A,NA,NA,NA,NA,1.72,3.56,4.59,6.0,1.0,1.0,11.0,0
2013-02-06,Colorado Rapids,FC Dallas,2,2,D,NA,NA,NA,NA,2.07,3.28,3.42,0.0,0.0,17.0,13.0,1
2013-02-06,Real Salt Lake,San Jose Earthquakes,3,0,H,NA,NA,NA,NA,2.0,3.3,3.59,0.0,0.0,17.0,19.0,2
2013-02-06,Chivas USA,Seattle Sounders,0,2,A,NA,NA,NA,NA,3.89,3.33,1.91,0.0,3.0,15.0,7.0,0
2013-02-06,Los Angeles Galaxy,New England Revolution,0,5,A,NA,NA,NA,NA,2.4,3.18,2.87,3.0,0.0,6.0,15.0,0
2013-02-06,Chicago Fire,DC United,2,0,H,NA,NA,NA,NA,1.79,3.51,4.22,1.0,0.0,12.0,17.0,2
2013-02-09,Vancouver Whitecaps,Chivas USA,2,2,D,NA,NA,NA,NA,1.49,4.1,6.22,6.0,0.0,3.0,17.0,1
2013-03-03,Los Angeles Galaxy,Chicago Fire,4,0,H,NA,NA,NA,NA,1.83,3.44,4.13,3.0,4.0,10.0,5.0,2
2013-03-03,Seattle Sounders,CF Montreal,0,1,A,NA,NA,NA,NA,1.78,3.4,4.5,6.0,4.0,2.0,7.0,0
2013-03-03,Chivas USA,Columbus Crew,0,3,A,NA,NA,NA,NA,2.67,3.1,2.58,1.0,1.0,16.0,14.0,0
2013-03-03,FC Dallas,Colorado Rapids,1,0,H,NA,NA,NA,NA,1.79,3.42,4.34,1.0,1.0,13.0,14.0,2
2013-03-03,Houston Dynamo,DC United,2,0,H,NA,NA,NA,NA,1.91,3.28,3.92,5.0,0.0,6.0,18.0,2
2013-03-05,Portland Timbers,New England Revolution,0,0,D,NA,NA,NA,NA,1.55,3.71,6.14,0.0,3.0,17.0,10.0,1
2013-03-08,Sporting Kansas City,New York Red Bulls,2,3,A,NA,NA,NA,NA,1.84,3.38,4.18,6.0,3.0,5.0,12.0,0
2013-03-11,Houston Dynamo,New York Red Bulls,2,2,D,NA,NA,NA,NA,2.28,3.24,3.03,8.0,6.0,1.0,7.0,1
2013-03-11,Seattle Sounders,Portland Timbers,1,2,A,NA,NA,NA,NA,2.11,3.25,3.4,6.0,1.0,6.0,14.0,0
2013-03-11,New England Revolution,Sporting Kansas City,2,1,H,NA,NA,NA,NA,2.49,3.08,2.85,4.0,6.0,8.0,6.0,2
2013-03-16,New York Red Bulls,DC United,0,0,D,NA,NA,NA,NA,1.96,3.29,3.73,7.0,0.0,4.0,18.0,1
2013-03-16,Sporting Kansas City,Chicago Fire,0,0,D,NA,NA,NA,NA,1.8,3.43,4.33,6.0,4.0,8.0,12.0,1
2013-03-16,CF Montreal,Toronto FC,2,1,H,NA,NA,NA,NA,1.58,3.73,5.55,7.0,1.0,6.0,15.0,2
2013-03-16,Philadelphia Union,New England Revolution,1,0,H,NA,NA,NA,NA,2.12,3.2,3.35,2.0,7.0,14.0,4.0,2
2013-03-16,Columbus Crew,San Jose Earthquakes,1,1,D,NA,NA,NA,NA,2.22,3.2,3.16,4.0,0.0,11.0,19.0,1
2013-03-16,Real Salt Lake,Colorado Rapids,1,1,D,NA,NA,NA,NA,1.73,3.46,4.74,3.0,1.0,14.0,15.0,1
2013-03-17,Los Angeles Galaxy,Chivas USA,1,1,D,NA,NA,NA,NA,1.46,4.09,6.66,6.0,1.0,7.0,17.0,1
2013-03-17,Seattle Sounders,Portland Timbers,1,1,D,NA,NA,NA,NA,1.64,3.66,5.05,6.0,4.0,8.0,14.0,1
2013-03-17,FC Dallas,Houston Dynamo,3,2,H,NA,NA,NA,NA,2.44,3.18,2.8,4.0,9.0,14.0,2.0,2
2013-03-23,DC United,Columbus Crew,1,2,A,NA,NA,NA,NA,2.03,3.24,3.57,1.0,5.0,18.0,10.0,0
2013-03-23,New England Revolution,Sporting Kansas City,0,0,D,NA,NA,NA,NA,2.59,3.12,2.68,7.0,7.0,5.0,10.0,1
2013-03-23,CF Montreal,New York Red Bulls,1,0,H,NA,NA,NA,NA,2.2,3.28,3.12,10.0,8.0,1.0,5.0,2
2013-03-24,FC Dallas,Real Salt Lake,2,0,H,NA,NA,NA,NA,2.02,3.3,3.56,7.0,4.0,8.0,14.0,2
2013-03-24,Houston Dynamo,Vancouver Whitecaps,2,1,H,NA,NA,NA,NA,1.8,3.41,4.35,9.0,7.0,3.0,9.0,2
2013-03-24,Los Angeles Galaxy,Colorado Rapids,1,0,H,NA,NA,NA,NA,1.66,3.58,5.07,7.0,2.0,8.0,15.0,2
2013-03-24,San Jose Earthquakes,Seattle Sounders,1,0,H,NA,NA,NA,NA,2.09,3.22,3.44,1.0,7.0,19.0,10.0,2
2013-03-24,Chicago Fire,Chivas USA,1,4,A,NA,NA,NA,NA,1.83,3.41,4.17,5.0,2.0,13.0,17.0,0
2013-03-30,Toronto FC,Los Angeles Galaxy,2,2,D,NA,NA,NA,NA,3.2,3.2,2.19,1.0,10.0,18.0,4.0,1
2013-03-30,New York Red Bulls,Philadelphia Union,2,1,H,NA,NA,NA,NA,1.76,3.47,4.52,8.0,5.0,8.0,12.0,2
2013-03-30,New England Revolution,FC Dallas,0,1,A,NA,NA,NA,NA,2.33,3.17,2.98,8.0,10.0,6.0,5.0,0
2013-03-30,Colorado Rapids,Portland Timbers,2,2,D,NA,NA,NA,NA,2.19,3.18,3.25,2.0,5.0,18.0,11.0,1
2013-03-31,Houston Dynamo,San Jose Earthquakes,2,0,H,NA,NA,NA,NA,2.0,3.27,3.61,12.0,4.0,3.0,16.0,2
2013-03-31,Sporting Kansas City,CF Montreal,2,0,H,NA,NA,NA,NA,1.82,3.42,4.2,8.0,13.0,8.0,3.0,2
2013-03-31,Chivas USA,Vancouver Whitecaps,2,1,H,NA,NA,NA,NA,2.43,3.09,2.92,5.0,7.0,12.0,9.0,2
2013-03-31,Real Salt Lake,Seattle Sounders,2,1,H,NA,NA,NA,NA,2.25,3.14,3.16,4.0,7.0,15.0,11.0,2
2013-04-03,San Jose Earthquakes,Real Salt Lake,0,2,A,NA,NA,NA,NA,1.78,3.44,4.37,4.0,7.0,16.0,10.0,0
2013-04-03,Portland Timbers,New York Red Bulls,3,3,D,NA,NA,NA,NA,2.69,3.2,2.51,6.0,11.0,13.0,6.0,1
2013-04-05,San Jose Earthquakes,CF Montreal,2,2,D,NA,NA,NA,NA,1.82,3.45,4.21,4.0,13.0,16.0,3.0,1
2013-04-05,Philadelphia Union,Seattle Sounders,2,2,D,NA,NA,NA,NA,2.18,3.2,3.24,5.0,7.0,14.0,13.0,1
2013-04-05,Columbus Crew,New York Red Bulls,0,1,A,NA,NA,NA,NA,2.4,3.24,2.81,8.0,12.0,9.0,4.0,0
2013-04-07,Toronto FC,CF Montreal,3,3,D,NA,NA,NA,NA,2.68,3.21,2.51,2.0,14.0,18.0,3.0,1
2013-04-07,Chicago Fire,San Jose Earthquakes,3,2,H,NA,NA,NA,NA,1.87,3.39,4.03,5.0,5.0,15.0,16.0,2
2013-04-07,Sporting Kansas City,Vancouver Whitecaps,1,1,D,NA,NA,NA,NA,1.59,3.74,5.62,11.0,7.0,6.0,14.0,1
2013-04-07,Real Salt Lake,Philadelphia Union,2,2,D,NA,NA,NA,NA,1.76,3.53,4.43,10.0,6.0,7.0,15.0,1
2013-04-07,Seattle Sounders,DC United,2,0,H,NA,NA,NA,NA,1.46,4.01,6.95,8.0,1.0,12.0,19.0,2
2013-04-08,Philadelphia Union,Chicago Fire,1,2,A,NA,NA,NA,NA,2.23,3.23,3.14,7.0,8.0,15.0,13.0,0
2013-04-08,Portland Timbers,Vancouver Whitecaps,1,1,D,NA,NA,NA,NA,1.66,3.64,5.05,7.0,8.0,14.0,12.0,1
2013-04-08,Seattle Sounders,FC Dallas,3,0,H,NA,NA,NA,NA,1.83,3.44,4.2,11.0,13.0,8.0,4.0,2
2013-04-08,DC United,CF Montreal,3,1,H,NA,NA,NA,NA,2.83,3.23,2.4,1.0,15.0,19.0,3.0,2
2013-04-08,San Jose Earthquakes,Chivas USA,2,0,H,NA,NA,NA,NA,1.43,4.19,7.32,5.0,8.0,16.0,14.0,2
