Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2023-01-05,Minnesota United,FC Dallas,0,0,D,NA,NA,NA,NA,2.15,3.37,3.36,0.0,0.0,15.0,10.0,1
2023-01-06,Atlanta Utd,New England Revolution,3,3,D,NA,NA,NA,NA,1.79,3.92,4.12,0.0,0.0,3.0,17.0,1
2023-01-06,DC United,CF Montreal,2,2,D,NA,NA,NA,NA,1.69,3.73,4.98,0.0,0.0,11.0,6.0,1
2023-01-06,Inter Miami,New York Red Bulls,0,1,A,NA,NA,NA,NA,3.2,3.02,2.39,0.0,0.0,14.0,19.0,0
2023-01-06,New York City,FC Cincinnati,1,3,A,NA,NA,NA,NA,2.28,3.39,3.06,0.0,0.0,18.0,13.0,0
2023-01-06,Philadelphia Union,Charlotte,1,0,H,NA,NA,NA,NA,1.56,4.06,5.79,0.0,0.0,19.0,10.0,2
2023-01-06,Toronto FC,Chicago Fire,0,0,D,NA,NA,NA,NA,2.25,3.52,3.01,0.0,0.0,25.0,11.0,1
2023-01-06,Columbus Crew,Colorado Rapids,3,2,H,NA,NA,NA,NA,1.53,4.29,5.81,0.0,0.0,14.0,13.0,2
2023-01-06,Vancouver Whitecaps,Houston Dynamo,6,2,H,NA,NA,NA,NA,1.7,4.0,4.53,0.0,0.0,25.0,14.0,2
2023-01-06,Seattle Sounders,San Jose Earthquakes,0,1,A,NA,NA,NA,NA,1.72,3.84,4.6,0.0,0.0,22.0,21.0,0
2023-01-06,Real Salt Lake,Los Angeles Galaxy,2,3,A,NA,NA,NA,NA,2.11,3.64,3.22,0.0,0.0,21.0,17.0,0
2023-01-06,Austin FC,Minnesota United,2,1,H,NA,NA,NA,NA,2.14,3.39,3.38,0.0,1.0,16.0,14.0,2
2023-01-06,Sporting Kansas City,FC Dallas,2,1,H,NA,NA,NA,NA,1.89,3.58,4.0,0.0,1.0,21.0,14.0,2
2023-01-10,Los Angeles Galaxy,Portland Timbers,3,3,D,NA,NA,NA,NA,2.19,3.81,2.94,3.0,0.0,4.0,21.0,1
2023-01-10,St. Louis City,Sporting Kansas City,4,1,H,NA,NA,NA,NA,2.06,3.62,3.37,0.0,3.0,22.0,6.0,2
2023-01-10,Vancouver Whitecaps,DC United,2,2,D,NA,NA,NA,NA,1.67,4.16,4.58,3.0,1.0,2.0,15.0,1
2023-01-10,Colorado Rapids,Austin FC,1,0,H,NA,NA,NA,NA,2.14,3.59,3.19,0.0,3.0,23.0,6.0,2
2023-01-10,Nashville SC,Seattle Sounders,0,0,D,NA,NA,NA,NA,1.93,3.43,4.03,0.0,0.0,22.0,27.0,1
2023-01-10,Minnesota United,San Jose Earthquakes,1,1,D,NA,NA,NA,NA,1.69,4.09,4.52,1.0,3.0,21.0,8.0,1
2023-01-10,Columbus Crew,Philadelphia Union,1,1,D,NA,NA,NA,NA,1.58,4.4,5.07,3.0,3.0,6.0,8.0,1
2023-01-10,Toronto FC,FC Cincinnati,2,3,A,NA,NA,NA,NA,4.85,4.35,1.61,1.0,3.0,20.0,7.0,0
2023-01-10,Orlando City,CF Montreal,3,0,H,NA,NA,NA,NA,1.6,4.19,5.16,0.0,1.0,24.0,17.0,2
2023-01-10,New York Red Bulls,Chicago Fire,0,1,A,NA,NA,NA,NA,1.57,4.11,5.62,3.0,1.0,9.0,18.0,0
2023-01-10,New England Revolution,Charlotte,2,1,H,NA,NA,NA,NA,1.84,3.87,3.87,1.0,0.0,17.0,26.0,2
2023-01-10,Inter Miami,New York City,1,1,D,NA,NA,NA,NA,2.47,3.48,2.75,0.0,0.0,26.0,28.0,1
2023-01-10,Houston Dynamo,FC Dallas,0,0,D,NA,NA,NA,NA,1.85,3.49,4.35,0.0,1.0,29.0,21.0,1
2023-01-11,Columbus Crew,Atlanta Utd,2,0,H,NA,NA,NA,NA,1.48,4.8,5.78,4.0,1.0,5.0,18.0,2
2023-02-04,FC Cincinnati,Inter Miami,1,0,H,NA,NA,NA,NA,1.6,4.15,5.26,6.0,1.0,2.0,21.0,2
2023-02-04,Los Angeles Galaxy,Seattle Sounders,1,2,A,NA,NA,NA,NA,2.45,3.47,2.77,4.0,1.0,4.0,21.0,0
2023-02-04,New England Revolution,New York City,1,1,D,NA,NA,NA,NA,2.39,3.4,2.89,4.0,1.0,4.0,23.0,1
