Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2014-01-06,DC United,Sporting Kansas City,1,0,H,NA,NA,NA,NA,2.74,3.13,2.54,0.0,0.0,6.0,17.0,2
2014-01-06,CF Montreal,New England Revolution,2,0,H,NA,NA,NA,NA,2.5,3.28,2.66,0.0,0.0,2.0,10.0,2
2014-01-06,FC Dallas,San Jose Earthquakes,1,2,A,NA,NA,NA,NA,1.9,3.42,3.87,0.0,0.0,7.0,14.0,0
2014-01-06,Chivas USA,Philadelphia Union,0,3,A,NA,NA,NA,NA,2.94,3.21,2.34,0.0,0.0,5.0,11.0,0
2014-01-06,Chicago Fire,Los Angeles Galaxy,1,1,D,NA,NA,NA,NA,3.31,3.35,2.1,0.0,0.0,5.0,9.0,1
2014-01-09,Chivas USA,Los Angeles Galaxy,0,3,A,NA,NA,NA,NA,7.21,4.39,1.41,0.0,1.0,19.0,6.0,0
2014-01-11,Columbus Crew,New England Revolution,2,4,A,NA,NA,NA,NA,2.0,3.33,3.68,0.0,0.0,8.0,18.0,0
2014-01-12,Seattle Sounders,Los Angeles Galaxy,2,1,H,NA,NA,NA,NA,2.32,3.32,2.92,0.0,4.0,13.0,1.0,2
2014-02-06,Colorado Rapids,Houston Dynamo,3,0,H,NA,NA,NA,NA,1.68,3.53,5.08,0.0,0.0,9.0,10.0,2
2014-02-06,Portland Timbers,Vancouver Whitecaps,3,4,A,NA,NA,NA,NA,2.39,3.25,2.86,0.0,0.0,11.0,14.0,0
2014-02-08,Sporting Kansas City,Philadelphia Union,1,1,D,NA,NA,NA,NA,1.69,3.72,4.68,0.0,3.0,16.0,3.0,1
2014-02-08,CF Montreal,Toronto FC,0,2,A,NA,NA,NA,NA,2.27,3.29,3.02,3.0,0.0,4.0,14.0,0
2014-02-08,Los Angeles Galaxy,Portland Timbers,3,1,H,NA,NA,NA,NA,1.57,3.89,5.55,4.0,0.0,2.0,15.0,2
2014-02-11,New York Red Bulls,DC United,2,0,H,NA,NA,NA,NA,1.91,3.41,3.9,0.0,3.0,13.0,8.0,2
2014-02-11,Real Salt Lake,Los Angeles Galaxy,0,0,D,NA,NA,NA,NA,2.83,3.26,2.42,0.0,7.0,14.0,1.0,1
2014-03-05,Toronto FC,New England Revolution,1,2,A,NA,NA,NA,NA,1.87,3.3,4.17,3.0,3.0,5.0,9.0,0
2014-03-07,San Jose Earthquakes,Chivas USA,0,1,A,NA,NA,NA,NA,1.97,3.2,3.96,3.0,0.0,8.0,19.0,0
2014-03-07,Chicago Fire,Toronto FC,1,1,D,NA,NA,NA,NA,2.16,3.34,3.2,1.0,3.0,13.0,7.0,1
2014-03-08,New York Red Bulls,New England Revolution,2,1,H,NA,NA,NA,NA,1.93,3.45,3.78,3.0,6.0,6.0,2.0,2
2014-03-08,Chicago Fire,Columbus Crew,1,1,D,NA,NA,NA,NA,2.14,3.33,3.25,2.0,0.0,13.0,17.0,1
2014-03-08,San Jose Earthquakes,Seattle Sounders,1,0,H,NA,NA,NA,NA,2.68,3.24,2.54,3.0,3.0,11.0,8.0,2
2014-03-08,Colorado Rapids,Real Salt Lake,0,1,A,NA,NA,NA,NA,2.2,3.23,3.19,3.0,1.0,7.0,14.0,0
2014-03-10,Philadelphia Union,Chicago Fire,1,1,D,NA,NA,NA,NA,1.62,3.83,5.12,4.0,3.0,5.0,10.0,1
2014-03-11,FC Dallas,Seattle Sounders,1,1,D,NA,NA,NA,NA,2.4,3.32,2.82,0.0,3.0,17.0,12.0,1
2014-03-15,New York Red Bulls,Colorado Rapids,1,1,D,NA,NA,NA,NA,1.74,3.55,4.54,6.0,3.0,2.0,10.0,1
2014-03-15,Philadelphia Union,New England Revolution,1,0,H,NA,NA,NA,NA,1.97,3.32,3.74,5.0,6.0,5.0,4.0,2
2014-03-15,Seattle Sounders,Toronto FC,1,2,A,NA,NA,NA,NA,1.74,3.56,4.5,4.0,4.0,10.0,7.0,0
2014-03-16,Portland Timbers,Chicago Fire,1,1,D,NA,NA,NA,NA,1.62,3.67,5.34,0.0,4.0,18.0,9.0,1
2014-03-16,Houston Dynamo,CF Montreal,1,0,H,NA,NA,NA,NA,1.7,3.57,4.88,0.0,3.0,19.0,12.0,2
2014-03-16,Sporting Kansas City,FC Dallas,1,1,D,NA,NA,NA,NA,1.74,3.44,4.74,1.0,1.0,17.0,16.0,1
2014-03-16,San Jose Earthquakes,Real Salt Lake,3,3,D,NA,NA,NA,NA,2.03,3.35,3.51,6.0,4.0,5.0,9.0,1
2014-03-16,Chivas USA,Vancouver Whitecaps,1,1,D,NA,NA,NA,NA,2.91,3.21,2.38,3.0,3.0,15.0,11.0,1
2014-03-22,New England Revolution,Vancouver Whitecaps,0,0,D,NA,NA,NA,NA,2.17,3.23,3.26,6.0,4.0,6.0,10.0,1
2014-03-22,Real Salt Lake,Los Angeles Galaxy,1,1,D,NA,NA,NA,NA,2.3,3.22,3.01,5.0,8.0,8.0,1.0,1
2014-03-22,Toronto FC,DC United,1,0,H,NA,NA,NA,NA,1.7,3.58,4.88,7.0,3.0,4.0,14.0,2
2014-03-22,Colorado Rapids,Portland Timbers,2,0,H,NA,NA,NA,NA,2.25,3.21,3.09,4.0,1.0,10.0,19.0,2
2014-03-22,Columbus Crew,Philadelphia Union,2,1,H,NA,NA,NA,NA,2.06,3.27,3.48,1.0,8.0,18.0,3.0,2
2014-03-23,FC Dallas,Chivas USA,3,1,H,NA,NA,NA,NA,1.62,3.75,5.17,2.0,4.0,17.0,13.0,2
2014-03-23,Sporting Kansas City,San Jose Earthquakes,1,0,H,NA,NA,NA,NA,1.84,3.37,4.23,2.0,7.0,18.0,6.0,2
2014-03-23,Chicago Fire,New York Red Bulls,1,1,D,NA,NA,NA,NA,2.36,3.24,2.9,5.0,7.0,11.0,5.0,1
2014-03-23,CF Montreal,Seattle Sounders,0,2,A,NA,NA,NA,NA,2.24,3.24,3.11,3.0,4.0,16.0,14.0,0
2014-03-29,Vancouver Whitecaps,Houston Dynamo,2,1,H,NA,NA,NA,NA,1.92,3.38,3.8,5.0,3.0,12.0,17.0,2
2014-03-29,Philadelphia Union,CF Montreal,1,1,D,NA,NA,NA,NA,2.01,3.29,3.62,8.0,3.0,3.0,17.0,1
2014-03-29,Colorado Rapids,Sporting Kansas City,2,3,A,NA,NA,NA,NA,2.55,3.07,2.78,7.0,5.0,6.0,13.0,0
2014-03-29,DC United,Chicago Fire,2,2,D,NA,NA,NA,NA,2.49,3.21,2.74,3.0,6.0,17.0,12.0,1
2014-03-30,San Jose Earthquakes,New England Revolution,1,2,A,NA,NA,NA,NA,1.76,3.43,4.6,7.0,7.0,10.0,11.0,0
2014-03-30,FC Dallas,Portland Timbers,2,1,H,NA,NA,NA,NA,2.27,3.24,3.06,5.0,1.0,13.0,19.0,2
2014-03-30,Real Salt Lake,Toronto FC,3,0,H,NA,NA,NA,NA,1.89,3.32,4.06,6.0,10.0,13.0,1.0,2
2014-03-30,Seattle Sounders,Columbus Crew,1,2,A,NA,NA,NA,NA,1.76,3.49,4.55,7.0,4.0,11.0,14.0,0
2014-03-30,New York Red Bulls,Chivas USA,1,1,D,NA,NA,NA,NA,1.42,4.26,7.26,8.0,4.0,6.0,17.0,1
2014-04-05,Vancouver Whitecaps,San Jose Earthquakes,3,2,H,NA,NA,NA,NA,1.96,3.31,3.81,8.0,7.0,8.0,14.0,2
2014-04-05,Sporting Kansas City,Columbus Crew,2,0,H,NA,NA,NA,NA,1.6,3.7,5.59,8.0,7.0,9.0,12.0,2
2014-04-05,FC Dallas,New York Red Bulls,0,1,A,NA,NA,NA,NA,2.43,3.33,2.74,8.0,9.0,9.0,8.0,0
2014-04-05,Chivas USA,Houston Dynamo,1,4,A,NA,NA,NA,NA,2.73,3.18,2.52,5.0,3.0,15.0,18.0,0
2014-04-05,Seattle Sounders,Philadelphia Union,2,1,H,NA,NA,NA,NA,1.54,3.94,5.82,7.0,9.0,12.0,8.0,2
2014-04-05,Colorado Rapids,Los Angeles Galaxy,1,0,H,NA,NA,NA,NA,3.08,3.27,2.26,7.0,9.0,11.0,7.0,2
2014-04-05,Chicago Fire,Real Salt Lake,2,3,A,NA,NA,NA,NA,2.28,3.25,3.03,7.0,9.0,12.0,8.0,0
2014-04-05,Portland Timbers,DC United,3,2,H,NA,NA,NA,NA,1.72,3.62,4.64,1.0,4.0,19.0,17.0,2
2014-04-08,Houston Dynamo,DC United,1,0,H,NA,NA,NA,NA,1.93,3.58,3.6,6.0,4.0,15.0,17.0,2
2014-04-08,Chivas USA,FC Dallas,0,1,A,NA,NA,NA,NA,3.32,3.41,2.09,5.0,8.0,16.0,12.0,0
2014-04-09,Chivas USA,Seattle Sounders,2,4,A,NA,NA,NA,NA,5.85,3.91,1.55,5.0,10.0,16.0,7.0,0
2014-04-09,Philadelphia Union,Toronto FC,1,0,H,NA,NA,NA,NA,2.21,3.33,3.1,9.0,10.0,11.0,9.0,2
2014-04-09,New England Revolution,Sporting Kansas City,3,1,H,NA,NA,NA,NA,2.18,3.29,3.22,10.0,11.0,9.0,6.0,2
2014-04-10,DC United,Sporting Kansas City,0,0,D,NA,NA,NA,NA,2.64,3.22,2.59,4.0,11.0,18.0,8.0,1
2014-04-10,New York Red Bulls,Houston Dynamo,1,0,H,NA,NA,NA,NA,1.67,3.8,4.67,12.0,9.0,4.0,12.0,2
2014-04-13,DC United,New York Red Bulls,1,0,H,NA,NA,NA,NA,2.6,3.22,2.63,5.0,15.0,16.0,1.0,2
2014-04-13,FC Dallas,Seattle Sounders,2,3,A,NA,NA,NA,NA,2.42,3.26,2.83,11.0,13.0,8.0,2.0,0
2014-04-13,Los Angeles Galaxy,Vancouver Whitecaps,1,0,H,NA,NA,NA,NA,1.47,4.05,6.71,9.0,11.0,11.0,7.0,2
2014-04-13,Portland Timbers,Chivas USA,1,1,D,NA,NA,NA,NA,1.36,4.62,8.03,4.0,5.0,19.0,17.0,1
2014-04-13,San Jose Earthquakes,Columbus Crew,1,1,D,NA,NA,NA,NA,1.92,3.36,3.88,7.0,7.0,15.0,16.0,1
2014-04-17,New York Red Bulls,Philadelphia Union,2,1,H,NA,NA,NA,NA,1.86,3.43,4.05,15.0,12.0,2.0,6.0,2
2014-04-19,Philadelphia Union,Houston Dynamo,0,0,D,NA,NA,NA,NA,2.19,3.26,3.21,12.0,9.0,6.0,12.0,1
2014-04-19,Chicago Fire,New England Revolution,1,1,D,NA,NA,NA,NA,1.9,3.4,3.92,7.0,13.0,16.0,3.0,1
2014-04-19,Colorado Rapids,San Jose Earthquakes,0,0,D,NA,NA,NA,NA,1.93,3.39,3.82,10.0,8.0,10.0,14.0,1
2014-04-20,Vancouver Whitecaps,Los Angeles Galaxy,2,2,D,NA,NA,NA,NA,2.88,3.18,2.41,11.0,12.0,9.0,6.0,1
2014-04-20,Sporting Kansas City,CF Montreal,4,0,H,NA,NA,NA,NA,1.53,3.82,6.29,12.0,4.0,8.0,19.0,2
2014-04-20,Real Salt Lake,Portland Timbers,1,0,H,NA,NA,NA,NA,2.0,3.32,3.62,12.0,5.0,7.0,18.0,2
2014-04-20,Chivas USA,Seattle Sounders,1,2,A,NA,NA,NA,NA,3.74,3.42,1.93,6.0,16.0,17.0,2.0,0
2014-04-20,FC Dallas,Toronto FC,2,1,H,NA,NA,NA,NA,1.93,3.35,3.82,11.0,10.0,10.0,12.0,2
2014-04-20,Columbus Crew,DC United,1,1,D,NA,NA,NA,NA,1.67,3.66,4.92,8.0,8.0,15.0,16.0,1
2014-04-24,New York Red Bulls,Houston Dynamo,4,0,H,NA,NA,NA,NA,1.64,3.73,5.04,18.0,10.0,2.0,11.0,2
2014-04-26,Seattle Sounders,Colorado Rapids,4,1,H,NA,NA,NA,NA,1.69,3.6,4.81,19.0,11.0,2.0,10.0,2
2014-04-26,CF Montreal,Philadelphia Union,1,0,H,NA,NA,NA,NA,2.06,3.34,3.44,4.0,13.0,19.0,8.0,2
2014-04-27,Columbus Crew,New York Red Bulls,1,1,D,NA,NA,NA,NA,2.28,3.25,3.04,9.0,21.0,14.0,2.0,1
2014-04-27,DC United,FC Dallas,4,1,H,NA,NA,NA,NA,2.47,3.24,2.75,9.0,14.0,15.0,5.0,2
2014-04-27,Real Salt Lake,Vancouver Whitecaps,2,2,D,NA,NA,NA,NA,1.73,3.5,4.71,15.0,12.0,3.0,9.0,1
2014-04-27,San Jose Earthquakes,Chivas USA,1,0,H,NA,NA,NA,NA,1.55,4.03,5.53,9.0,6.0,15.0,18.0,2
2014-04-27,Houston Dynamo,Portland Timbers,1,1,D,NA,NA,NA,NA,2.4,3.21,2.89,10.0,5.0,15.0,19.0,1
2014-04-27,New England Revolution,Sporting Kansas City,2,0,H,NA,NA,NA,NA,3.14,3.14,2.29,14.0,15.0,5.0,4.0,2
2014-05-04,Chicago Fire,Philadelphia Union,2,2,D,NA,NA,NA,NA,2.08,3.29,3.42,8.0,13.0,16.0,9.0,1
2014-05-04,CF Montreal,New York Red Bulls,2,2,D,NA,NA,NA,NA,2.07,3.33,3.4,7.0,22.0,17.0,1.0,1
2014-05-04,Portland Timbers,Seattle Sounders,4,4,D,NA,NA,NA,NA,2.03,3.23,3.67,6.0,22.0,18.0,2.0,1
2014-05-04,Vancouver Whitecaps,Colorado Rapids,1,2,A,NA,NA,NA,NA,2.0,3.38,3.57,13.0,11.0,9.0,12.0,0
2014-05-04,Columbus Crew,Toronto FC,0,2,A,NA,NA,NA,NA,1.87,3.46,3.95,10.0,10.0,14.0,15.0,0
2014-05-06,Columbus Crew,Real Salt Lake,1,1,D,NA,NA,NA,NA,1.84,3.5,4.11,10.0,16.0,15.0,4.0,1
2014-05-06,Colorado Rapids,Chicago Fire,0,0,D,NA,NA,NA,NA,1.84,3.43,4.12,14.0,9.0,6.0,16.0,1
2014-05-07,Houston Dynamo,New York Red Bulls,2,2,D,NA,NA,NA,NA,2.8,3.33,2.4,11.0,23.0,15.0,1.0,1
2014-05-07,Los Angeles Galaxy,Portland Timbers,2,2,D,NA,NA,NA,NA,1.61,3.85,5.18,13.0,7.0,9.0,18.0,1
2014-05-07,Real Salt Lake,New England Revolution,2,1,H,NA,NA,NA,NA,2.16,3.35,3.19,17.0,17.0,3.0,4.0,2
2014-05-07,FC Dallas,Philadelphia Union,2,1,H,NA,NA,NA,NA,2.11,3.37,3.28,14.0,14.0,9.0,8.0,2
2014-05-07,Colorado Rapids,Columbus Crew,1,1,D,NA,NA,NA,NA,1.81,3.48,4.23,15.0,11.0,7.0,15.0,1
2014-05-10,San Jose Earthquakes,Portland Timbers,1,2,A,NA,NA,NA,NA,2.34,3.3,2.9,12.0,8.0,13.0,17.0,0
2014-05-10,Chicago Fire,CF Montreal,0,0,D,NA,NA,NA,NA,1.78,3.55,4.33,10.0,8.0,17.0,18.0,1
2014-05-10,Colorado Rapids,Seattle Sounders,1,4,A,NA,NA,NA,NA,3.03,3.38,2.23,16.0,23.0,6.0,2.0,0
2014-05-10,Vancouver Whitecaps,FC Dallas,2,0,H,NA,NA,NA,NA,1.91,3.43,3.88,13.0,17.0,10.0,5.0,2
2014-05-10,New England Revolution,Columbus Crew,2,1,H,NA,NA,NA,NA,2.01,3.41,3.53,17.0,12.0,4.0,14.0,2
2014-05-10,Los Angeles Galaxy,Toronto FC,3,0,H,NA,NA,NA,NA,1.35,4.8,7.99,14.0,13.0,9.0,11.0,2
2014-05-15,Sporting Kansas City,Philadelphia Union,1,2,A,NA,NA,NA,NA,1.51,3.92,6.32,15.0,14.0,9.0,10.0,0
2014-05-17,Toronto FC,New York Red Bulls,2,0,H,NA,NA,NA,NA,2.42,3.19,2.86,13.0,24.0,11.0,2.0,2
2014-05-18,DC United,CF Montreal,1,1,D,NA,NA,NA,NA,1.92,3.38,3.86,12.0,9.0,12.0,18.0,1
2014-05-18,Philadelphia Union,New England Revolution,3,5,A,NA,NA,NA,NA,2.31,3.19,3.04,17.0,20.0,6.0,4.0,0
2014-05-18,FC Dallas,Chivas USA,1,1,D,NA,NA,NA,NA,1.68,3.73,4.65,17.0,6.0,7.0,19.0,1
2014-05-18,Chicago Fire,Sporting Kansas City,2,1,H,NA,NA,NA,NA,2.41,3.26,2.82,11.0,15.0,16.0,11.0,2
2014-05-18,Real Salt Lake,Colorado Rapids,2,1,H,NA,NA,NA,NA,1.96,3.39,3.73,20.0,16.0,4.0,9.0,2
2014-05-18,Seattle Sounders,San Jose Earthquakes,1,0,H,NA,NA,NA,NA,1.49,4.05,6.31,26.0,12.0,1.0,14.0,2
2014-05-18,Portland Timbers,Columbus Crew,3,3,D,NA,NA,NA,NA,1.89,3.34,4.06,11.0,12.0,17.0,16.0,1
2014-05-18,Houston Dynamo,Los Angeles Galaxy,1,0,H,NA,NA,NA,NA,3.18,3.24,2.2,12.0,17.0,16.0,6.0,2
2014-05-22,Los Angeles Galaxy,FC Dallas,2,1,H,NA,NA,NA,NA,1.43,4.33,6.82,17.0,18.0,6.0,5.0,2
2014-05-22,DC United,Houston Dynamo,2,0,H,NA,NA,NA,NA,1.98,3.36,3.67,13.0,15.0,14.0,12.0,2
2014-05-24,Sporting Kansas City,Toronto FC,2,2,D,NA,NA,NA,NA,1.78,3.45,4.54,15.0,16.0,12.0,10.0,1
2014-05-25,Vancouver Whitecaps,Seattle Sounders,2,2,D,NA,NA,NA,NA,2.04,3.32,3.55,16.0,29.0,9.0,1.0,1
2014-05-25,Columbus Crew,Chicago Fire,2,0,H,NA,NA,NA,NA,2.26,3.29,3.04,13.0,14.0,15.0,14.0,2
2014-05-25,New England Revolution,DC United,2,1,H,NA,NA,NA,NA,1.91,3.46,3.81,23.0,16.0,4.0,10.0,2
2014-05-25,Colorado Rapids,CF Montreal,4,1,H,NA,NA,NA,NA,1.8,3.53,4.24,16.0,10.0,12.0,18.0,2
2014-05-25,Real Salt Lake,FC Dallas,0,0,D,NA,NA,NA,NA,1.67,3.76,4.73,23.0,18.0,4.0,7.0,1
2014-05-25,New York Red Bulls,Portland Timbers,1,2,A,NA,NA,NA,NA,1.9,3.59,3.69,24.0,12.0,4.0,17.0,0
2014-05-26,Los Angeles Galaxy,Philadelphia Union,4,1,H,NA,NA,NA,NA,1.44,4.28,6.77,20.0,17.0,5.0,9.0,2
2014-05-26,San Jose Earthquakes,Houston Dynamo,3,0,H,NA,NA,NA,NA,2.32,3.22,3.01,12.0,15.0,17.0,15.0,2
2014-05-28,Sporting Kansas City,New York Red Bulls,1,1,D,NA,NA,NA,NA,1.81,3.54,4.26,16.0,24.0,11.0,4.0,1
2014-05-29,Chivas USA,Portland Timbers,0,2,A,NA,NA,NA,NA,2.58,3.24,2.62,7.0,15.0,19.0,15.0,0
2014-05-31,Toronto FC,Columbus Crew,3,2,H,NA,NA,NA,NA,2.02,3.3,3.61,17.0,16.0,11.0,14.0,2
2014-05-31,Seattle Sounders,Real Salt Lake,4,0,H,NA,NA,NA,NA,1.81,3.48,4.22,30.0,24.0,1.0,4.0,2
2014-06-04,DC United,New England Revolution,2,0,H,NA,NA,NA,NA,2.48,3.19,2.77,16.0,26.0,13.0,2.0,2
2014-06-04,Chivas USA,Los Angeles Galaxy,0,3,A,NA,NA,NA,NA,5.91,3.91,1.53,7.0,23.0,19.0,5.0,0
2014-06-04,Sporting Kansas City,Real Salt Lake,0,0,D,NA,NA,NA,NA,1.77,3.43,4.58,17.0,24.0,12.0,5.0,1
2014-06-04,Houston Dynamo,FC Dallas,1,4,A,NA,NA,NA,NA,1.97,3.34,3.69,15.0,19.0,16.0,9.0,0
2014-06-07,Sporting Kansas City,Chicago Fire,1,1,D,NA,NA,NA,NA,1.74,3.55,4.56,18.0,14.0,10.0,17.0,1
2014-06-07,Toronto FC,DC United,1,2,A,NA,NA,NA,NA,1.94,3.38,3.78,20.0,19.0,7.0,8.0,0
2014-06-07,Chivas USA,CF Montreal,1,0,H,NA,NA,NA,NA,2.5,3.27,2.69,7.0,10.0,19.0,18.0,2
2014-06-07,Vancouver Whitecaps,Seattle Sounders,1,0,H,NA,NA,NA,NA,2.49,3.34,2.68,17.0,33.0,12.0,1.0,2
2014-06-09,Los Angeles Galaxy,Colorado Rapids,6,0,H,NA,NA,NA,NA,1.4,4.61,7.13,26.0,19.0,2.0,10.0,2
2014-06-09,Toronto FC,Philadelphia Union,0,2,A,NA,NA,NA,NA,2.08,3.35,3.36,20.0,17.0,9.0,13.0,0
2014-06-10,Chivas USA,Real Salt Lake,1,0,H,NA,NA,NA,NA,5.55,3.93,1.56,10.0,25.0,19.0,5.0,2
2014-06-26,Vancouver Whitecaps,CF Montreal,0,0,D,NA,NA,NA,NA,1.57,3.99,5.27,20.0,10.0,8.0,19.0,1
2014-06-28,Portland Timbers,Sporting Kansas City,0,1,A,NA,NA,NA,NA,2.18,3.27,3.18,18.0,19.0,13.0,11.0,0
2014-06-28,New York Red Bulls,Toronto FC,2,2,D,NA,NA,NA,NA,1.77,3.62,4.25,25.0,20.0,4.0,11.0,1
2014-06-29,DC United,Seattle Sounders,0,1,A,NA,NA,NA,NA,2.57,3.26,2.63,22.0,33.0,6.0,1.0,0
