Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2018-08-10,Benfica,3,3,9,7,5,15,0,0,Guimaraes,2,0,9,5,2,24,4,0,H,H,0.0,0.0,3.0,7.0,2
2018-08-11,Porto,5,3,14,6,7,11,0,0,Chaves,0,0,2,0,0,12,2,1,H,H,0.0,0.0,11.0,5.0,2
2018-08-11,Setubal,2,1,13,5,9,17,2,0,Aves,0,0,2,1,3,16,3,2,H,H,0.0,0.0,13.0,3.0,2
2018-08-11,Tondela,0,0,14,4,10,15,2,1,Belenenses,1,0,6,3,5,13,2,0,A,D,0.0,0.0,15.0,4.0,0
2018-08-12,Feirense,2,2,12,5,3,17,1,0,Rio Ave,0,0,7,1,4,9,2,0,H,H,0.0,0.0,6.0,11.0,2
2018-08-12,Maritimo,1,0,10,4,7,16,0,0,Santa Clara,0,0,9,5,3,9,3,0,H,D,0.0,0.0,7.0,11.0,2
2018-08-12,Moreirense,1,1,3,3,6,21,5,0,Sp Lisbon,3,1,6,4,4,15,5,0,A,D,0.0,0.0,8.0,12.0,0
2018-08-12,Sp Braga,4,2,16,12,4,10,1,0,Nacional,2,2,10,8,2,15,3,0,H,D,0.0,0.0,11.0,9.0,2
2018-08-13,Portimonense,0,0,8,3,9,19,1,0,Boavista,2,0,9,4,4,27,4,0,A,D,0.0,0.0,10.0,9.0,0
2018-08-17,Aves,2,1,16,6,5,15,3,0,Tondela,2,1,12,5,9,13,3,0,D,D,0.0,0.0,15.0,12.0,1
2018-08-18,Boavista,0,0,4,1,2,12,4,0,Benfica,2,1,17,8,9,21,1,0,A,A,3.0,3.0,4.0,7.0,0
2018-08-18,Chaves,2,2,12,5,2,16,3,0,Portimonense,0,0,9,2,11,21,4,0,H,H,0.0,0.0,18.0,16.0,2
2018-08-18,Sp Lisbon,2,1,17,5,7,20,2,0,Setubal,1,1,9,3,3,29,5,0,H,D,3.0,3.0,4.0,6.0,2
2018-08-19,Belenenses,2,0,12,5,6,17,2,0,Porto,3,1,16,6,5,11,3,0,A,A,3.0,3.0,7.0,3.0,0
2018-08-19,Nacional,1,0,17,8,8,11,0,0,Moreirense,2,1,14,8,2,24,5,0,A,A,0.0,0.0,15.0,16.0,0
2018-08-19,Rio Ave,3,2,13,5,4,11,1,0,Maritimo,1,0,16,4,3,23,3,0,H,H,0.0,3.0,16.0,7.0,2
2018-08-19,Santa Clara,3,0,12,8,5,13,2,0,Sp Braga,3,3,14,8,4,8,3,0,D,A,0.0,3.0,16.0,4.0,1
2018-08-20,Guimaraes,0,0,10,3,8,17,1,0,Feirense,1,0,7,4,5,21,3,0,A,D,0.0,3.0,16.0,5.0,0
2018-08-24,Maritimo,2,0,13,6,5,12,4,0,Chaves,1,1,10,3,2,9,4,0,H,A,3.0,3.0,11.0,12.0,2
2018-08-25,Benfica,1,0,19,10,11,14,4,0,Sp Lisbon,1,0,11,4,1,17,5,0,D,D,6.0,6.0,2.0,3.0,1
2018-08-25,Portimonense,2,0,26,11,6,13,0,0,Santa Clara,2,1,9,3,5,23,3,0,D,A,0.0,1.0,18.0,13.0,1
2018-08-25,Porto,2,2,18,10,8,16,3,0,Guimaraes,3,0,8,3,3,12,2,0,A,H,6.0,0.0,3.0,17.0,0
2018-08-26,Feirense,1,0,17,5,4,15,2,0,Boavista,1,1,7,4,1,25,5,1,D,A,6.0,3.0,4.0,10.0,1
2018-08-26,Setubal,1,0,11,4,4,17,4,1,Nacional,2,1,11,4,2,26,5,0,A,A,3.0,0.0,8.0,18.0,0
2018-08-26,Sp Braga,3,0,20,6,9,12,1,0,Aves,1,0,8,4,1,18,4,0,H,D,4.0,1.0,6.0,17.0,2
2018-08-26,Tondela,1,0,12,5,3,23,2,1,Rio Ave,1,1,14,4,7,6,2,0,D,A,1.0,3.0,16.0,10.0,1
2018-08-27,Moreirense,1,0,17,7,8,22,2,0,Belenenses,1,0,9,3,1,11,2,0,D,D,3.0,3.0,12.0,10.0,1
2018-08-31,Chaves,0,0,17,2,9,19,2,0,Sp Braga,1,1,9,3,4,22,5,0,A,A,3.0,7.0,14.0,1.0,0
2018-08-31,Guimaraes,1,1,6,2,2,18,2,0,Tondela,0,0,9,3,10,17,1,1,H,H,3.0,2.0,12.0,16.0,2
2018-09-01,Belenenses,0,0,8,4,2,20,0,0,Setubal,0,0,6,2,5,13,1,0,D,D,4.0,3.0,8.0,12.0,1
2018-09-01,Santa Clara,4,1,11,5,9,22,4,0,Boavista,2,1,15,6,6,19,3,0,H,D,2.0,4.0,15.0,11.0,2
2018-09-01,Sp Lisbon,1,0,26,12,9,21,4,0,Feirense,0,0,6,2,0,15,6,0,H,D,7.0,7.0,3.0,4.0,2
2018-09-02,Aves,0,0,12,2,4,22,2,0,Maritimo,1,1,16,3,4,15,3,0,A,A,1.0,6.0,17.0,7.0,0
2018-09-02,Nacional,0,0,5,2,2,7,1,0,Benfica,4,2,16,7,5,15,3,0,A,A,3.0,7.0,14.0,4.0,0
2018-09-02,Porto,3,2,15,5,11,16,2,0,Moreirense,0,0,7,3,4,11,1,0,H,H,6.0,4.0,6.0,12.0,2
2018-09-02,Rio Ave,2,0,22,5,8,13,3,0,Portimonense,1,1,11,4,3,16,2,2,H,A,4.0,1.0,10.0,17.0,2
2018-09-21,Boavista,1,0,19,4,10,15,3,0,Chaves,2,1,7,3,2,17,4,0,A,A,4.0,3.0,12.0,14.0,0
2018-09-22,Maritimo,0,0,10,3,7,12,1,0,Belenenses,0,0,16,5,9,16,1,0,D,D,9.0,5.0,5.0,11.0,1
2018-09-22,Santa Clara,1,0,20,8,11,22,2,1,Rio Ave,3,0,10,4,3,12,4,1,A,D,5.0,7.0,11.0,7.0,0
2018-09-22,Setubal,0,0,10,2,6,13,1,0,Porto,2,1,11,4,2,16,2,0,A,A,4.0,9.0,12.0,6.0,0
2018-09-23,Benfica,2,1,26,7,13,15,1,0,Aves,0,0,12,4,3,18,4,0,H,H,10.0,1.0,2.0,17.0,2
2018-09-23,Feirense,0,0,4,0,4,14,2,0,Nacional,0,0,10,2,3,25,2,0,D,D,7.0,3.0,7.0,15.0,1
2018-09-23,Portimonense,3,1,13,6,5,19,2,0,Guimaraes,2,0,9,3,6,12,4,0,H,H,1.0,6.0,17.0,8.0,2
2018-09-23,Tondela,2,1,9,4,0,17,0,0,Moreirense,0,0,12,0,6,15,0,0,H,H,2.0,4.0,17.0,15.0,2
2018-09-24,Sp Braga,1,0,13,4,5,10,1,0,Sp Lisbon,0,0,12,3,4,11,2,0,H,D,10.0,10.0,3.0,4.0,2
2018-09-27,Chaves,2,0,10,5,3,12,3,0,Benfica,2,1,12,5,3,21,1,1,D,A,6.0,13.0,10.0,1.0,1
2018-09-28,Porto,1,0,31,9,11,19,3,0,Tondela,0,0,7,0,2,22,5,0,H,D,12.0,5.0,3.0,11.0,2
2018-09-29,Moreirense,1,0,19,5,7,22,1,0,Feirense,0,0,6,2,6,16,2,0,H,D,4.0,8.0,17.0,7.0,2
2018-09-29,Rio Ave,2,2,19,4,7,16,2,0,Boavista,1,0,15,5,9,18,3,1,H,H,10.0,4.0,4.0,15.0,2
