Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2010-08-14,Aston Villa,3,2,23,11,16,15,1,0,West Ham,0,0,12,2,7,15,2,0,M Dean,H,H,0.0,0.0,2.0,18.0,2
2010-08-14,Blackburn,1,1,7,2,1,19,2,0,Everton,0,0,17,12,3,14,1,0,P Dowd,H,H,0.0,0.0,4.0,8.0,2
2010-08-14,Bolton,0,0,13,9,4,12,1,0,Fulham,0,0,12,7,8,13,3,0,S Attwell,D,D,0.0,0.0,6.0,8.0,1
2010-08-14,Chelsea,6,2,18,13,3,10,1,0,West Brom,0,0,10,4,1,10,0,0,M Clattenburg,H,H,0.0,0.0,8.0,16.0,2
2010-08-14,Sunderland,2,1,6,2,3,13,3,1,Birmingham,2,0,13,7,6,10,3,0,A Taylor,D,H,0.0,0.0,14.0,7.0,1
2010-08-14,Tottenham,0,0,22,18,10,13,0,0,Man City,0,0,11,7,3,16,2,0,A Marriner,D,D,0.0,0.0,15.0,11.0,1
2010-08-14,Wigan,0,0,11,6,6,8,1,0,Blackpool,4,3,9,7,4,11,1,0,M Halsey,A,A,0.0,0.0,16.0,11.0,0
2010-08-14,Wolves,2,2,13,7,5,17,0,0,Stoke,1,0,10,6,5,13,2,0,L Probert,H,H,0.0,0.0,16.0,15.0,2
2010-08-15,Liverpool,1,0,7,4,9,13,1,1,Arsenal,1,0,14,7,11,15,3,1,M Atkinson,D,D,0.0,0.0,13.0,12.0,1
2010-08-16,Man United,3,2,18,10,5,9,2,0,Newcastle,0,0,7,3,3,5,2,0,C Foy,H,H,0.0,0.0,14.0,15.0,2
2010-08-21,Wigan,0,0,17,12,0,12,1,0,Chelsea,6,1,10,8,0,7,2,0,M Dean,A,A,0.0,3.0,19.0,1.0,0
2010-08-21,West Ham,1,0,17,10,8,11,2,0,Bolton,3,0,12,8,5,18,4,0,A Marriner,A,D,0.0,1.0,18.0,11.0,0
2010-08-21,West Brom,1,0,11,5,4,16,2,0,Sunderland,0,0,10,4,6,12,2,0,K Friend,H,D,0.0,1.0,19.0,9.0,2
2010-08-21,Birmingham,2,0,10,7,4,13,2,0,Blackburn,1,0,7,2,12,14,3,0,M Oliver,H,D,1.0,3.0,9.0,7.0,2
2010-08-21,Everton,1,1,14,6,3,18,1,0,Wolves,1,0,9,4,3,15,2,0,L Mason,D,H,0.0,3.0,17.0,7.0,1
2010-08-21,Arsenal,6,3,26,16,8,9,0,0,Blackpool,0,0,3,1,2,3,0,1,M Jones,H,H,1.0,3.0,10.0,5.0,2
2010-08-21,Stoke,1,1,15,10,6,15,3,0,Tottenham,2,2,7,6,2,4,1,0,C Foy,A,A,0.0,1.0,17.0,14.0,0
2010-08-22,Fulham,2,0,16,8,5,7,2,0,Man United,2,1,14,7,11,6,2,0,P Walton,D,A,1.0,3.0,13.0,8.0,1
2010-08-22,Newcastle,6,3,20,14,10,15,3,0,Aston Villa,0,0,3,1,2,12,1,0,M Atkinson,H,H,0.0,3.0,18.0,8.0,2
2010-08-23,Man City,3,1,8,3,5,13,1,0,Liverpool,0,0,13,7,4,12,1,0,P Dowd,H,H,1.0,1.0,15.0,14.0,2
2010-08-28,Tottenham,0,0,12,7,16,10,3,0,Wigan,1,0,13,5,7,11,2,0,P Dowd,A,D,4.0,0.0,8.0,20.0,0
2010-08-28,Wolves,1,1,5,2,5,20,7,0,Newcastle,1,0,11,6,3,17,4,0,S Attwell,D,H,4.0,3.0,7.0,9.0,1
2010-08-28,Man United,3,1,18,11,9,6,1,0,West Ham,0,0,7,2,3,11,2,0,M Clattenburg,H,H,4.0,0.0,5.0,20.0,2
2010-08-28,Blackpool,2,0,14,5,4,13,1,0,Fulham,2,1,12,7,5,16,0,0,M Oliver,D,A,3.0,2.0,11.0,15.0,1
2010-08-28,Blackburn,1,1,15,7,4,9,1,0,Arsenal,2,1,14,9,8,7,0,0,C Foy,A,D,3.0,4.0,12.0,4.0,0
2010-08-28,Chelsea,2,1,15,6,6,5,0,0,Stoke,0,0,9,3,1,10,2,0,M Atkinson,H,H,6.0,0.0,3.0,19.0,2
2010-08-29,Aston Villa,1,1,12,6,4,19,4,0,Everton,0,0,15,9,16,10,0,0,M Jones,H,H,3.0,1.0,13.0,17.0,2
2010-08-29,Bolton,2,0,11,8,6,19,2,1,Birmingham,2,1,9,5,1,17,3,0,K Friend,D,A,4.0,4.0,8.0,9.0,1
2010-08-29,Liverpool,1,0,11,7,7,9,0,0,West Brom,0,0,14,5,6,8,0,1,L Probert,H,D,1.0,3.0,18.0,14.0,2
2010-08-29,Sunderland,1,0,12,4,3,5,0,0,Man City,0,0,9,7,7,9,3,0,M Dean,H,D,1.0,4.0,17.0,9.0,2
2010-09-11,Man City,1,0,20,14,14,12,2,0,Blackburn,1,1,4,2,2,10,1,0,M Clattenburg,D,A,4.0,3.0,9.0,15.0,1
