Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2005-08-13,Aston Villa,2,2,3,2,7,14,0,0,Bolton,2,2,13,6,8,16,2,0,M Riley,D,D,0.0,0.0,2.0,5.0,1
2005-08-13,Everton,0,0,10,5,8,15,3,0,Man United,2,1,12,5,6,14,1,0,G Poll,A,A,0.0,0.0,8.0,12.0,0
2005-08-13,Fulham,0,0,15,7,6,12,1,0,Birmingham,0,0,7,4,6,13,2,0,R Styles,D,D,0.0,0.0,9.0,5.0,1
2005-08-13,Man City,0,0,15,8,3,13,2,0,West Brom,0,0,13,3,6,11,3,0,C Foy,D,D,0.0,0.0,11.0,17.0,1
2005-08-13,Middlesbrough,0,0,4,2,5,17,2,1,Liverpool,0,0,16,7,0,11,3,0,M Halsey,D,D,0.0,0.0,13.0,12.0,1
2005-08-13,Portsmouth,0,0,11,7,7,13,0,0,Tottenham,2,1,11,6,2,23,2,0,B Knight,A,A,0.0,0.0,15.0,17.0,0
2005-08-13,Sunderland,1,1,12,8,5,15,2,0,Charlton,3,1,14,4,5,17,0,1,H Webb,A,D,0.0,0.0,16.0,13.0,0
2005-08-13,West Ham,3,0,13,5,2,11,0,0,Blackburn,1,1,11,5,6,14,1,1,A Wiley,H,A,0.0,0.0,16.0,13.0,2
2005-08-14,Arsenal,2,0,15,12,8,15,0,0,Newcastle,0,0,2,1,3,17,1,1,S Bennett,H,D,0.0,0.0,13.0,15.0,2
2005-08-14,Wigan,0,0,12,5,2,14,1,0,Chelsea,1,0,20,9,6,7,0,0,M Clattenburg,A,D,0.0,0.0,15.0,14.0,0
2005-08-20,West Brom,2,1,6,2,3,21,4,0,Portsmouth,1,0,10,2,3,19,3,0,M Riley,H,H,1.0,0.0,14.0,20.0,2
2005-08-20,Tottenham,2,0,18,8,5,16,3,0,Middlesbrough,0,0,12,3,6,10,1,0,M Atkinson,H,D,3.0,1.0,6.0,14.0,2
2005-08-20,Newcastle,0,0,14,6,10,9,1,0,West Ham,0,0,6,1,2,11,1,1,D Gallagher,D,D,0.0,3.0,19.0,4.0,1
2005-08-20,Man United,1,0,18,12,11,13,2,0,Aston Villa,0,0,3,3,7,21,1,0,P Dowd,H,D,3.0,1.0,6.0,8.0,2
2005-08-20,Charlton,1,1,21,10,4,10,0,0,Wigan,0,0,4,0,4,11,1,0,R Styles,H,H,3.0,0.0,5.0,16.0,2
2005-08-20,Blackburn,2,1,16,9,8,26,2,0,Fulham,1,0,8,4,1,14,2,0,H Webb,H,H,0.0,1.0,16.0,10.0,2
2005-08-20,Birmingham,1,1,9,2,9,7,3,0,Man City,2,1,9,6,4,12,1,0,M Clattenburg,A,D,1.0,1.0,10.0,12.0,0
2005-08-20,Liverpool,1,1,15,6,5,8,2,0,Sunderland,0,0,2,0,5,20,3,1,B Knight,H,H,1.0,0.0,11.0,17.0,2
