Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2013-08-17,Arsenal,1,1,16,4,4,15,4,1,Aston Villa,3,1,9,4,3,18,5,0,A Taylor,A,D,0.0,0.0,1.0,2.0,0
2013-08-17,Liverpool,1,1,26,11,12,11,1,0,Stoke,0,0,10,4,6,11,1,0,M Atkinson,H,H,0.0,0.0,8.0,14.0,2
2013-08-17,Norwich,2,0,8,2,6,13,2,0,Everton,2,0,19,6,8,10,0,0,M Oliver,D,D,0.0,0.0,12.0,6.0,1
2013-08-17,Sunderland,0,0,20,3,6,14,0,0,Fulham,1,0,5,1,1,14,3,0,N Swarbrick,A,D,0.0,0.0,14.0,8.0,0
2013-08-17,Swansea,1,0,17,6,7,13,1,0,Man United,4,2,15,7,4,10,3,0,P Dowd,A,A,0.0,0.0,14.0,11.0,0
2013-08-17,West Brom,0,0,11,1,4,14,4,0,Southampton,1,0,7,2,8,24,0,0,K Friend,A,D,0.0,0.0,15.0,13.0,0
2013-08-17,West Ham,2,1,18,4,4,10,0,0,Cardiff,0,0,12,1,3,7,1,0,H Webb,H,H,0.0,0.0,15.0,8.0,2
2013-08-18,Chelsea,2,2,22,5,5,7,0,0,Hull,0,0,7,2,1,16,1,0,J Moss,H,H,0.0,0.0,9.0,11.0,2
2013-08-18,Crystal Palace,0,0,5,3,3,6,1,0,Tottenham,1,0,17,2,7,9,0,0,M Clattenburg,A,D,0.0,0.0,10.0,13.0,0
2013-08-19,Man City,4,2,20,11,8,9,2,0,Newcastle,0,0,5,1,1,7,3,1,A Marriner,H,H,0.0,0.0,11.0,12.0,2
2013-08-21,Chelsea,2,1,15,3,1,12,1,0,Aston Villa,1,1,7,3,2,13,4,0,K Friend,H,D,3.0,3.0,4.0,3.0,2
2013-08-24,Stoke,2,0,14,5,7,13,3,0,Crystal Palace,1,1,14,5,0,6,0,0,A Marriner,H,A,0.0,0.0,13.0,12.0,2
2013-08-24,Southampton,1,0,17,6,5,12,2,0,Sunderland,1,1,8,3,2,13,2,0,L Mason,D,A,3.0,0.0,8.0,13.0,1
2013-08-24,Newcastle,0,0,16,0,5,12,0,0,West Ham,0,0,6,1,4,14,1,0,P Dowd,D,D,0.0,3.0,20.0,5.0,1
2013-08-24,Aston Villa,0,0,17,3,8,9,3,0,Liverpool,1,1,5,1,2,8,3,0,M Clattenburg,A,A,3.0,3.0,6.0,8.0,0
2013-08-24,Fulham,1,0,16,7,1,10,2,0,Arsenal,3,2,18,7,8,8,2,0,H Webb,A,A,3.0,0.0,7.0,16.0,0
2013-08-24,Everton,0,0,22,8,11,14,1,0,West Brom,0,0,7,2,1,15,1,0,R East,D,D,1.0,0.0,12.0,16.0,1
2013-08-24,Hull,1,1,6,1,1,14,1,1,Norwich,0,0,13,4,5,19,1,0,M Jones,H,H,0.0,1.0,19.0,13.0,2
2013-08-25,Cardiff,3,0,9,6,3,2,0,0,Man City,2,0,16,5,8,9,0,0,L Probert,H,D,0.0,3.0,19.0,5.0,2
2013-08-25,Tottenham,1,0,19,5,8,10,1,0,Swansea,0,0,7,5,3,15,4,0,N Swarbrick,H,D,3.0,0.0,7.0,20.0,2
2013-08-26,Man United,0,0,13,3,4,9,0,0,Chelsea,0,0,8,4,1,9,2,0,M Atkinson,D,D,3.0,6.0,7.0,1.0,1
2013-08-31,Norwich,1,0,15,4,5,11,0,0,Southampton,0,0,11,2,5,15,0,0,H Webb,H,D,1.0,4.0,15.0,6.0,2
2013-08-31,West Ham,0,0,9,0,3,10,2,0,Stoke,1,0,15,5,4,12,1,0,J Moss,A,D,4.0,3.0,5.0,11.0,0
2013-08-31,Newcastle,1,0,24,9,13,13,2,0,Fulham,0,0,3,2,2,9,2,0,C Foy,H,D,1.0,3.0,18.0,13.0,2
2013-08-31,Man City,2,0,12,6,7,15,2,0,Hull,0,0,7,2,4,14,3,0,P Dowd,H,D,3.0,3.0,10.0,14.0,2
2013-08-31,Crystal Palace,3,1,17,6,6,6,1,0,Sunderland,1,0,10,2,6,6,0,1,L Probert,H,H,0.0,1.0,19.0,17.0,2
2013-08-31,Cardiff,0,0,4,1,4,11,1,0,Everton,0,0,13,3,5,9,1,0,A Taylor,D,D,3.0,2.0,14.0,17.0,1
2013-09-01,Arsenal,1,1,12,5,3,15,2,0,Tottenham,0,0,14,4,6,14,2,0,M Oliver,H,H,3.0,6.0,12.0,4.0,2
2013-09-01,Liverpool,1,1,10,5,2,15,2,0,Man United,0,0,10,4,7,15,4,0,A Marriner,H,H,6.0,4.0,3.0,7.0,2
2013-09-01,West Brom,0,0,10,1,2,10,4,0,Swansea,2,1,12,4,3,14,3,0,M Dean,A,A,1.0,0.0,18.0,20.0,0
2013-09-14,Tottenham,2,1,23,7,8,2,1,0,Norwich,0,0,4,1,1,12,3,0,L Mason,H,H,6.0,4.0,6.0,9.0,2
2013-09-14,Stoke,0,0,11,3,2,13,1,0,Man City,0,0,10,3,4,11,1,0,M Clattenburg,D,D,6.0,6.0,6.0,4.0,1
2013-09-14,Man United,2,1,19,7,10,8,1,0,Crystal Palace,0,0,4,0,1,11,2,1,J Moss,H,H,4.0,3.0,7.0,14.0,2
2013-09-14,Sunderland,1,0,17,2,6,12,1,0,Arsenal,3,1,14,6,7,10,2,0,M Atkinson,A,A,1.0,6.0,19.0,7.0,0
2013-09-14,Fulham,1,1,12,2,4,9,0,0,West Brom,1,0,12,4,5,12,1,0,L Probert,D,H,3.0,1.0,17.0,19.0,1
2013-09-14,Everton,1,1,11,5,5,10,0,0,Chelsea,0,0,22,5,7,12,4,0,H Webb,H,H,3.0,7.0,15.0,6.0,2
2013-09-14,Aston Villa,1,0,10,1,4,9,1,0,Newcastle,2,1,17,8,2,11,4,0,M Dean,A,A,3.0,4.0,15.0,14.0,0
2013-09-14,Hull,1,1,18,5,6,8,1,0,Cardiff,1,0,10,2,2,8,2,0,R Madley,D,H,3.0,4.0,18.0,12.0,1
2013-09-15,Southampton,0,0,15,5,10,12,1,0,West Ham,0,0,6,1,4,10,3,0,A Marriner,D,D,4.0,4.0,12.0,11.0,1
