Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2004-08-14,Aston Villa,2,2,14,5,12,14,0,0,Southampton,0,0,6,2,6,9,0,0,U Rennie,H,H,0.0,0.0,2.0,18.0,2
2004-08-14,Blackburn,1,0,12,4,4,15,1,0,West Brom,1,1,4,2,5,17,0,0,C Foy,D,A,0.0,0.0,4.0,19.0,1
2004-08-14,Bolton,4,2,21,11,9,10,1,0,Charlton,1,0,9,5,5,12,1,0,P Dowd,H,H,0.0,0.0,6.0,7.0,2
2004-08-14,Man City,1,1,12,5,9,14,0,0,Fulham,1,0,4,2,4,12,2,0,M Messias,D,H,0.0,0.0,12.0,10.0,1
2004-08-14,Middlesbrough,2,0,15,8,6,16,3,0,Newcastle,2,1,11,4,7,13,1,0,S Bennett,D,A,0.0,0.0,14.0,15.0,1
2004-08-14,Norwich,1,1,14,10,6,14,0,0,Crystal Palace,1,0,14,8,11,16,1,0,P Walton,D,H,0.0,0.0,16.0,12.0,1
2004-08-14,Portsmouth,1,1,14,8,8,13,2,0,Birmingham,1,1,16,11,4,16,4,0,H Webb,D,D,0.0,0.0,17.0,12.0,1
2004-08-14,Tottenham,1,0,14,7,3,17,3,0,Liverpool,1,1,16,8,8,11,1,0,D Gallagher,D,A,0.0,0.0,18.0,16.0,1
2004-08-15,Everton,1,0,9,5,0,14,2,0,Arsenal,4,2,18,14,7,19,1,0,M Riley,A,A,0.0,0.0,17.0,15.0,0
2004-08-15,Chelsea,1,1,8,5,2,17,0,0,Man United,0,0,11,3,3,8,0,0,G Poll,H,H,0.0,0.0,16.0,17.0,2
2004-08-21,Birmingham,0,0,9,3,8,10,0,0,Chelsea,1,0,7,3,2,16,0,0,B Knight,A,D,1.0,3.0,7.0,4.0,0
