Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-08-11,Arsenal,4,2,27,10,9,9,0,0,Leicester,3,2,6,3,4,12,1,0,M Dean,H,D,0.0,0.0,1.0,9.0,2
2017-08-12,Brighton,0,0,6,2,3,6,0,0,Man City,2,0,14,4,10,9,2,0,M Oliver,A,D,0.0,0.0,3.0,10.0,0
2017-08-12,Chelsea,2,0,19,6,8,16,3,2,Burnley,3,3,10,5,5,11,3,0,C Pawson,A,A,0.0,0.0,5.0,4.0,0
2017-08-12,Crystal Palace,0,0,14,4,12,7,1,0,Huddersfield,3,2,8,6,9,19,3,0,J Moss,A,A,0.0,0.0,5.0,7.0,0
2017-08-12,Everton,1,1,9,4,6,13,1,0,Stoke,0,0,9,1,7,10,1,0,N Swarbrick,H,H,0.0,0.0,6.0,11.0,2
2017-08-12,Southampton,0,0,29,2,13,10,2,0,Swansea,0,0,4,0,0,13,1,0,M Jones,D,D,0.0,0.0,10.0,11.0,1
2017-08-12,Watford,3,2,9,4,3,14,0,0,Liverpool,3,1,14,5,3,8,3,0,A Taylor,D,H,0.0,0.0,13.0,9.0,1
2017-08-12,West Brom,1,1,16,6,8,15,3,0,Bournemouth,0,0,9,2,2,3,1,0,R Madley,H,H,0.0,0.0,14.0,10.0,2
2017-08-13,Man United,4,1,22,6,11,19,2,0,West Ham,0,0,9,1,1,7,2,0,M Atkinson,H,H,0.0,0.0,11.0,14.0,2
2017-08-13,Newcastle,0,0,6,3,5,6,1,1,Tottenham,2,0,18,6,7,10,2,0,A Marriner,A,D,0.0,0.0,12.0,13.0,0
2017-08-19,Swansea,0,0,6,1,3,12,1,0,Man United,4,1,17,8,5,11,1,0,J Moss,A,A,1.0,3.0,12.0,1.0,0
2017-08-19,Stoke,1,0,11,4,2,6,0,0,Arsenal,0,0,18,6,9,11,0,0,A Marriner,H,D,0.0,3.0,16.0,5.0,2
2017-08-19,Southampton,3,2,14,5,7,18,1,0,West Ham,2,1,16,8,2,10,1,1,L Mason,H,H,1.0,0.0,12.0,20.0,2
2017-08-19,Burnley,0,0,20,0,5,11,1,0,West Brom,1,0,8,1,5,11,0,1,M Atkinson,A,D,3.0,3.0,6.0,8.0,0
2017-08-19,Leicester,2,1,14,4,6,8,1,0,Brighton,0,0,5,2,2,10,0,0,L Probert,H,H,0.0,0.0,14.0,17.0,2
2017-08-19,Bournemouth,0,0,6,2,8,6,1,0,Watford,2,0,19,7,5,14,3,0,R East,A,D,0.0,1.0,16.0,13.0,0
2017-08-19,Liverpool,1,0,23,13,4,12,1,0,Crystal Palace,0,0,4,1,2,13,3,0,K Friend,H,D,1.0,0.0,13.0,18.0,2
2017-08-20,Huddersfield,1,0,7,3,7,13,3,0,Newcastle,0,0,13,5,3,10,4,0,C Pawson,H,D,3.0,0.0,6.0,16.0,2
2017-08-20,Tottenham,1,0,18,6,14,14,3,0,Chelsea,2,1,9,2,3,21,3,0,A Taylor,A,A,3.0,0.0,8.0,15.0,0
2017-08-21,Man City,1,0,19,6,7,7,1,1,Everton,1,1,7,2,1,9,2,1,R Madley,D,A,3.0,3.0,7.0,10.0,1
2017-08-26,Newcastle,3,1,16,8,7,17,1,0,West Ham,0,0,8,3,5,11,3,0,N Swarbrick,H,H,0.0,0.0,17.0,20.0,2
2017-08-26,Watford,0,0,8,0,3,7,0,1,Brighton,0,0,16,2,11,18,1,0,G Scott,D,D,4.0,0.0,4.0,18.0,1
2017-08-26,Man United,2,0,22,7,9,8,1,0,Leicester,0,0,11,4,3,7,2,0,M Oliver,H,D,6.0,3.0,1.0,9.0,2
2017-08-26,Crystal Palace,0,0,16,3,1,9,4,0,Swansea,2,1,7,3,1,6,1,0,A Marriner,A,A,0.0,1.0,19.0,17.0,0
2017-08-26,Bournemouth,1,1,9,3,2,13,5,0,Man City,2,1,19,8,5,14,4,1,M Dean,A,D,0.0,4.0,18.0,5.0,0
2017-08-26,Huddersfield,0,0,16,6,5,10,0,0,Southampton,0,0,6,3,4,10,1,0,S Attwell,D,D,6.0,4.0,3.0,7.0,1
2017-08-27,Chelsea,2,2,18,7,6,12,2,0,Everton,0,0,7,0,3,7,2,0,J Moss,H,H,3.0,4.0,12.0,8.0,2
2017-08-27,Liverpool,4,2,18,10,4,6,2,0,Arsenal,0,0,8,0,3,9,4,0,C Pawson,H,H,4.0,3.0,8.0,12.0,2
2017-08-27,Tottenham,1,0,28,5,10,9,0,0,Burnley,1,0,13,3,7,9,0,0,L Mason,D,D,3.0,3.0,11.0,12.0,1
2017-08-27,West Brom,1,0,10,2,10,10,2,0,Stoke,1,0,16,2,4,9,2,0,A Taylor,D,D,6.0,3.0,6.0,14.0,1
2017-09-09,Leicester,1,0,8,2,2,11,1,0,Chelsea,2,1,16,6,9,8,0,0,L Mason,A,A,3.0,6.0,15.0,6.0,0
2017-09-09,Stoke,2,1,10,5,5,10,0,0,Man United,2,1,18,8,11,10,0,0,N Swarbrick,D,D,4.0,9.0,11.0,1.0,1
2017-09-09,Southampton,0,0,9,1,7,8,0,0,Watford,2,1,12,3,4,11,0,0,L Probert,A,A,5.0,5.0,8.0,7.0,0
2017-09-09,Man City,5,2,13,7,8,10,2,0,Liverpool,0,0,10,3,3,9,2,1,J Moss,H,H,7.0,7.0,6.0,4.0,2
2017-09-09,Everton,0,0,12,1,7,14,3,0,Tottenham,3,2,15,6,3,14,1,0,G Scott,A,A,4.0,4.0,12.0,10.0,0
2017-09-09,Brighton,3,1,12,6,2,9,2,0,West Brom,1,0,12,3,6,4,0,0,C Kavanagh,H,H,1.0,7.0,17.0,7.0,2
2017-09-09,Arsenal,3,2,17,9,10,14,0,0,Bournemouth,0,0,7,2,3,10,1,0,A Taylor,H,H,3.0,0.0,17.0,18.0,2
2017-09-10,Burnley,1,1,4,2,3,7,1,0,Crystal Palace,0,0,23,5,13,14,1,0,M Oliver,H,H,4.0,0.0,12.0,18.0,2
2017-09-10,Swansea,0,0,10,4,7,11,2,0,Newcastle,1,0,16,8,5,15,3,0,M Jones,A,D,4.0,3.0,14.0,16.0,0
2017-09-11,West Ham,2,0,19,3,10,11,1,0,Huddersfield,0,0,10,2,3,14,2,0,K Friend,H,D,0.0,7.0,20.0,6.0,2
2017-09-15,Bournemouth,2,0,15,3,6,5,0,0,Brighton,1,0,9,2,4,12,0,0,C Pawson,H,D,0.0,4.0,19.0,14.0,2
2017-09-16,Tottenham,0,0,26,8,11,11,1,0,Swansea,0,0,4,0,1,9,3,0,M Dean,D,D,7.0,4.0,5.0,15.0,1
2017-09-16,West Brom,0,0,6,1,2,15,2,0,West Ham,0,0,9,1,3,7,2,0,P Tierney,D,D,7.0,3.0,9.0,18.0,1
2017-09-16,Newcastle,2,1,14,3,7,13,3,0,Stoke,1,0,13,4,5,11,1,0,S Attwell,H,H,6.0,5.0,10.0,12.0,2
2017-09-16,Watford,0,0,7,1,3,8,2,0,Man City,6,3,28,10,11,6,0,0,A Taylor,A,A,8.0,10.0,6.0,2.0,0
2017-09-16,Huddersfield,1,0,15,3,8,6,1,0,Leicester,1,0,10,1,4,6,1,0,J Moss,D,D,7.0,3.0,8.0,18.0,1
2017-09-16,Crystal Palace,0,0,14,3,5,14,5,0,Southampton,1,1,13,4,5,13,1,0,R Madley,A,A,0.0,5.0,20.0,13.0,0
2017-09-16,Liverpool,1,1,35,9,12,7,1,0,Burnley,1,1,5,4,2,9,2,0,R East,D,D,7.0,7.0,11.0,10.0,1
2017-09-17,Chelsea,0,0,13,4,5,11,1,1,Arsenal,0,0,11,2,1,15,3,0,M Oliver,D,D,9.0,6.0,3.0,12.0,1
2017-09-17,Man United,4,1,16,7,4,15,1,0,Everton,0,0,7,3,1,14,1,0,A Marriner,H,H,10.0,4.0,2.0,17.0,2
2017-09-23,Stoke,0,0,13,2,5,5,2,0,Chelsea,4,2,7,4,0,14,2,0,M Dean,A,A,5.0,10.0,13.0,3.0,0
2017-09-23,Southampton,0,0,14,4,8,12,1,0,Man United,1,1,9,4,4,9,4,0,C Pawson,A,A,8.0,13.0,9.0,2.0,0
2017-09-23,Man City,5,1,25,9,8,6,3,0,Crystal Palace,0,0,5,0,2,7,1,0,N Swarbrick,H,H,13.0,0.0,2.0,20.0,2
2017-09-23,West Ham,2,0,10,4,4,10,4,0,Tottenham,3,2,15,5,3,20,2,1,M Oliver,A,A,4.0,8.0,17.0,5.0,0
2017-09-23,Everton,2,0,12,4,4,12,3,0,Bournemouth,1,0,8,4,6,11,1,0,M Atkinson,H,D,4.0,3.0,18.0,19.0,2
2017-09-23,Burnley,0,0,5,3,3,9,3,0,Huddersfield,0,0,9,2,4,13,2,0,C Kavanagh,D,D,8.0,8.0,7.0,6.0,1
2017-09-23,Leicester,2,1,12,7,3,13,3,0,Liverpool,3,2,23,6,6,14,3,0,A Taylor,A,A,4.0,8.0,16.0,8.0,0
2017-09-23,Swansea,1,0,10,3,5,9,1,0,Watford,2,1,8,4,4,16,3,0,L Mason,A,A,5.0,8.0,14.0,11.0,0
2017-09-24,Brighton,1,0,7,3,2,6,2,0,Newcastle,0,0,17,5,8,8,1,0,A Marriner,H,D,4.0,9.0,17.0,7.0,2
2017-09-25,Arsenal,2,1,16,6,7,8,1,0,West Brom,0,0,7,3,4,17,4,0,R Madley,H,H,7.0,8.0,12.0,10.0,2
2017-09-30,West Ham,1,0,9,4,2,15,3,0,Swansea,0,0,6,1,1,13,2,0,R East,H,D,4.0,5.0,18.0,15.0,2
2017-09-30,Bournemouth,0,0,19,4,7,6,1,0,Leicester,0,0,8,1,5,10,0,0,G Scott,D,D,3.0,4.0,19.0,18.0,1
2017-09-30,Chelsea,0,0,4,2,4,8,0,0,Man City,1,0,17,6,8,13,2,0,M Atkinson,A,D,13.0,16.0,3.0,1.0,0
2017-09-30,Huddersfield,0,0,6,1,4,7,1,0,Tottenham,4,3,14,7,7,4,1,0,N Swarbrick,A,A,9.0,11.0,8.0,4.0,0
2017-09-30,Man United,4,2,18,7,6,6,0,0,Crystal Palace,0,0,6,1,5,9,0,0,M Dean,H,H,16.0,0.0,2.0,20.0,2
2017-09-30,Stoke,2,1,17,6,5,11,1,0,Southampton,1,0,21,3,6,10,2,0,M Jones,H,H,5.0,8.0,17.0,11.0,2
2017-09-30,West Brom,2,2,9,4,7,12,3,0,Watford,2,1,15,3,6,11,0,0,M Oliver,D,H,8.0,11.0,12.0,6.0,1
2017-10-01,Newcastle,1,1,8,5,1,11,1,0,Liverpool,1,1,17,2,5,6,1,0,C Pawson,D,D,9.0,11.0,9.0,6.0,1
2017-10-01,Everton,0,0,23,4,9,14,2,0,Burnley,1,1,5,2,3,7,2,0,J Moss,A,A,7.0,9.0,16.0,9.0,0
2017-10-01,Arsenal,2,1,25,12,6,7,0,0,Brighton,0,0,9,1,5,8,2,0,K Friend,H,H,10.0,7.0,8.0,14.0,2
2017-10-14,Burnley,1,0,20,5,7,11,2,0,West Ham,1,1,8,6,4,14,2,1,S Attwell,D,A,12.0,7.0,6.0,15.0,1
2017-10-14,Crystal Palace,2,2,14,5,5,7,2,0,Chelsea,1,1,15,5,8,6,1,0,A Marriner,H,H,0.0,13.0,20.0,4.0,2
2017-10-14,Liverpool,0,0,19,5,7,7,0,0,Man United,0,0,6,1,3,13,2,0,M Atkinson,D,D,12.0,19.0,7.0,2.0,1
2017-10-14,Man City,7,3,20,11,5,5,0,0,Stoke,2,1,5,1,0,8,1,0,C Pawson,H,H,19.0,8.0,2.0,13.0,2
2017-10-14,Swansea,2,1,7,3,5,12,1,0,Huddersfield,0,0,7,2,3,16,5,0,P Tierney,H,H,5.0,9.0,18.0,11.0,2
2017-10-14,Tottenham,1,0,18,6,9,9,1,0,Bournemouth,0,0,5,1,5,7,3,0,R Madley,H,D,14.0,4.0,3.0,19.0,2
2017-10-14,Watford,2,0,11,2,2,8,1,0,Arsenal,1,1,9,6,5,10,0,0,N Swarbrick,H,A,12.0,13.0,8.0,5.0,2
2017-10-15,Brighton,1,0,12,3,7,12,4,0,Everton,1,0,13,6,1,10,1,0,M Oliver,D,D,7.0,7.0,16.0,17.0,1
2017-10-15,Southampton,2,0,12,2,3,11,1,0,Newcastle,2,1,19,5,8,12,2,0,K Friend,D,A,8.0,10.0,12.0,9.0,1
2017-10-16,Leicester,1,0,11,3,4,13,2,0,West Brom,1,0,5,1,1,6,2,0,M Dean,D,D,5.0,9.0,18.0,11.0,1
2017-10-20,West Ham,0,0,16,2,10,5,1,0,Brighton,3,2,7,5,3,13,0,0,M Atkinson,A,A,8.0,8.0,15.0,14.0,0
2017-10-21,Chelsea,4,1,14,8,6,13,2,0,Watford,2,1,16,5,6,16,3,0,J Moss,H,D,13.0,15.0,5.0,4.0,2
2017-10-21,Huddersfield,2,2,5,3,4,10,4,0,Man United,1,0,9,3,7,12,2,0,L Mason,H,H,9.0,20.0,13.0,2.0,2
2017-10-21,Man City,3,1,15,10,4,10,2,0,Burnley,0,0,6,0,5,6,3,0,R East,H,H,22.0,13.0,1.0,7.0,2
2017-10-21,Newcastle,1,0,7,3,3,12,4,0,Crystal Palace,0,0,10,0,5,14,2,0,S Attwell,H,D,11.0,3.0,10.0,20.0,2
2017-10-21,Southampton,1,0,20,6,8,10,0,0,West Brom,0,0,7,2,3,8,1,0,G Scott,H,D,9.0,10.0,13.0,12.0,2
2017-10-21,Stoke,1,0,10,2,8,17,0,0,Bournemouth,2,2,7,3,3,10,1,0,L Probert,A,A,8.0,4.0,16.0,19.0,0
2017-10-21,Swansea,1,0,19,4,7,6,0,0,Leicester,2,1,11,6,6,9,1,0,M Oliver,A,A,8.0,6.0,14.0,19.0,0
2017-10-22,Everton,2,1,8,3,0,14,1,1,Arsenal,5,1,30,14,7,14,1,0,C Pawson,A,D,8.0,13.0,16.0,7.0,0
2017-10-22,Tottenham,4,3,14,6,3,2,0,0,Liverpool,1,1,12,7,5,8,1,0,A Marriner,H,H,17.0,13.0,3.0,8.0,2
2017-10-28,Watford,0,0,13,0,8,10,4,0,Stoke,1,1,6,2,1,9,4,0,M Oliver,A,A,15.0,8.0,6.0,17.0,0
2017-10-28,West Brom,2,1,6,4,1,10,2,0,Man City,3,2,15,5,2,7,3,0,M Jones,A,A,10.0,25.0,14.0,1.0,0
2017-10-28,Man United,1,0,11,3,6,12,1,0,Tottenham,0,0,13,4,3,14,0,0,J Moss,H,D,20.0,20.0,2.0,3.0,2
2017-10-28,Crystal Palace,2,0,19,9,11,18,1,0,West Ham,2,2,6,2,2,15,2,0,R Madley,D,A,3.0,8.0,20.0,17.0,1
2017-10-28,Liverpool,3,0,16,8,9,10,0,0,Huddersfield,0,0,1,0,2,8,1,0,K Friend,H,D,13.0,12.0,9.0,11.0,2
2017-10-28,Bournemouth,0,0,7,1,5,5,2,0,Chelsea,1,0,18,5,5,5,0,0,C Pawson,A,D,7.0,16.0,19.0,4.0,0
2017-10-28,Arsenal,2,0,17,5,5,9,0,0,Swansea,1,1,4,2,2,9,0,0,L Mason,H,A,16.0,8.0,5.0,17.0,2
2017-10-29,Brighton,1,0,7,2,2,9,3,0,Southampton,1,1,6,1,7,10,1,0,N Swarbrick,D,A,11.0,12.0,12.0,10.0,1
2017-10-29,Leicester,2,2,9,3,3,6,0,0,Everton,0,0,16,2,10,10,2,0,A Marriner,H,H,9.0,8.0,15.0,18.0,2
2017-10-30,Burnley,1,0,12,5,5,9,3,0,Newcastle,0,0,12,5,3,10,0,0,M Dean,H,D,13.0,14.0,10.0,8.0,2
2017-11-04,West Ham,1,0,6,1,2,9,3,0,Liverpool,4,2,15,7,3,13,0,0,N Swarbrick,A,A,9.0,16.0,16.0,6.0,0
