Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2024-08-16,Man United,1,0,14,5,7,12,2,0,Fulham,0,0,10,2,8,10,3,0,R Jones,H,D,1.62,4.36,5.15,1.57,2.6,1.53,2.52,2.03,1.85,0.0,0.0,14.0,9.0,2
2024-08-17,Ipswich,0,0,7,2,2,9,3,0,Liverpool,2,0,18,5,10,18,1,0,T Robinson,A,D,8.28,5.76,1.34,1.43,3.07,1.41,2.94,1.97,1.9,0.0,0.0,10.0,12.0,0
2024-08-17,Arsenal,2,1,18,6,8,17,2,0,Wolves,0,0,9,3,2,14,2,0,J Gillett,H,H,1.18,7.86,15.87,1.5,2.82,1.46,2.7,1.9,1.96,0.0,0.0,3.0,18.0,2
2024-08-17,Everton,0,0,9,1,1,8,1,1,Brighton,3,1,10,5,5,8,1,0,S Hooper,A,A,2.67,3.41,2.68,1.85,2.08,1.81,2.04,1.94,1.94,0.0,0.0,10.0,7.0,0
2024-08-17,Newcastle,1,1,3,1,3,15,2,1,Southampton,0,0,19,4,12,16,4,0,C Pawson,H,H,1.35,5.62,8.1,1.42,3.12,1.4,3.01,1.93,1.93,0.0,0.0,12.0,14.0,2
2024-08-17,Nott'm Forest,1,1,14,8,2,17,1,0,Bournemouth,1,0,13,4,6,8,3,0,M Oliver,D,H,2.45,3.49,2.89,1.81,2.14,1.77,2.08,1.8,2.09,0.0,0.0,13.0,7.0,1
2024-08-17,West Ham,1,1,14,3,5,18,1,0,Aston Villa,2,1,15,3,3,11,2,0,T Harrington,A,D,2.44,3.69,2.79,1.59,2.52,1.57,2.43,2.1,1.78,0.0,0.0,15.0,8.0,0
2024-08-18,Brentford,2,1,9,5,4,6,1,0,Crystal Palace,1,0,14,6,7,15,5,0,S Barrott,H,H,2.46,3.44,2.9,1.85,2.08,1.81,2.03,2.1,1.78,0.0,0.0,9.0,11.0,2
2024-08-18,Chelsea,0,0,10,3,4,12,1,0,Man City,2,1,11,5,3,9,1,0,A Taylor,A,A,4.05,4.0,1.83,1.53,2.69,1.5,2.59,2.03,1.83,0.0,0.0,10.0,12.0,0
2024-08-19,Leicester,1,0,7,3,2,11,1,0,Tottenham,1,1,15,7,13,12,1,0,C Kavanagh,D,A,5.01,4.37,1.63,1.55,2.63,1.52,2.54,1.83,2.03,0.0,0.0,11.0,12.0,1
2024-08-24,Aston Villa,0,0,11,3,4,8,1,0,Arsenal,2,0,9,4,1,15,3,0,M Oliver,A,D,4.41,3.92,1.78,1.78,2.23,1.73,2.13,1.86,1.98,3.0,3.0,5.0,2.0,0
2024-08-24,Tottenham,4,2,13,7,12,11,0,0,Everton,0,0,10,1,5,15,0,0,A Taylor,H,H,1.44,4.95,6.75,1.54,2.63,1.51,2.55,1.94,1.91,1.0,0.0,12.0,20.0,2
2024-08-24,Southampton,0,0,5,1,4,14,3,0,Nott'm Forest,1,0,23,8,10,14,3,0,S Barrott,A,D,2.57,3.32,2.84,2.02,1.93,1.97,1.87,1.83,2.05,0.0,1.0,16.0,12.0,0
2024-08-24,Crystal Palace,0,0,14,2,3,9,1,0,West Ham,2,0,18,3,3,17,1,0,R Jones,A,D,2.17,3.63,3.25,1.81,2.19,1.76,2.1,1.88,1.98,0.0,0.0,13.0,14.0,0
2024-08-24,Fulham,2,1,18,6,7,14,2,0,Leicester,1,1,10,4,5,13,2,0,D Bond,H,D,1.83,3.73,4.38,1.91,2.06,1.87,1.97,2.06,1.8,0.0,1.0,14.0,13.0,2
2024-08-24,Brighton,2,1,14,5,4,9,1,0,Man United,1,0,11,4,4,13,2,0,C Pawson,H,H,2.5,3.72,2.69,1.63,2.5,1.58,2.42,1.88,2.01,3.0,3.0,4.0,9.0,2
2024-08-24,Man City,4,3,14,5,10,4,2,0,Ipswich,1,1,1,1,1,15,3,0,M Salisbury,H,H,1.09,12.17,26.97,1.3,3.8,1.29,3.54,2.01,1.85,3.0,0.0,6.0,16.0,2
2024-08-25,Bournemouth,1,1,16,4,8,19,2,0,Newcastle,1,0,14,5,9,8,2,0,D Coote,D,H,2.99,3.8,2.25,1.61,2.5,1.56,2.44,1.9,1.94,1.0,3.0,13.0,9.0,1
