Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2007-08-11,Aston Villa,1,0,10,6,4,18,4,0,Liverpool,2,1,17,7,2,11,2,0,M Riley,A,A,0.0,0.0,2.0,10.0,0
2007-08-11,Bolton,1,0,13,9,4,15,1,0,Newcastle,3,3,7,5,3,16,1,0,C Foy,A,A,0.0,0.0,5.0,13.0,0
2007-08-11,Derby,2,1,12,5,6,14,1,0,Portsmouth,2,1,12,6,6,17,2,0,M Dean,D,D,0.0,0.0,7.0,13.0,1
2007-08-11,Everton,2,1,12,8,6,8,0,0,Wigan,1,0,14,4,2,13,0,0,M Clattenburg,H,H,0.0,0.0,9.0,18.0,2
2007-08-11,Middlesbrough,1,1,10,6,13,16,3,0,Blackburn,2,0,4,4,3,16,4,0,A Marriner,A,H,0.0,0.0,13.0,8.0,0
2007-08-11,Sunderland,1,0,9,4,7,14,1,0,Tottenham,0,0,6,3,2,14,1,0,A Wiley,H,D,0.0,0.0,14.0,15.0,2
2007-08-11,West Ham,0,0,9,2,5,13,0,0,Man City,2,1,14,5,3,11,4,0,P Walton,A,A,0.0,0.0,15.0,12.0,0
2007-08-12,Arsenal,2,0,19,13,14,6,1,0,Fulham,1,1,12,9,4,19,5,0,P Dowd,H,A,0.0,0.0,9.0,12.0,2
2007-08-12,Chelsea,3,2,19,11,5,8,2,0,Birmingham,2,2,6,4,3,8,1,0,S Bennett,H,D,0.0,0.0,11.0,10.0,2
2007-08-12,Man United,0,0,22,9,12,8,0,0,Reading,0,0,3,2,3,16,2,1,R Styles,D,D,0.0,0.0,11.0,12.0,1
2007-08-14,Tottenham,1,1,14,8,9,16,2,0,Everton,3,3,16,10,4,9,0,0,M Halsey,A,A,0.0,3.0,18.0,6.0,0
2007-08-15,Wigan,1,0,14,5,5,8,1,0,Middlesbrough,0,0,5,1,3,20,3,0,S Tanner,H,D,0.0,0.0,17.0,16.0,2
2007-08-15,Reading,1,1,15,11,4,15,4,1,Chelsea,2,0,15,7,11,16,5,0,M Dean,A,H,1.0,3.0,13.0,4.0,0
2007-08-15,Portsmouth,1,0,7,6,6,13,2,1,Man United,1,1,20,12,12,5,1,1,S Bennett,D,A,1.0,1.0,11.0,12.0,1
2007-08-15,Fulham,2,2,8,6,9,19,2,0,Bolton,1,1,14,7,8,13,1,0,L Probert,H,H,0.0,0.0,16.0,17.0,2
2007-08-15,Birmingham,2,1,7,3,2,17,1,0,Sunderland,2,0,7,3,7,10,1,0,K Stroud,D,H,0.0,3.0,15.0,8.0,1
2007-08-15,Man City,1,1,9,6,4,12,3,0,Derby,0,0,5,3,4,13,1,0,L Mason,H,H,3.0,1.0,5.0,13.0,2
2007-08-18,Wigan,3,1,9,4,5,8,0,0,Sunderland,0,0,9,6,9,17,2,0,M Riley,H,H,3.0,4.0,10.0,4.0,2
2007-08-18,Birmingham,0,0,6,3,9,16,4,0,West Ham,1,0,13,5,5,15,2,0,M Halsey,A,D,1.0,0.0,13.0,18.0,0
2007-08-18,Fulham,1,1,13,6,8,9,1,0,Middlesbrough,2,0,9,6,7,12,3,0,L Mason,A,H,3.0,0.0,10.0,18.0,0
2007-08-18,Newcastle,0,0,6,2,8,16,0,0,Aston Villa,0,0,11,5,6,12,2,0,H Webb,D,D,3.0,0.0,6.0,18.0,1
2007-08-18,Portsmouth,3,2,11,6,10,13,0,0,Bolton,1,1,8,3,6,11,2,0,S Tanner,H,H,2.0,0.0,13.0,19.0,2
2007-08-18,Reading,1,1,10,5,4,14,2,0,Everton,0,0,13,5,12,8,2,0,S Bennett,H,H,1.0,6.0,17.0,1.0,2
2007-08-18,Tottenham,4,3,25,14,9,8,0,0,Derby,0,0,4,2,3,14,4,0,C Foy,H,H,0.0,1.0,19.0,16.0,2
2007-08-19,Man City,1,1,6,2,0,8,2,0,Man United,0,0,15,6,11,11,2,0,M Clattenburg,H,H,6.0,2.0,2.0,16.0,2
2007-08-19,Liverpool,1,1,18,8,5,11,4,0,Chelsea,1,0,6,2,2,16,5,0,R Styles,D,H,3.0,6.0,12.0,3.0,1
2007-08-19,Blackburn,1,0,9,4,5,19,4,1,Arsenal,1,1,10,3,4,15,4,0,A Wiley,D,A,3.0,3.0,12.0,11.0,1
2007-08-25,Arsenal,1,0,16,10,8,8,0,0,Man City,0,0,8,4,2,9,1,0,C Foy,H,D,4.0,9.0,7.0,1.0,2
2007-08-25,Aston Villa,2,0,23,4,12,11,1,0,Fulham,1,1,10,5,3,13,2,1,S Bennett,H,A,1.0,3.0,17.0,13.0,2
2007-08-25,Bolton,3,1,18,12,10,10,2,0,Reading,0,0,5,2,7,7,1,0,M Clattenburg,H,H,0.0,4.0,20.0,11.0,2
2007-08-25,Chelsea,1,1,18,7,4,16,0,0,Portsmouth,0,0,18,4,6,12,2,0,A Wiley,H,H,7.0,5.0,2.0,6.0,2
2007-08-25,Derby,1,0,16,8,4,8,0,0,Birmingham,2,1,11,6,4,13,1,0,L Probert,A,A,1.0,1.0,20.0,19.0,0
2007-08-25,Everton,1,0,12,8,5,20,0,0,Blackburn,1,1,11,7,7,18,2,0,M Riley,D,A,6.0,4.0,5.0,8.0,1
2007-08-25,Sunderland,0,0,7,2,6,12,1,0,Liverpool,2,1,17,12,4,12,1,0,M Halsey,A,A,4.0,4.0,12.0,9.0,0
2007-08-25,West Ham,1,0,13,4,6,11,1,0,Wigan,1,0,12,3,1,12,2,0,A Marriner,D,D,3.0,6.0,16.0,6.0,1
2007-08-26,Man United,1,0,14,5,4,15,2,0,Tottenham,0,0,10,3,4,7,3,0,H Webb,H,D,2.0,3.0,19.0,15.0,2
2007-08-26,Middlesbrough,2,1,11,7,5,13,6,0,Newcastle,2,1,5,3,2,10,3,0,M Dean,D,D,3.0,4.0,17.0,10.0,1
2007-09-01,Reading,0,0,9,3,14,10,0,0,West Ham,3,1,13,9,4,11,1,0,H Webb,A,A,4.0,4.0,15.0,14.0,0
2007-09-01,Newcastle,1,0,20,8,9,15,2,0,Wigan,0,0,7,6,1,18,4,1,S Bennett,H,D,5.0,7.0,8.0,3.0,2
2007-09-01,Middlesbrough,2,2,13,7,11,8,1,0,Birmingham,0,0,9,4,5,12,3,0,R Styles,H,H,4.0,4.0,14.0,13.0,2
2007-09-01,Fulham,3,1,13,7,6,13,1,0,Tottenham,3,2,13,8,14,11,0,0,M Riley,D,A,3.0,3.0,19.0,17.0,1
2007-09-01,Liverpool,6,2,20,10,4,10,0,0,Derby,0,0,8,3,2,14,1,0,A Wiley,H,H,7.0,1.0,4.0,20.0,2
2007-09-01,Bolton,1,0,13,7,11,8,1,0,Everton,2,1,15,11,6,10,3,0,P Walton,A,A,3.0,7.0,19.0,5.0,0
2007-09-01,Man United,1,0,17,9,6,10,1,0,Sunderland,0,0,4,1,0,7,2,0,M Atkinson,H,D,5.0,4.0,12.0,17.0,2
2007-09-02,Arsenal,3,2,10,8,8,6,1,1,Portsmouth,1,0,15,10,5,12,2,0,M Halsey,H,H,7.0,5.0,9.0,11.0,2
2007-09-02,Aston Villa,2,0,9,5,2,17,4,0,Chelsea,0,0,20,8,13,11,1,0,M Clattenburg,H,D,4.0,10.0,14.0,4.0,2
2007-09-02,Blackburn,1,1,16,11,6,23,5,1,Man City,0,0,7,3,3,3,1,1,M Dean,H,H,5.0,9.0,12.0,5.0,2
2007-09-15,Tottenham,1,1,14,5,8,28,2,0,Arsenal,3,0,16,10,4,22,2,0,M Clattenburg,A,H,4.0,10.0,14.0,2.0,0
2007-09-15,Wigan,1,0,14,4,9,8,1,0,Fulham,1,1,10,5,4,9,0,0,R Styles,D,A,7.0,4.0,9.0,15.0,1
2007-09-15,West Ham,3,0,13,7,5,14,2,0,Middlesbrough,0,0,16,12,8,14,1,0,S Bennett,H,D,7.0,7.0,11.0,12.0,2
2007-09-15,Sunderland,2,1,14,8,9,14,1,0,Reading,1,0,10,4,9,18,2,0,S Tanner,H,H,4.0,4.0,17.0,18.0,2
2007-09-15,Birmingham,1,1,10,5,6,16,1,0,Bolton,0,0,8,3,5,15,3,0,P Dowd,H,H,4.0,3.0,17.0,19.0,2
2007-09-15,Everton,0,0,8,2,3,20,2,0,Man United,1,0,16,8,6,10,2,0,A Wiley,A,D,10.0,8.0,4.0,10.0,0
2007-09-15,Chelsea,0,0,16,8,9,21,2,0,Blackburn,0,0,5,1,2,13,2,0,H Webb,D,D,10.0,8.0,6.0,10.0,1
2007-09-15,Portsmouth,0,0,9,2,5,20,3,0,Liverpool,0,0,12,6,4,14,2,0,M Riley,D,D,5.0,10.0,15.0,4.0,1
2007-09-16,Man City,1,0,12,8,8,11,1,0,Aston Villa,0,0,11,2,6,14,1,0,M Atkinson,H,D,9.0,7.0,8.0,11.0,2
2007-09-17,Derby,1,1,10,3,5,16,2,0,Newcastle,0,0,8,3,5,11,3,0,P Walton,H,H,1.0,8.0,20.0,9.0,2
2007-09-22,Reading,2,1,15,7,6,17,3,0,Wigan,1,0,9,5,7,13,2,0,K Stroud,H,H,4.0,8.0,18.0,9.0,2
2007-09-22,Liverpool,0,0,18,4,11,3,0,0,Birmingham,0,0,5,2,2,10,2,0,L Mason,D,D,11.0,7.0,3.0,12.0,1
2007-09-22,Middlesbrough,2,1,16,5,7,18,3,0,Sunderland,2,1,11,6,2,11,4,0,H Webb,D,D,7.0,7.0,13.0,14.0,1
2007-09-22,Arsenal,5,2,15,9,5,9,1,0,Derby,0,0,4,3,4,12,1,0,M Atkinson,H,H,13.0,4.0,1.0,19.0,2
2007-09-22,Fulham,3,1,13,8,6,10,3,0,Man City,3,1,11,5,2,7,2,0,M Halsey,D,D,5.0,12.0,17.0,3.0,1
2007-09-23,Aston Villa,2,1,8,3,6,17,1,0,Everton,0,0,8,6,3,12,0,0,L Probert,H,H,7.0,10.0,14.0,7.0,2
2007-09-23,Blackburn,0,0,9,3,7,6,0,0,Portsmouth,1,1,13,7,4,16,3,0,C Foy,A,A,9.0,6.0,9.0,16.0,0
2007-09-23,Bolton,1,1,5,4,4,14,0,0,Tottenham,1,1,10,7,11,15,2,0,A Marriner,D,D,3.0,4.0,20.0,18.0,1
