Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2021-08-13,Brentford,2,1,8,3,2,12,0,0,Arsenal,0,0,22,4,5,8,0,0,M Oliver,H,H,4.02,3.43,2.02,2.26,1.83,2.16,1.73,1.87,2.03,0.0,0.0,3.0,1.0,2
2021-08-14,Man United,5,1,16,8,5,11,1,0,Leeds,1,0,10,3,4,9,2,0,P Tierney,H,H,1.55,4.48,5.87,1.71,2.38,1.65,2.29,1.93,1.96,0.0,0.0,12.0,8.0,2
2021-08-14,Burnley,1,1,14,3,7,10,2,0,Brighton,2,0,14,8,6,7,1,0,D Coote,A,H,3.19,3.09,2.49,2.56,1.63,2.46,1.57,1.79,2.12,0.0,0.0,5.0,4.0,0
2021-08-14,Chelsea,3,2,13,6,5,15,0,0,Crystal Palace,0,0,4,1,2,11,0,0,J Moss,H,H,1.26,5.92,12.8,1.84,2.12,1.79,2.06,1.83,2.07,0.0,0.0,5.0,6.0,2
2021-08-14,Everton,3,0,14,6,6,13,2,0,Southampton,1,1,6,3,8,15,0,0,A Madley,H,A,1.97,3.53,4.04,2.14,1.85,2.07,1.79,1.96,1.92,0.0,0.0,6.0,12.0,2
2021-08-14,Leicester,1,1,9,5,5,6,1,0,Wolves,0,0,17,3,4,10,2,0,C Pawson,H,H,1.71,3.75,5.32,2.12,1.85,2.04,1.81,1.94,1.95,0.0,0.0,7.0,15.0,2
2021-08-14,Watford,3,2,13,7,2,18,3,0,Aston Villa,2,0,11,2,4,13,1,0,M Dean,H,H,3.14,3.26,2.41,2.1,1.87,2.03,1.82,1.82,2.07,0.0,0.0,13.0,7.0,2
2021-08-14,Norwich,0,0,14,3,3,4,1,0,Liverpool,3,1,19,8,11,14,1,0,A Marriner,A,A,8.78,5.71,1.33,1.56,2.75,1.52,2.59,1.94,1.95,0.0,0.0,11.0,8.0,0
2021-08-15,Newcastle,2,2,17,3,7,4,1,0,West Ham,4,1,8,9,6,3,0,0,M Atkinson,A,H,3.2,3.51,2.26,2.01,1.96,1.95,1.9,1.92,1.96,0.0,0.0,10.0,12.0,0
2021-08-15,Tottenham,1,0,13,3,3,11,2,0,Man City,0,0,18,4,11,8,1,0,A Taylor,H,D,5.49,4.1,1.64,1.91,2.1,1.85,2.01,1.79,2.11,0.0,0.0,11.0,10.0,2
