Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2008-08-16,Arsenal,1,1,24,14,7,11,0,0,West Brom,0,0,5,4,5,8,0,0,H Webb,H,H,0.0,0.0,1.0,18.0,2
2008-08-16,Bolton,3,3,14,8,4,13,1,0,Stoke,1,0,8,2,3,12,2,0,C Foy,H,H,0.0,0.0,4.0,15.0,2
2008-08-16,Everton,2,1,10,5,3,11,2,0,Blackburn,3,1,15,11,5,9,2,0,A Marriner,A,D,0.0,0.0,6.0,4.0,0
2008-08-16,Hull,2,1,11,6,5,10,3,0,Fulham,1,1,12,6,6,9,0,0,P Walton,H,D,0.0,0.0,7.0,6.0,2
2008-08-16,Middlesbrough,2,0,14,10,7,11,1,0,Tottenham,1,0,8,5,9,12,2,0,M Atkinson,H,D,0.0,0.0,10.0,14.0,2
2008-08-16,Sunderland,0,0,6,3,1,13,0,0,Liverpool,1,0,14,8,8,12,2,0,A Wiley,A,D,0.0,0.0,13.0,8.0,0
2008-08-16,West Ham,2,2,15,8,6,14,2,0,Wigan,1,0,22,9,10,11,1,0,S Bennett,H,H,0.0,0.0,13.0,14.0,2
2008-08-17,Aston Villa,4,0,14,10,7,8,0,0,Man City,2,0,13,8,8,11,1,0,P Dowd,H,D,0.0,0.0,8.0,10.0,2
2008-08-17,Chelsea,4,3,18,11,8,10,0,0,Portsmouth,0,0,12,8,3,6,1,0,M Dean,H,H,0.0,0.0,9.0,12.0,2
2008-08-17,Man United,1,1,18,12,6,15,3,0,Newcastle,1,1,11,4,6,11,0,0,M Riley,D,D,0.0,0.0,10.0,11.0,1
2008-08-23,West Brom,1,0,14,4,11,11,3,0,Everton,2,0,9,7,5,14,1,0,R Styles,A,D,0.0,0.0,17.0,12.0,0
2008-08-23,Tottenham,1,0,18,11,12,12,1,0,Sunderland,2,0,12,7,6,12,2,0,M Dean,A,D,0.0,0.0,14.0,16.0,0
2008-08-23,Stoke,3,1,8,2,2,15,1,0,Aston Villa,2,0,5,2,8,5,0,0,M Halsey,H,H,0.0,3.0,18.0,2.0,2
2008-08-23,Fulham,1,1,5,2,1,14,2,0,Arsenal,0,0,15,6,5,6,0,0,M Atkinson,H,H,0.0,3.0,15.0,8.0,2
2008-08-23,Liverpool,2,0,16,8,14,10,2,0,Middlesbrough,1,0,9,4,3,12,1,0,M Riley,H,D,3.0,3.0,8.0,6.0,2
2008-08-23,Blackburn,1,1,12,5,6,11,0,0,Hull,1,1,7,4,3,15,1,0,S Attwell,D,D,3.0,3.0,5.0,6.0,1
2008-08-23,Newcastle,1,0,10,8,4,8,1,0,Bolton,0,0,9,4,6,13,2,0,S Bennett,H,D,1.0,3.0,15.0,5.0,2
2008-08-24,Man City,3,0,14,9,6,12,0,0,West Ham,0,0,3,0,3,16,2,1,H Webb,H,D,0.0,3.0,17.0,8.0,2
2008-08-24,Wigan,0,0,10,6,7,13,1,0,Chelsea,1,1,7,3,7,17,2,0,A Wiley,A,A,0.0,3.0,17.0,5.0,0
2008-08-25,Portsmouth,0,0,13,6,4,11,2,0,Man United,1,1,12,7,3,11,2,0,C Foy,A,A,0.0,1.0,20.0,16.0,0
2008-08-30,Middlesbrough,2,1,21,12,4,14,2,0,Stoke,1,0,7,2,5,18,4,1,M Dean,H,H,3.0,3.0,11.0,15.0,2
2008-08-30,West Ham,4,2,11,6,10,14,1,0,Blackburn,1,1,12,7,4,21,5,0,M Riley,H,H,3.0,4.0,16.0,4.0,2
2008-08-30,Hull,0,0,10,5,7,18,1,0,Wigan,5,2,8,5,3,12,0,0,M Jones,A,A,4.0,0.0,5.0,19.0,0
2008-08-30,Everton,0,0,16,7,4,5,1,0,Portsmouth,3,2,6,5,3,11,0,0,M Halsey,A,A,3.0,0.0,13.0,20.0,0
2008-08-30,Bolton,0,0,18,9,7,18,2,0,West Brom,0,0,12,7,5,16,2,0,K Stroud,D,D,3.0,0.0,12.0,20.0,1
2008-08-30,Arsenal,3,2,20,14,12,12,2,0,Newcastle,0,0,4,2,1,11,2,0,R Styles,H,H,3.0,4.0,15.0,7.0,2
2008-08-31,Aston Villa,0,0,5,2,5,9,0,0,Liverpool,0,0,8,3,8,13,2,0,M Atkinson,D,D,3.0,6.0,12.0,3.0,1
2008-08-31,Chelsea,1,1,12,3,5,10,3,0,Tottenham,1,1,6,6,8,13,0,0,H Webb,D,D,6.0,0.0,2.0,20.0,1
2008-08-31,Sunderland,0,0,10,4,3,20,4,0,Man City,3,1,9,8,3,11,2,0,C Foy,A,A,3.0,3.0,15.0,13.0,0
2008-09-13,Wigan,1,0,12,8,8,10,1,1,Sunderland,1,1,6,5,6,9,1,0,R Styles,D,A,3.0,3.0,13.0,18.0,1
2008-09-13,West Brom,3,2,13,8,8,9,1,0,West Ham,2,2,21,13,8,18,1,0,L Probert,H,D,1.0,6.0,20.0,5.0,2
2008-09-13,Newcastle,1,0,13,4,5,13,0,1,Hull,2,1,8,4,3,17,2,0,A Marriner,A,A,4.0,4.0,13.0,15.0,0
2008-09-13,Portsmouth,2,0,21,12,3,8,2,0,Middlesbrough,1,1,7,3,2,6,1,0,S Attwell,H,A,3.0,6.0,18.0,6.0,2
2008-09-13,Liverpool,2,1,16,11,5,10,0,0,Man United,1,1,7,3,4,18,3,1,H Webb,H,D,7.0,4.0,2.0,12.0,2
2008-09-13,Fulham,2,2,20,13,12,15,1,0,Bolton,1,0,8,7,6,11,1,0,S Tanner,H,H,3.0,4.0,17.0,11.0,2
2008-09-13,Blackburn,0,0,10,3,5,8,1,0,Arsenal,4,2,17,10,5,8,1,0,M Dean,A,A,4.0,6.0,15.0,5.0,0
2008-09-13,Man City,1,1,13,7,8,14,0,0,Chelsea,3,1,18,8,5,10,1,1,M Halsey,A,D,6.0,7.0,5.0,3.0,0
2008-09-14,Stoke,2,0,12,7,7,10,2,0,Everton,3,1,8,5,8,19,1,0,A Wiley,A,A,3.0,3.0,18.0,19.0,0
2008-09-15,Tottenham,1,0,17,10,12,15,1,0,Aston Villa,2,1,17,13,8,12,4,0,S Bennett,A,A,1.0,4.0,20.0,12.0,0
2008-09-20,Blackburn,1,0,11,4,4,13,2,0,Fulham,0,0,11,5,3,11,0,0,L Probert,H,D,4.0,6.0,18.0,7.0,2
2008-09-20,Bolton,1,1,12,8,7,12,2,0,Arsenal,3,2,20,9,17,10,2,0,S Bennett,A,A,4.0,9.0,14.0,3.0,0
2008-09-20,Liverpool,0,0,27,11,20,8,1,0,Stoke,0,0,3,2,3,10,1,0,A Marriner,D,D,10.0,3.0,3.0,19.0,1
2008-09-20,Sunderland,2,0,17,11,8,9,2,0,Middlesbrough,0,0,14,11,7,16,3,0,H Webb,H,D,4.0,6.0,19.0,9.0,2
2008-09-20,West Ham,3,2,12,6,2,8,1,0,Newcastle,1,0,11,8,6,21,2,0,P Dowd,H,H,6.0,4.0,9.0,19.0,2
2008-09-21,West Brom,1,1,10,6,5,22,3,0,Aston Villa,2,2,10,5,6,16,3,0,M Dean,A,A,4.0,7.0,16.0,5.0,0
2008-09-21,Tottenham,0,0,11,4,3,13,2,0,Wigan,0,0,14,6,4,12,2,0,S Tanner,D,D,1.0,4.0,20.0,14.0,1
2008-09-21,Man City,6,2,14,10,8,13,0,0,Portsmouth,0,0,10,4,5,14,1,0,A Wiley,H,H,6.0,6.0,9.0,11.0,2
2008-09-21,Hull,2,1,9,5,4,11,0,0,Everton,2,0,17,8,6,12,1,0,L Mason,D,H,7.0,6.0,8.0,11.0,1
2008-09-21,Chelsea,1,0,20,13,7,15,1,0,Man United,1,1,13,8,4,18,7,0,M Riley,D,A,10.0,4.0,3.0,15.0,1
2008-09-27,Arsenal,1,0,18,9,15,8,2,0,Hull,2,0,7,5,4,7,1,0,A Wiley,A,D,12.0,8.0,1.0,7.0,0
2008-09-27,Aston Villa,2,2,12,8,5,8,1,0,Sunderland,1,1,9,3,5,9,1,0,P Walton,H,H,10.0,7.0,5.0,8.0,2
2008-09-27,Everton,0,0,4,2,7,17,3,1,Liverpool,2,0,11,6,4,20,3,0,M Riley,A,D,7.0,11.0,8.0,4.0,0
2008-09-27,Fulham,1,0,18,6,2,15,4,1,West Ham,2,2,16,10,4,13,1,0,A Marriner,A,A,6.0,9.0,11.0,7.0,0
2008-09-27,Man United,2,0,31,24,16,8,0,0,Bolton,0,0,10,5,4,10,3,0,R Styles,H,D,5.0,4.0,15.0,16.0,2
2008-09-27,Middlesbrough,0,0,22,13,11,14,2,0,West Brom,1,0,14,9,8,13,4,0,C Foy,A,D,6.0,4.0,13.0,16.0,0
2008-09-27,Newcastle,1,0,4,2,5,6,0,0,Blackburn,2,2,9,8,5,19,4,0,S Tanner,A,A,4.0,7.0,19.0,12.0,0
2008-09-27,Stoke,0,0,5,2,5,9,2,0,Chelsea,2,1,14,9,5,6,1,0,M Atkinson,A,A,4.0,11.0,17.0,5.0,0
2008-09-28,Portsmouth,2,1,8,6,3,18,4,1,Tottenham,0,0,15,8,6,13,3,0,M Dean,H,H,6.0,2.0,15.0,20.0,2
2008-09-28,Wigan,2,2,9,4,5,12,3,0,Man City,1,1,11,6,3,21,4,0,S Bennett,H,H,5.0,9.0,16.0,8.0,2
2008-10-04,Wigan,0,0,21,9,8,10,3,0,Middlesbrough,1,0,6,2,2,13,0,0,M Atkinson,A,D,8.0,6.0,10.0,16.0,0
2008-10-04,West Brom,1,0,13,8,8,10,2,0,Fulham,0,0,14,5,6,13,1,0,P Dowd,H,D,7.0,6.0,13.0,16.0,2
2008-10-04,Blackburn,0,0,6,3,3,11,2,0,Man United,2,1,18,9,4,8,1,0,S Bennett,A,A,10.0,8.0,8.0,13.0,0
2008-10-04,Sunderland,1,0,8,5,1,10,3,0,Arsenal,1,0,13,7,7,11,5,0,L Mason,D,D,7.0,12.0,14.0,4.0,1
2008-10-05,Chelsea,2,2,27,15,7,11,0,0,Aston Villa,0,0,8,3,1,13,3,0,C Foy,H,H,14.0,13.0,1.0,4.0,2
2008-10-05,Everton,2,2,13,5,3,18,1,0,Newcastle,2,1,11,9,5,15,3,0,H Webb,D,H,7.0,4.0,15.0,19.0,1
2008-10-05,Man City,2,2,7,5,1,11,1,1,Liverpool,3,0,14,7,7,12,1,0,P Walton,A,H,9.0,14.0,10.0,2.0,0
2008-10-05,Portsmouth,2,1,17,11,2,7,0,0,Stoke,1,0,8,5,5,15,3,0,A Marriner,H,H,9.0,4.0,12.0,19.0,2
2008-10-05,Tottenham,0,0,27,16,12,15,4,0,Hull,1,1,10,6,0,15,2,0,R Styles,A,A,2.0,11.0,20.0,8.0,0
2008-10-05,West Ham,1,0,13,5,7,15,4,0,Bolton,3,2,12,6,7,8,3,0,M Dean,A,A,12.0,4.0,6.0,18.0,0
2008-10-18,Man United,4,0,18,14,15,11,0,0,West Brom,0,0,6,2,1,14,1,0,M Halsey,H,D,11.0,10.0,8.0,9.0,2
2008-10-18,Middlesbrough,0,0,7,4,5,13,2,0,Chelsea,5,1,21,14,7,9,0,0,P Dowd,A,A,9.0,17.0,12.0,1.0,0
2008-10-18,Liverpool,3,1,17,7,5,10,1,0,Wigan,2,2,7,4,2,13,1,1,A Wiley,H,A,17.0,8.0,2.0,13.0,2
2008-10-18,Aston Villa,0,0,10,3,11,18,1,0,Portsmouth,0,0,8,3,2,19,3,1,M Riley,D,D,13.0,12.0,6.0,8.0,1
2008-10-18,Bolton,0,0,10,4,11,16,1,0,Blackburn,0,0,8,1,8,12,3,0,H Webb,D,D,7.0,10.0,16.0,10.0,1
2008-10-18,Arsenal,3,0,22,14,7,8,2,0,Everton,1,1,7,3,4,13,4,0,P Walton,H,A,13.0,8.0,6.0,16.0,2
2008-10-18,Fulham,0,0,13,9,8,12,1,0,Sunderland,0,0,14,7,5,8,1,0,K Stroud,D,D,6.0,8.0,17.0,15.0,1
2008-10-19,Hull,1,0,12,4,3,11,2,0,West Ham,0,0,14,5,5,11,1,0,C Foy,H,D,14.0,12.0,6.0,8.0,2
2008-10-19,Stoke,2,1,7,3,6,12,1,0,Tottenham,1,1,11,6,1,12,2,2,L Mason,H,D,4.0,2.0,19.0,20.0,2
2008-10-20,Newcastle,2,1,6,2,5,15,0,1,Man City,2,1,20,8,10,15,2,0,R Styles,D,D,5.0,9.0,19.0,11.0,1
2008-10-25,Blackburn,1,0,13,5,9,17,3,0,Middlesbrough,1,0,5,2,2,11,1,0,M Dean,D,D,11.0,9.0,9.0,13.0,1
2008-10-25,Everton,1,0,13,9,5,17,3,0,Man United,1,1,18,14,9,11,3,0,A Wiley,D,A,8.0,14.0,16.0,5.0,1
2008-10-25,Sunderland,2,1,14,3,2,11,1,0,Newcastle,1,1,10,5,4,11,2,0,M Riley,H,D,9.0,6.0,13.0,19.0,2
2008-10-25,West Brom,0,0,24,16,14,12,1,0,Hull,3,0,16,10,5,13,2,0,L Probert,A,D,10.0,17.0,12.0,3.0,0
2008-10-26,Wigan,0,0,17,5,9,14,1,0,Aston Villa,4,1,9,7,4,8,2,0,M Jones,A,A,8.0,14.0,15.0,6.0,0
2008-10-26,West Ham,0,0,7,3,4,13,2,1,Arsenal,2,0,20,10,9,9,3,0,P Dowd,A,D,12.0,16.0,8.0,5.0,0
2008-10-26,Tottenham,2,1,19,9,3,9,0,0,Bolton,0,0,10,3,4,16,3,1,A Marriner,H,H,2.0,8.0,20.0,16.0,2
2008-10-26,Chelsea,0,0,14,5,4,17,3,0,Liverpool,1,1,8,3,2,13,3,0,H Webb,A,A,20.0,20.0,1.0,2.0,0
2008-10-26,Man City,3,1,18,12,6,12,1,0,Stoke,0,0,9,6,8,16,0,0,S Tanner,H,H,10.0,7.0,11.0,18.0,2
2008-10-26,Portsmouth,1,0,21,12,8,7,0,0,Fulham,1,0,9,5,6,7,0,0,M Halsey,D,D,13.0,7.0,8.0,17.0,1
2008-10-28,Newcastle,2,2,10,5,7,13,0,0,West Brom,1,0,14,4,8,11,4,0,M Dean,H,H,6.0,10.0,19.0,13.0,2
2008-10-29,Man United,2,2,21,12,3,10,1,0,West Ham,0,0,4,1,1,9,2,0,P Walton,H,H,15.0,12.0,6.0,10.0,2
2008-10-29,Stoke,1,0,9,6,4,10,2,0,Sunderland,0,0,9,4,4,8,1,0,C Foy,H,D,7.0,12.0,19.0,9.0,2
2008-10-29,Middlesbrough,2,0,5,3,3,10,1,0,Man City,0,0,13,8,3,15,3,0,L Mason,H,D,10.0,13.0,13.0,8.0,2
2008-10-29,Hull,0,0,10,5,5,11,0,0,Chelsea,3,1,27,11,5,13,2,0,A Marriner,A,A,20.0,20.0,3.0,2.0,0
2008-10-29,Liverpool,1,0,21,10,7,13,0,0,Portsmouth,0,0,4,1,1,12,3,0,S Tanner,H,D,23.0,14.0,2.0,7.0,2
2008-10-29,Fulham,2,1,7,2,2,9,0,0,Wigan,0,0,5,2,2,14,2,0,H Webb,H,H,8.0,8.0,18.0,17.0,2
2008-10-29,Bolton,0,0,18,12,5,17,1,0,Everton,1,0,11,7,3,12,2,0,P Dowd,A,D,8.0,9.0,19.0,16.0,0
2008-10-29,Aston Villa,3,1,8,4,4,5,0,0,Blackburn,2,1,11,5,5,17,1,0,K Stroud,H,D,17.0,12.0,6.0,13.0,2
2008-10-29,Arsenal,4,1,20,12,9,8,1,0,Tottenham,4,1,9,6,1,17,4,0,M Atkinson,D,D,19.0,5.0,5.0,20.0,1
2008-11-01,West Brom,2,0,15,8,2,13,3,0,Blackburn,2,1,9,5,3,18,2,1,M Jones,D,A,10.0,12.0,16.0,13.0,1
2008-11-01,Stoke,2,1,7,5,3,11,4,0,Arsenal,1,0,13,6,5,7,2,1,R Styles,H,H,10.0,20.0,16.0,3.0,2
2008-11-01,Portsmouth,1,0,16,8,9,9,0,0,Wigan,2,1,12,8,6,11,3,0,P Walton,A,A,14.0,8.0,7.0,18.0,0
2008-11-01,Tottenham,2,0,8,4,4,18,1,0,Liverpool,1,1,14,6,4,13,2,0,P Dowd,H,A,6.0,26.0,20.0,1.0,2
2008-11-01,Man United,4,3,20,11,9,12,2,0,Hull,3,1,11,7,1,13,2,0,M Dean,H,H,18.0,20.0,6.0,5.0,2
2008-11-01,Everton,1,0,9,4,6,11,0,0,Fulham,0,0,15,5,5,15,0,0,L Mason,H,D,12.0,11.0,14.0,15.0,2
2008-11-01,Chelsea,5,3,17,11,4,5,0,0,Sunderland,0,0,1,0,0,11,1,0,M Atkinson,H,H,23.0,12.0,2.0,13.0,2
2008-11-01,Middlesbrough,1,0,11,7,5,10,3,0,West Ham,1,1,13,8,4,14,4,0,A Marriner,D,A,13.0,12.0,10.0,13.0,1
2008-11-02,Bolton,2,0,20,12,6,15,1,0,Man City,0,0,11,6,1,20,1,0,M Riley,H,D,8.0,13.0,20.0,10.0,2
2008-11-03,Newcastle,2,0,11,7,2,13,4,0,Aston Villa,0,0,6,1,6,21,3,0,S Bennett,H,D,9.0,20.0,20.0,5.0,2
2008-11-08,Arsenal,2,1,11,7,5,16,3,0,Man United,1,0,17,9,6,7,2,0,H Webb,H,H,20.0,21.0,4.0,3.0,2
2008-11-08,Hull,0,0,16,11,6,15,1,0,Bolton,1,0,10,6,7,10,2,0,A Wiley,A,D,20.0,11.0,6.0,18.0,0
2008-11-08,Liverpool,3,2,11,10,3,10,2,0,West Brom,0,0,4,2,7,8,1,0,P Walton,H,H,26.0,11.0,2.0,19.0,2
2008-11-08,Sunderland,1,1,9,6,8,8,2,0,Portsmouth,2,0,10,5,3,10,1,0,S Bennett,A,H,12.0,14.0,16.0,10.0,0
2008-11-08,West Ham,1,0,15,13,9,9,1,0,Everton,3,0,12,7,4,10,1,0,M Halsey,A,D,13.0,15.0,12.0,8.0,0
2008-11-08,Wigan,0,0,22,14,6,10,1,0,Stoke,0,0,2,1,3,12,3,0,M Riley,D,D,11.0,13.0,18.0,13.0,1
2008-11-09,Man City,1,1,9,7,4,12,1,2,Tottenham,2,1,14,9,5,13,2,1,M Dean,A,D,13.0,9.0,12.0,20.0,0
2008-11-09,Fulham,2,1,11,6,6,13,2,0,Newcastle,1,0,13,7,1,11,2,0,M Atkinson,H,H,11.0,12.0,19.0,17.0,2
2008-11-09,Blackburn,0,0,8,3,5,14,2,0,Chelsea,2,1,18,13,9,11,1,0,C Foy,A,A,13.0,26.0,15.0,2.0,0
2008-11-09,Aston Villa,1,1,14,9,7,13,2,0,Middlesbrough,2,1,15,8,4,5,2,0,R Styles,A,D,20.0,14.0,5.0,11.0,0
2008-11-15,Arsenal,0,0,11,8,8,9,2,0,Aston Villa,2,0,9,6,5,22,4,0,M Riley,A,D,23.0,20.0,3.0,5.0,0
2008-11-15,Blackburn,1,1,16,8,11,9,3,0,Sunderland,2,0,10,6,9,9,4,0,S Tanner,A,H,13.0,12.0,15.0,19.0,0
2008-11-15,Bolton,0,0,15,9,7,7,1,0,Liverpool,2,1,15,6,3,7,1,0,R Styles,A,A,14.0,29.0,12.0,2.0,0
2008-11-15,Fulham,2,1,16,14,10,2,1,0,Tottenham,1,0,7,3,3,10,0,0,A Wiley,H,H,14.0,12.0,11.0,17.0,2
2008-11-15,Man United,5,2,21,15,3,5,1,0,Stoke,0,0,3,1,0,15,2,0,P Walton,H,H,21.0,14.0,5.0,13.0,2
2008-11-15,Newcastle,2,0,17,9,4,9,1,0,Wigan,2,1,12,7,10,12,3,1,A Marriner,D,A,12.0,12.0,19.0,17.0,1
2008-11-15,West Brom,0,0,13,3,3,7,0,0,Chelsea,3,3,15,9,10,10,3,0,S Bennett,A,A,11.0,29.0,20.0,2.0,0
2008-11-15,West Ham,0,0,11,5,8,6,0,0,Portsmouth,0,0,11,7,7,11,1,0,M Atkinson,D,D,13.0,17.0,17.0,10.0,1
2008-11-16,Hull,2,1,11,6,3,15,2,0,Man City,2,2,12,8,6,16,3,0,P Dowd,D,A,20.0,13.0,6.0,15.0,1
2008-11-16,Everton,1,0,15,7,11,11,0,0,Middlesbrough,1,1,11,3,1,13,2,0,H Webb,D,A,18.0,17.0,7.0,10.0,1
