Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2022-08-05,Crystal Palace,0,0,10,2,3,16,1,0,Arsenal,2,1,10,2,5,11,2,0,A Taylor,A,A,4.39,3.59,1.88,2.19,1.91,2.09,1.76,2.01,1.87,0.0,0.0,7.0,1.0,0
2022-08-06,Fulham,2,1,9,3,4,7,2,0,Liverpool,2,0,11,4,4,9,0,0,A Madley,D,H,10.99,6.05,1.28,1.54,2.76,1.48,2.63,1.89,1.99,0.0,0.0,8.0,11.0,1
2022-08-06,Bournemouth,2,1,7,3,5,18,3,0,Aston Villa,0,0,15,2,5,16,3,0,P Bankes,H,H,3.8,3.5,2.04,2.1,1.87,2.03,1.8,1.85,2.04,0.0,0.0,5.0,4.0,2
2022-08-06,Leeds,2,1,12,4,6,13,2,0,Wolves,1,1,15,6,4,9,0,0,R Jones,H,D,2.34,3.34,3.18,2.11,1.87,2.03,1.81,2.01,1.87,0.0,0.0,9.0,18.0,2
2022-08-06,Newcastle,2,0,23,10,11,9,0,0,Nott'm Forest,0,0,5,0,1,14,3,0,S Hooper,H,D,1.67,3.8,5.57,2.1,1.86,2.03,1.81,1.86,2.02,0.0,0.0,13.0,14.0,2
2022-08-06,Tottenham,4,2,18,8,10,11,3,0,Southampton,1,1,10,2,2,6,0,0,A Marriner,H,H,1.36,5.27,8.64,1.65,2.48,1.61,2.34,2.03,1.85,0.0,0.0,15.0,14.0,2
2022-08-06,Everton,0,0,8,4,4,14,3,0,Chelsea,1,1,15,6,16,11,2,0,C Pawson,A,A,5.74,3.96,1.63,2.07,1.92,1.99,1.84,2.08,1.8,0.0,0.0,11.0,10.0,0
2022-08-07,Leicester,2,1,14,5,5,6,0,0,Brentford,2,0,8,3,6,5,0,0,J Gillett,D,H,2.03,3.66,3.64,1.84,2.17,1.77,2.08,2.02,1.86,0.0,0.0,11.0,9.0,1
2022-08-07,Man United,1,0,17,5,6,7,4,0,Brighton,2,2,15,4,2,12,1,0,P Tierney,A,A,1.62,4.01,5.68,1.95,2.0,1.89,1.93,2.09,1.79,0.0,0.0,13.0,11.0,0
2022-08-07,West Ham,0,0,6,1,1,8,0,0,Man City,2,1,14,2,4,4,1,0,M Oliver,A,A,8.32,5.25,1.37,1.62,2.61,1.54,2.47,1.84,2.04,0.0,0.0,13.0,12.0,0
2022-08-13,Brentford,4,4,13,7,8,6,0,0,Man United,0,0,15,4,2,15,4,0,S Attwell,H,H,3.77,3.56,2.02,1.86,2.11,1.82,2.02,1.85,2.03,1.0,0.0,9.0,13.0,2
2022-08-13,Wolves,0,0,7,1,5,7,3,0,Fulham,0,0,9,3,3,14,3,0,J Brooks,D,D,2.4,3.28,3.15,2.2,1.79,2.11,1.75,2.04,1.84,0.0,1.0,13.0,10.0,1
2022-08-13,Southampton,2,0,14,4,2,10,1,0,Leeds,2,0,13,5,5,12,3,0,T Harrington,D,D,2.32,3.51,3.1,1.79,2.2,1.73,2.13,2.0,1.87,0.0,3.0,19.0,8.0,1
2022-08-13,Arsenal,4,2,19,7,6,15,1,0,Leicester,2,0,6,2,2,9,1,0,D England,H,H,1.55,4.37,6.04,1.76,2.3,1.69,2.21,1.91,1.96,3.0,1.0,4.0,11.0,2
2022-08-13,Brighton,0,0,13,7,7,8,2,0,Newcastle,0,0,4,1,3,6,3,0,G Scott,D,D,2.44,3.25,3.1,2.21,1.79,2.13,1.73,2.07,1.82,3.0,3.0,8.0,7.0,1
2022-08-13,Aston Villa,2,1,12,4,5,9,4,0,Everton,1,0,15,4,8,7,1,0,M Oliver,H,H,1.82,3.56,4.87,2.15,1.82,2.08,1.77,1.81,2.07,0.0,0.0,16.0,15.0,2
2022-08-13,Man City,4,3,19,7,11,9,0,0,Bournemouth,0,0,3,1,1,9,3,0,D Coote,H,H,1.07,12.72,37.57,1.38,3.55,1.33,3.35,1.87,2.01,3.0,3.0,8.0,7.0,2
