Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,SeasonInt
Argentina,Copa De La Liga Profesional,2022,10/02/2022,22:15,Patronato,Argentinos Jrs,0,1,A,2.84,2.94,2.94,2.88,3.08,2.94,2.75,2.88,2.74,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,10/02/2022,22:15,Sarmiento Junin,Atl. Tucuman,1,0,H,2.22,3.47,3.39,2.28,3.49,3.5,2.18,3.31,3.19,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,11/02/2022,00:30,Central Cordoba,Barracas Central,3,1,H,1.53,4.29,6.65,1.54,4.3,7.5,1.49,4.08,6.22,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,11/02/2022,00:30,Newells Old Boys,Defensa y Justicia,1,0,H,2.58,3.26,2.95,2.62,3.28,3.0,2.51,3.12,2.81,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,11/02/2022,20:00,Arsenal Sarandi,Rosario Central,1,1,D,3.06,3.24,2.51,3.14,3.3,2.54,2.94,3.14,2.41,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,11/02/2022,22:15,Godoy Cruz,Tigre,1,1,D,2.43,3.14,3.29,2.43,3.36,3.4,2.29,3.15,3.13,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,11/02/2022,22:15,Velez Sarsfield,Aldosivi,2,0,H,1.46,4.48,7.6,1.49,4.49,7.61,1.45,4.12,6.98,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,12/02/2022,00:30,Banfield,San Lorenzo,0,0,D,2.18,3.18,3.85,2.32,3.2,3.85,2.18,3.0,3.53,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,12/02/2022,20:00,Huracan,Lanus,1,0,H,2.31,3.35,3.31,2.4,3.49,3.31,2.26,3.22,3.12,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,12/02/2022,22:15,Union de Santa Fe,River Plate,1,0,H,4.17,3.41,1.99,4.5,3.69,2.0,4.01,3.35,1.9,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,13/02/2022,00:30,Estudiantes L.P.,Independiente,2,1,H,2.26,3.1,3.73,2.3,3.16,3.75,2.21,2.95,3.49,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,13/02/2022,20:00,Racing Club,Gimnasia L.P.,0,0,D,2.24,3.25,3.59,2.24,3.4,3.75,2.14,3.16,3.42,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,13/02/2022,22:15,Platense,Talleres Cordoba,1,0,H,2.59,3.11,3.07,2.71,3.24,3.08,2.52,3.02,2.88,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,14/02/2022,00:30,Boca Juniors,Colon Santa FE,1,1,D,1.58,3.98,6.58,1.65,3.98,7.0,1.57,3.63,6.14,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,15/02/2022,20:00,Argentinos Jrs,Newells Old Boys,3,0,H,2.0,3.21,4.6,2.06,3.34,4.6,1.95,3.14,4.14,,,,,,,2022.0
Argentina,Copa De La Liga Profesional,2022,15/02/2022,22:15,Independiente,Arsenal Sarandi,1,0,H,1.65,3.67,6.26,1.72,3.73,6.28,1.64,3.52,5.56,,,,,,,2022.0
