Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,SeasonInt
Argentina,Copa De La Liga Profesional,2024,25/01/2024,22:00,Instituto,Dep. Riestra,0,0,D,2.36,2.75,4.06,2.42,2.9,4.06,2.29,2.77,3.67,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,25/01/2024,22:00,Tigre,Sarmiento Junin,0,0,D,1.88,3.21,5.26,1.96,3.4,5.4,1.83,3.14,4.79,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,26/01/2024,00:15,Atl. Tucuman,Rosario Central,1,1,D,2.12,3.02,4.32,2.14,3.2,4.4,2.06,2.99,3.97,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,26/01/2024,00:15,Central Cordoba,Newells Old Boys,0,1,A,3.49,2.83,2.54,3.55,2.93,2.56,3.3,2.78,2.45,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,26/01/2024,21:00,Barracas Central,Velez Sarsfield,1,1,D,3.48,2.84,2.54,3.55,2.87,2.56,3.37,2.77,2.42,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,26/01/2024,22:00,Talleres Cordoba,Gimnasia L.P.,0,1,A,1.78,3.4,5.56,1.85,3.45,5.56,1.78,3.3,4.87,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,27/01/2024,00:15,Banfield,Huracan,0,2,A,3.01,2.68,3.05,3.01,2.88,3.2,2.82,2.65,2.95,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,27/01/2024,00:15,Ind. Rivadavia,Independiente,0,1,A,3.65,2.89,2.42,3.7,2.94,2.58,3.44,2.81,2.38,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,27/01/2024,20:00,San Lorenzo,Lanus,0,2,A,2.98,2.75,2.99,3.0,2.81,3.1,2.79,2.7,2.93,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,27/01/2024,22:00,Platense,Boca Juniors,0,0,D,3.97,2.91,2.28,4.0,3.16,2.28,3.68,2.93,2.19,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,28/01/2024,00:00,Racing Club,Union de Santa Fe,0,1,A,1.83,3.29,5.39,1.84,3.52,5.39,1.78,3.29,4.86,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,28/01/2024,20:00,Godoy Cruz,Defensa y Justicia,2,0,H,1.95,3.32,4.5,2.01,3.4,4.8,1.9,3.21,4.3,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,28/01/2024,22:00,River Plate,Argentinos Jrs,1,1,D,1.56,4.03,6.74,1.6,4.03,6.8,1.55,3.83,6.06,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,29/01/2024,00:00,Estudiantes L.P.,Belgrano,1,0,H,2.0,3.1,4.7,2.04,3.19,4.7,1.97,3.02,4.3,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,30/01/2024,00:00,Instituto,Atl. Tucuman,3,0,H,2.42,2.83,3.75,2.44,2.81,3.89,2.33,2.73,3.6,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,30/01/2024,20:00,Huracan,Talleres Cordoba,1,2,A,2.6,2.93,3.25,2.69,3.0,3.5,2.55,2.91,2.99,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,30/01/2024,22:15,Gimnasia L.P.,Ind. Rivadavia,2,3,A,1.88,3.2,5.2,2.05,3.25,5.2,1.91,3.1,4.48,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,30/01/2024,22:15,Rosario Central,Banfield,0,0,D,2.24,2.95,4.03,2.35,2.95,4.03,2.23,2.86,3.66,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,31/01/2024,00:30,Lanus,Newells Old Boys,0,2,A,2.53,2.84,3.24,2.68,2.9,3.55,2.55,2.79,3.1,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,31/01/2024,00:30,Velez Sarsfield,Independiente,0,1,A,2.77,2.79,3.2,2.77,2.9,3.2,2.65,2.79,2.97,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,31/01/2024,20:00,Argentinos Jrs,Dep. Riestra,2,0,H,2.04,3.03,4.68,2.09,3.35,5.14,1.97,3.0,4.38,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,31/01/2024,20:45,Defensa y Justicia,Platense,3,0,H,2.31,3.08,3.62,2.36,3.11,3.8,2.25,3.0,3.42,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,31/01/2024,22:15,Belgrano,San Lorenzo,1,1,D,2.14,2.84,4.65,2.2,3.1,4.65,2.12,2.83,4.12,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,31/01/2024,23:00,Racing Club,Tigre,3,0,H,1.88,3.38,4.76,1.95,3.5,4.76,1.87,3.31,4.29,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,01/02/2024,00:30,Barracas Central,River Plate,0,2,A,5.26,3.63,1.63,6.0,3.9,1.78,5.32,3.64,1.64,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,01/02/2024,22:00,Boca Juniors,Sarmiento Junin,1,1,D,1.58,3.77,7.2,1.7,3.77,7.6,1.59,3.57,6.26,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,02/02/2024,00:30,Central Cordoba,Godoy Cruz,0,2,A,4.45,2.92,2.14,4.5,3.06,2.31,4.03,2.91,2.1,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,02/02/2024,00:30,Union de Santa Fe,Estudiantes L.P.,0,1,A,2.75,2.93,3.05,2.9,3.0,3.06,2.66,2.84,2.92,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,03/02/2024,22:00,Independiente,Gimnasia L.P.,0,1,A,1.94,3.22,4.78,2.11,3.14,4.79,2.0,3.04,4.14,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,04/02/2024,00:15,Ind. Rivadavia,Huracan,2,0,H,3.15,2.87,2.73,3.15,3.0,2.73,3.02,2.84,2.58,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,04/02/2024,00:15,Talleres Cordoba,Rosario Central,4,1,H,1.78,3.41,5.56,1.9,3.45,5.75,1.77,3.3,4.97,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,04/02/2024,20:00,Dep. Riestra,Barracas Central,0,1,A,2.65,2.82,3.32,2.65,2.9,3.5,2.49,2.78,3.23,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,04/02/2024,22:15,River Plate,Velez Sarsfield,5,0,H,1.58,3.82,6.89,1.7,3.83,6.89,1.58,3.66,6.0,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,04/02/2024,23:30,Platense,Central Cordoba,1,0,H,2.08,2.97,4.63,2.2,3.1,4.63,2.07,2.93,4.07,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,05/02/2024,00:30,Newells Old Boys,Belgrano,1,0,H,1.93,3.06,5.44,2.07,3.1,5.44,1.9,2.98,4.83,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,05/02/2024,20:30,Godoy Cruz,Lanus,1,0,H,2.26,2.99,3.9,2.26,3.1,4.0,2.17,2.99,3.62,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,05/02/2024,21:00,San Lorenzo,Union de Santa Fe,0,0,D,2.38,2.65,4.24,2.38,2.8,4.24,2.3,2.68,3.81,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,05/02/2024,22:45,Tigre,Boca Juniors,0,2,A,3.58,2.9,2.45,3.7,3.0,2.5,3.49,2.84,2.32,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,06/02/2024,00:30,Estudiantes L.P.,Racing Club,0,0,D,2.26,3.12,3.7,2.26,3.25,3.73,2.17,3.06,3.51,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,06/02/2024,01:00,Banfield,Instituto,0,2,A,2.66,2.58,3.71,2.66,2.7,3.88,2.45,2.6,3.59,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,09/02/2024,00:15,Huracan,Independiente,0,0,D,2.67,2.73,3.42,2.82,2.8,3.42,2.64,2.69,3.11,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,08/02/2024,22:30,Rosario Central,Ind. Rivadavia,1,0,H,2.04,3.15,4.43,2.13,3.2,4.5,2.02,3.05,4.07,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,07/02/2024,00:15,Atl. Tucuman,Argentinos Jrs,0,0,D,2.58,2.92,3.31,2.64,3.0,3.35,2.48,2.86,3.15,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,06/02/2024,22:00,Sarmiento Junin,Defensa y Justicia,2,3,A,2.98,2.89,2.84,3.06,2.92,2.94,2.81,2.85,2.77,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,09/02/2024,22:00,Estudiantes L.P.,Tigre,2,0,H,1.68,3.64,5.98,1.8,3.8,5.98,1.67,3.49,5.41,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,09/02/2024,22:00,Union de Santa Fe,Newells Old Boys,1,3,A,3.16,2.73,2.85,3.28,2.76,2.89,3.05,2.67,2.72,,,,,,,2024.0
Argentina,Copa De La Liga Profesional,2024,10/02/2024,00:15,Racing Club,San Lorenzo,4,1,H,2.27,2.94,3.97,2.28,3.0,4.52,2.16,2.9,3.8,,,,,,,2024.0
