Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2019-08-16,Bayern Munich,2,1,17,7,12,6,3,0,Hertha,2,2,6,3,0,17,3,0,D,A,1.18,7.55,15.04,1.4,3.4,1.34,3.24,1.84,2.04,0.0,0.0,2.0,8.0,1
2019-08-17,Dortmund,5,1,23,10,10,8,0,0,Augsburg,1,1,5,1,0,6,0,0,H,D,1.22,6.62,13.38,1.46,2.95,1.43,2.79,2.02,1.85,0.0,0.0,4.0,3.0,2
2019-08-17,Freiburg,3,0,19,8,5,6,1,0,Mainz,0,0,19,5,5,15,3,0,H,D,2.2,3.37,3.36,2.0,1.95,1.93,1.88,1.91,1.98,0.0,0.0,7.0,11.0,2
2019-08-17,Leverkusen,3,2,13,4,6,8,2,0,Paderborn,2,2,11,6,6,9,0,0,H,D,1.28,5.97,10.27,1.45,3.25,1.38,3.03,1.95,1.93,0.0,0.0,9.0,11.0,2
2019-08-17,Werder Bremen,1,0,23,10,14,8,0,0,Fortuna Dusseldorf,3,1,12,7,5,13,2,0,A,A,1.74,3.93,4.57,1.72,2.28,1.67,2.21,1.96,1.92,0.0,0.0,14.0,8.0,0
2019-08-17,Wolfsburg,2,1,14,5,2,14,1,0,FC Koln,1,0,11,2,6,18,3,0,H,H,1.91,3.74,3.91,1.72,2.29,1.67,2.21,1.9,1.98,0.0,0.0,14.0,8.0,2
2019-08-17,M'gladbach,0,0,16,4,8,8,3,0,Schalke 04,0,0,8,1,3,10,2,0,D,D,2.06,3.49,3.6,1.83,2.11,1.78,2.04,2.06,1.82,0.0,0.0,10.0,12.0,1
2019-08-18,Ein Frankfurt,1,1,17,8,10,16,3,0,Hoffenheim,0,0,10,1,5,9,1,0,H,H,2.32,3.65,2.92,1.58,2.6,1.54,2.46,2.02,1.86,0.0,0.0,10.0,11.0,2
2019-08-18,Union Berlin,0,0,13,2,3,14,1,0,RB Leipzig,4,3,14,8,6,5,0,0,A,A,4.63,4.02,1.72,1.76,2.23,1.71,2.13,1.96,1.92,0.0,0.0,12.0,11.0,0
2019-08-23,FC Koln,1,1,13,1,7,11,2,0,Dortmund,3,0,14,6,8,10,1,0,A,H,6.18,4.74,1.48,1.48,2.86,1.45,2.73,1.86,2.02,0.0,3.0,13.0,1.0,0
2019-08-24,Schalke 04,0,0,9,2,3,11,0,0,Bayern Munich,3,1,10,6,4,10,0,0,A,A,8.12,4.93,1.38,1.66,2.41,1.59,2.35,2.06,1.83,1.0,1.0,11.0,8.0,0
2019-08-24,Paderborn,1,1,15,2,9,20,3,0,Freiburg,3,2,9,4,5,6,1,0,A,A,2.38,3.6,2.84,1.8,2.44,1.61,2.31,2.05,1.83,0.0,3.0,12.0,4.0,0
2019-08-24,Mainz,1,1,21,4,3,12,2,0,M'gladbach,3,1,15,6,5,14,2,0,A,D,2.86,3.42,2.46,1.85,2.09,1.8,2.03,2.06,1.83,0.0,1.0,16.0,10.0,0
2019-08-24,Augsburg,1,0,12,4,3,16,3,0,Union Berlin,1,0,13,1,4,19,1,1,D,D,2.24,3.32,3.31,2.03,1.92,1.95,1.86,1.95,1.93,0.0,0.0,16.0,17.0,1
2019-08-24,Fortuna Dusseldorf,1,0,11,6,1,14,3,0,Leverkusen,3,3,11,7,5,10,2,0,A,A,4.36,4.2,1.72,1.5,2.84,1.46,2.69,1.96,1.91,3.0,3.0,6.0,7.0,0
2019-08-24,Hoffenheim,3,0,10,3,3,13,2,0,Werder Bremen,2,1,18,6,6,15,5,1,H,A,1.88,3.92,3.83,1.53,2.78,1.49,2.62,1.87,2.01,0.0,0.0,14.0,15.0,2
2019-08-25,RB Leipzig,2,1,13,5,4,10,2,0,Ein Frankfurt,1,0,11,5,1,13,3,0,H,H,1.49,4.63,6.06,1.53,2.69,1.5,2.59,1.81,2.07,3.0,3.0,6.0,8.0,2
