Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2003-08-09,Bradford,2,0,16,9,8,7,1,0,Norwich,2,1,5,3,5,14,2,0,Scott Mathieson,D,A,0.0,0.0,1.0,11.0,1
2003-08-09,Wimbledon,3,1,8,4,3,6,1,0,Crewe,1,1,7,3,5,5,0,0,K Hill,H,D,0.0,0.0,24.0,6.0,2
2003-08-09,Walsall,4,3,11,8,4,6,1,0,West Brom,1,0,17,7,7,9,1,0,T Bates,H,H,0.0,0.0,19.0,21.0,2
2003-08-09,Rotherham,0,0,12,5,8,11,1,0,Cardiff,0,0,6,4,6,7,1,0,Peter Walton,D,D,0.0,0.0,16.0,6.0,1
2003-08-09,Preston,1,1,15,6,7,15,0,0,West Ham,2,1,9,7,4,10,3,0,P Danson,A,D,0.0,0.0,15.0,21.0,0
2003-08-09,Sheffield United,0,0,12,8,4,13,0,0,Gillingham,0,0,8,1,4,22,2,0,G Laws,D,D,0.0,0.0,17.0,12.0,1
2003-08-09,Millwall,2,0,10,4,4,17,1,0,Wigan,0,0,11,8,6,20,5,0,Andy Hall,H,D,0.0,0.0,15.0,21.0,2
2003-08-09,Ipswich,1,0,13,4,2,8,1,0,Reading,1,0,7,4,6,20,3,1,B Curson,D,D,0.0,0.0,15.0,17.0,1
2003-08-09,Derby,0,0,13,5,6,11,2,0,Stoke,3,2,11,7,5,19,2,0,Howard Webb,A,A,0.0,0.0,16.0,18.0,0
2003-08-09,Burnley,2,2,7,2,6,15,2,0,Crystal Palace,3,2,6,2,1,17,2,2,C Foy,A,D,0.0,0.0,14.0,16.0,0
2003-08-09,Nott'm Forest,2,2,8,6,17,13,0,0,Sunderland,0,0,15,10,6,17,3,0,M Ryan,H,H,0.0,0.0,16.0,17.0,2
2003-08-16,Stoke,2,1,19,8,12,12,1,0,Wimbledon,1,0,6,2,4,8,3,0,P Robinson,H,H,3.0,3.0,2.0,3.0,2
2003-08-16,Wigan,1,0,17,8,8,16,1,0,Preston,1,0,12,7,5,12,4,0,M Fletcher,D,D,0.0,0.0,22.0,19.0,1
2003-08-16,West Ham,0,0,6,5,5,20,4,0,Sheffield United,0,0,5,2,6,5,2,0,K Hill,D,D,3.0,1.0,7.0,15.0,1
2003-08-16,West Brom,4,1,12,5,5,14,2,0,Burnley,1,1,7,4,4,13,4,0,M Clattenburg,H,D,0.0,0.0,23.0,20.0,2
2003-08-16,Sunderland,0,0,10,9,8,15,1,0,Millwall,1,1,6,4,5,20,2,0,T Leake,A,A,0.0,3.0,22.0,4.0,0
2003-08-16,Reading,3,0,16,9,9,14,1,0,Nott'm Forest,0,0,13,2,5,11,1,0,R Olivier,H,D,1.0,3.0,13.0,5.0,2
2003-08-16,Crewe,1,0,14,5,8,9,0,0,Ipswich,0,0,18,13,8,12,3,0,R Pearson,H,D,0.0,1.0,21.0,13.0,2
2003-08-16,Gillingham,0,0,13,4,6,17,1,0,Derby,0,0,10,5,5,13,3,0,C Penton,D,D,1.0,0.0,15.0,22.0,1
2003-08-16,Crystal Palace,1,1,5,3,3,11,1,1,Watford,0,0,8,4,8,19,2,0,Phil Dowd,H,H,3.0,0.0,7.0,22.0,2
2003-08-16,Coventry,0,0,25,15,2,11,2,1,Walsall,0,0,6,1,2,13,0,0,Chris Foy,D,D,0.0,3.0,21.0,6.0,1
2003-08-16,Cardiff,0,0,21,11,10,10,0,0,Bradford,2,1,8,5,4,20,3,0,Lee Cable,A,A,1.0,1.0,15.0,13.0,0
2003-08-16,Norwich,2,2,10,5,7,12,0,0,Rotherham,0,0,11,5,3,12,2,1,N Barry,H,H,1.0,1.0,14.0,16.0,2
2003-08-23,Rotherham,1,1,13,6,8,7,3,0,West Ham,0,0,11,5,2,12,1,0,M Pike,H,H,1.0,4.0,20.0,8.0,2
2003-08-23,Wimbledon,1,1,9,6,4,7,1,0,Crystal Palace,3,0,12,10,9,3,1,0,Peter Walton,A,H,3.0,6.0,10.0,3.0,0
2003-08-23,Walsall,1,0,9,6,9,15,4,1,Stoke,1,1,10,6,6,12,4,0,P Taylor,D,A,4.0,6.0,5.0,2.0,1
2003-08-23,Sheffield United,1,1,12,9,7,8,0,0,Norwich,0,0,8,4,6,19,3,0,C Foy,H,H,2.0,4.0,15.0,7.0,2
2003-08-23,Preston,0,0,17,6,10,18,2,0,Sunderland,2,2,11,7,1,10,4,0,T Bates,A,A,1.0,0.0,17.0,23.0,0
2003-08-23,Watford,0,0,13,5,12,16,1,0,West Brom,1,0,6,1,5,17,1,0,P Armstrong,A,D,0.0,3.0,23.0,11.0,0
2003-08-23,Millwall,1,0,9,6,4,22,1,0,Crewe,1,0,11,8,6,10,3,0,S Tomlin,D,D,6.0,3.0,3.0,13.0,1
2003-08-23,Ipswich,1,1,9,5,7,12,3,0,Coventry,1,1,14,8,10,4,1,0,Frazer Stretton,D,D,1.0,1.0,18.0,17.0,1
2003-08-23,Derby,2,1,13,8,2,15,3,0,Reading,3,3,8,8,8,9,1,0,Colin Webster,A,A,1.0,4.0,22.0,7.0,0
2003-08-23,Burnley,0,0,15,5,10,12,2,0,Wigan,2,1,9,5,2,15,3,0,A Butler,A,A,0.0,1.0,24.0,19.0,0
2003-08-23,Nott'm Forest,1,0,10,5,7,14,2,0,Cardiff,2,2,13,6,9,14,2,0,Howard Webb,A,A,3.0,1.0,15.0,20.0,0
2003-08-23,Bradford,0,0,13,6,4,8,2,0,Gillingham,1,0,16,6,5,9,1,0,G Salisbury,A,D,4.0,2.0,8.0,19.0,0
