Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2020-09-11,Watford,1,1,10,2,6,13,1,0,Middlesbrough,0,0,11,4,6,14,0,0,K Stroud,H,H,1.98,3.34,3.96,2.3,1.74,2.21,1.66,1.98,1.85,0.0,0.0,23.0,12.0,2
2020-09-12,QPR,2,0,9,3,4,13,1,0,Nott'm Forest,0,0,6,0,2,11,2,0,T Robinson,H,D,3.02,3.22,2.4,2.21,1.78,2.13,1.71,1.79,2.06,0.0,0.0,17.0,15.0,2
2020-09-12,Preston,0,0,11,4,2,16,0,0,Swansea,1,0,6,1,3,11,0,0,R Jones,A,D,2.32,3.19,3.19,2.29,1.7,2.22,1.66,1.99,1.85,0.0,0.0,16.0,21.0,0
2020-09-12,Millwall,0,0,9,1,2,15,1,0,Stoke,0,0,13,4,8,13,1,0,J Simpson,D,D,2.58,3.07,2.89,2.45,1.63,2.36,1.58,1.81,2.04,0.0,0.0,15.0,20.0,1
2020-09-12,Derby,0,0,9,2,6,15,3,0,Reading,2,2,8,3,2,7,2,0,D Bond,A,A,2.04,3.44,3.62,2.0,1.93,1.94,1.87,2.04,1.81,0.0,0.0,14.0,18.0,0
2020-09-12,Cardiff,0,0,7,2,4,10,0,0,Sheffield Weds,2,2,8,4,6,19,1,0,A Madley,A,A,2.11,3.27,3.62,2.2,1.76,2.14,1.71,1.81,2.04,0.0,0.0,13.0,19.0,0
2020-09-12,Huddersfield,0,0,7,1,3,19,1,0,Norwich,1,0,16,5,7,15,3,0,G Eltringham,A,D,3.41,3.34,2.15,2.16,1.84,2.04,1.78,2.0,1.84,0.0,0.0,15.0,17.0,0
2020-09-12,Bournemouth,3,1,12,5,5,12,2,0,Blackburn,2,1,15,2,2,16,0,0,G Ward,H,D,2.02,3.43,3.72,2.07,1.9,1.98,1.82,2.01,1.83,0.0,0.0,12.0,11.0,2
2020-09-12,Barnsley,0,0,10,1,5,14,1,0,Luton,1,0,3,1,6,10,3,0,Jj Gillett,A,D,2.06,3.41,3.59,2.02,1.91,1.94,1.86,2.06,1.78,0.0,0.0,10.0,15.0,0
2020-09-12,Wycombe,0,0,10,4,3,12,1,0,Rotherham,1,0,12,2,4,19,1,0,J Linington,A,D,2.76,3.31,2.53,2.01,1.92,1.94,1.86,2.0,1.84,0.0,0.0,16.0,15.0,0
2020-09-12,Birmingham,1,1,11,3,6,16,4,0,Brentford,0,0,16,4,3,11,1,0,T Harrington,H,H,4.46,3.54,1.82,2.06,1.9,1.98,1.83,2.02,1.82,0.0,0.0,12.0,13.0,2
2020-09-12,Bristol City,2,1,11,6,5,10,2,0,Coventry,1,1,16,4,7,12,1,0,J Brooks,H,D,2.16,3.33,3.41,2.1,1.84,2.03,1.79,1.85,1.99,0.0,0.0,13.0,14.0,2
2020-09-18,Coventry,3,1,12,5,7,10,1,0,QPR,2,1,7,4,4,11,2,0,S Martin,H,D,2.43,3.26,3.0,2.12,1.84,2.04,1.78,2.08,1.78,0.0,3.0,15.0,1.0,2
2020-09-19,Reading,2,0,6,5,6,11,1,0,Barnsley,0,0,9,2,5,20,2,2,T Robinson,H,D,2.41,3.22,3.03,2.14,1.85,2.05,1.78,2.06,1.79,3.0,0.0,1.0,16.0,2
2020-09-19,Swansea,0,0,8,5,5,10,0,0,Birmingham,0,0,10,3,8,13,1,0,G Ward,D,D,2.06,3.17,3.93,2.4,1.66,2.32,1.61,2.06,1.79,3.0,3.0,10.0,6.0,1
2020-09-19,Sheffield Weds,0,0,8,1,2,17,2,0,Watford,0,0,6,3,8,22,2,0,J Gillett,D,D,2.83,3.14,2.6,2.39,1.67,2.32,1.61,2.01,1.84,3.0,3.0,4.0,11.0,1
2020-09-19,Rotherham,0,0,14,1,8,14,1,0,Millwall,1,0,8,2,3,11,2,0,L Doughty,A,D,2.83,3.07,2.64,2.45,1.63,2.37,1.59,1.99,1.86,3.0,1.0,11.0,13.0,0
2020-09-19,Norwich,2,1,14,6,4,6,1,0,Preston,2,2,16,6,9,13,2,0,J Brooks,D,A,1.82,3.55,4.41,2.06,1.9,1.99,1.83,1.82,2.03,3.0,0.0,11.0,19.0,1
2020-09-19,Middlesbrough,1,0,18,7,7,12,1,0,Bournemouth,1,1,9,4,7,20,2,0,M Donohue,D,A,2.85,3.19,2.54,2.27,1.72,2.2,1.67,2.05,1.81,0.0,3.0,19.0,9.0,1
2020-09-19,Luton,2,1,9,3,4,15,2,0,Derby,1,0,14,3,5,13,0,0,D Whitestone,H,H,2.73,3.16,2.67,2.08,1.89,2.0,1.82,1.95,1.9,3.0,0.0,11.0,22.0,2
2020-09-19,Brentford,3,0,23,6,6,13,1,0,Huddersfield,0,0,10,4,3,9,0,0,C Pawson,H,D,1.56,3.9,6.25,2.06,1.87,2.0,1.82,2.01,1.83,0.0,0.0,18.0,19.0,2
2020-09-19,Blackburn,5,3,23,16,12,17,0,0,Wycombe,0,0,9,1,2,13,1,1,P Bankes,H,H,1.59,3.87,5.9,2.02,1.96,1.96,1.86,2.05,1.8,0.0,0.0,18.0,19.0,2
