Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2016-08-05,Fulham,1,1,5,3,2,12,1,0,Newcastle,0,0,8,2,2,11,3,0,S Hooper,H,H,0.0,0.0,11.0,15.0,2
2016-08-06,Rotherham,2,2,6,3,3,11,2,0,Wolves,2,1,9,5,6,8,1,1,S Duncan,D,H,0.0,0.0,20.0,23.0,1
2016-08-06,Nott'm Forest,4,2,14,4,8,13,2,0,Burton,3,2,16,3,6,8,2,0,A Woolmer,H,D,0.0,0.0,18.0,11.0,2
2016-08-06,Ipswich,4,0,9,7,5,17,2,0,Barnsley,2,0,14,5,4,11,3,0,K Stroud,H,D,0.0,0.0,15.0,6.0,2
2016-08-06,Huddersfield,2,0,16,7,5,13,1,0,Brentford,1,0,8,4,2,9,1,0,G Eltringham,H,D,0.0,0.0,14.0,9.0,2
2016-08-06,Reading,1,1,15,5,6,13,2,0,Preston,0,0,7,3,1,16,3,0,A Davies,H,H,0.0,0.0,18.0,16.0,2
2016-08-06,Bristol City,2,0,24,6,10,7,1,0,Wigan,1,1,11,3,2,13,4,0,J Adcock,H,A,0.0,0.0,12.0,19.0,2
2016-08-06,Blackburn,1,0,5,2,7,9,1,0,Norwich,4,3,12,7,3,16,2,0,T Harrington,A,A,0.0,0.0,11.0,16.0,0
2016-08-06,Birmingham,0,0,14,3,5,12,1,0,Cardiff,0,0,13,5,5,16,0,0,T Robinson,D,D,0.0,0.0,11.0,13.0,1
2016-08-06,Derby,0,0,12,4,1,13,2,0,Brighton,0,0,16,5,7,17,2,0,J Simpson,D,D,0.0,0.0,14.0,13.0,1
2016-08-07,QPR,3,1,15,8,5,8,2,0,Leeds,0,0,8,0,5,13,1,0,O Langford,H,H,0.0,0.0,16.0,15.0,2
2016-08-07,Sheffield Weds,1,0,17,6,12,14,3,0,Aston Villa,0,0,12,2,9,9,3,0,S Martin,H,D,0.0,0.0,16.0,15.0,2
2016-08-12,Brighton,3,1,17,7,6,19,3,0,Nott'm Forest,0,0,14,2,7,15,4,0,A Madley,H,H,1.0,3.0,13.0,4.0,2
2016-08-13,Norwich,0,0,6,2,10,11,1,0,Sheffield Weds,0,0,7,5,4,11,1,0,A Woolmer,D,D,3.0,3.0,2.0,9.0,1
2016-08-13,Wolves,2,1,14,7,5,7,2,0,Reading,0,0,9,1,5,10,2,0,D Bond,H,H,1.0,3.0,12.0,9.0,2
2016-08-13,Wigan,3,2,20,4,5,16,2,0,Blackburn,0,0,7,2,4,9,3,0,G Scott,H,H,0.0,0.0,18.0,23.0,2
2016-08-13,Preston,1,0,15,3,6,10,0,0,Fulham,2,1,16,5,8,11,2,0,J Adcock,A,A,0.0,3.0,21.0,10.0,0
2016-08-13,Newcastle,1,0,13,4,4,6,1,0,Huddersfield,2,1,8,3,1,10,2,0,O Langford,A,A,0.0,3.0,20.0,10.0,0
