Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2011-08-05,Hull,0,0,12,4,4,8,2,0,Blackpool,1,0,10,3,6,7,1,0,S Mathieson,A,D,0.0,0.0,12.0,3.0,0
2011-08-06,Southampton,3,2,12,6,4,14,0,0,Leeds,1,0,6,4,7,22,4,0,K Wright,H,H,0.0,0.0,21.0,13.0,2
2011-08-06,Reading,2,0,9,3,4,5,1,0,Millwall,2,0,12,5,6,12,4,0,A Bates,D,D,0.0,0.0,20.0,16.0,1
2011-08-06,Nott'm Forest,0,0,11,5,7,12,1,0,Barnsley,0,0,7,1,3,16,2,0,A Haines,D,D,0.0,0.0,18.0,5.0,1
2011-08-06,Middlesbrough,2,1,11,6,4,13,2,0,Portsmouth,2,0,9,4,4,18,5,0,G Salisbury,D,H,0.0,0.0,18.0,20.0,1
2011-08-06,Peterboro,2,0,18,12,9,9,0,0,Crystal Palace,1,1,9,5,1,16,4,0,J Linington,H,A,0.0,0.0,20.0,15.0,2
2011-08-06,Coventry,0,0,11,7,4,12,2,1,Leicester,1,0,7,3,4,13,4,1,D Deadman,A,D,0.0,0.0,15.0,19.0,0
2011-08-06,Burnley,2,0,20,11,3,11,1,0,Watford,2,1,13,8,2,11,1,0,M Brown,D,A,0.0,0.0,14.0,19.0,1
2011-08-06,Bristol City,0,0,11,5,12,2,0,0,Ipswich,3,1,8,4,3,7,0,0,M Haywood,A,A,0.0,0.0,15.0,19.0,0
2011-08-06,Brighton,2,0,18,10,9,11,2,0,Doncaster,1,1,9,5,4,13,3,0,E Ilderton,H,A,0.0,0.0,15.0,18.0,2
2011-08-06,Derby,2,2,7,4,4,13,3,0,Birmingham,1,1,20,8,6,12,1,0,N Swarbrick,H,H,0.0,0.0,17.0,15.0,2
2011-08-07,West Ham,0,0,15,9,11,12,0,0,Cardiff,1,0,13,4,5,6,1,0,H Webb,A,D,0.0,0.0,17.0,16.0,0
2011-08-13,Leicester,0,0,14,5,7,9,0,0,Reading,2,0,11,7,2,11,1,0,K Stroud,A,D,3.0,1.0,8.0,13.0,0
2011-08-13,Watford,0,0,18,11,12,9,3,0,Derby,1,0,4,3,4,10,5,0,D Deadman,A,D,1.0,3.0,14.0,5.0,0
2011-08-13,Portsmouth,0,0,11,3,5,23,5,0,Brighton,1,1,4,4,6,16,3,0,N Swarbrick,A,A,1.0,3.0,13.0,5.0,0
