Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,Referee,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2006-08-05,Barnsley,1,1,16,4,4,19,2,0,Cardiff,2,2,11,6,3,8,1,0,L Mason,A,A,0.0,0.0,1.0,4.0,0
2006-08-05,West Brom,2,0,13,9,6,14,1,0,Hull,0,0,8,3,7,15,2,0,L Probert,H,D,0.0,0.0,22.0,8.0,2
2006-08-05,Preston,0,0,13,6,7,10,2,0,Sheffield Weds,0,0,14,5,0,8,1,1,P Walton,D,D,0.0,0.0,15.0,17.0,1
2006-08-05,Plymouth,1,1,12,10,11,18,4,0,Wolves,1,0,4,2,2,12,2,0,I Williamson,D,H,0.0,0.0,16.0,22.0,1
2006-08-05,Luton,2,1,12,5,8,21,2,0,Leicester,0,0,11,4,4,15,3,0,C Penton,H,H,0.0,0.0,16.0,15.0,2
2006-08-05,Southend,1,1,12,8,9,7,0,0,Stoke,0,0,10,6,7,13,1,0,M Russell,H,H,0.0,0.0,19.0,20.0,2
2006-08-05,Ipswich,1,1,9,3,8,15,2,0,Crystal Palace,2,0,8,6,4,16,2,0,K Wright,A,H,0.0,0.0,15.0,13.0,0
2006-08-05,Burnley,2,0,14,9,9,14,3,0,QPR,0,0,10,6,4,14,0,0,M Clattenburg,H,D,0.0,0.0,11.0,17.0,2
2006-08-05,Birmingham,2,1,12,6,5,8,1,1,Colchester,1,0,11,5,4,9,0,0,K Stroud,H,H,0.0,0.0,11.0,12.0,2
2006-08-05,Leeds,1,1,8,5,4,13,2,0,Norwich,0,0,11,4,4,15,0,0,G Laws,H,H,0.0,0.0,14.0,15.0,2
2006-08-06,Coventry,2,0,7,4,6,18,1,0,Sunderland,1,0,10,5,5,19,1,0,C Foy,H,D,0.0,0.0,13.0,16.0,2
2006-08-06,Derby,2,1,15,8,8,11,0,0,Southampton,2,0,13,6,5,12,2,0,A D'Urso,D,H,0.0,0.0,14.0,15.0,1
2006-08-08,QPR,2,0,16,9,5,19,1,0,Leeds,2,0,13,9,6,19,4,0,K Friend,D,D,0.0,3.0,24.0,8.0,1
2006-08-08,Wolves,1,1,8,6,2,15,0,1,Ipswich,0,0,7,1,4,13,3,0,T Kettle,H,H,1.0,0.0,13.0,19.0,2
2006-08-08,Stoke,2,1,6,2,3,13,1,0,Derby,0,0,2,1,7,9,3,0,M Clattenburg,H,H,0.0,1.0,21.0,11.0,2
2006-08-08,Sheffield Weds,0,0,13,4,4,6,0,0,Luton,1,1,10,5,1,5,2,0,A Bates,A,A,1.0,3.0,15.0,4.0,0
2006-08-08,Norwich,2,0,14,9,3,12,1,0,Preston,0,0,7,3,5,18,3,1,P Joslin,H,D,0.0,1.0,21.0,14.0,2
2006-08-08,Crystal Palace,3,0,5,4,5,9,0,0,Southend,1,1,5,2,6,9,0,0,K Hill,H,A,3.0,3.0,9.0,12.0,2
2006-08-08,Hull,2,2,15,7,2,11,1,0,Barnsley,3,1,16,11,5,7,0,0,S Mathieson,A,H,0.0,0.0,23.0,19.0,0
