Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-08-11,Den Haag,0,0,17,6,8,11,2,0,Utrecht,3,1,16,8,5,12,1,0,A,A,0.0,0.0,3.0,14.0,0
2017-08-12,Heracles,2,0,14,8,3,15,1,0,Ajax,1,0,29,11,8,16,1,0,H,D,0.0,0.0,8.0,3.0,2
2017-08-12,PSV Eindhoven,3,1,25,9,10,10,0,0,AZ Alkmaar,2,1,15,8,7,16,3,0,H,D,0.0,0.0,9.0,3.0,2
2017-08-12,Vitesse,4,3,16,6,9,7,0,0,NAC Breda,1,0,5,4,3,12,1,0,H,H,0.0,0.0,13.0,8.0,2
2017-08-12,VVV Venlo,3,1,12,6,3,15,0,0,Sparta Rotterdam,0,0,8,2,5,15,1,1,H,H,0.0,0.0,12.0,10.0,2
2017-08-13,Feyenoord,2,1,15,7,4,10,2,0,Twente,1,1,7,3,1,24,4,0,H,D,0.0,0.0,7.0,11.0,2
2017-08-13,Groningen,3,0,16,5,6,11,1,0,Heerenveen,3,2,19,8,6,15,2,0,D,A,0.0,0.0,8.0,9.0,1
2017-08-13,Willem II,1,0,9,2,8,7,3,0,Excelsior,2,1,9,3,1,13,3,0,A,A,0.0,0.0,11.0,9.0,0
2017-08-13,Zwolle,4,1,29,10,7,8,0,0,Roda,2,1,10,6,2,9,1,0,H,D,0.0,0.0,11.0,10.0,2
2017-08-18,Roda,1,0,15,4,5,17,1,0,Vitesse,3,1,10,4,9,14,2,0,A,A,0.0,3.0,15.0,1.0,0
2017-08-19,AZ Alkmaar,2,1,32,9,8,12,2,0,Den Haag,0,0,6,1,8,11,3,1,H,H,0.0,0.0,11.0,16.0,2
2017-08-19,Heerenveen,1,0,19,6,10,15,3,0,Heracles,1,1,7,3,3,13,0,0,D,A,1.0,3.0,11.0,9.0,1
2017-08-19,Twente,1,0,11,4,3,7,2,0,VVV Venlo,2,2,9,5,6,5,2,0,A,A,0.0,3.0,13.0,4.0,0
2017-08-20,Sparta Rotterdam,1,1,7,4,1,0,4,0,Zwolle,1,1,12,4,9,5,3,0,D,D,0.0,3.0,16.0,5.0,1
2017-08-20,NAC Breda,1,1,9,4,6,20,3,0,PSV Eindhoven,4,1,26,9,8,13,1,0,A,D,0.0,3.0,16.0,7.0,0
2017-08-20,Utrecht,2,2,9,5,3,12,0,0,Willem II,0,0,4,1,4,13,2,0,H,H,3.0,0.0,6.0,14.0,2
2017-08-20,Ajax,3,1,27,7,12,9,0,0,Groningen,1,0,7,2,2,11,3,0,H,H,0.0,1.0,13.0,11.0,2
2017-08-20,Excelsior,0,0,7,4,3,19,1,0,Feyenoord,1,1,11,3,6,14,2,0,A,A,3.0,3.0,9.0,10.0,0
2017-08-25,NAC Breda,2,1,11,7,9,16,4,0,Sparta Rotterdam,2,0,10,3,6,18,2,0,D,H,0.0,1.0,18.0,13.0,1
2017-08-26,Den Haag,1,0,13,1,5,9,1,0,Heerenveen,2,0,16,9,7,18,2,0,A,D,0.0,2.0,18.0,11.0,0
2017-08-26,Heracles,2,1,18,6,3,10,1,0,Excelsior,2,1,11,5,4,17,2,1,D,D,4.0,3.0,8.0,11.0,1
2017-08-26,Vitesse,1,0,16,4,4,8,1,0,AZ Alkmaar,2,1,27,9,7,15,3,0,A,A,6.0,3.0,1.0,10.0,0
2017-08-26,Zwolle,2,1,16,4,4,12,2,0,Twente,0,0,10,3,5,12,3,0,H,H,4.0,0.0,9.0,15.0,2
2017-08-27,VVV Venlo,0,0,11,3,3,7,2,0,Ajax,2,0,22,7,8,7,1,0,A,D,6.0,3.0,5.0,11.0,0
2017-08-27,PSV Eindhoven,2,2,23,9,5,10,0,0,Roda,0,0,6,2,4,14,1,0,H,H,6.0,0.0,4.0,16.0,2
2017-08-27,Feyenoord,5,4,16,8,11,9,0,0,Willem II,0,0,4,1,1,10,1,0,H,H,6.0,0.0,8.0,15.0,2
2017-08-27,Groningen,2,2,5,3,0,16,2,0,Utrecht,1,0,30,13,13,12,3,0,H,H,1.0,6.0,13.0,4.0,2
2017-09-09,Ajax,3,1,21,8,5,10,2,0,Zwolle,0,0,11,3,4,18,1,0,H,H,6.0,7.0,6.0,3.0,2
