Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2018-04-14,Cruzeiro,Gremio,0.0,1.0,A,NA,NA,NA,NA,1.98,3.16,4.15,0,0,9,12,0
2018-04-14,Vitoria,Flamengo RJ,2.0,2.0,D,NA,NA,NA,NA,3.4,3.31,2.14,0,0,19,10,1
2018-04-15,Santos,Ceara,2.0,0.0,H,NA,NA,NA,NA,1.55,3.88,6.12,0,0,16,9,2
2018-04-15,America MG,Sport Recife,3.0,0.0,H,NA,NA,NA,NA,1.96,3.27,4.01,0,0,5,17,2
2018-04-15,Corinthians,Fluminense,2.0,1.0,H,NA,NA,NA,NA,1.62,3.55,6.03,0,0,11,12,2
2018-04-15,Internacional,Bahia,2.0,0.0,H,NA,NA,NA,NA,1.74,3.42,5.05,0,0,12,9,2
2018-04-15,Vasco,Atletico-MG,2.0,1.0,H,NA,NA,NA,NA,2.79,3.15,2.57,0,0,15,9,2
2018-04-15,Athletico-PR,Chapecoense-SC,5.0,1.0,H,NA,NA,NA,NA,2.08,3.17,3.72,0,0,9,11,2
2018-04-17,Botafogo RJ,Palmeiras,1.0,1.0,D,NA,NA,NA,NA,3.61,3.23,2.08,0,0,10,11,1
2018-04-17,Sao Paulo,Parana,1.0,0.0,H,NA,NA,NA,NA,1.42,4.19,8.2,0,0,13,12,2
2018-04-21,Flamengo RJ,America MG,2.0,0.0,H,NA,NA,NA,NA,1.41,4.43,8.0,1,3,9,2,2
2018-04-21,Bahia,Santos,1.0,0.0,H,NA,NA,NA,NA,2.26,3.12,3.34,0,3,17,4,2
2018-04-22,Parana,Corinthians,0.0,4.0,A,NA,NA,NA,NA,3.79,2.96,2.16,0,3,17,5,0
2018-04-22,Atletico-MG,Vitoria,2.0,1.0,H,NA,NA,NA,NA,1.54,4.02,6.14,0,1,14,11,2
2018-04-22,Ceara,Sao Paulo,0.0,0.0,D,NA,NA,NA,NA,2.94,3.11,2.47,0,3,17,9,1
2018-04-22,Chapecoense-SC,Vasco,1.0,1.0,D,NA,NA,NA,NA,1.84,3.4,4.43,0,3,19,8,1
2018-04-22,Fluminense,Cruzeiro,1.0,0.0,H,NA,NA,NA,NA,2.61,3.11,2.79,0,0,17,18,2
2018-04-22,Palmeiras,Internacional,1.0,0.0,H,NA,NA,NA,NA,1.6,3.63,6.11,1,3,14,6,2
2018-04-22,Gremio,Athletico-PR,0.0,0.0,D,NA,NA,NA,NA,1.61,3.61,6.08,3,3,10,6,1
2018-04-24,Sport Recife,Botafogo RJ,1.0,1.0,D,NA,NA,NA,NA,2.21,3.16,3.38,0,1,19,14,1
2018-04-28,Botafogo RJ,Gremio,2.0,1.0,H,NA,NA,NA,NA,2.51,3.02,2.97,2,4,14,6,2
2018-04-29,Parana,Sport Recife,1.0,2.0,A,NA,NA,NA,NA,2.21,3.17,3.35,0,1,20,17,0
2018-04-29,Internacional,Cruzeiro,0.0,0.0,D,NA,NA,NA,NA,1.88,3.22,4.47,3,0,11,19,1
2018-04-29,Palmeiras,Chapecoense-SC,0.0,0.0,D,NA,NA,NA,NA,1.31,4.84,10.64,4,1,7,19,1
2018-04-29,Atletico-MG,Corinthians,1.0,0.0,H,NA,NA,NA,NA,1.97,3.28,3.96,3,6,13,1,2
2018-04-29,Ceara,Flamengo RJ,0.0,3.0,A,NA,NA,NA,NA,3.21,3.12,2.31,1,4,18,6,0
2018-04-29,Bahia,Athletico-PR,0.0,0.0,D,NA,NA,NA,NA,1.99,3.26,3.93,3,4,15,6,1
2018-04-29,Fluminense,Sao Paulo,1.0,1.0,D,NA,NA,NA,NA,2.44,3.12,2.99,3,4,15,9,1
2018-05-01,America MG,Vitoria,2.0,1.0,H,NA,NA,NA,NA,2.01,3.23,3.88,3,1,14,17,2
2018-05-05,Sao Paulo,Atletico-MG,2.0,2.0,D,NA,NA,NA,NA,2.04,3.27,3.71,5,6,8,4,1
2018-05-05,Vasco,America MG,4.0,1.0,H,NA,NA,NA,NA,2.03,3.17,3.9,4,6,9,4,2
