Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2016-05-14,Flamengo RJ,Sport Recife,1.0,0.0,H,NA,NA,NA,NA,1.58,3.8,5.7,0,0,10,19,2
2016-05-14,Palmeiras,Athletico-PR,4.0,0.0,H,NA,NA,NA,NA,1.74,3.52,4.72,0,0,14,3,2
2016-05-14,Atletico-MG,Santos,1.0,0.0,H,NA,NA,NA,NA,2.84,3.14,2.47,0,0,4,16,2
2016-05-15,Figueirense,Ponte Preta,0.0,0.0,D,NA,NA,NA,NA,2.3,3.08,3.21,0,0,10,14,1
2016-05-15,Corinthians,Gremio,0.0,0.0,D,NA,NA,NA,NA,1.8,3.3,4.67,0,0,9,13,1
2016-05-15,America MG,Fluminense,0.0,1.0,A,NA,NA,NA,NA,2.49,3.16,2.8,0,0,8,13,0
2016-05-15,Internacional,Chapecoense-SC,0.0,0.0,D,NA,NA,NA,NA,1.63,3.53,5.78,0,0,13,10,1
2016-05-15,Botafogo RJ,Sao Paulo,0.0,1.0,A,NA,NA,NA,NA,1.9,3.3,4.11,0,0,11,15,0
2016-05-15,Coritiba,Cruzeiro,1.0,0.0,H,NA,NA,NA,NA,2.69,3.09,2.66,0,0,12,13,2
2016-05-15,Santa Cruz,Vitoria,4.0,1.0,H,NA,NA,NA,NA,1.9,3.31,4.05,0,0,13,14,2
2016-05-21,Ponte Preta,Palmeiras,2.0,1.0,H,NA,NA,NA,NA,2.71,3.08,2.63,1,3,13,1,2
2016-05-21,Fluminense,Santa Cruz,2.0,2.0,D,NA,NA,NA,NA,1.62,3.66,5.53,3,3,7,3,1
2016-05-22,Vitoria,Corinthians,3.0,2.0,H,NA,NA,NA,NA,3.01,3.09,2.38,0,1,19,10,2
2016-05-22,Cruzeiro,Figueirense,2.0,2.0,D,NA,NA,NA,NA,1.4,4.12,8.77,0,1,17,11,1
