Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2012-05-19,Palmeiras,Portuguesa,1.0,1.0,D,NA,NA,NA,NA,1.69,3.5,4.9,0,0,14,16,1
2012-05-19,Sport Recife,Flamengo RJ,1.0,1.0,D,NA,NA,NA,NA,2.59,3.23,2.58,0,0,19,11,1
2012-05-20,Figueirense,Nautico,2.0,1.0,H,NA,NA,NA,NA,1.59,3.67,5.64,0,0,12,16,2
2012-05-20,Botafogo RJ,Sao Paulo,4.0,2.0,H,NA,NA,NA,NA,2.35,3.26,2.84,0,0,9,18,2
2012-05-20,Corinthians,Fluminense,0.0,1.0,A,NA,NA,NA,NA,1.89,3.33,3.89,0,0,10,13,0
2012-05-20,Internacional,Coritiba,2.0,0.0,H,NA,NA,NA,NA,1.66,3.55,5.1,0,0,14,11,2
2012-05-20,Ponte Preta,Atletico-MG,0.0,1.0,A,NA,NA,NA,NA,2.74,3.23,2.45,0,0,14,10,0
2012-05-20,Bahia,Santos,0.0,0.0,D,NA,NA,NA,NA,2.3,3.22,2.97,0,0,11,14,1
2012-05-20,Cruzeiro,Atletico GO,0.0,0.0,D,NA,NA,NA,NA,1.78,3.47,4.3,0,0,13,12,1
2012-05-20,Vasco,Gremio,2.0,1.0,H,NA,NA,NA,NA,2.08,3.25,3.41,0,0,15,14,2
2012-05-26,Flamengo RJ,Internacional,3.0,3.0,D,NA,NA,NA,NA,1.99,3.23,3.74,1,3,7,2,1
2012-05-26,Portuguesa,Vasco,0.0,1.0,A,NA,NA,NA,NA,2.62,3.22,2.54,1,3,9,4,0
2012-05-26,Atletico GO,Ponte Preta,1.0,1.0,D,NA,NA,NA,NA,1.66,3.59,5.04,1,0,10,18,1
2012-05-27,Nautico,Cruzeiro,0.0,0.0,D,NA,NA,NA,NA,2.67,3.18,2.55,0,1,17,12,1
