Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-05-13,Flamengo RJ,Atletico-MG,1.0,1.0,D,NA,NA,NA,NA,1.87,3.49,4.04,0,0,11,3,1
2017-05-13,Corinthians,Chapecoense-SC,1.0,1.0,D,NA,NA,NA,NA,1.34,4.55,9.79,0,0,9,8,1
2017-05-14,Fluminense,Santos,3.0,2.0,H,NA,NA,NA,NA,1.92,3.43,3.9,0,0,12,16,2
2017-05-14,Avai,Vitoria,0.0,0.0,D,NA,NA,NA,NA,2.32,3.11,3.15,0,0,8,19,1
2017-05-14,Bahia,Athletico-PR,6.0,2.0,H,NA,NA,NA,NA,1.72,3.37,5.25,0,0,10,8,2
2017-05-14,Cruzeiro,Sao Paulo,1.0,0.0,H,NA,NA,NA,NA,1.99,3.19,3.95,0,0,12,16,2
2017-05-14,Palmeiras,Vasco,4.0,0.0,H,NA,NA,NA,NA,1.4,4.41,7.88,0,0,14,17,2
2017-05-14,Ponte Preta,Sport Recife,4.0,0.0,H,NA,NA,NA,NA,1.61,3.69,5.65,0,0,15,16,2
2017-05-14,Gremio,Botafogo RJ,2.0,0.0,H,NA,NA,NA,NA,1.69,3.48,5.27,0,0,15,13,2
2017-05-16,Coritiba,Atletico GO,4.0,1.0,H,NA,NA,NA,NA,1.6,3.6,5.99,0,0,14,13,2
2017-05-20,Atletico GO,Flamengo RJ,0.0,3.0,A,NA,NA,NA,NA,4.02,3.32,1.92,0,1,17,11,0
2017-05-20,Chapecoense-SC,Palmeiras,1.0,0.0,H,NA,NA,NA,NA,3.03,3.19,2.34,1,3,10,3,2
2017-05-20,Santos,Coritiba,1.0,0.0,H,NA,NA,NA,NA,1.58,3.88,5.56,0,3,14,5,2
2017-05-21,Vasco,Bahia,2.0,1.0,H,NA,NA,NA,NA,1.82,3.46,4.31,0,3,19,3,2
