Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2025-03-29,Cruzeiro,Mirassol,2.0,1.0,H,NA,NA,NA,NA,1.58,3.66,6.75,0,0,7,14,2
2025-03-29,Fortaleza,Fluminense,2.0,0.0,H,NA,NA,NA,NA,2.46,2.98,3.21,0,0,10,9,2
2025-03-29,Gremio,Atletico-MG,2.0,1.0,H,NA,NA,NA,NA,2.68,3.02,2.85,0,0,10,3,2
2025-03-29,Juventude,Vitoria,2.0,0.0,H,NA,NA,NA,NA,2.19,3.13,3.58,0,0,11,17,2
2025-03-29,Sao Paulo,Sport Recife,0.0,0.0,D,NA,NA,NA,NA,1.75,3.37,5.38,0,0,14,15,1
2025-03-30,Flamengo RJ,Internacional,1.0,1.0,D,NA,NA,NA,NA,1.79,3.47,4.79,0,0,12,13,1
2025-03-30,Palmeiras,Botafogo RJ,0.0,0.0,D,NA,NA,NA,NA,1.67,3.6,5.7,0,0,14,10,1
2025-03-30,Vasco,Santos,2.0,1.0,H,NA,NA,NA,NA,2.33,3.07,3.34,0,0,16,15,2
2025-03-31,Bahia,Corinthians,1.0,1.0,D,NA,NA,NA,NA,1.82,3.48,4.61,0,0,12,15,1
2025-04-01,Bragantino,Ceara,2.0,2.0,D,NA,NA,NA,NA,1.96,3.32,4.1,0,0,14,15,1
2025-04-05,Corinthians,Vasco,3.0,0.0,H,NA,NA,NA,NA,1.58,3.89,6.16,1,3,9,5,2
2025-04-05,Ceara,Gremio,2.0,0.0,H,NA,NA,NA,NA,2.1,3.18,3.8,1,3,8,5,2
2025-04-06,Botafogo RJ,Juventude,2.0,0.0,H,NA,NA,NA,NA,1.4,4.52,8.59,1,3,12,4,2
2025-04-06,Atletico-MG,Sao Paulo,0.0,0.0,D,NA,NA,NA,NA,2.0,3.05,4.42,0,1,16,14,1
2025-04-06,Fluminense,Bragantino,2.0,1.0,H,NA,NA,NA,NA,1.83,3.36,4.78,0,1,19,10,2
2025-04-06,Internacional,Cruzeiro,3.0,0.0,H,NA,NA,NA,NA,1.62,3.66,6.14,1,3,13,5,2
2025-04-06,Mirassol,Fortaleza,1.0,1.0,D,NA,NA,NA,NA,2.34,2.99,3.43,0,3,18,5,1
2025-04-06,Sport Recife,Palmeiras,1.0,2.0,A,NA,NA,NA,NA,3.15,2.98,2.49,1,1,15,14,0
2025-04-06,Vitoria,Flamengo RJ,1.0,2.0,A,NA,NA,NA,NA,5.15,3.32,1.79,0,1,20,14,0
2025-04-07,Santos,Bahia,2.0,2.0,D,NA,NA,NA,NA,2.1,3.13,3.86,0,1,19,14,1
2025-04-12,Palmeiras,Corinthians,2.0,0.0,H,NA,NA,NA,NA,1.76,3.44,5.14,4,4,7,1,2
2025-04-12,Juventude,Ceara,2.0,1.0,H,NA,NA,NA,NA,2.27,3.09,3.44,3,4,8,3,2
2025-04-12,Bragantino,Botafogo RJ,1.0,0.0,H,NA,NA,NA,NA,2.97,3.06,2.56,1,4,15,5,2
2025-04-13,Vasco,Sport Recife,3.0,1.0,H,NA,NA,NA,NA,1.94,3.35,4.16,3,1,13,19,2
2025-04-13,Bahia,Mirassol,1.0,1.0,D,NA,NA,NA,NA,1.5,4.05,7.06,2,1,14,17,1
2025-04-13,Gremio,Flamengo RJ,0.0,2.0,A,NA,NA,NA,NA,4.47,3.43,1.85,3,4,13,8,0
2025-04-13,Sao Paulo,Cruzeiro,1.0,1.0,D,NA,NA,NA,NA,1.88,3.14,4.87,2,3,15,13,1
2025-04-13,Fluminense,Santos,1.0,0.0,H,NA,NA,NA,NA,1.79,3.27,5.21,3,1,14,17,2
2025-04-14,Fortaleza,Internacional,0.0,0.0,D,NA,NA,NA,NA,3.0,3.09,2.52,4,4,7,6,1
2025-04-14,Atletico-MG,Vitoria,2.0,2.0,D,NA,NA,NA,NA,1.56,3.81,6.64,1,0,17,20,1
2025-04-16,Internacional,Palmeiras,0.0,1.0,A,NA,NA,NA,NA,2.75,2.94,2.85,5,7,6,2,0
2025-04-16,Corinthians,Fluminense,0.0,2.0,A,NA,NA,NA,NA,2.19,3.01,3.8,4,6,9,5,0
2025-04-16,Sport Recife,Bragantino,0.0,1.0,A,NA,NA,NA,NA,2.37,3.18,3.17,1,4,20,10,0
2025-04-16,Mirassol,Gremio,4.0,1.0,H,NA,NA,NA,NA,2.97,2.99,2.6,2,3,17,15,2
2025-04-16,Botafogo RJ,Sao Paulo,2.0,2.0,D,NA,NA,NA,NA,1.83,3.28,4.9,4,3,11,15,1
2025-04-16,Ceara,Vasco,2.0,1.0,H,NA,NA,NA,NA,2.22,3.16,3.48,4,6,11,6,2
2025-04-17,Flamengo RJ,Juventude,6.0,0.0,H,NA,NA,NA,NA,1.21,6.39,14.52,7,6,3,6,2
2025-04-17,Santos,Atletico-MG,2.0,0.0,H,NA,NA,NA,NA,2.44,3.13,3.08,1,2,18,17,2
2025-04-17,Vitoria,Fortaleza,2.0,1.0,H,NA,NA,NA,NA,2.35,3.04,3.32,1,5,19,10,2
2025-04-18,Cruzeiro,Bahia,3.0,0.0,H,NA,NA,NA,NA,2.3,3.07,3.42,4,3,16,17,2
2025-04-19,Corinthians,Sport Recife,2.0,1.0,H,NA,NA,NA,NA,1.73,3.47,5.27,4,1,15,20,2
2025-04-19,Vasco,Flamengo RJ,0.0,0.0,D,NA,NA,NA,NA,8.45,4.31,1.41,6,10,8,1,1
2025-04-20,Fortaleza,Palmeiras,1.0,2.0,A,NA,NA,NA,NA,4.13,3.18,2.01,5,10,13,2,0
2025-04-20,Sao Paulo,Santos,2.0,1.0,H,NA,NA,NA,NA,2.34,2.93,3.52,4,4,15,14,2
2025-04-20,Fluminense,Vitoria,1.0,1.0,D,NA,NA,NA,NA,1.67,3.47,5.99,9,4,3,16,1
2025-04-20,Juventude,Mirassol,2.0,2.0,D,NA,NA,NA,NA,2.35,3.04,3.34,6,5,10,11,1
2025-04-20,Atletico-MG,Botafogo RJ,1.0,0.0,H,NA,NA,NA,NA,2.22,3.27,3.35,2,5,19,13,2
2025-04-20,Gremio,Internacional,1.0,1.0,D,NA,NA,NA,NA,3.38,2.93,2.39,3,5,19,12,1
2025-04-21,Bragantino,Cruzeiro,1.0,0.0,H,NA,NA,NA,NA,2.18,3.23,3.5,7,7,6,5,2
2025-04-22,Bahia,Ceara,1.0,0.0,H,NA,NA,NA,NA,1.79,3.63,4.54,3,7,19,5,2
2025-04-26,Internacional,Juventude,3.0,1.0,H,NA,NA,NA,NA,1.4,4.6,8.21,6,7,12,10,2
2025-04-26,Ceara,Sao Paulo,1.0,1.0,D,NA,NA,NA,NA,2.35,2.82,3.64,7,7,6,7,1
2025-04-26,Mirassol,Atletico-MG,2.0,2.0,D,NA,NA,NA,NA,3.24,3.04,2.4,6,5,12,17,1
2025-04-27,Vitoria,Gremio,1.0,1.0,D,NA,NA,NA,NA,2.37,3.07,3.26,5,4,17,19,1
2025-04-27,Palmeiras,Bahia,0.0,1.0,A,NA,NA,NA,NA,1.55,4.04,6.22,13,6,1,15,0
2025-04-27,Cruzeiro,Vasco,1.0,0.0,H,NA,NA,NA,NA,2.23,3.01,3.63,7,7,11,12,2
2025-04-27,Botafogo RJ,Fluminense,2.0,0.0,H,NA,NA,NA,NA,2.14,3.02,3.87,5,10,17,4,2
2025-04-27,Sport Recife,Fortaleza,0.0,0.0,D,NA,NA,NA,NA,2.05,3.28,3.82,1,5,20,17,1
2025-04-27,Flamengo RJ,Corinthians,4.0,0.0,H,NA,NA,NA,NA,1.48,4.11,7.29,11,7,2,12,2
2025-04-28,Santos,Bragantino,1.0,2.0,A,NA,NA,NA,NA,2.17,3.18,3.58,4,10,19,3,0
2025-05-03,Sao Paulo,Fortaleza,0.0,0.0,D,NA,NA,NA,NA,1.85,3.19,4.98,8,6,10,15,1
2025-05-03,Ceara,Vitoria,1.0,0.0,H,NA,NA,NA,NA,2.26,2.86,3.82,8,6,10,16,2
2025-05-03,Corinthians,Internacional,4.0,2.0,H,NA,NA,NA,NA,2.62,2.89,3.06,7,9,14,7,2
2025-05-03,Fluminense,Sport Recife,2.0,1.0,H,NA,NA,NA,NA,1.75,3.45,5.17,10,2,6,20,2
2025-05-04,Cruzeiro,Flamengo RJ,2.0,1.0,H,NA,NA,NA,NA,4.67,3.26,1.88,10,14,6,1,2
2025-05-04,Bahia,Botafogo RJ,1.0,0.0,H,NA,NA,NA,NA,1.98,3.36,3.94,9,8,10,11,2
2025-05-04,Gremio,Santos,1.0,0.0,H,NA,NA,NA,NA,2.27,3.1,3.43,5,4,18,19,2
2025-05-04,Vasco,Palmeiras,0.0,1.0,A,NA,NA,NA,NA,6.42,3.64,1.6,7,13,15,2,0
2025-05-05,Bragantino,Mirassol,1.0,0.0,H,NA,NA,NA,NA,1.82,3.38,4.75,13,7,3,13,2
2025-05-06,Juventude,Atletico-MG,0.0,1.0,A,NA,NA,NA,NA,3.36,3.16,2.27,7,6,16,17,0
2025-05-10,Fortaleza,Juventude,5.0,0.0,H,NA,NA,NA,NA,1.58,3.93,5.97,7,7,15,17,2
2025-05-10,Gremio,Bragantino,1.0,1.0,D,NA,NA,NA,NA,2.64,3.13,2.79,8,16,14,2,1
2025-05-10,Mirassol,Corinthians,2.0,1.0,H,NA,NA,NA,NA,2.88,3.02,2.66,7,10,15,9,2
2025-05-10,Vitoria,Vasco,2.0,1.0,H,NA,NA,NA,NA,1.98,3.31,4.04,6,7,18,16,2
2025-05-11,Flamengo RJ,Bahia,1.0,0.0,H,NA,NA,NA,NA,1.39,4.54,8.57,14,12,3,6,2
2025-05-11,Sport Recife,Cruzeiro,0.0,4.0,A,NA,NA,NA,NA,2.5,2.98,3.12,2,13,20,4,0
2025-05-11,Atletico-MG,Fluminense,3.0,2.0,H,NA,NA,NA,NA,1.93,3.22,4.4,9,13,13,5,2
2025-05-11,Palmeiras,Sao Paulo,1.0,0.0,H,NA,NA,NA,NA,1.76,3.33,5.36,16,9,4,13,2
2025-05-12,Botafogo RJ,Internacional,4.0,0.0,H,NA,NA,NA,NA,1.72,3.52,5.32,8,9,16,12,2
2025-05-13,Santos,Ceara,0.0,0.0,D,NA,NA,NA,NA,2.42,2.93,3.35,4,11,19,9,1
2025-05-17,Vasco,Fortaleza,3.0,0.0,H,NA,NA,NA,NA,2.48,2.98,3.19,7,10,17,10,2
2025-05-17,Ceara,Sport Recife,2.0,0.0,H,NA,NA,NA,NA,1.92,3.26,4.46,12,2,6,20,2
2025-05-18,Sao Paulo,Gremio,2.0,1.0,H,NA,NA,NA,NA,1.64,3.69,5.84,9,9,14,17,2
2025-05-18,Bahia,Vitoria,2.0,1.0,H,NA,NA,NA,NA,1.72,3.48,5.39,12,9,9,16,2
2025-05-18,Corinthians,Santos,1.0,0.0,H,NA,NA,NA,NA,2.08,3.08,4.03,10,5,14,19,2
2025-05-18,Juventude,Fluminense,1.0,1.0,D,NA,NA,NA,NA,3.8,3.28,2.09,7,13,18,7,1
2025-05-18,Bragantino,Palmeiras,1.0,2.0,A,NA,NA,NA,NA,3.93,3.18,2.07,17,19,3,1,0
2025-05-18,Flamengo RJ,Botafogo RJ,0.0,0.0,D,NA,NA,NA,NA,1.74,3.48,5.17,17,11,2,11,1
2025-05-19,Cruzeiro,Atletico-MG,0.0,0.0,D,NA,NA,NA,NA,2.54,3.08,2.98,16,12,4,11,1
2025-05-19,Internacional,Mirassol,1.0,1.0,D,NA,NA,NA,NA,1.68,3.73,5.31,9,10,15,12,1
2025-05-24,Fluminense,Vasco,2.0,1.0,H,NA,NA,NA,NA,1.81,3.35,4.92,14,10,7,14,2
2025-05-24,Sao Paulo,Mirassol,0.0,2.0,A,NA,NA,NA,NA,1.71,3.51,5.39,12,11,11,12,0
2025-05-25,Vitoria,Santos,0.0,1.0,A,NA,NA,NA,NA,2.23,3.06,3.56,9,5,16,19,0
2025-05-25,Sport Recife,Internacional,1.0,1.0,D,NA,NA,NA,NA,2.56,3.05,2.98,2,10,20,14,1
2025-05-25,Palmeiras,Flamengo RJ,0.0,2.0,A,NA,NA,NA,NA,2.23,3.04,3.59,22,18,1,2,0
2025-05-25,Gremio,Bahia,1.0,0.0,H,NA,NA,NA,NA,2.46,3.14,3.04,9,15,17,7,2
2025-05-25,Atletico-MG,Corinthians,0.0,0.0,D,NA,NA,NA,NA,1.72,3.47,5.4,13,13,9,10,1
2025-05-26,Fortaleza,Cruzeiro,0.0,2.0,A,NA,NA,NA,NA,2.27,3.1,3.43,10,17,15,3,0
2025-05-27,Bragantino,Juventude,1.0,0.0,H,NA,NA,NA,NA,1.42,4.35,8.14,17,8,4,19,2
2025-05-31,Bahia,Sao Paulo,2.0,1.0,H,NA,NA,NA,NA,1.88,3.14,4.91,15,12,7,12,2
2025-06-01,Cruzeiro,Palmeiras,2.0,1.0,H,NA,NA,NA,NA,3.05,2.89,2.63,20,22,3,1,2
2025-06-01,Flamengo RJ,Fortaleza,5.0,0.0,H,NA,NA,NA,NA,1.35,4.88,9.4,21,10,3,15,2
2025-06-01,Ceara,Atletico-MG,0.0,1.0,A,NA,NA,NA,NA,2.8,2.89,2.86,15,14,7,9,0
2025-06-01,Corinthians,Vitoria,0.0,0.0,D,NA,NA,NA,NA,1.71,3.34,5.87,14,9,10,17,1
2025-06-01,Juventude,Gremio,0.0,2.0,A,NA,NA,NA,NA,3.16,3.18,2.37,8,12,19,13,0
2025-06-01,Mirassol,Sport Recife,1.0,0.0,H,NA,NA,NA,NA,1.87,3.34,4.55,14,3,11,20,2
2025-06-01,Vasco,Bragantino,0.0,2.0,A,NA,NA,NA,NA,2.43,3.18,3.06,10,20,15,4,0
2025-06-01,Santos,Botafogo RJ,0.0,1.0,A,NA,NA,NA,NA,2.1,3.13,3.87,8,12,18,12,0
2025-06-02,Internacional,Fluminense,0.0,2.0,A,NA,NA,NA,NA,2.16,3.08,3.74,11,17,14,7,0
2025-06-05,Botafogo RJ,Ceara,3.0,2.0,H,NA,NA,NA,NA,1.56,3.8,6.81,15,15,9,10,2
2025-06-12,Bragantino,Bahia,0.0,3.0,A,NA,NA,NA,NA,2.23,3.09,3.38,23,18,3,7,0
2025-06-12,Vitoria,Cruzeiro,0.0,0.0,D,NA,NA,NA,NA,3.36,3.03,2.28,10,23,16,2,1
2025-06-12,Fortaleza,Santos,2.0,3.0,A,NA,NA,NA,NA,2.23,3.1,3.38,10,8,17,18,0
2025-06-13,Sao Paulo,Vasco,1.0,3.0,A,NA,NA,NA,NA,1.84,3.1,4.93,12,10,13,17,0
2025-06-13,Gremio,Corinthians,1.0,1.0,D,NA,NA,NA,NA,2.32,2.89,3.45,15,15,12,11,1
2025-06-13,Atletico-MG,Internacional,2.0,0.0,H,NA,NA,NA,NA,1.89,3.26,4.32,17,11,9,16,2
2025-07-12,Vasco,Botafogo RJ,0.0,2.0,A,NA,NA,NA,NA,3.56,3.1,2.15,13,18,13,8,0
2025-07-12,Internacional,Vitoria,1.0,0.0,H,NA,NA,NA,NA,1.54,3.73,6.58,11,11,17,16,2
2025-07-12,Flamengo RJ,Sao Paulo,2.0,0.0,H,NA,NA,NA,NA,1.44,3.95,8.21,24,12,1,15,2
2025-07-13,Bahia,Atletico-MG,2.0,1.0,H,NA,NA,NA,NA,2.11,3.03,3.8,21,20,6,8,2
2025-07-13,Corinthians,Bragantino,1.0,2.0,A,NA,NA,NA,NA,1.94,3.17,4.19,16,23,10,4,0
