Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2024-04-13,Criciuma,Juventude,1.0,1.0,D,NA,NA,NA,NA,2.13,3.0,3.89,0,0,8,16,1
2024-04-13,Internacional,Bahia,2.0,1.0,H,NA,NA,NA,NA,1.87,3.38,4.31,0,0,16,6,2
2024-04-14,Fluminense,Bragantino,2.0,2.0,D,NA,NA,NA,NA,1.78,3.48,4.79,0,0,13,8,1
2024-04-14,Sao Paulo,Fortaleza,1.0,2.0,A,NA,NA,NA,NA,1.88,3.29,4.47,0,0,17,14,0
2024-04-14,Athletico-PR,Cuiaba,4.0,0.0,H,NA,NA,NA,NA,1.57,3.69,6.61,0,0,7,13,2
2024-04-14,Atletico GO,Flamengo RJ,1.0,2.0,A,NA,NA,NA,NA,4.83,3.69,1.72,0,0,8,13,0
2024-04-14,Corinthians,Atletico-MG,0.0,0.0,D,NA,NA,NA,NA,2.56,2.98,3.0,0,0,11,9,1
2024-04-14,Vasco,Gremio,2.0,1.0,H,NA,NA,NA,NA,2.17,3.22,3.4,0,0,15,13,2
2024-04-14,Cruzeiro,Botafogo RJ,3.0,2.0,H,NA,NA,NA,NA,2.2,3.12,3.5,0,0,13,12,2
2024-04-14,Vitoria,Palmeiras,0.0,1.0,A,NA,NA,NA,NA,3.72,3.32,2.04,0,0,14,13,0
2024-04-17,Bragantino,Vasco,2.0,1.0,H,NA,NA,NA,NA,1.94,3.44,3.96,1,3,8,6,2
2024-04-17,Gremio,Athletico-PR,2.0,0.0,H,NA,NA,NA,NA,2.6,3.22,2.75,0,3,17,2,2
2024-04-17,Bahia,Fluminense,2.0,1.0,H,NA,NA,NA,NA,2.11,3.4,3.43,0,1,17,10,2
2024-04-18,Atletico-MG,Criciuma,1.0,1.0,D,NA,NA,NA,NA,1.43,4.31,7.83,1,1,13,11,1
2024-04-18,Fortaleza,Cruzeiro,1.0,1.0,D,NA,NA,NA,NA,1.96,3.28,4.11,3,3,6,3,1
2024-04-18,Juventude,Corinthians,2.0,0.0,H,NA,NA,NA,NA,3.47,2.93,2.33,1,1,13,14,2
2024-04-18,Palmeiras,Internacional,0.0,1.0,A,NA,NA,NA,NA,1.68,3.55,5.55,3,3,9,8,0
