Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2021-05-29,Cuiaba,Juventude,2.0,2.0,D,NA,NA,NA,NA,2.21,3.06,3.51,0,0,10,16,1
2021-05-30,Bahia,Santos,3.0,0.0,H,NA,NA,NA,NA,2.36,3.15,3.09,0,0,7,18,2
2021-05-30,Sao Paulo,Fluminense,0.0,0.0,D,NA,NA,NA,NA,1.9,3.12,4.65,0,0,18,13,1
2021-05-30,Atletico-MG,Fortaleza,1.0,2.0,A,NA,NA,NA,NA,1.47,4.14,6.98,0,0,9,15,0
2021-05-30,Ceara,Gremio,3.0,2.0,H,NA,NA,NA,NA,3.62,3.09,2.16,0,0,11,15,2
2021-05-30,Flamengo RJ,Palmeiras,1.0,0.0,H,NA,NA,NA,NA,1.82,3.52,4.33,0,0,14,16,2
2021-05-30,Athletico-PR,America MG,1.0,0.0,H,NA,NA,NA,NA,2.44,2.95,3.18,0,0,10,9,2
2021-05-30,Chapecoense-SC,Bragantino,0.0,3.0,A,NA,NA,NA,NA,3.88,3.25,2.02,0,0,12,11,0
2021-05-30,Corinthians,Atletico GO,0.0,1.0,A,NA,NA,NA,NA,2.01,3.22,3.9,0,0,12,11,0
2021-05-31,Internacional,Sport Recife,2.0,2.0,D,NA,NA,NA,NA,1.32,5.07,9.41,0,0,12,13,1
2021-06-05,Atletico GO,Sao Paulo,2.0,0.0,H,NA,NA,NA,NA,3.38,2.84,2.41,3,1,6,13,2
2021-06-06,Bragantino,Bahia,3.0,3.0,D,NA,NA,NA,NA,1.95,3.31,4.05,3,3,3,2,1
2021-06-06,Santos,Ceara,3.0,1.0,H,NA,NA,NA,NA,1.96,3.32,4.0,0,3,20,4,2
2021-06-06,Fluminense,Cuiaba,1.0,0.0,H,NA,NA,NA,NA,1.71,3.45,5.31,1,1,13,9,2
2021-06-06,America MG,Corinthians,0.0,1.0,A,NA,NA,NA,NA,2.12,3.03,3.81,0,0,17,18,0
2021-06-06,Fortaleza,Internacional,5.0,1.0,H,NA,NA,NA,NA,2.66,2.93,2.9,3,1,5,11,2
2021-06-06,Juventude,Athletico-PR,0.0,3.0,A,NA,NA,NA,NA,2.82,2.95,2.7,1,3,11,6,0
2021-06-06,Palmeiras,Chapecoense-SC,3.0,1.0,H,NA,NA,NA,NA,1.37,4.51,8.91,0,0,18,20,2
2021-06-07,Sport Recife,Atletico-MG,0.0,1.0,A,NA,NA,NA,NA,4.23,3.33,1.9,1,0,12,18,0
