Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2020-10-30,Gimnasia L.P.,Patronato,3,0,H,NA,NA,NA,NA,1.9,3.15,4.95,0,0,11,17,2
2020-10-31,Talleres Cordoba,Newells Old Boys,3,1,H,NA,NA,NA,NA,2.84,2.99,2.45,0,0,22,16,2
2020-10-31,Aldosivi,Estudiantes L.P.,0,0,D,NA,NA,NA,NA,3.36,2.94,2.22,0,0,1,10,1
2020-10-31,Velez Sarsfield,Huracan,1,1,D,NA,NA,NA,NA,1.7,3.23,5.25,0,0,24,13,1
2020-10-31,Argentinos Jrs,San Lorenzo,0,0,D,NA,NA,NA,NA,2.52,2.89,2.89,0,0,2,21,1
2020-11-01,Central Cordoba,Independiente,0,1,A,NA,NA,NA,NA,2.72,2.93,2.67,0,0,7,14,0
2020-11-01,Union de Santa Fe,Arsenal Sarandi,0,0,D,NA,NA,NA,NA,2.86,2.94,2.51,0,0,23,3,1
2020-11-01,Racing Club,Atl. Tucuman,1,4,A,NA,NA,NA,NA,1.42,4.16,7.18,0,0,18,4,0
2020-11-01,Lanus,Boca Juniors,1,2,A,NA,NA,NA,NA,5.38,3.88,1.56,0,0,15,6,0
2020-11-01,Defensa y Justicia,Colon Santa FE,0,3,A,NA,NA,NA,NA,1.82,3.39,4.11,0,0,9,8,0
2020-11-03,Rosario Central,Godoy Cruz,2,1,H,NA,NA,NA,NA,1.8,3.47,4.12,0,0,20,12,2
2020-11-04,River Plate,Banfield,1,3,A,NA,NA,NA,NA,1.33,4.66,9.49,0,0,19,5,0
2020-11-06,Patronato,Huracan,1,2,A,NA,NA,NA,NA,2.32,2.91,3.25,0,0,17,13,0
2020-11-07,Argentinos Jrs,Aldosivi,0,1,A,NA,NA,NA,NA,1.63,3.45,5.67,0,0,2,1,0
2020-11-07,Banfield,Godoy Cruz,1,0,H,NA,NA,NA,NA,1.75,3.51,4.48,0,0,5,12,2
2020-11-07,San Lorenzo,Estudiantes L.P.,2,0,H,NA,NA,NA,NA,2.78,2.9,2.66,0,0,21,10,2
2020-11-08,Union de Santa Fe,Racing Club,2,0,H,NA,NA,NA,NA,3.43,3.12,2.14,0,0,23,18,2
2020-11-08,Gimnasia L.P.,Velez Sarsfield,2,2,D,NA,NA,NA,NA,3.01,2.92,2.46,0,0,11,24,1
2020-11-08,River Plate,Rosario Central,2,1,H,NA,NA,NA,NA,1.44,4.21,6.76,0,0,19,20,2
2020-11-08,Arsenal Sarandi,Atl. Tucuman,1,2,A,NA,NA,NA,NA,2.17,3.2,3.25,0,0,3,4,0
2020-11-09,Newells Old Boys,Boca Juniors,0,2,A,NA,NA,NA,NA,4.33,3.34,1.82,0,0,16,6,0
2020-11-09,Independiente,Colon Santa FE,1,1,D,NA,NA,NA,NA,1.79,3.35,4.5,0,0,14,8,1
2020-11-09,Talleres Cordoba,Lanus,1,1,D,NA,NA,NA,NA,1.97,3.5,3.51,0,0,22,15,1
2020-11-10,Central Cordoba,Defensa y Justicia,2,2,D,NA,NA,NA,NA,3.07,3.04,2.36,0,0,7,9,1
2020-11-13,Rosario Central,Banfield,2,4,A,NA,NA,NA,NA,2.53,3.19,2.67,0,0,20,5,0
2020-11-14,Atl. Tucuman,Union de Santa Fe,3,1,H,NA,NA,NA,NA,2.45,2.96,2.98,0,0,4,23,2
2020-11-14,Aldosivi,San Lorenzo,1,4,A,NA,NA,NA,NA,3.2,2.91,2.36,0,0,1,21,0
2020-11-14,Lanus,Newells Old Boys,2,4,A,NA,NA,NA,NA,2.86,3.33,2.32,0,0,15,16,0
2020-11-14,Racing Club,Arsenal Sarandi,0,2,A,NA,NA,NA,NA,1.76,3.65,4.23,0,0,18,3,0
2020-11-15,Defensa y Justicia,Independiente,0,0,D,NA,NA,NA,NA,2.11,3.17,3.42,0,0,9,14,1
2020-11-15,Godoy Cruz,River Plate,0,1,A,NA,NA,NA,NA,5.28,4.1,1.55,0,0,12,19,0
2020-11-15,Huracan,Gimnasia L.P.,3,2,H,NA,NA,NA,NA,3.81,2.96,2.08,0,0,13,11,2
2020-11-15,Estudiantes L.P.,Argentinos Jrs,0,1,A,NA,NA,NA,NA,2.36,2.84,3.28,0,0,10,2,0
2020-11-16,Velez Sarsfield,Patronato,1,0,H,NA,NA,NA,NA,1.65,3.67,4.98,0,0,24,17,2
2020-11-16,Boca Juniors,Talleres Cordoba,0,1,A,NA,NA,NA,NA,1.5,4.0,6.07,0,0,6,22,0
2020-11-17,Colon Santa FE,Central Cordoba,2,0,H,NA,NA,NA,NA,2.15,3.01,3.57,0,0,8,7,2
2020-11-20,Atl. Tucuman,Racing Club,2,0,H,NA,NA,NA,NA,1.76,3.76,4.08,0,0,4,18,2
2020-11-20,Arsenal Sarandi,Union de Santa Fe,2,3,A,NA,NA,NA,NA,2.1,3.39,3.27,0,0,3,23,0
2020-11-20,Boca Juniors,Lanus,1,2,A,NA,NA,NA,NA,1.49,4.12,5.86,0,0,6,15,0
2020-11-21,Banfield,River Plate,0,2,A,NA,NA,NA,NA,2.79,3.36,2.35,0,0,5,19,0
2020-11-21,Colon Santa FE,Defensa y Justicia,2,0,H,NA,NA,NA,NA,2.11,3.12,3.46,0,0,8,9,2
2020-11-21,Huracan,Velez Sarsfield,1,2,A,NA,NA,NA,NA,2.97,3.13,2.35,0,0,13,24,0
2020-11-22,Independiente,Central Cordoba,0,0,D,NA,NA,NA,NA,2.17,2.97,3.51,0,0,14,7,1
2020-11-22,Estudiantes L.P.,Aldosivi,0,1,A,NA,NA,NA,NA,1.68,3.39,5.2,0,0,10,1,0
2020-11-22,Patronato,Gimnasia L.P.,0,0,D,NA,NA,NA,NA,3.65,3.19,2.04,0,0,17,11,1
2020-11-23,San Lorenzo,Argentinos Jrs,2,0,H,NA,NA,NA,NA,2.48,2.92,2.98,0,0,21,2,2
2020-11-23,Godoy Cruz,Rosario Central,0,1,A,NA,NA,NA,NA,3.29,3.4,2.07,0,0,12,20,0
2020-11-24,Newells Old Boys,Talleres Cordoba,1,1,D,NA,NA,NA,NA,2.24,3.32,3.0,0,0,16,22,1
2020-11-28,Colon Santa FE,Independiente,1,2,A,NA,NA,NA,NA,2.45,2.96,2.99,0,0,8,14,0
2020-11-28,Velez Sarsfield,Gimnasia L.P.,0,1,A,NA,NA,NA,NA,2.47,3.01,2.9,0,0,24,11,0
2020-11-28,Racing Club,Union de Santa Fe,1,0,H,NA,NA,NA,NA,2.93,3.13,2.38,0,0,18,23,2
2020-11-29,Godoy Cruz,Banfield,0,0,D,NA,NA,NA,NA,3.56,3.21,2.04,0,0,12,5,1
2020-11-29,Rosario Central,River Plate,0,2,A,NA,NA,NA,NA,3.72,3.41,1.94,0,0,20,19,0
2020-11-29,Defensa y Justicia,Central Cordoba,2,3,A,NA,NA,NA,NA,2.63,2.97,2.76,0,0,9,7,0
2020-11-29,Boca Juniors,Newells Old Boys,2,0,H,NA,NA,NA,NA,1.6,3.86,5.04,0,0,6,16,2
2020-11-30,Atl. Tucuman,Arsenal Sarandi,3,2,H,NA,NA,NA,NA,2.13,3.3,3.27,0,0,4,3,2
2020-11-30,Huracan,Patronato,1,0,H,NA,NA,NA,NA,1.86,3.22,4.32,0,0,13,17,2
2020-11-30,Lanus,Talleres Cordoba,1,0,H,NA,NA,NA,NA,3.27,3.44,2.06,0,0,15,22,2
2020-11-30,Aldosivi,Argentinos Jrs,1,4,A,NA,NA,NA,NA,3.47,2.89,2.23,0,0,1,2,0
2020-12-01,Estudiantes L.P.,San Lorenzo,0,0,D,NA,NA,NA,NA,3.12,2.85,2.43,0,0,10,21,1
2020-12-04,Central Cordoba,Colon Santa FE,0,2,A,NA,NA,NA,NA,3.02,3.11,2.33,0,0,7,8,0
2020-12-05,Gimnasia L.P.,Huracan,0,0,D,NA,NA,NA,NA,1.88,3.21,4.18,0,0,11,13,1
2020-12-05,Union de Santa Fe,Atl. Tucuman,3,5,A,NA,NA,NA,NA,1.69,3.55,4.89,0,0,23,4,0
2020-12-05,Patronato,Velez Sarsfield,0,0,D,NA,NA,NA,NA,3.93,3.29,1.91,0,0,17,24,1
2020-12-05,Banfield,Rosario Central,1,1,D,NA,NA,NA,NA,1.73,3.56,4.45,0,0,5,20,1
2020-12-05,Arsenal Sarandi,Racing Club,1,0,H,NA,NA,NA,NA,2.24,3.36,2.98,0,0,3,18,2
2020-12-06,Independiente,Defensa y Justicia,1,0,H,NA,NA,NA,NA,1.94,3.2,3.93,0,0,14,9,2
2020-12-06,River Plate,Godoy Cruz,3,1,H,NA,NA,NA,NA,1.36,4.63,7.48,0,0,19,12,2
2020-12-07,Newells Old Boys,Lanus,3,1,H,NA,NA,NA,NA,2.17,3.52,2.96,0,0,16,15,2
2020-12-07,Talleres Cordoba,Boca Juniors,0,0,D,NA,NA,NA,NA,2.96,2.98,2.43,0,0,22,6,1
2020-12-07,Argentinos Jrs,Estudiantes L.P.,1,0,H,NA,NA,NA,NA,1.94,2.97,4.37,0,0,2,10,2
2020-12-07,San Lorenzo,Aldosivi,0,0,D,NA,NA,NA,NA,2.36,3.01,3.04,0,0,21,1,1
2020-12-12,Velez Sarsfield,Racing Club,2,1,H,NA,NA,NA,NA,2.38,2.95,3.1,0,0,24,18,2
2020-12-12,Colon Santa FE,Gimnasia L.P.,0,2,A,NA,NA,NA,NA,2.37,2.95,3.14,0,0,8,11,0
2020-12-12,Newells Old Boys,Estudiantes L.P.,1,0,H,NA,NA,NA,NA,2.07,3.0,3.81,0,0,16,10,2
2020-12-12,Boca Juniors,Arsenal Sarandi,1,1,D,NA,NA,NA,NA,1.49,4.0,6.26,0,0,6,3,1
2020-12-13,River Plate,Argentinos Jrs,1,1,D,NA,NA,NA,NA,1.64,3.76,4.93,0,0,19,2,1
2020-12-13,Union de Santa Fe,Defensa y Justicia,1,3,A,NA,NA,NA,NA,1.72,3.64,4.52,0,0,23,9,0
2020-12-13,San Lorenzo,Talleres Cordoba,0,2,A,NA,NA,NA,NA,2.68,2.83,2.83,0,0,21,22,0
2020-12-13,Aldosivi,Lanus,1,2,A,NA,NA,NA,NA,1.79,3.43,4.37,0,0,1,15,0
2020-12-14,Huracan,Independiente,3,2,H,NA,NA,NA,NA,2.24,2.97,3.36,0,0,13,14,2
2020-12-14,Rosario Central,Patronato,4,0,H,NA,NA,NA,NA,2.31,3.22,2.98,0,0,20,17,2
2020-12-14,Central Cordoba,Godoy Cruz,1,1,D,NA,NA,NA,NA,2.23,3.15,3.18,0,0,7,12,1
2020-12-15,Atl. Tucuman,Banfield,0,2,A,NA,NA,NA,NA,2.75,3.21,2.46,0,0,4,5,0
2020-12-19,San Lorenzo,Colon Santa FE,2,2,D,NA,NA,NA,NA,2.2,3.05,3.39,0,0,21,8,1
2020-12-19,Godoy Cruz,Newells Old Boys,0,3,A,NA,NA,NA,NA,2.9,3.15,2.4,0,0,12,16,0
2020-12-19,Arsenal Sarandi,Argentinos Jrs,0,1,A,NA,NA,NA,NA,3.17,3.09,2.27,0,0,3,2,0
2020-12-19,Patronato,Aldosivi,0,1,A,NA,NA,NA,NA,2.46,2.93,3.02,0,0,17,1,0
2020-12-20,Talleres Cordoba,Atl. Tucuman,1,1,D,NA,NA,NA,NA,1.73,3.46,4.75,0,0,22,4,1
2020-12-20,Lanus,Defensa y Justicia,1,1,D,NA,NA,NA,NA,3.14,3.34,2.17,0,0,15,9,1
2020-12-20,Estudiantes L.P.,Racing Club,1,1,D,NA,NA,NA,NA,2.16,3.04,3.49,0,0,10,18,1
2020-12-20,Independiente,Boca Juniors,1,2,A,NA,NA,NA,NA,3.0,2.97,2.44,0,0,14,6,0
2020-12-21,Huracan,River Plate,1,3,A,NA,NA,NA,NA,5.39,4.04,1.55,0,0,13,19,0
2020-12-21,Central Cordoba,Velez Sarsfield,0,2,A,NA,NA,NA,NA,3.11,3.05,2.33,0,0,7,24,0
2020-12-21,Rosario Central,Union de Santa Fe,2,2,D,NA,NA,NA,NA,2.3,3.48,2.8,0,0,20,23,1
2020-12-22,Banfield,Gimnasia L.P.,2,1,H,NA,NA,NA,NA,2.34,2.88,3.31,0,0,5,11,2
2020-12-27,Defensa y Justicia,Patronato,2,1,H,NA,NA,NA,NA,1.56,3.92,5.47,0,0,9,17,2
2020-12-27,Racing Club,Godoy Cruz,6,1,H,NA,NA,NA,NA,1.57,3.84,5.43,0,0,18,12,2
2020-12-27,Boca Juniors,Huracan,3,0,H,NA,NA,NA,NA,1.61,3.63,5.41,0,0,6,13,2
2020-12-28,Velez Sarsfield,Estudiantes L.P.,2,3,A,NA,NA,NA,NA,2.46,2.89,3.05,0,0,24,10,0
2020-12-28,Argentinos Jrs,Independiente,0,2,A,NA,NA,NA,NA,2.61,2.98,2.77,0,0,2,14,0
2020-12-28,Newells Old Boys,Central Cordoba,3,1,H,NA,NA,NA,NA,1.68,3.66,4.72,0,0,16,7,2
2020-12-28,River Plate,Arsenal Sarandi,2,1,H,NA,NA,NA,NA,1.24,5.78,10.38,0,0,19,3,2
