Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2014-01-09,San Lorenzo,River Plate,1,3,A,NA,NA,NA,NA,3.32,2.91,2.29,0,0,18,16,0
2014-01-09,Arsenal Sarandi,Banfield,1,0,H,NA,NA,NA,NA,2.33,3.05,3.15,0,0,2,4,2
2014-01-09,Lanus,Olimpo Bahia Blanca,1,1,D,NA,NA,NA,NA,1.61,3.52,5.91,0,0,11,13,1
2014-01-10,San Lorenzo,Olimpo Bahia Blanca,2,0,H,NA,NA,NA,NA,1.94,3.04,4.3,0,1,20,4,2
2014-01-11,Rosario Central,Atl. Rafaela,0,2,A,NA,NA,NA,NA,1.9,3.23,4.14,0,0,17,6,0
2014-01-11,Godoy Cruz,Belgrano,1,3,A,NA,NA,NA,NA,2.25,3.14,3.18,0,0,12,7,0
2014-01-11,Quilmes,Velez Sarsfield,2,1,H,NA,NA,NA,NA,3.44,3.02,2.21,0,0,14,17,2
2014-01-11,Gimnasia L.P.,Racing Club,0,1,A,NA,NA,NA,NA,2.86,2.96,2.56,0,0,12,15,0
2014-01-12,Arsenal Sarandi,Belgrano,0,2,A,NA,NA,NA,NA,2.19,3.14,3.29,3,3,5,1,0
2014-01-12,Lanus,Boca Juniors,2,2,D,NA,NA,NA,NA,2.17,3.15,3.38,1,0,8,10,1
2014-01-12,Godoy Cruz,Olimpo Bahia Blanca,0,3,A,NA,NA,NA,NA,1.87,3.28,4.21,0,1,19,10,0
2014-02-09,Tigre,Quilmes,0,0,D,NA,NA,NA,NA,2.0,3.07,3.96,0,3,15,5,1
2014-02-11,San Lorenzo,Boca Juniors,2,0,H,NA,NA,NA,NA,2.21,2.98,3.47,3,1,7,10,2
2014-04-10,Gimnasia L.P.,Velez Sarsfield,2,0,H,NA,NA,NA,NA,2.22,3.06,3.38,0,0,18,16,2
2014-04-10,San Lorenzo,Tigre,0,2,A,NA,NA,NA,NA,1.81,3.19,4.77,6,1,2,11,0
2014-04-10,Defensa y Justicia,Arsenal Sarandi,2,1,H,NA,NA,NA,NA,1.99,3.26,3.76,0,3,13,10,2
2014-04-10,Banfield,Belgrano,2,2,D,NA,NA,NA,NA,2.03,3.15,3.78,0,6,17,1,1
2014-05-10,Olimpo Bahia Blanca,Estudiantes L.P.,1,2,A,NA,NA,NA,NA,2.81,2.82,2.74,4,0,4,15,0
2014-05-10,River Plate,Boca Juniors,1,1,D,NA,NA,NA,NA,1.67,3.53,5.17,3,1,6,15,1
2014-05-10,Quilmes,Newells Old Boys,1,1,D,NA,NA,NA,NA,2.85,3.0,2.54,4,0,5,17,1
2014-05-12,Estudiantes L.P.,Tigre,4,2,H,NA,NA,NA,NA,1.75,3.33,4.88,3,4,9,5,2
2014-05-12,Velez Sarsfield,San Lorenzo,0,2,A,NA,NA,NA,NA,2.04,3.09,3.84,0,6,19,3,0
2014-06-09,Velez Sarsfield,Newells Old Boys,0,0,D,NA,NA,NA,NA,2.03,3.18,3.71,0,1,20,15,1
2014-06-09,Atl. Rafaela,Gimnasia L.P.,2,0,H,NA,NA,NA,NA,2.76,3.02,2.61,3,3,8,10,2
2014-06-09,Estudiantes L.P.,Belgrano,3,1,H,NA,NA,NA,NA,2.02,3.03,4.01,6,7,4,2,2
2014-06-10,Rosario Central,Lanus,1,2,A,NA,NA,NA,NA,2.35,3.09,3.05,0,2,19,13,0
2014-06-10,Racing Club,Atl. Rafaela,0,2,A,NA,NA,NA,NA,1.67,3.58,5.16,3,6,11,4,0
2014-06-12,Atl. Rafaela,Arsenal Sarandi,1,6,A,NA,NA,NA,NA,2.07,3.19,3.58,9,3,1,13,0
2014-06-12,Banfield,Rosario Central,2,3,A,NA,NA,NA,NA,1.87,3.31,4.15,1,0,16,19,0
2014-06-12,Olimpo Bahia Blanca,Defensa y Justicia,0,0,D,NA,NA,NA,NA,2.29,3.09,3.15,4,3,9,11,1
2014-07-09,River Plate,Tigre,2,0,H,NA,NA,NA,NA,1.48,3.8,7.36,4,4,9,11,2
2014-07-09,Godoy Cruz,Defensa y Justicia,1,1,D,NA,NA,NA,NA,2.31,3.12,3.08,0,4,20,10,1
2014-07-09,Rosario Central,San Lorenzo,1,1,D,NA,NA,NA,NA,2.46,2.93,3.02,3,9,14,2,1
2014-07-09,Banfield,Independiente,0,1,A,NA,NA,NA,NA,2.22,3.1,3.29,1,0,17,20,0
2014-07-09,Racing Club,Lanus,1,3,A,NA,NA,NA,NA,2.39,3.0,3.09,3,5,15,7,0
2014-07-10,Godoy Cruz,Independiente,2,2,D,NA,NA,NA,NA,2.33,3.08,3.08,1,3,19,13,1
2014-07-11,Lanus,Arsenal Sarandi,3,2,H,NA,NA,NA,NA,1.62,3.63,5.5,8,6,4,7,2
2014-07-12,Newells Old Boys,Lanus,0,0,D,NA,NA,NA,NA,2.09,3.23,3.47,2,11,16,1,1
2014-07-12,Belgrano,Independiente,4,0,H,NA,NA,NA,NA,2.06,3.18,3.63,7,4,6,11,2
2014-07-12,Boca Juniors,Gimnasia L.P.,0,2,A,NA,NA,NA,NA,1.8,3.28,4.64,2,3,17,15,0
2014-08-08,Godoy Cruz,Banfield,3,0,H,NA,NA,NA,NA,2.63,2.99,2.75,2,1,18,19,2
2014-08-09,Olimpo Bahia Blanca,Boca Juniors,0,1,A,NA,NA,NA,NA,2.59,2.93,2.87,5,2,11,18,0
2014-08-11,Belgrano,Defensa y Justicia,3,0,H,NA,NA,NA,NA,1.93,3.27,3.95,10,5,2,9,2
2014-08-11,Independiente,Gimnasia L.P.,0,1,A,NA,NA,NA,NA,2.0,3.15,3.88,4,6,16,8,0
2014-08-11,Olimpo Bahia Blanca,Quilmes,2,1,H,NA,NA,NA,NA,2.11,2.96,3.76,5,5,10,9,2
