Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2016-01-03,Temperley,Tigre,2,0,H,NA,NA,NA,NA,2.44,2.93,3.06,0,0,27,28,2
2016-01-03,River Plate,Independiente,1,0,H,NA,NA,NA,NA,2.05,3.17,3.71,0,0,23,16,2
2016-01-04,Atl. Tucuman,Huracan,2,1,H,NA,NA,NA,NA,2.03,3.23,3.7,0,0,7,16,2
2016-01-05,Argentinos Jrs,Boca Juniors,1,0,H,NA,NA,NA,NA,2.66,3.05,2.71,0,0,5,10,2
2016-02-04,Olimpo Bahia Blanca,Rosario Central,1,1,D,NA,NA,NA,NA,3.35,2.98,2.27,0,0,17,21,1
2016-02-04,Temperley,Estudiantes L.P.,1,3,A,NA,NA,NA,NA,3.76,2.99,2.11,3,0,1,14,0
2016-02-04,Racing Club,Tigre,3,3,D,NA,NA,NA,NA,1.64,3.67,5.35,0,0,21,30,1
2016-02-04,Boca Juniors,Atl. Rafaela,3,0,H,NA,NA,NA,NA,1.29,5.13,10.21,0,0,29,12,2
2016-02-05,Rosario Central,Gimnasia L.P.,0,1,A,NA,NA,NA,NA,2.47,3.09,2.9,1,0,9,17,0
2016-02-05,Tigre,Lanus,0,1,A,NA,NA,NA,NA,3.48,3.17,2.12,1,0,11,19,0
2016-03-04,Defensa y Justicia,Arsenal Sarandi,0,1,A,NA,NA,NA,NA,1.59,3.72,5.8,0,0,18,14,0
2016-03-04,San Martin S.J.,Argentinos Jrs,2,0,H,NA,NA,NA,NA,1.79,3.43,4.52,0,3,23,4,2
2016-03-04,Newells Old Boys,Aldosivi,1,1,D,NA,NA,NA,NA,1.8,3.42,4.45,0,0,20,15,1
2016-03-04,Patronato,River Plate,2,1,H,NA,NA,NA,NA,2.85,3.13,2.48,0,3,21,8,2
2016-03-04,Banfield,Colon Santa FE,1,1,D,NA,NA,NA,NA,2.05,3.27,3.58,0,0,18,20,1
2016-03-04,Velez Sarsfield,Godoy Cruz,1,4,A,NA,NA,NA,NA,2.68,3.04,2.69,0,0,26,21,0
2016-03-04,San Lorenzo,Belgrano,3,2,H,NA,NA,NA,NA,1.7,3.47,5.12,0,0,23,21,2
2016-03-05,Temperley,Atl. Tucuman,1,1,D,NA,NA,NA,NA,2.94,2.9,2.57,3,3,11,6,1
2016-04-03,Argentinos Jrs,Defensa y Justicia,1,5,A,NA,NA,NA,NA,3.18,3.1,2.3,3,0,13,27,0
2016-04-03,Quilmes,Olimpo Bahia Blanca,1,1,D,NA,NA,NA,NA,2.24,3.04,3.33,0,1,23,20,1
2016-04-04,Sarmiento Junin,Independiente,0,0,D,NA,NA,NA,NA,4.54,3.16,1.86,0,0,24,28,1
2016-04-05,Banfield,Sarmiento Junin,0,0,D,NA,NA,NA,NA,2.06,3.05,3.86,1,1,18,22,1
2016-05-02,Banfield,Gimnasia L.P.,2,0,H,NA,NA,NA,NA,1.72,3.42,5.02,2,3,16,11,2
2016-05-02,Huracan,Atl. Rafaela,0,1,A,NA,NA,NA,NA,2.1,3.13,3.58,0,0,28,30,0
2016-05-03,Atl. Rafaela,San Martin S.J.,1,2,A,NA,NA,NA,NA,2.51,3.04,2.87,3,3,15,8,0
2016-05-03,Huracan,Estudiantes L.P.,1,0,H,NA,NA,NA,NA,3.13,2.97,2.4,0,3,29,8,2
2016-05-03,Belgrano,Sarmiento Junin,3,0,H,NA,NA,NA,NA,1.73,3.38,5.0,0,2,29,19,2
2016-05-03,Gimnasia L.P.,San Lorenzo,0,0,D,NA,NA,NA,NA,2.3,3.08,3.19,3,3,16,10,1
2016-05-03,Lanus,Newells Old Boys,3,0,H,NA,NA,NA,NA,1.88,3.24,4.27,3,1,14,24,2
2016-05-03,Arsenal Sarandi,Velez Sarsfield,1,0,H,NA,NA,NA,NA,2.69,2.97,2.73,3,0,14,30,2
2016-05-04,Union de Santa Fe,Lanus,0,4,A,NA,NA,NA,NA,3.2,3.14,2.25,0,6,29,1,0
2016-05-04,Gimnasia L.P.,Quilmes,1,0,H,NA,NA,NA,NA,1.73,3.52,4.72,4,1,8,24,2
2016-06-02,Aldosivi,Olimpo Bahia Blanca,3,0,H,NA,NA,NA,NA,2.36,2.9,3.23,1,2,22,19,2
2016-06-02,Rosario Central,Godoy Cruz,1,0,H,NA,NA,NA,NA,1.56,3.61,6.3,1,3,25,11,2
2016-06-02,San Martin S.J.,Newells Old Boys,2,1,H,NA,NA,NA,NA,2.75,2.92,2.71,6,1,3,28,2
2016-06-02,Argentinos Jrs,Tigre,1,1,D,NA,NA,NA,NA,2.66,2.93,2.79,3,1,20,27,1
2016-06-02,Patronato,San Lorenzo,2,2,D,NA,NA,NA,NA,2.79,2.93,2.7,3,4,17,8,1
2016-06-03,Independiente,Colon Santa FE,4,1,H,NA,NA,NA,NA,1.65,3.51,5.42,1,1,27,25,2
2016-06-03,River Plate,Boca Juniors,0,0,D,NA,NA,NA,NA,2.31,3.0,3.26,3,3,19,17,1
2016-06-03,Rosario Central,Banfield,2,2,D,NA,NA,NA,NA,1.59,3.65,5.91,4,5,14,5,1
2016-06-03,Aldosivi,Temperley,1,1,D,NA,NA,NA,NA,2.02,3.1,3.92,4,4,8,13,1
2016-06-05,Union de Santa Fe,Argentinos Jrs,4,0,H,NA,NA,NA,NA,2.39,2.96,3.16,0,4,30,15,2
2016-07-02,Colon Santa FE,Arsenal Sarandi,2,1,H,NA,NA,NA,NA,1.98,3.08,4.12,1,6,28,5,2
2016-07-02,Temperley,Boca Juniors,0,0,D,NA,NA,NA,NA,6.25,3.52,1.59,5,4,8,11,1
2016-07-02,Defensa y Justicia,Union de Santa Fe,2,2,D,NA,NA,NA,NA,2.09,3.08,3.67,3,3,17,21,1
2016-07-02,Independiente,Belgrano,1,0,H,NA,NA,NA,NA,1.89,3.14,4.4,4,3,12,19,2
2016-07-03,Union de Santa Fe,Racing Club,3,6,A,NA,NA,NA,NA,2.47,3.01,2.97,4,1,15,27,0
2016-07-03,Tigre,Atl. Tucuman,5,0,H,NA,NA,NA,NA,3.18,3.04,2.33,2,4,25,15,2
2016-07-05,San Martin S.J.,Temperley,2,0,H,NA,NA,NA,NA,2.07,3.08,3.77,9,6,2,7,2
2016-07-05,Quilmes,Godoy Cruz,1,3,A,NA,NA,NA,NA,3.25,3.11,2.26,1,3,28,21,0
2016-07-05,Newells Old Boys,Defensa y Justicia,0,1,A,NA,NA,NA,NA,2.4,3.0,3.08,1,4,29,15,0
2016-07-05,Velez Sarsfield,Colon Santa FE,2,0,H,NA,NA,NA,NA,2.22,3.06,3.37,0,4,30,18,2
2016-07-05,San Lorenzo,River Plate,2,1,H,NA,NA,NA,NA,1.9,3.23,4.24,5,4,13,17,2
2016-08-02,Estudiantes L.P.,Lanus,0,1,A,NA,NA,NA,NA,2.6,2.9,2.88,3,9,23,2,0
2016-08-02,River Plate,Quilmes,5,1,H,NA,NA,NA,NA,1.42,3.97,8.68,4,1,17,29,2
2016-08-02,Atl. Tucuman,Racing Club,2,1,H,NA,NA,NA,NA,2.6,2.96,2.84,4,4,20,16,2
2016-08-03,Godoy Cruz,Patronato,3,1,H,NA,NA,NA,NA,1.89,3.25,4.25,6,4,9,18,2
2016-08-05,Lanus,Aldosivi,2,0,H,NA,NA,NA,NA,1.47,4.06,6.98,12,5,1,13,2
2016-08-05,Boca Juniors,Huracan,0,0,D,NA,NA,NA,NA,2.07,3.18,3.65,5,3,14,24,1
2016-08-05,Atl. Tucuman,Belgrano,2,1,H,NA,NA,NA,NA,1.8,3.33,4.63,7,3,9,23,2
2016-08-05,Racing Club,Estudiantes L.P.,0,0,D,NA,NA,NA,NA,2.61,3.03,2.78,4,3,17,24,1
2016-08-05,Arsenal Sarandi,Rosario Central,1,0,H,NA,NA,NA,NA,2.14,3.1,3.56,6,5,12,17,2
2016-09-02,Sarmiento Junin,Velez Sarsfield,1,0,H,NA,NA,NA,NA,2.26,2.93,3.42,2,3,28,25,2
