Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,AvgH,AvgD,AvgA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2024-01-25,Instituto,Dep. Riestra,0,0,D,NA,NA,NA,NA,2.29,2.77,3.67,0,0,16,9,1
2024-01-25,Tigre,Sarmiento Junin,0,0,D,NA,NA,NA,NA,1.83,3.14,4.79,0,0,26,24,1
2024-01-26,Atl. Tucuman,Rosario Central,1,1,D,NA,NA,NA,NA,2.06,2.99,3.97,0,0,2,22,1
2024-01-26,Central Cordoba,Newells Old Boys,0,1,A,NA,NA,NA,NA,3.3,2.78,2.45,0,0,7,18,0
2024-01-26,Barracas Central,Velez Sarsfield,1,1,D,NA,NA,NA,NA,3.37,2.77,2.42,0,0,4,28,1
2024-01-26,Talleres Cordoba,Gimnasia L.P.,0,1,A,NA,NA,NA,NA,1.78,3.3,4.87,0,0,25,11,0
2024-01-27,Banfield,Huracan,0,2,A,NA,NA,NA,NA,2.82,2.65,2.95,0,0,3,13,0
2024-01-27,Ind. Rivadavia,Independiente,0,1,A,NA,NA,NA,NA,3.44,2.81,2.38,0,0,14,15,0
2024-01-27,San Lorenzo,Lanus,0,2,A,NA,NA,NA,NA,2.79,2.7,2.93,0,0,23,17,0
2024-01-27,Platense,Boca Juniors,0,0,D,NA,NA,NA,NA,3.68,2.93,2.19,0,0,19,6,1
2024-01-28,Racing Club,Union de Santa Fe,0,1,A,NA,NA,NA,NA,1.78,3.29,4.86,0,0,20,27,0
2024-01-28,Godoy Cruz,Defensa y Justicia,2,0,H,NA,NA,NA,NA,1.9,3.21,4.3,0,0,12,8,2
2024-01-28,River Plate,Argentinos Jrs,1,1,D,NA,NA,NA,NA,1.55,3.83,6.06,0,0,21,1,1
2024-01-29,Estudiantes L.P.,Belgrano,1,0,H,NA,NA,NA,NA,1.97,3.02,4.3,0,0,10,5,2
2024-01-30,Gimnasia L.P.,Ind. Rivadavia,2,3,A,NA,NA,NA,NA,1.91,3.1,4.48,0,0,11,14,0
2024-01-30,Rosario Central,Banfield,0,0,D,NA,NA,NA,NA,2.23,2.86,3.66,0,0,22,3,1
2024-01-30,Instituto,Atl. Tucuman,3,0,H,NA,NA,NA,NA,2.33,2.73,3.6,0,0,16,2,2
2024-01-30,Huracan,Talleres Cordoba,1,2,A,NA,NA,NA,NA,2.55,2.91,2.99,0,0,13,25,0
2024-01-31,Lanus,Newells Old Boys,0,2,A,NA,NA,NA,NA,2.55,2.79,3.1,0,0,17,18,0
2024-01-31,Velez Sarsfield,Independiente,0,1,A,NA,NA,NA,NA,2.65,2.79,2.97,0,0,28,15,0
2024-01-31,Argentinos Jrs,Dep. Riestra,2,0,H,NA,NA,NA,NA,1.97,3.0,4.38,0,0,1,9,2
2024-01-31,Defensa y Justicia,Platense,3,0,H,NA,NA,NA,NA,2.25,3.0,3.42,0,0,8,19,2
2024-01-31,Belgrano,San Lorenzo,1,1,D,NA,NA,NA,NA,2.12,2.83,4.12,0,0,5,23,1
2024-01-31,Racing Club,Tigre,3,0,H,NA,NA,NA,NA,1.87,3.31,4.29,0,0,20,26,2
2024-02-01,Boca Juniors,Sarmiento Junin,1,1,D,NA,NA,NA,NA,1.59,3.57,6.26,0,0,6,24,1
2024-02-01,Barracas Central,River Plate,0,2,A,NA,NA,NA,NA,5.32,3.64,1.64,0,0,4,21,0
2024-02-02,Central Cordoba,Godoy Cruz,0,2,A,NA,NA,NA,NA,4.03,2.91,2.1,0,0,7,12,0
2024-02-02,Union de Santa Fe,Estudiantes L.P.,0,1,A,NA,NA,NA,NA,2.66,2.84,2.92,0,0,27,10,0
2024-02-03,Independiente,Gimnasia L.P.,0,1,A,NA,NA,NA,NA,2.0,3.04,4.14,0,0,15,11,0
2024-02-04,Platense,Central Cordoba,1,0,H,NA,NA,NA,NA,2.07,2.93,4.07,0,0,19,7,2
2024-02-04,Ind. Rivadavia,Huracan,2,0,H,NA,NA,NA,NA,3.02,2.84,2.58,0,0,14,13,2
2024-02-04,Talleres Cordoba,Rosario Central,4,1,H,NA,NA,NA,NA,1.77,3.3,4.97,0,0,25,22,2
2024-02-04,Dep. Riestra,Barracas Central,0,1,A,NA,NA,NA,NA,2.49,2.78,3.23,0,0,9,4,0
2024-02-04,River Plate,Velez Sarsfield,5,0,H,NA,NA,NA,NA,1.58,3.66,6.0,0,0,21,28,2
2024-02-05,Tigre,Boca Juniors,0,2,A,NA,NA,NA,NA,3.49,2.84,2.32,0,0,26,6,0
2024-02-05,San Lorenzo,Union de Santa Fe,0,0,D,NA,NA,NA,NA,2.3,2.68,3.81,0,0,23,27,1
2024-02-05,Godoy Cruz,Lanus,1,0,H,NA,NA,NA,NA,2.17,2.99,3.62,0,0,12,17,2
2024-02-05,Newells Old Boys,Belgrano,1,0,H,NA,NA,NA,NA,1.9,2.98,4.83,0,0,18,5,2
2024-02-06,Estudiantes L.P.,Racing Club,0,0,D,NA,NA,NA,NA,2.17,3.06,3.51,0,0,10,20,1
2024-02-06,Banfield,Instituto,0,2,A,NA,NA,NA,NA,2.45,2.6,3.59,0,0,3,16,0
2024-02-06,Sarmiento Junin,Defensa y Justicia,2,3,A,NA,NA,NA,NA,2.81,2.85,2.77,0,0,24,8,0
2024-02-07,Atl. Tucuman,Argentinos Jrs,0,0,D,NA,NA,NA,NA,2.48,2.86,3.15,0,0,2,1,1
2024-02-08,Rosario Central,Ind. Rivadavia,1,0,H,NA,NA,NA,NA,2.02,3.05,4.07,0,0,22,14,2
2024-02-09,Estudiantes L.P.,Tigre,2,0,H,NA,NA,NA,NA,1.67,3.49,5.41,0,0,10,26,2
2024-02-09,Union de Santa Fe,Newells Old Boys,1,3,A,NA,NA,NA,NA,3.05,2.67,2.72,0,0,27,18,0
2024-02-09,Huracan,Independiente,0,0,D,NA,NA,NA,NA,2.64,2.69,3.11,0,0,13,15,1
2024-02-10,Racing Club,San Lorenzo,4,1,H,NA,NA,NA,NA,2.16,2.9,3.8,0,0,20,23,2
2024-02-10,Velez Sarsfield,Gimnasia L.P.,3,1,H,NA,NA,NA,NA,2.14,2.98,3.72,0,0,28,11,2
