Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2018-08-03,Hamburg,0,0,14,3,4,11,1,0,Holstein Kiel,3,0,16,8,10,11,3,0,A,D,0.0,0.0,9.0,11.0,0
2018-08-04,Bochum,0,0,14,2,6,17,3,0,FC Koln,2,1,15,5,1,19,2,1,A,A,0.0,0.0,3.0,8.0,0
2018-08-04,Greuther Furth,3,0,16,5,6,19,1,0,Sandhausen,1,0,10,5,8,11,1,0,H,D,0.0,0.0,8.0,14.0,2
2018-08-04,Regensburg,2,1,13,9,5,23,1,0,Ingolstadt,1,1,13,3,9,20,3,0,H,D,0.0,0.0,13.0,10.0,2
2018-08-05,Darmstadt,1,0,7,2,8,14,3,0,Paderborn,0,0,7,1,3,21,4,0,H,D,0.0,0.0,6.0,12.0,2
2018-08-05,Heidenheim,1,1,14,5,7,8,1,0,Bielefeld,1,1,16,8,2,11,1,0,D,D,0.0,0.0,10.0,6.0,1
2018-08-05,Magdeburg,1,1,6,2,3,8,0,0,St Pauli,2,1,5,4,4,11,1,0,A,D,0.0,0.0,11.0,12.0,0
2018-08-05,Union Berlin,1,0,17,3,5,20,2,0,Erzgebirge Aue,0,0,6,1,2,18,3,0,H,D,0.0,0.0,12.0,11.0,2
2018-08-06,Dresden,1,1,20,3,3,11,0,0,Duisburg,0,0,12,3,3,15,3,0,H,H,0.0,0.0,10.0,11.0,2
2018-08-10,St Pauli,2,0,16,3,2,13,3,0,Darmstadt,0,0,18,3,1,13,3,0,H,D,3.0,3.0,5.0,6.0,2
2018-08-10,Ingolstadt,1,0,28,5,18,13,1,0,Greuther Furth,1,0,12,7,6,14,3,0,D,D,0.0,3.0,11.0,3.0,1
2018-08-10,Paderborn,2,1,14,5,12,16,1,0,Regensburg,0,0,13,3,12,16,4,0,H,H,0.0,3.0,15.0,5.0,2
2018-08-11,Bielefeld,2,2,16,5,4,17,1,0,Dresden,1,0,12,4,2,18,3,0,H,H,1.0,3.0,10.0,6.0,2
2018-08-11,Duisburg,0,0,28,7,7,12,3,0,Bochum,2,0,5,2,3,12,1,1,A,D,0.0,0.0,14.0,17.0,0
2018-08-12,Erzgebirge Aue,0,0,12,3,7,15,1,0,Magdeburg,0,0,9,0,4,10,0,0,D,D,0.0,0.0,15.0,14.0,1
2018-08-12,Holstein Kiel,1,1,7,4,4,11,3,1,Heidenheim,1,1,16,4,8,15,2,0,D,D,3.0,1.0,4.0,12.0,1
2018-08-12,Sandhausen,0,0,11,2,5,11,2,0,Hamburg,3,2,7,4,2,16,1,0,A,A,0.0,0.0,16.0,18.0,0
2018-08-13,FC Koln,1,1,18,5,9,14,2,0,Union Berlin,1,0,10,4,3,17,1,0,D,H,3.0,3.0,5.0,7.0,1
2018-08-24,Darmstadt,3,0,10,4,4,16,0,0,Duisburg,0,0,15,5,5,12,2,0,H,D,3.0,0.0,12.0,17.0,2
2018-08-24,Bochum,1,0,16,7,7,6,0,0,Sandhausen,0,0,9,1,5,12,0,0,H,D,3.0,0.0,10.0,17.0,2
2018-08-25,FC Koln,3,1,18,7,7,12,1,0,Erzgebirge Aue,1,1,8,1,0,16,4,0,H,D,4.0,1.0,6.0,16.0,2
2018-08-25,Greuther Furth,2,0,13,5,2,10,1,0,Paderborn,2,0,17,4,8,14,3,1,D,D,4.0,3.0,6.0,9.0,1
2018-08-25,Magdeburg,1,1,16,2,6,13,3,0,Ingolstadt,1,1,8,2,1,24,3,0,D,D,1.0,1.0,15.0,14.0,1
2018-08-26,Dresden,1,0,23,4,8,11,3,0,Heidenheim,3,2,15,5,4,20,3,0,A,A,3.0,2.0,11.0,13.0,0
2018-08-26,Regensburg,0,0,18,3,4,13,1,0,Holstein Kiel,0,0,16,1,4,7,1,0,D,D,3.0,4.0,12.0,7.0,1
2018-08-26,Union Berlin,4,2,11,5,1,17,1,0,St Pauli,1,0,11,4,5,11,3,0,H,H,4.0,6.0,10.0,2.0,2
2018-08-27,Hamburg,3,1,10,5,5,17,1,0,Bielefeld,0,0,18,4,8,10,1,0,H,H,3.0,4.0,12.0,10.0,2
2018-08-31,Paderborn,2,0,20,7,6,11,2,0,Bochum,2,1,5,2,3,16,4,0,D,A,4.0,6.0,10.0,5.0,1
2018-08-31,Ingolstadt,3,1,12,5,4,20,3,0,Erzgebirge Aue,2,1,11,3,3,17,0,0,H,D,2.0,1.0,14.0,16.0,2
2018-09-01,Bielefeld,5,3,20,10,4,14,3,0,Regensburg,3,2,14,6,7,12,2,0,H,H,4.0,4.0,13.0,12.0,2
2018-09-01,Duisburg,0,0,17,4,6,17,2,0,Greuther Furth,1,1,20,8,6,19,4,0,A,A,0.0,5.0,18.0,9.0,0
2018-09-02,Heidenheim,0,0,16,5,7,11,1,0,Darmstadt,1,1,17,8,6,11,2,0,A,A,5.0,6.0,10.0,7.0,0
2018-09-02,Sandhausen,0,0,9,3,5,14,2,0,Union Berlin,0,0,9,4,2,15,3,0,D,D,0.0,7.0,17.0,4.0,1
2018-09-02,St Pauli,3,2,24,8,12,15,1,0,FC Koln,5,2,12,8,2,20,2,0,A,D,6.0,7.0,8.0,4.0,0
2018-09-03,Holstein Kiel,2,0,10,5,4,16,2,0,Magdeburg,1,0,10,4,2,13,2,0,H,D,5.0,2.0,9.0,15.0,2
2018-09-14,Union Berlin,2,1,8,4,5,20,3,0,Duisburg,2,0,6,4,2,15,3,0,D,H,8.0,0.0,4.0,18.0,1
2018-09-14,Regensburg,0,0,15,2,7,13,2,0,Dresden,2,1,11,2,5,16,4,0,A,A,4.0,3.0,13.0,14.0,0
2018-09-15,Hamburg,3,0,20,7,4,9,2,0,Heidenheim,2,0,12,5,7,12,1,0,H,D,6.0,5.0,8.0,12.0,2
2018-09-15,Darmstadt,1,0,12,3,7,11,1,0,Sandhausen,1,0,12,5,5,18,2,0,D,D,9.0,1.0,4.0,17.0,1
2018-09-15,Greuther Furth,4,0,17,8,3,11,3,0,Holstein Kiel,1,0,9,2,6,6,1,0,H,D,8.0,8.0,6.0,5.0,2
2018-09-16,Bochum,6,3,19,10,8,10,1,0,Ingolstadt,0,0,3,1,0,19,4,1,H,H,7.0,5.0,7.0,13.0,2
2018-09-16,Erzgebirge Aue,3,2,20,7,2,16,2,0,St Pauli,1,1,10,3,2,12,1,0,H,H,1.0,6.0,17.0,10.0,2
2018-09-16,FC Koln,3,1,16,8,16,15,4,1,Paderborn,5,1,21,10,5,15,2,0,A,D,10.0,5.0,3.0,11.0,0
2018-09-17,Magdeburg,0,0,11,5,3,14,4,0,Bielefeld,0,0,17,4,2,12,2,0,D,D,2.0,7.0,16.0,9.0,1
2018-09-18,Dresden,0,0,16,2,6,13,4,0,Hamburg,1,0,14,5,4,8,2,0,A,D,6.0,9.0,10.0,5.0,0
2018-09-21,Ingolstadt,0,0,8,2,5,17,4,1,St Pauli,1,0,10,2,7,10,0,0,A,D,5.0,6.0,13.0,11.0,0
2018-09-21,Sandhausen,0,0,6,2,2,15,2,0,FC Koln,2,1,8,2,7,19,3,0,A,A,2.0,10.0,17.0,4.0,0
2018-09-22,Holstein Kiel,2,0,15,5,10,12,2,0,Bochum,2,1,9,6,2,11,1,0,D,A,8.0,10.0,9.0,4.0,1
2018-09-22,Bielefeld,1,0,6,1,4,9,2,0,Union Berlin,1,1,11,2,3,15,1,0,D,A,8.0,9.0,10.0,6.0,1
2018-09-22,Dresden,4,1,11,4,2,17,2,0,Darmstadt,1,1,9,3,1,19,2,0,H,D,6.0,10.0,11.0,6.0,2
2018-09-23,Duisburg,1,1,22,7,5,12,4,0,Erzgebirge Aue,2,0,10,7,3,20,3,0,A,H,1.0,4.0,18.0,14.0,0
2018-09-23,Hamburg,0,0,14,4,9,9,1,0,Regensburg,5,3,18,9,5,14,4,0,A,A,12.0,4.0,2.0,15.0,0
2018-09-23,Heidenheim,2,0,18,8,8,16,0,0,Greuther Furth,0,0,11,0,2,11,3,0,H,D,5.0,11.0,14.0,4.0,2
2018-09-23,Paderborn,4,2,17,6,2,17,2,0,Magdeburg,4,1,13,9,3,16,5,0,D,H,8.0,3.0,11.0,16.0,1
2018-09-25,Union Berlin,2,0,14,6,7,14,1,0,Holstein Kiel,0,0,8,2,6,10,1,0,H,D,10.0,9.0,5.0,9.0,2
2018-09-25,FC Koln,2,0,15,4,5,17,1,0,Ingolstadt,1,0,15,7,7,22,4,0,H,D,13.0,5.0,1.0,15.0,2
2018-09-25,Darmstadt,1,0,9,4,8,13,1,0,Bielefeld,2,0,14,6,4,19,1,0,A,D,10.0,9.0,6.0,9.0,0
2018-09-25,Bochum,0,0,17,6,3,11,1,0,Dresden,1,1,10,2,2,13,2,0,A,A,11.0,9.0,5.0,9.0,0
2018-09-26,Erzgebirge Aue,0,0,14,2,3,13,3,0,Sandhausen,2,1,18,5,3,12,2,0,A,A,7.0,2.0,14.0,17.0,0
2018-09-26,Magdeburg,3,0,11,3,3,12,2,0,Duisburg,3,1,10,4,1,17,5,0,D,A,4.0,1.0,17.0,18.0,1
2018-09-26,Regensburg,2,2,11,3,1,17,3,0,Heidenheim,1,1,16,5,3,14,1,0,H,H,7.0,8.0,13.0,12.0,2
2018-09-26,St Pauli,2,1,13,4,6,12,1,0,Paderborn,1,1,19,9,8,18,5,1,H,D,9.0,9.0,12.0,10.0,2
2018-09-27,Greuther Furth,0,0,7,0,4,18,2,0,Hamburg,0,0,14,3,6,12,1,0,D,D,11.0,12.0,8.0,5.0,1
2018-09-28,Bielefeld,1,0,11,2,5,17,2,0,FC Koln,3,1,11,8,2,15,2,0,A,A,12.0,16.0,6.0,1.0,0
2018-09-28,Holstein Kiel,4,3,14,6,7,10,2,1,Darmstadt,2,2,16,3,4,12,3,0,H,H,9.0,10.0,12.0,10.0,2
2018-09-29,Duisburg,1,1,27,7,6,12,2,0,Regensburg,3,2,16,9,4,15,2,0,A,A,2.0,10.0,18.0,10.0,0
2018-09-29,Heidenheim,3,1,21,8,7,14,0,0,Bochum,2,2,10,5,5,8,6,1,H,A,8.0,11.0,13.0,10.0,2
2018-09-29,Paderborn,1,1,24,10,9,8,3,0,Erzgebirge Aue,0,0,17,8,9,7,1,0,H,H,9.0,7.0,13.0,14.0,2
2018-09-30,Dresden,0,0,14,3,7,8,0,0,Greuther Furth,1,0,12,2,3,13,4,0,A,D,12.0,12.0,7.0,5.0,0
2018-09-30,Hamburg,0,0,7,1,6,13,2,0,St Pauli,0,0,11,5,2,18,3,0,D,D,13.0,12.0,5.0,10.0,1
2018-09-30,Sandhausen,0,0,7,2,1,14,0,0,Magdeburg,1,0,7,2,3,9,2,0,A,D,5.0,5.0,16.0,15.0,0
2018-10-01,Ingolstadt,1,0,8,2,2,17,3,0,Union Berlin,2,1,17,5,8,15,1,0,A,A,5.0,13.0,17.0,4.0,0
2018-10-05,Darmstadt,1,0,11,2,5,11,2,0,Hamburg,2,2,10,4,4,12,3,0,A,A,10.0,14.0,13.0,4.0,0
2018-10-05,Bochum,1,1,11,3,2,8,1,0,Bielefeld,0,0,20,5,11,14,3,0,H,H,11.0,12.0,11.0,10.0,2
2018-10-06,Magdeburg,2,0,20,8,7,8,2,0,Dresden,2,2,7,4,2,17,2,0,D,A,8.0,12.0,14.0,9.0,1
2018-10-06,Greuther Furth,1,0,13,3,4,9,2,0,Regensburg,1,0,13,6,6,14,1,0,D,D,15.0,13.0,4.0,6.0,1
2018-10-06,Erzgebirge Aue,2,0,18,6,3,16,2,0,Holstein Kiel,1,1,10,2,3,11,4,1,H,A,7.0,12.0,15.0,10.0,2
2018-10-07,Ingolstadt,1,0,19,6,10,16,3,0,Paderborn,2,1,15,6,9,10,3,0,A,A,5.0,12.0,17.0,9.0,0
2018-10-07,St Pauli,3,1,12,5,0,14,2,0,Sandhausen,1,0,14,3,1,14,3,0,H,H,13.0,5.0,9.0,16.0,2
2018-10-07,Union Berlin,1,0,16,4,6,17,3,0,Heidenheim,1,0,12,3,3,16,4,0,D,D,16.0,11.0,3.0,12.0,1
2018-10-08,FC Koln,1,1,18,6,13,12,3,0,Duisburg,2,1,12,4,4,18,2,0,A,D,19.0,2.0,1.0,18.0,0
2018-10-19,Dresden,1,1,15,6,8,12,3,0,Erzgebirge Aue,1,1,12,5,5,14,3,1,D,D,13.0,10.0,9.0,13.0,1
2018-10-19,Sandhausen,4,1,17,4,6,10,2,0,Ingolstadt,0,0,7,2,3,18,4,0,H,H,5.0,5.0,17.0,18.0,2
