Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,AvgH,AvgD,AvgA,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,AvgAHH,AvgAHA,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2021-07-23,Schalke 04,1,1,14,8,3,22,2,0,Hamburg,3,0,14,6,5,13,2,0,A,H,2.62,3.47,2.57,1.74,2.33,1.65,2.22,1.94,1.9,0.0,0.0,16.0,5.0,0
2021-07-24,Darmstadt,0,0,9,0,1,25,2,0,Regensburg,2,1,15,6,5,14,0,0,A,A,2.9,3.21,2.46,1.78,2.31,1.71,2.11,1.74,2.11,0.0,0.0,2.0,14.0,0
2021-07-24,Dresden,3,1,17,8,5,7,0,0,Ingolstadt,0,0,9,1,0,12,2,0,H,H,2.4,3.33,2.9,1.89,2.07,1.82,1.98,2.08,1.78,0.0,0.0,3.0,10.0,2
2021-07-24,Hansa Rostock,1,0,9,5,6,12,3,0,Karlsruhe,3,2,12,5,3,10,2,0,A,A,2.71,3.27,2.6,1.93,2.02,1.88,1.92,1.97,1.88,0.0,0.0,7.0,10.0,0
2021-07-24,Heidenheim,0,0,14,5,4,5,3,0,Paderborn,0,0,8,3,5,5,3,0,D,D,2.26,3.5,3.0,1.64,2.48,1.59,2.31,1.98,1.86,0.0,0.0,8.0,11.0,1
2021-07-24,Werder Bremen,1,0,9,3,7,13,1,0,Hannover,1,0,13,4,5,12,1,0,D,D,1.92,3.74,3.66,1.72,2.37,1.63,2.26,1.91,1.92,0.0,0.0,14.0,9.0,1
2021-07-25,Nurnberg,0,0,19,3,7,8,0,0,Erzgebirge Aue,0,0,6,3,1,17,3,0,D,D,1.68,3.81,4.95,1.75,2.26,1.69,2.15,1.86,1.99,0.0,0.0,12.0,9.0,1
2021-07-25,Sandhausen,0,0,10,4,9,6,0,0,Fortuna Dusseldorf,2,0,18,7,6,13,2,0,A,D,3.27,3.36,2.18,1.85,2.08,1.8,2.01,1.94,1.9,0.0,0.0,13.0,11.0,0
2021-07-25,St Pauli,3,1,12,3,4,11,0,0,Holstein Kiel,0,0,12,2,3,15,1,0,H,H,2.55,3.45,2.63,1.63,2.45,1.58,2.33,1.88,1.96,0.0,0.0,13.0,12.0,2
2021-07-30,Karlsruhe,3,1,18,5,5,5,1,0,Darmstadt,0,0,5,2,1,16,3,0,H,H,1.36,4.69,8.48,1.9,2.09,1.83,1.96,1.86,1.97,3.0,0.0,4.0,15.0,2
2021-07-30,Paderborn,2,1,4,3,3,17,1,0,Nurnberg,2,0,12,4,6,10,4,0,D,H,2.56,3.37,2.69,2.0,2.01,1.9,1.89,1.87,1.97,1.0,1.0,12.0,11.0,1
2021-07-31,Hannover,0,0,12,6,5,7,2,0,Hansa Rostock,3,1,12,7,5,12,0,0,A,A,1.82,3.73,4.11,1.81,2.15,1.75,2.06,1.82,2.03,1.0,0.0,9.0,13.0,0
2021-07-31,Ingolstadt,1,0,18,4,4,9,1,0,Heidenheim,2,0,12,3,4,18,1,0,A,D,3.14,3.23,2.32,1.93,2.01,1.86,1.94,1.85,1.99,0.0,1.0,17.0,12.0,0
2021-07-31,Regensburg,3,1,27,13,5,9,1,0,Sandhausen,0,0,15,4,8,14,3,1,H,H,2.26,3.3,3.17,1.99,1.99,1.89,1.9,1.96,1.89,3.0,0.0,7.0,15.0,2
2021-07-31,Fortuna Dusseldorf,2,0,15,6,3,13,4,0,Werder Bremen,3,1,16,7,5,8,3,0,A,A,2.32,3.36,3.02,1.93,2.05,1.84,1.96,1.99,1.86,3.0,1.0,7.0,11.0,0
2021-08-01,Hamburg,1,1,17,8,8,10,4,0,Dresden,1,0,7,3,3,11,2,0,D,H,1.66,3.83,5.05,1.69,2.42,1.63,2.24,1.85,2.0,3.0,3.0,7.0,5.0,1
