Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HF,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AF,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-07-28,Bochum,0,0,17,5,8,12,1,0,St Pauli,1,0,16,7,2,10,1,0,A,D,0.0,0.0,2.0,17.0,0
2017-07-29,Bielefeld,2,1,19,5,7,13,3,1,Regensburg,1,1,14,3,4,12,3,0,H,D,0.0,0.0,2.0,15.0,2
2017-07-29,Darmstadt,1,0,10,5,2,13,1,0,Greuther Furth,0,0,10,1,5,21,4,0,H,D,0.0,0.0,4.0,9.0,2
2017-07-29,Ingolstadt,0,0,13,4,3,13,0,0,Union Berlin,1,0,13,3,3,17,3,0,A,D,0.0,0.0,11.0,15.0,0
2017-07-30,Dresden,1,0,18,8,7,10,1,0,Duisburg,0,0,15,3,3,17,4,1,H,D,0.0,0.0,6.0,7.0,2
2017-07-30,Holstein Kiel,2,0,20,3,12,18,2,0,Sandhausen,2,2,8,4,2,20,3,0,D,A,0.0,0.0,10.0,13.0,1
2017-07-30,Nurnberg,3,2,12,3,5,11,0,0,Kaiserslautern,0,0,14,3,3,14,3,0,H,H,0.0,0.0,13.0,12.0,2
2017-07-31,Fortuna Dusseldorf,2,1,14,4,5,19,2,0,Braunschweig,2,1,13,10,5,17,4,1,D,D,0.0,0.0,11.0,9.0,1
2017-08-04,Union Berlin,4,3,15,8,3,16,2,0,Holstein Kiel,3,3,11,6,0,15,2,0,H,D,3.0,1.0,6.0,9.0,2
2017-08-04,Kaiserslautern,1,1,7,2,3,18,3,0,Darmstadt,1,0,10,5,3,11,1,0,D,H,0.0,3.0,18.0,4.0,1
2017-08-04,Sandhausen,1,0,9,3,3,17,2,0,Ingolstadt,0,0,11,4,4,15,2,0,H,D,1.0,0.0,9.0,18.0,2
2017-08-05,Braunschweig,2,1,8,2,2,11,0,0,Heidenheim,0,0,12,3,6,19,2,0,H,H,1.0,0.0,8.0,13.0,2
2017-08-05,Duisburg,1,1,12,5,2,12,2,0,Bochum,1,0,17,3,7,13,2,0,D,H,0.0,0.0,15.0,14.0,1
2017-08-06,Regensburg,0,0,9,1,4,12,2,0,Nurnberg,1,0,16,4,7,16,2,0,A,D,0.0,3.0,15.0,5.0,0
2017-08-06,Erzgebirge Aue,0,0,19,4,9,17,5,0,Fortuna Dusseldorf,2,1,5,2,2,18,2,0,A,A,0.0,1.0,14.0,9.0,0
2017-08-06,Greuther Furth,1,0,18,7,6,17,0,0,Bielefeld,2,2,8,4,4,12,1,0,A,A,0.0,3.0,14.0,7.0,0
