Date,HomeTeam,FTHG,HTHG,HS,HST,HC,HFKC,HY,HR,AwayTeam,FTAG,HTAG,AS,AST,AC,AFKC,AY,AR,FTR,HTR,HomePointsBefore,AwayPointsBefore,HomeLeaguePosBefore,AwayLeaguePosBefore,ResultNum
2017-12-08,Niort,1,1,7,4,5,13,1,0,Reims,2,0,8,3,10,24,3,0,A,H,25.0,38.0,11.0,1.0,0
2017-12-08,Paris FC,2,1,11,5,4,14,1,0,Lens,2,1,5,2,4,22,4,1,D,D,30.0,17.0,6.0,16.0,1
2017-12-08,Tours,1,1,11,4,1,25,5,0,Nancy,2,2,6,4,4,21,2,0,A,A,5.0,17.0,20.0,17.0,0
2017-12-08,Valenciennes,1,1,14,6,5,14,2,1,Quevilly Rouen,1,0,10,9,5,23,5,0,D,H,24.0,11.0,12.0,19.0,1
2017-12-09,Ajaccio,1,1,6,1,7,18,1,0,Le Havre,0,0,8,5,7,16,2,0,H,H,28.0,31.0,8.0,4.0,2
2017-12-11,Nimes,3,2,18,9,10,12,1,0,Clermont,1,1,6,3,3,9,3,2,H,H,34.0,29.0,2.0,8.0,2
2017-12-12,Orleans,2,2,9,4,3,21,1,0,Ajaccio GFCO,0,0,2,1,5,12,3,1,H,H,19.0,23.0,15.0,13.0,2
2017-12-15,Ajaccio,3,1,5,4,1,15,1,0,Auxerre,1,0,8,2,4,12,0,0,H,H,31.0,19.0,5.0,16.0,2
2017-12-15,Bourg Peronnas,2,2,14,6,2,19,0,0,Lorient,2,1,9,5,5,14,0,0,D,H,16.0,32.0,18.0,4.0,1
2017-12-15,Chateauroux,0,0,7,4,3,13,0,0,Orleans,0,0,11,5,6,16,1,0,D,D,27.0,22.0,9.0,14.0,1
2017-12-15,Clermont,0,0,12,7,8,12,3,0,Sochaux,2,0,12,11,3,21,1,0,A,D,29.0,27.0,8.0,10.0,0
2017-12-15,Le Havre,2,1,16,5,6,18,2,0,Niort,1,1,10,7,5,17,4,1,H,D,31.0,25.0,5.0,11.0,2
2017-12-15,Nancy,0,0,7,3,9,12,1,0,Paris FC,1,0,5,3,1,12,2,0,A,D,20.0,31.0,15.0,6.0,0
2017-12-15,Quevilly Rouen,1,0,10,5,7,12,1,0,Brest,4,1,13,10,3,16,1,0,A,A,12.0,31.0,19.0,7.0,0
2017-12-16,Reims,5,3,12,8,6,18,1,0,Valenciennes,1,1,9,4,4,16,2,0,H,H,41.0,25.0,1.0,11.0,2
2017-12-18,Lens,2,2,14,8,4,18,0,0,Tours,0,0,9,2,1,15,1,0,H,H,18.0,5.0,17.0,20.0,2
2018-01-12,Valenciennes,1,1,15,4,5,15,1,0,Chateauroux,2,0,8,4,5,15,2,0,A,H,25.0,28.0,12.0,10.0,0
2018-01-12,Tours,0,0,8,3,6,20,2,0,Clermont,0,0,8,3,6,16,2,0,D,D,5.0,29.0,20.0,10.0,1
2018-01-12,Sochaux,0,0,14,8,8,10,1,0,Quevilly Rouen,1,0,6,1,2,16,2,0,A,D,30.0,12.0,10.0,19.0,0
2018-01-12,Paris FC,2,0,19,10,9,21,1,0,Bourg Peronnas,0,0,8,2,0,13,2,0,H,D,34.0,17.0,6.0,18.0,2
2018-01-12,Auxerre,1,0,10,3,6,17,1,0,Le Havre,1,0,7,4,7,12,1,0,D,D,19.0,34.0,17.0,5.0,1
2018-01-12,Niort,0,0,7,2,2,17,2,0,Nancy,0,0,10,2,4,12,1,0,D,D,25.0,20.0,11.0,16.0,1
2018-01-12,Nimes,0,0,17,9,6,11,0,0,Lens,1,0,9,3,3,23,4,1,A,D,37.0,21.0,2.0,15.0,0
2018-01-12,Brest,2,0,11,4,4,13,2,0,Ajaccio,3,3,9,5,0,14,3,0,A,A,34.0,34.0,6.0,5.0,0
2018-01-12,Orleans,0,0,8,3,8,14,2,0,Reims,2,2,10,3,4,16,0,0,A,A,23.0,44.0,14.0,1.0,0
2018-01-13,Lorient,4,2,12,8,7,16,0,0,Ajaccio GFCO,1,0,6,2,3,16,2,0,H,H,33.0,23.0,7.0,15.0,2
2018-01-16,Reims,1,1,13,6,6,16,2,0,Tours,0,0,10,4,6,14,2,0,H,H,47.0,6.0,1.0,20.0,2
2018-01-16,Nancy,0,0,9,3,3,22,2,0,Nimes,2,2,9,5,5,16,1,0,A,A,21.0,37.0,16.0,2.0,0
2018-01-16,Le Havre,1,1,6,2,1,17,0,0,Paris FC,1,1,4,3,10,13,2,0,D,D,35.0,37.0,6.0,4.0,1
2018-01-16,Chateauroux,3,1,13,9,6,10,1,0,Lorient,1,1,12,4,11,8,2,0,H,D,31.0,36.0,8.0,5.0,2
2018-01-16,Clermont,3,1,14,9,4,15,0,0,Valenciennes,0,0,7,6,3,23,1,0,H,H,30.0,25.0,9.0,12.0,2
2018-01-16,Auxerre,5,3,13,8,4,21,0,0,Niort,0,0,10,5,4,9,2,0,H,H,20.0,26.0,17.0,11.0,2
2018-01-16,Ajaccio GFCO,1,1,20,12,8,12,2,0,Brest,1,0,10,4,4,14,0,0,D,H,23.0,34.0,16.0,7.0,1
2018-01-16,Ajaccio,1,1,7,1,7,19,2,0,Orleans,1,1,4,3,2,23,6,0,D,D,37.0,23.0,4.0,15.0,1
2018-01-16,Bourg Peronnas,3,1,9,6,7,16,3,0,Quevilly Rouen,5,1,15,8,6,17,2,0,A,D,17.0,15.0,18.0,19.0,0
2018-01-19,Tours,2,1,8,4,6,23,2,0,Niort,1,1,12,7,6,9,1,0,H,D,6.0,26.0,20.0,11.0,2
2018-01-19,Bourg Peronnas,0,0,7,2,7,17,2,0,Reims,2,0,12,6,6,15,2,0,A,D,17.0,50.0,19.0,1.0,0
2018-01-19,Brest,1,1,5,4,7,27,1,0,Lens,1,0,7,3,5,14,1,0,D,H,35.0,24.0,7.0,13.0,1
2018-01-19,Lorient,1,1,7,3,3,13,1,0,Clermont,1,0,11,2,5,9,1,0,D,H,36.0,33.0,6.0,9.0,1
2018-01-19,Orleans,2,0,10,8,1,15,2,0,Auxerre,3,1,11,7,3,14,4,0,A,A,24.0,23.0,14.0,16.0,0
2018-01-19,Quevilly Rouen,0,0,12,6,9,9,2,0,Ajaccio GFCO,2,0,7,4,2,22,2,1,A,D,18.0,24.0,18.0,16.0,0
2018-01-19,Sochaux,1,0,13,5,3,22,2,0,Nancy,0,0,6,0,0,15,4,0,H,D,30.0,21.0,10.0,17.0,2
2018-01-19,Valenciennes,1,1,9,5,4,19,3,0,Le Havre,1,0,9,4,4,15,2,0,D,H,25.0,36.0,15.0,6.0,1
2018-01-20,Nimes,3,1,18,9,8,9,1,0,Chateauroux,0,0,3,1,4,18,3,1,H,H,40.0,34.0,2.0,9.0,2
2018-01-22,Paris FC,2,2,6,4,3,9,1,0,Ajaccio,1,0,9,3,4,18,4,0,H,H,38.0,38.0,4.0,3.0,2
2018-01-23,Ajaccio GFCO,2,1,8,6,4,13,5,0,Nimes,0,0,16,6,13,8,1,0,H,H,27.0,43.0,11.0,2.0,2
2018-01-26,Ajaccio GFCO,1,1,11,2,4,22,0,0,Bourg Peronnas,2,0,7,4,3,15,1,0,A,H,30.0,17.0,11.0,19.0,0
2018-01-26,Auxerre,1,0,7,2,10,18,2,0,Paris FC,1,0,3,2,5,17,2,1,D,D,26.0,41.0,12.0,3.0,1
2018-01-26,Chateauroux,1,0,13,4,8,23,2,0,Sochaux,1,0,8,4,5,14,1,0,D,D,34.0,33.0,9.0,10.0,1
2018-01-26,Clermont,1,0,15,7,8,15,2,0,Quevilly Rouen,1,0,9,7,3,13,4,0,D,D,34.0,18.0,9.0,19.0,1
2018-01-26,Lens,0,0,9,2,9,13,1,0,Orleans,1,0,5,5,2,15,5,1,A,D,25.0,24.0,15.0,16.0,0
2018-01-26,Nancy,2,0,10,4,9,17,1,0,Brest,2,2,8,4,6,23,3,0,D,A,21.0,36.0,17.0,7.0,1
2018-01-26,Niort,1,1,11,6,3,15,4,0,Valenciennes,2,0,5,2,4,17,1,0,A,H,26.0,26.0,14.0,15.0,0
2018-01-27,Le Havre,2,1,8,4,5,20,4,0,Nimes,1,1,7,3,7,12,4,1,H,D,37.0,43.0,5.0,2.0,2
2018-01-27,Ajaccio,2,1,6,3,2,16,1,0,Tours,1,0,8,3,3,31,1,0,H,H,38.0,9.0,5.0,20.0,2
2018-01-29,Reims,0,0,10,0,7,21,2,0,Lorient,1,0,8,3,4,13,3,0,A,D,53.0,37.0,1.0,6.0,0
2018-01-30,Lens,0,0,11,2,10,10,2,0,Sochaux,1,0,11,3,6,7,2,0,A,D,25.0,34.0,16.0,10.0,0
2018-02-02,Valenciennes,0,0,7,1,2,14,0,0,Nancy,1,1,14,6,6,20,2,0,A,A,29.0,22.0,12.0,17.0,0
2018-02-02,Bourg Peronnas,0,0,8,4,2,11,0,1,Clermont,2,0,9,4,7,17,1,1,A,D,20.0,35.0,18.0,9.0,0
2018-02-02,Nimes,1,0,10,7,7,15,2,0,Ajaccio,1,0,6,2,1,23,4,1,D,D,43.0,41.0,2.0,4.0,1
2018-02-02,Orleans,2,2,5,5,6,13,1,0,Le Havre,1,0,10,6,3,10,1,0,H,H,27.0,40.0,13.0,5.0,2
2018-02-02,Paris FC,0,0,8,2,3,20,2,0,Niort,1,0,6,3,4,21,4,1,A,D,42.0,26.0,4.0,15.0,0
2018-02-02,Quevilly Rouen,0,0,15,7,10,12,1,0,Chateauroux,1,1,7,5,5,17,2,0,A,A,19.0,35.0,19.0,10.0,0
2018-02-02,Sochaux,4,1,8,3,8,18,1,0,Ajaccio GFCO,1,0,16,11,5,19,2,0,H,H,37.0,30.0,10.0,12.0,2
2018-02-02,Tours,0,0,12,7,3,17,3,0,Auxerre,2,1,7,5,4,24,1,0,A,A,9.0,27.0,20.0,15.0,0
2018-02-03,Lorient,1,1,9,7,3,22,2,0,Lens,1,0,4,2,4,17,2,0,D,H,40.0,25.0,5.0,16.0,1
2018-02-05,Brest,0,0,8,2,8,14,2,0,Reims,0,0,6,2,4,16,1,0,D,D,37.0,53.0,10.0,1.0,1
2018-02-09,Ajaccio,3,1,13,7,4,17,1,0,Lorient,2,2,9,3,2,16,2,0,H,A,42.0,41.0,3.0,5.0,2
2018-02-09,Chateauroux,3,2,12,5,1,17,0,0,Bourg Peronnas,1,1,11,5,4,17,1,0,H,H,38.0,20.0,10.0,18.0,2
2018-02-09,Clermont,1,1,6,4,3,18,0,0,Ajaccio GFCO,0,0,5,3,3,19,2,0,H,H,38.0,30.0,9.0,13.0,2
2018-02-09,Le Havre,1,1,5,2,2,18,2,0,Brest,0,0,7,2,6,10,2,0,H,H,40.0,38.0,8.0,10.0,2
2018-02-09,Nancy,1,1,16,9,6,18,1,0,Quevilly Rouen,2,0,11,6,6,16,4,1,A,H,25.0,19.0,17.0,19.0,0
2018-02-09,Niort,2,1,12,5,4,9,1,0,Orleans,3,2,8,5,4,23,2,0,A,A,29.0,30.0,14.0,12.0,0
2018-02-09,Reims,3,1,15,11,3,13,0,0,Sochaux,0,0,15,7,8,10,1,0,H,H,54.0,40.0,1.0,9.0,2
2018-02-09,Tours,1,1,7,4,4,24,2,0,Paris FC,2,0,8,7,5,23,3,0,A,H,9.0,42.0,20.0,5.0,0
2018-02-10,Lens,1,0,9,4,5,14,2,0,Valenciennes,1,1,4,1,6,21,4,0,D,A,26.0,29.0,16.0,15.0,1
2018-02-12,Auxerre,0,0,3,1,2,22,3,0,Nimes,0,0,10,5,6,20,4,0,D,D,30.0,44.0,12.0,4.0,1
2018-02-16,Valenciennes,2,1,11,5,2,13,3,0,Ajaccio,0,0,9,3,7,22,4,0,H,H,30.0,45.0,13.0,3.0,2
2018-02-16,Sochaux,3,1,24,13,8,12,0,0,Le Havre,2,2,10,5,1,17,2,0,H,A,40.0,43.0,9.0,5.0,2
2018-02-16,Orleans,1,0,8,5,4,17,4,1,Paris FC,1,1,3,3,1,17,4,0,D,A,33.0,45.0,11.0,4.0,1
2018-02-16,Nimes,2,2,8,3,5,13,2,0,Tours,2,1,9,4,2,22,2,0,D,H,45.0,9.0,3.0,20.0,1
2018-02-16,Bourg Peronnas,3,1,6,4,1,15,2,1,Nancy,2,1,10,3,5,20,1,0,H,D,20.0,25.0,19.0,17.0,2
2018-02-16,Brest,2,0,17,10,9,17,1,0,Niort,0,0,11,7,3,7,1,0,H,D,38.0,29.0,10.0,15.0,2
2018-02-16,Ajaccio GFCO,1,1,12,8,10,13,3,0,Reims,2,2,5,4,4,19,0,0,A,A,30.0,57.0,14.0,1.0,0
2018-02-16,Clermont,1,1,14,8,8,8,0,0,Chateauroux,1,0,10,5,1,18,1,0,D,H,41.0,41.0,7.0,10.0,1
2018-02-17,Lorient,1,1,10,3,5,14,3,0,Auxerre,3,1,9,5,4,14,2,0,A,D,41.0,31.0,9.0,13.0,0
2018-02-19,Quevilly Rouen,1,1,10,6,2,15,2,0,Lens,2,0,8,6,9,19,4,0,A,H,22.0,27.0,19.0,16.0,0
2018-02-23,Niort,1,1,1,1,1,23,3,2,Nimes,4,2,20,15,4,9,1,0,A,A,29.0,46.0,16.0,2.0,0
2018-02-23,Tours,1,1,7,6,1,21,2,0,Orleans,1,0,7,6,5,18,1,0,D,H,10.0,34.0,20.0,12.0,1
2018-02-23,Reims,2,2,10,8,2,24,2,0,Quevilly Rouen,1,0,15,4,7,13,1,0,H,H,60.0,22.0,1.0,19.0,2
2018-02-23,Lens,0,0,8,5,5,7,0,0,Clermont,1,0,18,11,10,7,2,0,A,D,30.0,42.0,14.0,7.0,0
2018-02-23,Chateauroux,4,1,12,6,5,10,1,0,Ajaccio GFCO,1,1,10,6,6,11,0,0,H,D,42.0,30.0,8.0,15.0,2
2018-02-23,Auxerre,2,1,15,8,12,22,1,0,Valenciennes,0,0,6,4,2,14,1,0,H,H,34.0,33.0,12.0,13.0,2
2018-02-23,Ajaccio,3,1,7,5,4,8,2,1,Sochaux,2,1,7,2,0,14,2,0,H,D,45.0,43.0,5.0,8.0,2
2018-02-23,Le Havre,0,0,9,3,3,14,1,0,Bourg Peronnas,0,0,9,4,3,14,1,0,D,D,43.0,23.0,7.0,18.0,1
2018-02-24,Paris FC,0,0,7,2,4,20,0,0,Brest,1,0,4,1,2,20,1,0,A,D,46.0,41.0,4.0,10.0,0
2018-02-26,Nancy,0,0,6,1,3,16,3,0,Lorient,2,1,6,4,4,17,2,0,A,A,25.0,41.0,17.0,10.0,0
2018-03-02,Quevilly Rouen,1,0,7,4,12,14,2,1,Niort,2,1,6,3,4,17,2,0,A,A,22.0,29.0,19.0,16.0,0
2018-03-02,Ajaccio GFCO,1,1,4,2,3,15,4,0,Lens,1,0,10,5,7,15,0,0,D,H,30.0,30.0,16.0,15.0,1
2018-03-02,Bourg Peronnas,5,2,10,6,4,12,4,1,Ajaccio,4,2,5,4,2,20,4,0,H,D,24.0,48.0,18.0,3.0,2
2018-03-02,Brest,1,1,13,2,4,14,3,0,Tours,3,1,6,3,2,17,2,0,A,D,44.0,11.0,9.0,20.0,0
2018-03-02,Chateauroux,1,1,14,12,5,15,4,0,Nancy,0,0,14,6,8,12,1,0,H,H,45.0,25.0,6.0,18.0,2
2018-03-02,Clermont,2,1,14,7,2,14,2,0,Reims,1,1,9,5,3,16,3,0,H,D,45.0,63.0,6.0,1.0,2
2018-03-02,Valenciennes,0,0,17,9,6,17,2,0,Orleans,1,1,4,2,5,17,0,0,A,A,33.0,35.0,13.0,12.0,0
2018-03-03,Nimes,2,0,9,4,5,22,3,0,Paris FC,1,0,4,1,3,25,4,0,H,D,49.0,46.0,2.0,6.0,2
2018-03-05,Lorient,1,1,11,6,3,10,0,0,Le Havre,0,0,7,3,6,19,2,0,H,H,44.0,44.0,8.0,7.0,2
2018-03-09,Niort,1,0,12,6,0,13,2,0,Lorient,2,2,9,3,3,22,3,0,A,A,32.0,47.0,14.0,6.0,0
2018-03-09,Nancy,1,0,7,4,3,16,1,0,Ajaccio GFCO,0,0,8,2,1,15,3,0,H,D,25.0,31.0,18.0,16.0,2
2018-03-09,Orleans,1,0,8,7,3,15,2,0,Nimes,4,2,15,11,9,12,0,0,A,A,38.0,52.0,11.0,2.0,0
2018-03-09,Auxerre,1,0,12,6,1,14,2,0,Brest,2,1,9,4,4,15,1,0,A,A,37.0,44.0,12.0,9.0,0
2018-03-09,Ajaccio,2,2,8,4,2,9,1,0,Quevilly Rouen,0,0,4,3,5,8,1,0,H,H,48.0,22.0,5.0,19.0,2
2018-03-09,Le Havre,2,1,9,3,3,14,3,0,Clermont,1,0,7,4,5,16,1,0,H,H,44.0,48.0,9.0,5.0,2
2018-03-09,Reims,4,2,11,7,4,15,1,0,Chateauroux,0,0,6,3,3,10,1,0,H,H,63.0,48.0,1.0,6.0,2
2018-03-10,Paris FC,2,0,13,5,6,17,0,0,Sochaux,0,0,9,3,7,18,3,0,H,D,46.0,43.0,9.0,10.0,2
2018-03-12,Lens,0,0,6,1,2,17,3,0,Bourg Peronnas,1,0,8,4,3,19,4,0,A,D,31.0,27.0,15.0,18.0,0
2018-03-13,Sochaux,0,0,14,5,12,10,1,1,Auxerre,4,2,17,10,6,20,1,0,A,A,43.0,37.0,10.0,12.0,0
2018-03-16,Ajaccio GFCO,0,0,8,2,4,21,4,0,Ajaccio,1,1,6,3,2,18,3,0,A,A,31.0,51.0,16.0,3.0,0
2018-03-16,Bourg Peronnas,0,0,8,2,7,17,3,1,Niort,1,0,10,3,2,16,2,0,A,D,30.0,32.0,17.0,14.0,0
2018-03-16,Chateauroux,2,1,12,4,8,6,0,1,Le Havre,1,0,11,3,9,15,3,0,H,H,48.0,47.0,7.0,8.0,2
2018-03-16,Clermont,2,1,18,7,2,18,2,0,Nancy,0,0,8,7,0,20,3,0,H,H,48.0,28.0,7.0,18.0,2
2018-03-16,Lorient,3,1,12,6,6,15,0,0,Orleans,1,0,5,1,6,21,5,1,H,H,50.0,38.0,6.0,12.0,2
2018-03-16,Quevilly Rouen,4,2,12,8,4,11,2,0,Auxerre,1,1,5,2,6,20,1,2,H,H,22.0,40.0,19.0,11.0,2
2018-03-16,Sochaux,0,0,7,2,6,19,1,0,Tours,0,0,0,0,4,17,1,0,D,D,43.0,14.0,10.0,20.0,1
2018-03-16,Valenciennes,2,2,11,5,3,15,3,2,Paris FC,4,1,14,12,4,15,1,2,A,H,33.0,49.0,14.0,7.0,0
2018-03-17,Reims,3,2,12,6,5,16,1,0,Lens,1,0,11,4,11,15,1,0,H,H,66.0,31.0,1.0,15.0,2
2018-03-19,Brest,0,0,10,4,1,25,4,1,Nimes,2,1,7,3,6,18,2,0,A,A,47.0,55.0,9.0,2.0,0
2018-03-30,Ajaccio,2,0,11,5,4,13,4,0,Clermont,1,0,7,6,2,15,1,0,H,D,54.0,51.0,3.0,6.0,2
2018-03-30,Auxerre,3,1,10,8,7,17,2,0,Bourg Peronnas,1,1,8,3,2,4,1,0,H,D,40.0,30.0,11.0,17.0,2
2018-03-30,Le Havre,0,0,13,3,8,17,1,0,Quevilly Rouen,2,1,6,5,4,10,2,0,A,A,47.0,25.0,8.0,19.0,0
2018-03-30,Nimes,1,1,9,4,5,13,1,0,Valenciennes,0,0,12,6,3,17,3,0,H,H,58.0,33.0,2.0,14.0,2
2018-03-30,Niort,1,0,6,3,2,19,1,0,Sochaux,1,1,10,2,6,18,1,0,D,A,35.0,44.0,13.0,10.0,1
2018-03-30,Orleans,1,1,8,7,4,21,1,0,Brest,1,1,8,6,4,17,3,0,D,D,38.0,47.0,12.0,9.0,1
2018-03-30,Paris FC,0,0,6,2,6,12,1,0,Ajaccio GFCO,0,0,5,0,5,19,4,0,D,D,52.0,31.0,5.0,16.0,1
2018-03-30,Tours,3,0,8,7,5,19,3,0,Lorient,1,1,7,3,2,8,1,0,H,A,15.0,53.0,20.0,4.0,2
2018-03-31,Nancy,0,0,5,3,7,20,1,0,Reims,2,0,8,5,3,24,2,0,A,D,28.0,69.0,18.0,1.0,0
2018-04-02,Lens,2,1,13,7,6,14,2,0,Chateauroux,1,0,7,3,3,17,1,0,H,H,31.0,51.0,16.0,7.0,2
2018-04-03,Tours,1,0,6,4,6,17,1,0,Valenciennes,2,1,5,4,2,17,4,1,A,A,18.0,33.0,20.0,15.0,0
2018-04-06,Ajaccio GFCO,3,1,8,5,3,18,1,0,Auxerre,1,0,9,4,6,14,2,0,H,H,32.0,43.0,16.0,11.0,2
2018-04-06,Bourg Peronnas,1,0,21,10,11,15,2,1,Tours,1,1,2,2,1,22,3,1,D,A,30.0,18.0,17.0,20.0,1
2018-04-06,Brest,3,1,13,9,8,20,1,0,Valenciennes,1,1,9,3,7,13,2,0,H,D,48.0,36.0,8.0,13.0,2
2018-04-06,Chateauroux,0,0,11,4,7,14,1,0,Ajaccio,2,1,11,6,3,16,1,0,A,A,51.0,57.0,8.0,3.0,0
2018-04-06,Clermont,2,1,14,9,11,12,3,1,Niort,2,0,14,9,4,8,2,0,D,H,51.0,36.0,6.0,13.0,1
2018-04-06,Lorient,2,0,13,10,6,9,3,0,Paris FC,0,0,2,0,0,9,3,1,H,D,53.0,53.0,4.0,5.0,2
2018-04-06,Quevilly Rouen,1,0,14,5,2,13,4,0,Nimes,3,1,12,8,6,14,2,0,A,A,28.0,61.0,18.0,2.0,0
2018-04-06,Sochaux,3,1,8,6,0,12,1,0,Orleans,2,0,9,4,3,18,1,0,H,H,45.0,39.0,10.0,12.0,2
2018-04-09,Lens,1,1,11,5,7,21,2,0,Nancy,1,1,6,3,4,12,2,0,D,D,34.0,28.0,16.0,18.0,1
2018-04-13,Valenciennes,2,0,12,5,5,12,2,0,Bourg Peronnas,2,0,7,3,4,14,1,0,D,D,36.0,31.0,14.0,17.0,1
2018-04-13,Tours,0,0,7,5,2,19,1,0,Chateauroux,1,1,5,3,3,14,2,0,A,A,19.0,51.0,20.0,8.0,0
2018-04-13,Orleans,2,1,9,6,2,14,2,0,Quevilly Rouen,1,0,8,5,4,19,2,0,H,H,39.0,28.0,12.0,19.0,2
2018-04-13,Niort,2,1,5,3,2,15,1,0,Lens,2,1,16,11,10,13,1,0,D,D,37.0,35.0,13.0,15.0,1
2018-04-13,Le Havre,2,1,14,9,5,21,1,0,Ajaccio GFCO,1,1,9,3,2,16,1,0,H,D,47.0,35.0,10.0,16.0,2
2018-04-13,Auxerre,1,0,7,3,7,17,0,0,Clermont,2,0,11,5,3,10,0,0,A,D,43.0,52.0,11.0,7.0,0
2018-04-13,Ajaccio,2,0,7,4,4,17,3,0,Nancy,0,0,5,1,7,15,3,1,H,D,60.0,29.0,3.0,18.0,2
2018-04-13,Nimes,0,0,14,7,3,15,2,0,Sochaux,2,0,12,7,4,16,3,0,A,D,64.0,48.0,2.0,10.0,0
2018-04-14,Paris FC,0,0,5,2,7,12,0,0,Reims,3,1,8,3,2,17,0,0,A,A,53.0,72.0,7.0,1.0,0
2018-04-16,Brest,3,1,11,8,4,16,3,0,Lorient,0,0,0,0,3,12,3,2,H,H,51.0,56.0,8.0,4.0,2
2018-04-20,Quevilly Rouen,0,0,9,5,4,11,2,0,Paris FC,4,1,11,9,5,11,2,0,A,A,28.0,53.0,19.0,8.0,0
2018-04-20,Sochaux,1,1,12,6,4,14,2,0,Brest,1,1,13,7,6,17,1,0,D,D,51.0,54.0,9.0,7.0,1
2018-04-20,Reims,1,0,6,2,8,11,1,0,Ajaccio,0,0,5,2,5,9,0,0,H,D,75.0,63.0,1.0,3.0,2
2018-04-20,Lorient,0,0,7,1,8,13,4,0,Valenciennes,1,1,9,5,4,12,1,0,A,A,56.0,37.0,4.0,14.0,0
2018-04-20,Lens,3,3,12,6,7,16,3,0,Le Havre,3,1,12,7,6,14,0,0,D,H,36.0,50.0,15.0,10.0,1
2018-04-20,Clermont,4,1,13,10,4,15,1,0,Orleans,2,1,13,8,4,14,4,2,H,D,55.0,42.0,6.0,12.0,2
2018-04-20,Chateauroux,2,1,16,6,16,9,0,0,Niort,1,1,7,2,0,10,3,0,H,D,54.0,38.0,8.0,14.0,2
2018-04-20,Bourg Peronnas,2,1,9,3,1,16,2,0,Nimes,2,1,9,4,5,16,0,0,D,D,32.0,64.0,17.0,2.0,1
2018-04-20,Ajaccio GFCO,3,1,10,6,7,18,1,0,Tours,2,0,8,4,1,21,1,0,H,H,35.0,19.0,16.0,20.0,2
2018-04-21,Nancy,2,2,11,8,5,13,1,0,Auxerre,1,1,6,2,0,20,2,0,H,H,29.0,43.0,18.0,11.0,2
2018-04-23,Ajaccio,2,1,7,5,2,14,1,0,Lens,0,0,5,3,4,14,1,0,H,H,63.0,37.0,3.0,16.0,2
2018-04-24,Valenciennes,2,1,12,8,6,12,0,0,Sochaux,2,1,14,5,3,7,1,0,D,D,40.0,52.0,13.0,9.0,1
2018-04-24,Tours,2,1,11,9,5,8,2,0,Quevilly Rouen,2,1,12,8,8,19,1,0,D,D,19.0,28.0,20.0,19.0,1
2018-04-24,Paris FC,0,0,14,7,8,11,1,0,Chateauroux,0,0,5,3,1,17,2,0,D,D,56.0,57.0,7.0,5.0,1
2018-04-24,Orleans,5,2,9,8,3,21,1,1,Bourg Peronnas,1,1,11,4,3,16,0,0,H,H,42.0,33.0,12.0,17.0,2
2018-04-24,Le Havre,3,0,11,5,3,16,0,0,Nancy,0,0,4,1,7,14,0,0,H,D,51.0,32.0,10.0,18.0,2
2018-04-24,Nimes,1,1,21,12,7,19,3,1,Lorient,0,0,2,1,2,22,2,2,H,H,65.0,56.0,3.0,7.0,2
2018-04-24,Brest,1,0,17,6,8,14,1,0,Clermont,0,0,10,5,7,9,2,0,H,D,55.0,58.0,8.0,4.0,2
2018-04-24,Auxerre,1,1,6,4,3,12,1,0,Reims,4,0,12,7,6,12,1,0,A,H,43.0,78.0,12.0,1.0,0
2018-04-24,Niort,4,2,12,6,4,15,0,0,Ajaccio GFCO,1,1,9,3,6,19,3,0,H,H,38.0,38.0,14.0,15.0,2
2018-04-27,Quevilly Rouen,2,1,10,4,2,19,1,0,Valenciennes,2,0,4,2,7,11,2,0,D,H,29.0,41.0,19.0,14.0,1
2018-04-27,Reims,3,2,18,8,5,15,0,0,Niort,1,0,9,5,4,6,0,0,H,H,81.0,41.0,1.0,14.0,2
2018-04-27,Nancy,3,0,16,8,6,13,2,0,Tours,1,1,4,2,2,17,3,0,H,A,32.0,20.0,18.0,20.0,2
2018-04-27,Sochaux,0,0,4,1,9,11,1,0,Lorient,2,1,11,6,2,14,2,0,A,A,53.0,56.0,10.0,8.0,0
2018-04-27,Chateauroux,1,1,12,4,7,17,0,0,Auxerre,2,0,6,5,5,17,0,0,A,H,58.0,43.0,7.0,12.0,0
2018-04-27,Bourg Peronnas,2,1,12,2,0,12,3,0,Brest,4,3,14,5,7,15,0,0,A,A,33.0,58.0,18.0,6.0,0
2018-04-27,Ajaccio GFCO,1,0,15,8,5,15,2,0,Orleans,0,0,8,2,6,12,2,0,H,D,38.0,45.0,15.0,12.0,2
2018-04-27,Le Havre,2,1,15,8,2,8,0,1,Ajaccio,0,0,10,5,12,20,2,1,H,H,54.0,66.0,9.0,3.0,2
2018-04-28,Clermont,1,0,7,3,2,17,2,0,Nimes,1,0,9,5,7,14,1,0,D,D,58.0,68.0,6.0,2.0,1
2018-04-30,Lens,1,0,12,4,8,17,2,0,Paris FC,0,0,4,3,3,7,2,1,H,D,37.0,57.0,16.0,9.0,2
2018-04-30,Reims,0,0,8,2,9,12,1,0,Le Havre,1,1,10,5,4,16,1,0,A,A,84.0,57.0,1.0,8.0,0
2018-05-04,Valenciennes,1,1,9,3,3,7,0,0,Reims,3,2,15,9,5,14,1,0,A,A,42.0,84.0,13.0,1.0,0
2018-05-04,Tours,4,3,6,5,2,13,0,0,Lens,2,1,9,5,8,12,2,0,H,H,20.0,40.0,20.0,16.0,2
