prediction_key,created_at_utc,match_date,competition,home_team,away_team,predicted_result,prob_home,prob_draw,prob_away,pred_home_goals,pred_away_goals,pred_home_shots,pred_away_shots,pred_home_sot,pred_away_sot,actual_home_goals,actual_away_goals,actual_result,is_correct,settled_at_utc,correct_counter,total_counter,accuracy_pct_counter
2026-02-21|England/Premier League|astonvilla|leedsunited,2026-02-20T22:38:13+00:00,2026-02-21,England/Premier League,Aston Villa,Leeds United FC,D,0.213636,0.445455,0.340909,0.875,0.969,10.85,10.713,4.287,3.319,1.0,1.0,D,1.0,2026-02-22T05:25:55+00:00,3,5,60.0
2026-02-21|England/Premier League|brentford|brighton,2026-02-20T22:38:13+00:00,2026-02-21,England/Premier League,Brentford,Brighton,D,0.2,0.481818,0.318182,0.925,0.988,10.938,10.931,3.931,3.531,0.0,2.0,A,0.0,2026-02-22T05:25:55+00:00,3,5,60.0
2026-02-21|England/Premier League|burnley|chelsea,2026-02-20T22:38:14+00:00,2026-02-21,England/Premier League,Chelsea,Burnley,H,0.581818,0.340909,0.077273,2.369,1.181,19.212,6.75,8.188,2.819,1.0,1.0,D,0.0,2026-02-22T05:25:55+00:00,3,5,60.0
2026-02-21|England/Premier League|mancity|newcastle,2026-02-21T20:03:04+00:00,2026-02-21,England/Premier League,Man City,Newcastle,H,0.877273,0.072727,0.05,2.4,0.412,13.506,8.338,5.781,3.038,2.0,1.0,H,1.0,2026-02-22T05:25:55+00:00,3,5,60.0
2026-02-21|England/Premier League|bournemouth|westhamunited,2026-02-20T22:38:14+00:00,2026-02-21,England/Premier League,West Ham United FC,Bournemouth,D,0.240909,0.504545,0.254545,0.719,0.95,12.75,10.35,3.75,4.269,0.0,0.0,D,1.0,2026-02-22T05:25:55+00:00,3,5,60.0
